"","fragment_ID","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date","timepoint"
"1","ACR1_1","0",2,"initial",-0.000181162387059253,-0.652184593413312,2022-03-19,"TP1"
"2","ACR1_1","643",2,"initial",7.60239314540831e-05,0.273686153234699,2022-03-19,"TP1"
"3","ACR10_1","0",1,"initial",-0.000149790146397741,-0.539244527031866,2022-03-19,"TP1"
"4","ACR10_1","631",1,"initial",0.000130320472662531,0.469153701585112,2022-03-19,"TP1"
"5","ACR11_1","0",1,"initial",-0.000151653041198037,-0.545950948312931,2022-03-19,"TP1"
"6","ACR11_1","631",1,"initial",8.46195697941406e-05,0.304630451258906,2022-03-19,"TP1"
"7","ACR12_1","0",3,"initial",-9.26940474399483e-05,-0.333698570783814,2022-03-19,"TP1"
"8","ACR12_1","641",3,"initial",8.44191752079824e-05,0.303909030748737,2022-03-19,"TP1"
"9","ACR13_1","0",2,"initial",-0.00014547454280609,-0.523708354101922,2022-03-19,"TP1"
"10","ACR13_1","643",2,"initial",7.49642075248901e-05,0.269871147089604,2022-03-19,"TP1"
"11","ACR14_1","0",1,"initial",-7.92081264930889e-05,-0.28514925537512,2022-03-19,"TP1"
"12","ACR14_1","631",1,"initial",5.604095113071e-05,0.201747424070556,2022-03-19,"TP1"
"13","ACR15_1","0",3,"initial",-0.00016434411918823,-0.591638829077628,2022-03-19,"TP1"
"14","ACR15_1","641",3,"initial",7.56910369413969e-05,0.272487732989029,2022-03-19,"TP1"
"15","ACR16_1","0",1,"initial",-0.000149043559291096,-0.536556813447946,2022-03-19,"TP1"
"16","ACR16_1","631",1,"initial",8.50008127259333e-05,0.30600292581336,2022-03-19,"TP1"
"17","ACR17_1","0",2,"initial",-0.000165065745941517,-0.594236685389461,2022-03-19,"TP1"
"18","ACR17_1","643",2,"initial",6.91481332228883e-05,0.248933279602398,2022-03-19,"TP1"
"19","ACR18_1","0",2,"initial",-0.000123458942870593,-0.444452194334134,2022-03-19,"TP1"
"20","ACR18_1","643",2,"initial",2.11096001129685e-05,0.0759945604066867,2022-03-19,"TP1"
"21","ACR19_1","0",3,"initial",-0.00011298053116954,-0.406729912210345,2022-03-19,"TP1"
"22","ACR19_1","641",3,"initial",0.000109233091429427,0.393239129145937,2022-03-19,"TP1"
"23","ACR2_1","0",3,"initial",-0.00011755476035485,-0.423197137277461,2022-03-19,"TP1"
"24","ACR2_1","641",3,"initial",5.97904097968677e-05,0.215245475268724,2022-03-19,"TP1"
"25","ACR20_1","0",3,"initial",-0.000133983382601959,-0.482340177367051,2022-03-19,"TP1"
"26","ACR20_1","641",3,"initial",0.000108655791201626,0.391160848325853,2022-03-19,"TP1"
"27","ACR21_1","0",1,"initial",-0.000182835389899846,-0.658207403639444,2022-03-19,"TP1"
"28","ACR21_1","631",1,"initial",2.49291826997052e-05,0.0897450577189388,2022-03-19,"TP1"
"29","ACR22_1","0",2,"initial",-0.000146180114864007,-0.526248413510424,2022-03-19,"TP1"
"30","ACR22_1","643",2,"initial",9.15563598139299e-05,0.329602895330148,2022-03-19,"TP1"
"31","ACR23_1","0",3,"initial",-0.00013422765575536,-0.483219560719295,2022-03-19,"TP1"
"32","ACR23_1","641",3,"initial",5.57588006628402e-05,0.200731682386225,2022-03-19,"TP1"
"33","ACR24_1","0",2,"initial",-0.000194047439602799,-0.698570782570076,2022-03-19,"TP1"
"34","ACR24_1","643",2,"initial",3.95492071591702e-05,0.142377145773013,2022-03-19,"TP1"
"35","ACR3_1","0",2,"initial",-0.000117364326072208,-0.42251157385995,2022-03-19,"TP1"
"36","ACR3_1","643",2,"initial",6.4990269056566e-05,0.233964968603638,2022-03-19,"TP1"
"37","ACR4_1","0",1,"initial",-0.000199531750931374,-0.718314303352946,2022-03-19,"TP1"
"38","ACR4_1","631",1,"initial",8.19249803968584e-05,0.29492992942869,2022-03-19,"TP1"
"39","ACR5_1","0",1,"initial",-0.000154027726078721,-0.554499813883394,2022-03-19,"TP1"
"40","ACR5_1","631",1,"initial",6.96022084979491e-05,0.250567950592617,2022-03-19,"TP1"
"41","ACR6_1","0",3,"initial",-0.000170774072201146,-0.614786659924125,2022-03-19,"TP1"
"42","ACR6_1","641",3,"initial",0.000179666784300818,0.646800423482946,2022-03-19,"TP1"
"43","ACR7_1","0",2,"initial",-0.000138264485223761,-0.497752146805541,2022-03-19,"TP1"
"44","ACR7_1","643",2,"initial",0.000181380647754658,0.652970331916768,2022-03-19,"TP1"
"45","ACR8_1","0",3,"initial",-0.000138500340824279,-0.498601226967403,2022-03-19,"TP1"
"46","ACR8_1","641",3,"initial",7.52329062365811e-05,0.270838462451692,2022-03-19,"TP1"
"47","ACR9_1","0",1,"initial",-0.000181289120507502,-0.652640833827006,2022-03-19,"TP1"
"48","ACR9_1","631",1,"initial",-1.76148647270563e-05,-0.0634135130174025,2022-03-19,"TP1"
