fragment_ID,partner,treatment,AFDW.mg.cm2,timepoint,DW.mg.cm2
ACR10_4,Host,ambient,2.6709828442774444,TP4,81.44470758987072
ACR10_4,Sym,ambient,1.0433881919347678,TP4,53.773009604144065
ACR11_4,Host,ambient,1.4060762798053772,TP4,25.241449450725824
ACR11_4,Sym,ambient,0.6910789444592581,TP4,12.31425582853828
ACR12_4,Host,ambient,2.007208227690426,TP4,47.096973128357355
ACR12_4,Sym,ambient,0.8417565975342487,TP4,33.961813699804964
ACR13_4,Host,hot,2.110883385445552,TP4,48.49629525727895
ACR13_4,Sym,hot,0.6594759846851682,TP4,30.508447507044654
ACR14_4,Host,hot,1.6188647325964969,TP4,46.60629265575005
ACR14_4,Sym,hot,0.5535680596552744,TP4,29.46802782944284
ACR15_4,Host,hot,2.35110584095341,TP4,60.39452996861412
ACR15_4,Sym,hot,0.7744819240787759,TP4,47.368931526828675
ACR16_4,Host,hot,1.6422734332477813,TP4,31.082971387073076
ACR16_4,Sym,hot,0.5016398850647744,TP4,16.976392639208203
ACR17_4,Host,hot,2.7420635968955187,TP4,63.75534361473338
ACR17_4,Sym,hot,0.8827875170577764,TP4,48.261376282752195
ACR18_4,Host,hot,1.879240506435401,TP4,47.386498697369106
ACR18_4,Sym,hot,0.46248206570853734,TP4,30.549685554926057
ACR19_4,Host,hot,1.4621114768262142,TP4,37.73853373521844
ACR19_4,Sym,hot,0.67846595802133,TP4,23.867421886845012
ACR1_4,Host,ambient,1.6363120476282045,TP4,41.012637343113866
ACR1_4,Sym,ambient,1.189255970955239,TP4,36.66233766586718
ACR20_4,Host,hot,2.206424516281986,TP4,59.18391988973497
ACR20_4,Sym,hot,0.7319632878063739,TP4,41.55587407266237
ACR21_4,Host,hot,2.229641563081611,TP4,65.50775312219577
ACR21_4,Sym,hot,0.7995278556601194,TP4,42.61345959734965
ACR22_4,Host,hot,1.9720738742488781,TP4,42.59443155925129
ACR22_4,Sym,hot,0.429167405361017,TP4,22.972670830191298
ACR23_4,Host,hot,1.6809336483975577,TP4,44.18745375366422
ACR23_4,Sym,hot,0.5765090035015421,TP4,26.86937451946564
ACR24_4,Host,hot,2.3432549085883494,TP4,52.810937097541334
ACR24_4,Sym,hot,0.5088210658649011,TP4,40.57239087232337
ACR2_4,Host,ambient,2.807881287229352,TP4,53.86008415609263
ACR2_4,Sym,ambient,0.788991436080975,TP4,30.018361567824805
ACR3_4,Host,ambient,1.395106503669711,TP4,33.69345905374179
ACR3_4,Sym,ambient,0.6645691225887226,TP4,18.41012838776087
ACR4_4,Host,ambient,1.820712697920234,TP4,48.539373117295526
ACR4_4,Sym,ambient,0.8719409191217623,TP4,29.67754825440072
ACR5_4,Host,ambient,1.8963793692480966,TP4,39.75301281537559
ACR5_4,Sym,ambient,1.3591241231503743,TP4,22.222659660695644
ACR6_4,Host,ambient,1.5551428700434025,TP4,35.611254393951775
ACR6_4,Sym,ambient,0.9134808544990899,TP4,18.531850256607584
ACR7_4,Host,ambient,2.8015969149827944,TP4,75.16674741188511
ACR7_4,Sym,ambient,0.8948538759871055,TP4,48.82730587166599
ACR8_4,Host,ambient,1.4680219029143937,TP4,23.995257154987087
ACR8_4,Sym,ambient,0.364370564620799,TP4,12.710183824215838
ACR9_4,Host,ambient,1.9813258580644264,TP4,40.00452126508505
ACR9_4,Sym,ambient,1.0868987564239116,TP4,25.23533483664871
