"Bleaching.Score","SP.Time.ID","ColonyID","treatment","genotype","tank.num","ExperimentalDay","Period","Photo_date","Photo_ID","Red_standard","Green_standard","Blue_standard","Red_coral","Green_coral","Blue_coral","Tech","Notes","Red.Norm.Coral","Green.Norm.Coral","Blue.Norm.Coral"
"1",2.17914690066073,"ACR-1_20220319_ambient","ACR-1","ambient",1,17,"TP1","Initial","20220319","IMG_3328",87.786,68.587,120.184,41.168,110.614,72.107,"Emma","Alternate photo is 3330",0.468958603877611,1.61275460364209,0.599971710044598
"2",3.63532521953747,"ACR-2_20220319_ambient","ACR-2","ambient",2,14,"TP1","Initial","20220319","IMG_3331",54.763,48.149,134.455,41.52,80.325,55.588,"Emma","Alternate photo is 3332",0.75817614082501,1.66825894618788,0.41343200327247
"3",2.69594447859175,"ACR-3_20220319_ambient","ACR-3","ambient",3,7,"TP1","Initial","20220319","IMG_3333",40.406,41.773,104.061,37.709,69.64,41.526,"Emma","Alternate photo is 3334",0.933252487254368,1.66710554664496,0.399054400784155
"4",4.65566019724384,"ACR-4_20220319_ambient","ACR-4","ambient",4,24,"TP1","Initial","20220319","IMG_3338",97.671,67.881,159.636,72.676,103.892,66.98,"Emma","Alternate photo is 3336",0.744089852668653,1.53050190775033,0.419579543461375
"5",2.45229407654239,"ACR-5_20220319_ambient","ACR-5","ambient",5,13,"TP1","Initial","20220319","IMG_3339",82.832,51.055,119.283,49.259,89.029,52.152,"Emma","Alternate photo is 3340",0.594685628742515,1.74378611301538,0.43721234375393
"6",4.75057478364804,"ACR-6_20220319_ambient","ACR-6","ambient",6,9,"TP1","Initial","20220319","IMG_3344",130.348,80.23,184.206,95.491,122.919,67.766,"Emma","Alternate photo is 3342",0.732585079939853,1.53208276205908,0.367881610805294
"7",0.711852688365267,"ACR-7_20220319_ambient","ACR-7","ambient",7,3,"TP1","Initial","20220319","IMG_3550",51.828,43.55,112.87,39.793,82.395,50.712,"Emma","Alternate photo is 3352",0.767789611792853,1.89196326061998,0.449295649862674
"8",-10.576973340292,"ACR-8_20220319_ambient","ACR-8","ambient",8,19,"TP1","Initial","20220319","IMG_3357",98.449,35.867,45.192,56.566,93.207,52.473,"Emma","Alternate photo is 3354",0.574571605602901,2.59868402710012,1.16111258629846
"9",0.474702277665634,"ACR-9_20220319_ambient","ACR-9","ambient",9,21,"TP1","Initial","20220319","IMG_3359",93.523,61.727,136.686,75.042,116.303,70.6,"Emma","Alternate photo is 3358",0.80239085572533,1.88415118181671,0.516512298260246
"10",4.14358221369504,"ACR-10_20220319_ambient","ACR-10","ambient",10,5,"TP1","Initial","20220319","IMG_3362",140.444,99.588,197.535,107.437,152.503,100.44,"Emma","Alternate photo is 3361",0.764981060066646,1.53133911716271,0.508466853975245
"11",4.95315795418822,"ACR-11_20220319_ambient","ACR-11","ambient",11,1,"TP1","Initial","20220319","IMG_3363",88.898,59.89,137.645,65.139,88.11,44.051,"Emma","Alternate photo is 3364",0.73273864428896,1.47119719485724,0.32003341930328
"12",3.62470147352231,"ACR-12_20220319_ambient","ACR-12","ambient",12,11,"TP1","Initial","20220319","IMG_3366",90.642,52.64,124.417,37.572,68.62,40.087,"Emma","Standard ruler in the dark; outlined parts of the coral in the same shade as the standard. If this is an outlier then process IMG_3365",0.414509829880188,1.30357142857143,0.322198734899572
"13",2.17914690066073,"ACR-13_20220319_hot","ACR-13","hot",1,10,"TP1","Initial","20220319","IMG_3328",87.786,68.587,120.184,41.168,110.614,72.107,"Emma","Alternate photo is 3330",0.468958603877611,1.61275460364209,0.599971710044598
"14",3.63532521953747,"ACR-14_20220319_hot","ACR-14","hot",2,8,"TP1","Initial","20220319","IMG_3331",54.763,48.149,134.455,41.52,80.325,55.588,"Emma","Alternate photo is 3332",0.75817614082501,1.66825894618788,0.41343200327247
"15",2.69594447859175,"ACR-15_20220319_hot","ACR-15","hot",3,20,"TP1","Initial","20220319","IMG_3333",40.406,41.773,104.061,37.709,69.64,41.526,"Emma","Alternate photo is 3334",0.933252487254368,1.66710554664496,0.399054400784155
"16",4.65566019724384,"ACR-16_20220319_hot","ACR-16","hot",4,18,"TP1","Initial","20220319","IMG_3338",97.671,67.881,159.636,72.676,103.892,66.98,"Emma","Alternate photo is 3336",0.744089852668653,1.53050190775033,0.419579543461375
