Site Name,ODYLIGHT,,,
Site Number,1,,,
Logger,Integrating Light Sensor,,,
Logger Serial Number,15640,,,
,,,,
,,,,
Scan No,Date and Time,Integrating Light,,
,,RAW VALUE,CALIBRATED VALUE,
,,,,
6655,20/04/2022,14:10:00,9752,9831.8
6656,20/04/2022,14:20:00,8407,8475.8
6657,20/04/2022,14:30:00,8196,8263.1
6658,20/04/2022,14:40:00,7587,7649.1
6659,20/04/2022,14:50:00,7109,7167.2
6660,20/04/2022,15:00:00,6710,6764.9
6661,20/04/2022,15:10:00,6285,6336.5
6662,20/04/2022,15:20:00,5879,5927.1
6663,20/04/2022,15:30:00,5441,5485.5
6664,20/04/2022,15:40:00,4971,5011.7
6665,20/04/2022,15:50:00,4380,4415.9
6666,20/04/2022,16:00:00,3975,4007.5
6667,20/04/2022,16:10:00,3566,3595.2
6668,20/04/2022,16:20:00,3078,3103.2
6669,20/04/2022,16:30:00,2653,2674.7
6670,20/04/2022,16:40:00,2236,2254.3
6671,20/04/2022,16:50:00,1724,1738.1
6672,20/04/2022,17:00:00,1220,1230
6673,20/04/2022,17:10:00,935,942.7
6674,20/04/2022,17:20:00,633,638.2
6675,20/04/2022,17:30:00,394,397.2
6676,20/04/2022,17:40:00,211,212.7
6677,20/04/2022,17:50:00,77,77.6
6678,20/04/2022,18:00:00,15,15.1
6679,20/04/2022,18:10:00,1,1
6680,20/04/2022,18:20:00,0,0
6681,20/04/2022,18:30:00,0,0
6682,20/04/2022,18:40:00,0,0
6683,20/04/2022,18:50:00,0,0
6684,20/04/2022,19:00:00,0,0
6685,20/04/2022,19:10:00,0,0
6686,20/04/2022,19:20:00,0,0
6687,20/04/2022,19:30:00,0,0
6688,20/04/2022,19:40:00,0,0
6689,20/04/2022,19:50:00,0,0
6690,20/04/2022,20:00:00,0,0
6691,20/04/2022,20:10:00,0,0
6692,20/04/2022,20:20:00,0,0
6693,20/04/2022,20:30:00,0,0
6694,20/04/2022,20:40:00,0,0
6695,20/04/2022,20:50:00,0,0
6696,20/04/2022,21:00:00,0,0
6697,20/04/2022,21:10:00,0,0
6698,20/04/2022,21:20:00,0,0
6699,20/04/2022,21:30:00,0,0
6700,20/04/2022,21:40:00,0,0
6701,20/04/2022,21:50:00,0,0
6702,20/04/2022,22:00:00,0,0
6703,20/04/2022,22:10:00,0,0
6704,20/04/2022,22:20:00,0,0
6705,20/04/2022,22:30:00,0,0
6706,20/04/2022,22:40:00,0,0
6707,20/04/2022,22:50:00,0,0
6708,20/04/2022,23:00:00,0,0
6709,20/04/2022,23:10:00,0,0
6710,20/04/2022,23:20:00,0,0
6711,20/04/2022,23:30:00,0,0
6712,20/04/2022,23:40:00,0,0
6713,20/04/2022,23:50:00,0,0
6714,20/04/2022,24:00:00,0,0
6715,21/04/2022,0:10:00,0,0
6716,21/04/2022,0:20:00,0,0
6717,21/04/2022,0:30:00,0,0
6718,21/04/2022,0:40:00,0,0
6719,21/04/2022,0:50:00,0,0
6720,21/04/2022,1:00:00,0,0
6721,21/04/2022,1:10:00,0,0
6722,21/04/2022,1:20:00,0,0
6723,21/04/2022,1:30:00,0,0
6724,21/04/2022,1:40:00,0,0
6725,21/04/2022,1:50:00,0,0
6726,21/04/2022,2:00:00,0,0
6727,21/04/2022,2:10:00,0,0
6728,21/04/2022,2:20:00,0,0
6729,21/04/2022,2:30:00,0,0
6730,21/04/2022,2:40:00,0,0
6731,21/04/2022,2:50:00,0,0
6732,21/04/2022,3:00:00,0,0
6733,21/04/2022,3:10:00,0,0
6734,21/04/2022,3:20:00,0,0
6735,21/04/2022,3:30:00,0,0
6736,21/04/2022,3:40:00,0,0
6737,21/04/2022,3:50:00,0,0
6738,21/04/2022,4:00:00,0,0
6739,21/04/2022,4:10:00,0,0
6740,21/04/2022,4:20:00,0,0
6741,21/04/2022,4:30:00,0,0
6742,21/04/2022,4:40:00,0,0
6743,21/04/2022,4:50:00,0,0
6744,21/04/2022,5:00:00,0,0
6745,21/04/2022,5:10:00,0,0
6746,21/04/2022,5:20:00,0,0
6747,21/04/2022,5:30:00,0,0
6748,21/04/2022,5:40:00,0,0
6749,21/04/2022,5:50:00,0,0
6750,21/04/2022,6:00:00,5,5
6751,21/04/2022,6:10:00,37,37.3
6752,21/04/2022,6:20:00,115,115.9
6753,21/04/2022,6:30:00,183,184.5
6754,21/04/2022,6:40:00,212,213.7
6755,21/04/2022,6:50:00,215,216.8
6756,21/04/2022,7:00:00,310,312.5
6757,21/04/2022,7:10:00,491,495
6758,21/04/2022,7:20:00,849,856
6759,21/04/2022,7:30:00,1108,1117.1
6760,21/04/2022,7:40:00,1354,1365.1
6761,21/04/2022,7:50:00,1277,1287.5
6762,21/04/2022,8:00:00,1547,1559.7
6763,21/04/2022,8:10:00,2512,2532.6
6764,21/04/2022,8:20:00,3805,3836.2
6765,21/04/2022,8:30:00,2908,2931.8
6766,21/04/2022,8:40:00,2773,2795.7
6767,21/04/2022,8:50:00,2900,2923.7
6768,21/04/2022,9:00:00,3707,3737.4
6769,21/04/2022,9:10:00,3520,3548.8
6770,21/04/2022,9:20:00,2875,2898.5
6771,21/04/2022,9:30:00,3270,3296.8
6772,21/04/2022,9:40:00,3382,3409.7
6773,21/04/2022,9:50:00,3780,3810.9
6774,21/04/2022,10:00:00,3920,3952.1
6775,21/04/2022,10:10:00,6632,6686.3
6776,21/04/2022,10:20:00,7305,7364.8
6777,21/04/2022,10:30:00,10064,10146.4
6778,21/04/2022,10:40:00,9232,9307.6
6779,21/04/2022,10:50:00,9042,9116
6780,21/04/2022,11:00:00,12608,12711.2
6781,21/04/2022,11:10:00,10975,11064.9
6782,21/04/2022,11:20:00,3825,3856.3
6783,21/04/2022,11:30:00,2088,2105.1
6784,21/04/2022,11:40:00,2505,2525.5
6785,21/04/2022,11:50:00,4411,4447.1
6786,21/04/2022,12:00:00,4723,4761.7
6787,21/04/2022,12:10:00,4023,4055.9
6788,21/04/2022,12:20:00,4769,4808
6789,21/04/2022,12:30:00,4420,4456.2
6790,21/04/2022,12:40:00,3647,3676.9
6791,21/04/2022,12:50:00,2840,2863.3
6792,21/04/2022,13:00:00,2082,2099
6793,21/04/2022,13:10:00,1774,1788.5
6794,21/04/2022,13:20:00,1894,1909.5
6795,21/04/2022,13:30:00,2008,2024.4
6796,21/04/2022,13:40:00,1606,1619.1
6797,21/04/2022,13:50:00,1306,1316.7
6798,21/04/2022,14:00:00,1170,1179.6
6799,21/04/2022,14:10:00,1160,1169.5
6800,21/04/2022,14:20:00,1204,1213.9
6801,21/04/2022,14:30:00,1607,1620.2
6802,21/04/2022,14:40:00,1725,1739.1
6803,21/04/2022,14:50:00,1389,1400.4
6804,21/04/2022,15:00:00,1715,1729
6805,21/04/2022,15:10:00,1328,1338.9
6806,21/04/2022,15:20:00,1114,1123.1
6807,21/04/2022,15:30:00,1252,1262.3
6808,21/04/2022,15:40:00,948,955.8
6809,21/04/2022,15:50:00,630,635.2
6810,21/04/2022,16:00:00,555,559.5
6811,21/04/2022,16:10:00,351,353.9
6812,21/04/2022,16:20:00,238,239.9
6813,21/04/2022,16:30:00,175,176.4
6814,21/04/2022,16:40:00,155,156.3
6815,21/04/2022,16:50:00,127,128
6816,21/04/2022,17:00:00,93,93.8
6817,21/04/2022,17:10:00,98,98.8
6818,21/04/2022,17:20:00,100,100.8
6819,21/04/2022,17:30:00,73,73.6
6820,21/04/2022,17:40:00,38,38.3
6821,21/04/2022,17:50:00,12,12.1
6822,21/04/2022,18:00:00,1,1
6823,21/04/2022,18:10:00,0,0
6824,21/04/2022,18:20:00,0,0
6825,21/04/2022,18:30:00,0,0
6826,21/04/2022,18:40:00,0,0
6827,21/04/2022,18:50:00,0,0
6828,21/04/2022,19:00:00,0,0
6829,21/04/2022,19:10:00,0,0
6830,21/04/2022,19:20:00,0,0
6831,21/04/2022,19:30:00,0,0
6832,21/04/2022,19:40:00,0,0
6833,21/04/2022,19:50:00,0,0
6834,21/04/2022,20:00:00,0,0
6835,21/04/2022,20:10:00,0,0
6836,21/04/2022,20:20:00,0,0
6837,21/04/2022,20:30:00,0,0
6838,21/04/2022,20:40:00,0,0
6839,21/04/2022,20:50:00,0,0
6840,21/04/2022,21:00:00,0,0
6841,21/04/2022,21:10:00,0,0
6842,21/04/2022,21:20:00,0,0
6843,21/04/2022,21:30:00,0,0
6844,21/04/2022,21:40:00,0,0
6845,21/04/2022,21:50:00,0,0
6846,21/04/2022,22:00:00,0,0
6847,21/04/2022,22:10:00,0,0
6848,21/04/2022,22:20:00,0,0
6849,21/04/2022,22:30:00,0,0
6850,21/04/2022,22:40:00,0,0
6851,21/04/2022,22:50:00,0,0
6852,21/04/2022,23:00:00,0,0
6853,21/04/2022,23:10:00,0,0
6854,21/04/2022,23:20:00,0,0
6855,21/04/2022,23:30:00,0,0
6856,21/04/2022,23:40:00,0,0
6857,21/04/2022,23:50:00,0,0
6858,21/04/2022,24:00:00,0,0
6859,22/04/2022,0:10:00,0,0
6860,22/04/2022,0:20:00,0,0
6861,22/04/2022,0:30:00,0,0
6862,22/04/2022,0:40:00,0,0
6863,22/04/2022,0:50:00,0,0
6864,22/04/2022,1:00:00,0,0
6865,22/04/2022,1:10:00,0,0
6866,22/04/2022,1:20:00,0,0
6867,22/04/2022,1:30:00,0,0
6868,22/04/2022,1:40:00,0,0
6869,22/04/2022,1:50:00,0,0
6870,22/04/2022,2:00:00,0,0
6871,22/04/2022,2:10:00,0,0
6872,22/04/2022,2:20:00,0,0
6873,22/04/2022,2:30:00,0,0
6874,22/04/2022,2:40:00,0,0
6875,22/04/2022,2:50:00,0,0
6876,22/04/2022,3:00:00,0,0
6877,22/04/2022,3:10:00,0,0
6878,22/04/2022,3:20:00,0,0
6879,22/04/2022,3:30:00,0,0
6880,22/04/2022,3:40:00,0,0
6881,22/04/2022,3:50:00,0,0
6882,22/04/2022,4:00:00,0,0
6883,22/04/2022,4:10:00,0,0
6884,22/04/2022,4:20:00,0,0
6885,22/04/2022,4:30:00,0,0
6886,22/04/2022,4:40:00,0,0
6887,22/04/2022,4:50:00,0,0
6888,22/04/2022,5:00:00,0,0
6889,22/04/2022,5:10:00,0,0
6890,22/04/2022,5:20:00,0,0
6891,22/04/2022,5:30:00,0,0
6892,22/04/2022,5:40:00,0,0
6893,22/04/2022,5:50:00,0,0
6894,22/04/2022,6:00:00,0,0
6895,22/04/2022,6:10:00,13,13.1
6896,22/04/2022,6:20:00,62,62.5
6897,22/04/2022,6:30:00,160,161.3
6898,22/04/2022,6:40:00,364,367
6899,22/04/2022,6:50:00,668,673.5
6900,22/04/2022,7:00:00,973,981
6901,22/04/2022,7:10:00,1224,1234
6902,22/04/2022,7:20:00,1310,1320.7
6903,22/04/2022,7:30:00,1427,1438.7
6904,22/04/2022,7:40:00,1548,1560.7
6905,22/04/2022,7:50:00,1484,1496.2
6906,22/04/2022,8:00:00,1877,1892.4
6907,22/04/2022,8:10:00,2085,2102.1
6908,22/04/2022,8:20:00,1944,1959.9
6909,22/04/2022,8:30:00,1798,1812.7
6910,22/04/2022,8:40:00,3190,3216.1
6911,22/04/2022,8:50:00,4149,4183
6912,22/04/2022,9:00:00,7876,7940.5
6913,22/04/2022,9:10:00,7030,7087.6
6914,22/04/2022,9:20:00,5191,5233.5
6915,22/04/2022,9:30:00,6375,6427.2
6916,22/04/2022,9:40:00,6581,6634.9
6917,22/04/2022,9:50:00,8402,8470.8
6918,22/04/2022,10:00:00,8415,8483.9
6919,22/04/2022,10:10:00,8783,8854.9
6920,22/04/2022,10:20:00,7500,7561.4
6921,22/04/2022,10:30:00,6103,6153
6922,22/04/2022,10:40:00,6432,6484.7
6923,22/04/2022,10:50:00,8718,8789.4
6924,22/04/2022,11:00:00,10415,10500.3
6925,22/04/2022,11:10:00,9272,9347.9
6926,22/04/2022,11:20:00,9844,9924.6
6927,22/04/2022,11:30:00,8693,8764.2
6928,22/04/2022,11:40:00,8151,8217.7
6929,22/04/2022,11:50:00,6246,6297.1
6930,22/04/2022,12:00:00,8452,8521.2
6931,22/04/2022,12:10:00,11209,11300.8
6932,22/04/2022,12:20:00,8679,8750.1
6933,22/04/2022,12:30:00,5635,5681.1
6934,22/04/2022,12:40:00,4050,4083.2
6935,22/04/2022,12:50:00,5182,5224.4
6936,22/04/2022,13:00:00,7872,7936.5
6937,22/04/2022,13:10:00,9811,9891.3
6938,22/04/2022,13:20:00,8115,8181.4
6939,22/04/2022,13:30:00,5380,5424
6940,22/04/2022,13:40:00,4574,4611.4
6941,22/04/2022,13:50:00,5441,5485.5
6942,22/04/2022,14:00:00,5288,5331.3
6943,22/04/2022,14:10:00,5038,5079.2
6944,22/04/2022,14:20:00,4971,5011.7
6945,22/04/2022,14:30:00,5666,5712.4
6946,22/04/2022,14:40:00,7957,8022.1
6947,22/04/2022,14:50:00,4392,4428
6948,22/04/2022,15:00:00,4260,4294.9
6949,22/04/2022,15:10:00,2556,2576.9
6950,22/04/2022,15:20:00,2577,2598.1
6951,22/04/2022,15:30:00,3829,3860.3
6952,22/04/2022,15:40:00,1989,2005.3
6953,22/04/2022,15:50:00,2136,2153.5
6954,22/04/2022,16:00:00,2287,2305.7
6955,22/04/2022,16:10:00,2950,2974.2
6956,22/04/2022,16:20:00,2902,2925.8
6957,22/04/2022,16:30:00,1896,1911.5
6958,22/04/2022,16:40:00,2261,2279.5
6959,22/04/2022,16:50:00,1412,1423.6
6960,22/04/2022,17:00:00,858,865
6961,22/04/2022,17:10:00,658,663.4
6962,22/04/2022,17:20:00,563,567.6
6963,22/04/2022,17:30:00,332,334.7
6964,22/04/2022,17:40:00,170,171.4
6965,22/04/2022,17:50:00,57,57.5
6966,22/04/2022,18:00:00,8,8.1
6967,22/04/2022,18:10:00,0,0
6968,22/04/2022,18:20:00,0,0
6969,22/04/2022,18:30:00,0,0
6970,22/04/2022,18:40:00,0,0
6971,22/04/2022,18:50:00,0,0
6972,22/04/2022,19:00:00,0,0
6973,22/04/2022,19:10:00,0,0
6974,22/04/2022,19:20:00,0,0
6975,22/04/2022,19:30:00,0,0
6976,22/04/2022,19:40:00,0,0
6977,22/04/2022,19:50:00,0,0
6978,22/04/2022,20:00:00,0,0
6979,22/04/2022,20:10:00,0,0
6980,22/04/2022,20:20:00,0,0
6981,22/04/2022,20:30:00,0,0
6982,22/04/2022,20:40:00,0,0
6983,22/04/2022,20:50:00,0,0
6984,22/04/2022,21:00:00,0,0
6985,22/04/2022,21:10:00,0,0
6986,22/04/2022,21:20:00,0,0
6987,22/04/2022,21:30:00,0,0
6988,22/04/2022,21:40:00,0,0
6989,22/04/2022,21:50:00,0,0
6990,22/04/2022,22:00:00,0,0
6991,22/04/2022,22:10:00,0,0
6992,22/04/2022,22:20:00,0,0
6993,22/04/2022,22:30:00,0,0
6994,22/04/2022,22:40:00,0,0
6995,22/04/2022,22:50:00,0,0
6996,22/04/2022,23:00:00,0,0
6997,22/04/2022,23:10:00,0,0
6998,22/04/2022,23:20:00,0,0
6999,22/04/2022,23:30:00,0,0
7000,22/04/2022,23:40:00,0,0
7001,22/04/2022,23:50:00,0,0
7002,22/04/2022,24:00:00,0,0
7003,23/04/2022,0:10:00,0,0
7004,23/04/2022,0:20:00,0,0
7005,23/04/2022,0:30:00,0,0
7006,23/04/2022,0:40:00,0,0
7007,23/04/2022,0:50:00,0,0
7008,23/04/2022,1:00:00,0,0
7009,23/04/2022,1:10:00,0,0
7010,23/04/2022,1:20:00,0,0
7011,23/04/2022,1:30:00,0,0
7012,23/04/2022,1:40:00,0,0
7013,23/04/2022,1:50:00,0,0
7014,23/04/2022,2:00:00,0,0
7015,23/04/2022,2:10:00,0,0
7016,23/04/2022,2:20:00,0,0
7017,23/04/2022,2:30:00,0,0
7018,23/04/2022,2:40:00,0,0
7019,23/04/2022,2:50:00,0,0
7020,23/04/2022,3:00:00,0,0
7021,23/04/2022,3:10:00,0,0
7022,23/04/2022,3:20:00,0,0
7023,23/04/2022,3:30:00,0,0
7024,23/04/2022,3:40:00,0,0
7025,23/04/2022,3:50:00,0,0
7026,23/04/2022,4:00:00,0,0
7027,23/04/2022,4:10:00,0,0
7028,23/04/2022,4:20:00,0,0
7029,23/04/2022,4:30:00,0,0
7030,23/04/2022,4:40:00,0,0
7031,23/04/2022,4:50:00,0,0
7032,23/04/2022,5:00:00,0,0
7033,23/04/2022,5:10:00,0,0
7034,23/04/2022,5:20:00,0,0
7035,23/04/2022,5:30:00,0,0
7036,23/04/2022,5:40:00,0,0
7037,23/04/2022,5:50:00,0,0
7038,23/04/2022,6:00:00,4,4
7039,23/04/2022,6:10:00,34,34.3
7040,23/04/2022,6:20:00,119,120
7041,23/04/2022,6:30:00,247,249
7042,23/04/2022,6:40:00,425,428.5
7043,23/04/2022,6:50:00,544,548.5
7044,23/04/2022,7:00:00,829,835.8
7045,23/04/2022,7:10:00,736,742
7046,23/04/2022,7:20:00,599,603.9
7047,23/04/2022,7:30:00,1175,1184.6
7048,23/04/2022,7:40:00,2244,2262.4
7049,23/04/2022,7:50:00,3268,3294.8
7050,23/04/2022,8:00:00,4265,4299.9
7051,23/04/2022,8:10:00,4491,4527.8
7052,23/04/2022,8:20:00,4307,4342.3
7053,23/04/2022,8:30:00,4837,4876.6
7054,23/04/2022,8:40:00,6047,6096.5
7055,23/04/2022,8:50:00,2546,2566.8
7056,23/04/2022,9:00:00,3836,3867.4
7057,23/04/2022,9:10:00,4413,4449.1
7058,23/04/2022,9:20:00,6446,6498.8
7059,23/04/2022,9:30:00,8927,9000.1
7060,23/04/2022,9:40:00,8017,8082.6
7061,23/04/2022,9:50:00,9294,9370.1
7062,23/04/2022,10:00:00,5700,5746.7
7063,23/04/2022,10:10:00,4359,4394.7
7064,23/04/2022,10:20:00,2217,2235.2
7065,23/04/2022,10:30:00,9352,9428.6
7066,23/04/2022,10:40:00,9574,9652.4
7067,23/04/2022,10:50:00,10189,10272.4
7068,23/04/2022,11:00:00,8397,8465.8
7069,23/04/2022,11:10:00,11680,11775.6
7070,23/04/2022,11:20:00,6375,6427.2
7071,23/04/2022,11:30:00,6510,6563.3
7072,23/04/2022,11:40:00,6250,6301.2
7073,23/04/2022,11:50:00,3166,3191.9
7074,23/04/2022,12:00:00,10579,10665.6
7075,23/04/2022,12:10:00,13901,14014.8
7076,23/04/2022,12:20:00,8430,8499
7077,23/04/2022,12:30:00,9268,9343.9
7078,23/04/2022,12:40:00,11231,11323
7079,23/04/2022,12:50:00,10849,10937.8
7080,23/04/2022,13:00:00,10488,10573.9
7081,23/04/2022,13:10:00,7003,7060.3
7082,23/04/2022,13:20:00,5826,5873.7
7083,23/04/2022,13:30:00,4153,4187
7084,23/04/2022,13:40:00,3945,3977.3
7085,23/04/2022,13:50:00,3041,3065.9
7086,23/04/2022,14:00:00,666,671.5
7087,23/04/2022,14:10:00,1067,1075.7
7088,23/04/2022,14:20:00,1774,1788.5
7089,23/04/2022,14:30:00,3055,3080
7090,23/04/2022,14:40:00,3161,3186.9
7091,23/04/2022,14:50:00,2167,2184.7
7092,23/04/2022,15:00:00,2336,2355.1
7093,23/04/2022,15:10:00,3431,3459.1
7094,23/04/2022,15:20:00,2721,2743.3
7095,23/04/2022,15:30:00,1998,2014.4
7096,23/04/2022,15:40:00,1071,1079.8
7097,23/04/2022,15:50:00,110,110.9
7098,23/04/2022,16:00:00,206,207.7
7099,23/04/2022,16:10:00,255,257.1
7100,23/04/2022,16:20:00,436,439.6
7101,23/04/2022,16:30:00,692,697.7
7102,23/04/2022,16:40:00,745,751.1
7103,23/04/2022,16:50:00,445,448.6
7104,23/04/2022,17:00:00,417,420.4
7105,23/04/2022,17:10:00,303,305.5
7106,23/04/2022,17:20:00,115,115.9
7107,23/04/2022,17:30:00,48,48.4
7108,23/04/2022,17:40:00,15,15.1
7109,23/04/2022,17:50:00,3,3
7110,23/04/2022,18:00:00,0,0
7111,23/04/2022,18:10:00,0,0
7112,23/04/2022,18:20:00,0,0
7113,23/04/2022,18:30:00,0,0
7114,23/04/2022,18:40:00,0,0
7115,23/04/2022,18:50:00,0,0
7116,23/04/2022,19:00:00,0,0
7117,23/04/2022,19:10:00,0,0
7118,23/04/2022,19:20:00,0,0
7119,23/04/2022,19:30:00,0,0
7120,23/04/2022,19:40:00,0,0
7121,23/04/2022,19:50:00,0,0
7122,23/04/2022,20:00:00,0,0
7123,23/04/2022,20:10:00,0,0
7124,23/04/2022,20:20:00,0,0
7125,23/04/2022,20:30:00,0,0
7126,23/04/2022,20:40:00,0,0
7127,23/04/2022,20:50:00,0,0
7128,23/04/2022,21:00:00,0,0
7129,23/04/2022,21:10:00,0,0
7130,23/04/2022,21:20:00,0,0
7131,23/04/2022,21:30:00,0,0
7132,23/04/2022,21:40:00,0,0
7133,23/04/2022,21:50:00,0,0
7134,23/04/2022,22:00:00,0,0
7135,23/04/2022,22:10:00,0,0
7136,23/04/2022,22:20:00,0,0
7137,23/04/2022,22:30:00,0,0
7138,23/04/2022,22:40:00,0,0
7139,23/04/2022,22:50:00,0,0
7140,23/04/2022,23:00:00,0,0
7141,23/04/2022,23:10:00,0,0
7142,23/04/2022,23:20:00,0,0
7143,23/04/2022,23:30:00,0,0
7144,23/04/2022,23:40:00,0,0
7145,23/04/2022,23:50:00,0,0
7146,23/04/2022,24:00:00,0,0
7147,24/04/2022,0:10:00,0,0
7148,24/04/2022,0:20:00,0,0
7149,24/04/2022,0:30:00,0,0
7150,24/04/2022,0:40:00,0,0
7151,24/04/2022,0:50:00,0,0
7152,24/04/2022,1:00:00,0,0
7153,24/04/2022,1:10:00,0,0
7154,24/04/2022,1:20:00,0,0
7155,24/04/2022,1:30:00,0,0
7156,24/04/2022,1:40:00,0,0
7157,24/04/2022,1:50:00,0,0
7158,24/04/2022,2:00:00,0,0
7159,24/04/2022,2:10:00,0,0
7160,24/04/2022,2:20:00,0,0
7161,24/04/2022,2:30:00,0,0
7162,24/04/2022,2:40:00,0,0
7163,24/04/2022,2:50:00,0,0
7164,24/04/2022,3:00:00,0,0
7165,24/04/2022,3:10:00,0,0
7166,24/04/2022,3:20:00,0,0
7167,24/04/2022,3:30:00,0,0
7168,24/04/2022,3:40:00,0,0
7169,24/04/2022,3:50:00,0,0
7170,24/04/2022,4:00:00,0,0
7171,24/04/2022,4:10:00,0,0
7172,24/04/2022,4:20:00,0,0
7173,24/04/2022,4:30:00,0,0
7174,24/04/2022,4:40:00,0,0
7175,24/04/2022,4:50:00,0,0
7176,24/04/2022,5:00:00,0,0
7177,24/04/2022,5:10:00,0,0
7178,24/04/2022,5:20:00,0,0
7179,24/04/2022,5:30:00,0,0
7180,24/04/2022,5:40:00,0,0
7181,24/04/2022,5:50:00,0,0
7182,24/04/2022,6:00:00,1,1
7183,24/04/2022,6:10:00,20,20.2
7184,24/04/2022,6:20:00,82,82.7
7185,24/04/2022,6:30:00,217,218.8
7186,24/04/2022,6:40:00,417,420.4
7187,24/04/2022,6:50:00,636,641.2
7188,24/04/2022,7:00:00,872,879.1
7189,24/04/2022,7:10:00,1053,1061.6
7190,24/04/2022,7:20:00,1132,1141.3
7191,24/04/2022,7:30:00,1170,1179.6
7192,24/04/2022,7:40:00,1696,1709.9
7193,24/04/2022,7:50:00,2292,2310.8
7194,24/04/2022,8:00:00,3697,3727.3
7195,24/04/2022,8:10:00,4176,4210.2
7196,24/04/2022,8:20:00,4706,4744.5
7197,24/04/2022,8:30:00,5188,5230.5
7198,24/04/2022,8:40:00,5419,5463.4
7199,24/04/2022,8:50:00,6125,6175.1
7200,24/04/2022,9:00:00,6403,6455.4
7201,24/04/2022,9:10:00,6647,6701.4
7202,24/04/2022,9:20:00,7560,7621.9
7203,24/04/2022,9:30:00,8111,8177.4
7204,24/04/2022,9:40:00,8433,8502
7205,24/04/2022,9:50:00,8698,8769.2
7206,24/04/2022,10:00:00,9062,9136.2
7207,24/04/2022,10:10:00,9504,9581.8
7208,24/04/2022,10:20:00,9829,9909.5
7209,24/04/2022,10:30:00,9982,10063.7
7210,24/04/2022,10:40:00,10226,10309.7
7211,24/04/2022,10:50:00,10472,10557.7
7212,24/04/2022,11:00:00,10630,10717
7213,24/04/2022,11:10:00,10840,10928.8
7214,24/04/2022,11:20:00,11033,11123.3
7215,24/04/2022,11:30:00,11061,11151.6
7216,24/04/2022,11:40:00,11237,11329
7217,24/04/2022,11:50:00,11221,11312.9
7218,24/04/2022,12:00:00,11348,11440.9
7219,24/04/2022,12:10:00,11189,11280.6
7220,24/04/2022,12:20:00,11188,11279.6
7221,24/04/2022,12:30:00,11140,11231.2
7222,24/04/2022,12:40:00,11066,11156.6
7223,24/04/2022,12:50:00,10876,10965
7224,24/04/2022,13:00:00,10687,10774.5
7225,24/04/2022,13:10:00,10552,10638.4
7226,24/04/2022,13:20:00,10262,10346
7227,24/04/2022,13:30:00,10008,10089.9
7228,24/04/2022,13:40:00,9690,9769.3
7229,24/04/2022,13:50:00,9370,9446.7
7230,24/04/2022,14:00:00,9025,9098.9
7231,24/04/2022,14:10:00,8625,8695.6
7232,24/04/2022,14:20:00,8079,8145.1
7233,24/04/2022,14:30:00,7754,7817.5
7234,24/04/2022,14:40:00,7344,7404.1
7235,24/04/2022,14:50:00,6986,7043.2
7236,24/04/2022,15:00:00,6092,6141.9
7237,24/04/2022,15:10:00,6229,6280
7238,24/04/2022,15:20:00,5955,6003.8
7239,24/04/2022,15:30:00,4357,4392.7
7240,24/04/2022,15:40:00,5124,5166
7241,24/04/2022,15:50:00,3172,3198
7242,24/04/2022,16:00:00,1179,1188.7
7243,24/04/2022,16:10:00,1877,1892.4
7244,24/04/2022,16:20:00,2185,2202.9
7245,24/04/2022,16:30:00,3065,3090.1
7246,24/04/2022,16:40:00,2606,2627.3
7247,24/04/2022,16:50:00,1831,1846
7248,24/04/2022,17:00:00,1202,1211.8
7249,24/04/2022,17:10:00,843,849.9
7250,24/04/2022,17:20:00,544,548.5
7251,24/04/2022,17:30:00,324,326.7
7252,24/04/2022,17:40:00,161,162.3
7253,24/04/2022,17:50:00,50,50.4
7254,24/04/2022,18:00:00,8,8.1
7255,24/04/2022,18:10:00,0,0
7256,24/04/2022,18:20:00,0,0
7257,24/04/2022,18:30:00,0,0
7258,24/04/2022,18:40:00,0,0
7259,24/04/2022,18:50:00,0,0
7260,24/04/2022,19:00:00,0,0
7261,24/04/2022,19:10:00,0,0
7262,24/04/2022,19:20:00,0,0
7263,24/04/2022,19:30:00,0,0
7264,24/04/2022,19:40:00,0,0
7265,24/04/2022,19:50:00,0,0
7266,24/04/2022,20:00:00,0,0
7267,24/04/2022,20:10:00,0,0
7268,24/04/2022,20:20:00,0,0
7269,24/04/2022,20:30:00,0,0
7270,24/04/2022,20:40:00,0,0
7271,24/04/2022,20:50:00,0,0
7272,24/04/2022,21:00:00,0,0
7273,24/04/2022,21:10:00,0,0
7274,24/04/2022,21:20:00,0,0
7275,24/04/2022,21:30:00,0,0
7276,24/04/2022,21:40:00,0,0
7277,24/04/2022,21:50:00,0,0
7278,24/04/2022,22:00:00,0,0
7279,24/04/2022,22:10:00,0,0
7280,24/04/2022,22:20:00,0,0
7281,24/04/2022,22:30:00,0,0
7282,24/04/2022,22:40:00,0,0
7283,24/04/2022,22:50:00,0,0
7284,24/04/2022,23:00:00,0,0
7285,24/04/2022,23:10:00,0,0
7286,24/04/2022,23:20:00,0,0
7287,24/04/2022,23:30:00,0,0
7288,24/04/2022,23:40:00,0,0
7289,24/04/2022,23:50:00,0,0
7290,24/04/2022,24:00:00,0,0
7291,25/04/2022,0:10:00,0,0
7292,25/04/2022,0:20:00,0,0
7293,25/04/2022,0:30:00,0,0
7294,25/04/2022,0:40:00,0,0
7295,25/04/2022,0:50:00,0,0
7296,25/04/2022,1:00:00,0,0
