colony_id,Am,AQY,Rd,Ik,experiment
ACR-1,0.9398561754243576,0.00180557259488104,0.658948219476362,520.5308155922028,heatwave
ACR-2,1.1066266223068415,0.00133988030326473,0.4195216507510752,825.914538493068,heatwave
ACR-3,1.330154035469694,0.00168552748381454,0.6735766938967968,789.161878547008,heatwave
ACR-4,1.387729940732385,0.00293941524231065,0.6835115792656716,472.1108881647841,heatwave
ACR-5,1.2713844764418212,0.00205618709636531,0.7821951033537763,618.3213962820931,heatwave
