"","Date.Time","Temp","Light","Tank"
"2011",2022-10-26 19:08:08,34.02,0,"ramp"
"2021",2022-10-26 19:18:08,34.1,0,"ramp"
"2031",2022-10-26 19:28:08,33.8,0,"ramp"
"2041",2022-10-26 19:38:08,33.85,0,"ramp"
"2051",2022-10-26 19:48:08,34.02,0,"ramp"
"2061",2022-10-26 19:58:08,34.02,0,"ramp"
"2071",2022-10-26 20:08:08,33.76,0,"ramp"
"2081",2022-10-26 20:18:08,33.8,0,"ramp"
"2091",2022-10-26 20:28:08,34.23,0,"ramp"
"2101",2022-10-26 20:38:08,34.66,0,"ramp"
"2111",2022-10-26 20:48:08,34.45,0,"ramp"
"2121",2022-10-26 20:58:08,34.27,0,"ramp"
"2131",2022-10-26 21:08:08,34.02,0,"ramp"
"2141",2022-10-26 21:18:08,33.93,0,"ramp"
"2151",2022-10-26 21:28:08,34.06,0,"ramp"
"2161",2022-10-26 21:38:08,33.93,0,"ramp"
"2171",2022-10-26 21:48:08,33.85,2.93,"ramp"
"2181",2022-10-26 21:58:08,34.45,3.14,"ramp"
"2191",2022-10-26 22:08:08,34.15,2.72,"ramp"
"2201",2022-10-26 22:18:08,34.45,2.72,"ramp"
"2211",2022-10-26 22:28:08,34.15,2.72,"ramp"
"2221",2022-10-26 22:38:08,34.49,3.14,"ramp"
"2231",2022-10-26 22:48:08,33.93,2.93,"ramp"
"2241",2022-10-26 22:58:08,34.15,2.93,"ramp"
"2251",2022-10-26 23:08:08,33.97,0,"ramp"
"2261",2022-10-26 23:18:08,33.8,0,"ramp"
"2271",2022-10-26 23:28:08,33.97,0,"ramp"
"2281",2022-10-26 23:38:08,34.1,0,"ramp"
"2291",2022-10-26 23:48:08,33.89,0,"ramp"
"2301",2022-10-26 23:58:08,33.85,0,"ramp"
"2311",2022-10-27 00:08:08,34.19,0,"ramp"
"2321",2022-10-27 00:18:08,34.62,0,"ramp"
"2331",2022-10-27 00:28:08,34.02,0,"ramp"
"2341",2022-10-27 00:38:08,34.02,0,"ramp"
"2351",2022-10-27 00:48:08,33.76,0,"ramp"
"2361",2022-10-27 00:58:08,33.8,0,"ramp"
"2371",2022-10-27 01:08:08,33.93,0,"ramp"
"2381",2022-10-27 01:18:08,33.97,0,"ramp"
"2391",2022-10-27 01:28:08,33.8,0,"ramp"
"2401",2022-10-27 01:38:08,33.8,0,"ramp"
"2411",2022-10-27 01:48:08,34.06,0,"ramp"
"2421",2022-10-27 01:58:08,34.1,0,"ramp"
"2431",2022-10-27 02:08:08,33.93,0,"ramp"
"2441",2022-10-27 02:18:08,34.15,0,"ramp"
"2451",2022-10-27 02:28:08,34.15,0,"ramp"
"2461",2022-10-27 02:38:08,33.97,0,"ramp"
"2471",2022-10-27 02:48:08,34.23,0,"ramp"
"2481",2022-10-27 02:58:08,34.15,0,"ramp"
"2491",2022-10-27 03:08:08,33.93,0,"ramp"
"2501",2022-10-27 03:18:08,34.19,0,"ramp"
"2511",2022-10-27 03:28:08,34.06,0,"ramp"
"2521",2022-10-27 03:38:08,33.93,0,"ramp"
"2531",2022-10-27 03:48:08,34.19,0,"ramp"
"2541",2022-10-27 03:58:08,34.06,0,"ramp"
"2551",2022-10-27 04:08:08,33.89,0,"ramp"
"2561",2022-10-27 04:18:08,34.19,0,"ramp"
"2571",2022-10-27 04:28:08,34.02,0,"ramp"
"2581",2022-10-27 04:38:08,33.89,0,"ramp"
"2591",2022-10-27 04:48:08,34.15,0,"ramp"
"2601",2022-10-27 04:58:08,34.15,0,"ramp"
"2611",2022-10-27 05:08:08,33.89,2.72,"ramp"
"2621",2022-10-27 05:18:08,34.06,28.56,"ramp"
"2631",2022-10-27 05:28:08,34.1,96,"ramp"
"2641",2022-10-27 05:38:08,33.93,229.36,"ramp"
"2651",2022-10-27 05:48:08,34.15,426.56,"ramp"
"2661",2022-10-27 05:58:08,33.93,679.68,"ramp"
"2671",2022-10-27 06:08:08,33.97,1021.44,"ramp"
"2681",2022-10-27 06:18:08,34.06,1068.48,"ramp"
"2691",2022-10-27 06:28:08,33.85,1335.68,"ramp"
"2701",2022-10-27 06:38:08,34.06,2272.64,"ramp"
"2711",2022-10-27 06:48:08,34.19,3220.48,"ramp"
"2721",2022-10-27 06:58:08,33.85,1826.56,"ramp"
"2731",2022-10-27 07:08:08,34.06,2106.24,"ramp"
"2741",2022-10-27 07:18:08,34.23,4769.28,"ramp"
"2751",2022-10-27 07:28:08,34.02,5916.16,"ramp"
"2761",2022-10-27 07:38:08,34.36,5813.76,"ramp"
"2771",2022-10-27 07:48:08,34.27,5852.16,"ramp"
"2781",2022-10-27 07:58:08,34.15,4702.72,"ramp"
"2791",2022-10-27 08:08:08,34.27,4538.88,"ramp"
"2801",2022-10-27 08:18:08,34.06,5199.36,"ramp"
"2811",2022-10-27 08:28:08,34.32,5273.6,"ramp"
"2821",2022-10-27 08:38:08,34.19,5281.28,"ramp"
"2831",2022-10-27 08:48:08,34.36,12897.28,"ramp"
"2841",2022-10-27 08:58:08,34.45,5547.52,"ramp"
"2851",2022-10-27 09:08:08,33.85,3411.2,"ramp"
"2861",2022-10-27 09:18:08,34.23,3937.28,"ramp"
"2871",2022-10-27 09:28:08,34.02,5777.92,"ramp"
"2881",2022-10-27 09:38:08,34.4,8747.52,"ramp"
"2891",2022-10-27 09:48:08,34.27,8896,"ramp"
"2901",2022-10-27 09:58:08,34.32,8862.72,"ramp"
"2911",2022-10-27 10:08:08,34.45,8747.52,"ramp"
"2921",2022-10-27 10:18:08,34.19,7956.48,"ramp"
"2931",2022-10-27 10:28:08,34.36,7728.64,"ramp"
"2941",2022-10-27 10:38:08,34.1,7889.92,"ramp"
"2951",2022-10-27 10:48:08,34.23,6026.24,"ramp"
"2961",2022-10-27 10:58:08,34.57,10365.44,"ramp"
"2971",2022-10-27 11:08:08,34.62,13378.56,"ramp"
"2981",2022-10-27 11:18:08,34.79,13491.2,"ramp"
"2991",2022-10-27 11:28:08,34.66,16865.28,"ramp"
"3001",2022-10-27 11:38:08,34.79,15790.08,"ramp"
"3011",2022-10-27 11:48:08,34.7,14172.16,"ramp"
"3021",2022-10-27 11:58:08,34.66,16051.2,"ramp"
"3031",2022-10-27 12:08:08,34.62,10731.52,"ramp"
"3041",2022-10-27 12:18:08,34.62,13603.84,"ramp"
"3051",2022-10-27 12:28:08,34.36,10664.96,"ramp"
"3061",2022-10-27 12:38:08,34.79,15237.12,"ramp"
"3071",2022-10-27 12:48:08,34.45,8875.52,"ramp"
"3081",2022-10-27 12:58:08,34.4,11115.52,"ramp"
"3091",2022-10-27 13:08:08,34.62,11576.32,"ramp"
"3101",2022-10-27 13:18:08,34.49,14853.12,"ramp"
"3111",2022-10-27 13:28:08,34.62,13926.4,"ramp"
"3121",2022-10-27 13:38:08,34.75,13260.8,"ramp"
"3131",2022-10-27 13:48:08,34.57,12892.16,"ramp"
"3141",2022-10-27 13:58:08,34.53,12441.6,"ramp"
"3151",2022-10-27 14:08:08,34.66,12175.36,"ramp"
"3161",2022-10-27 14:18:08,34.45,11857.92,"ramp"
"3171",2022-10-27 14:28:08,34.49,11217.92,"ramp"
"3181",2022-10-27 14:38:08,34.66,11289.6,"ramp"
"3191",2022-10-27 14:48:08,34.36,10941.44,"ramp"
"3201",2022-10-27 14:58:08,34.1,3595.52,"ramp"
"3211",2022-10-27 15:08:08,34.15,3632.64,"ramp"
"3221",2022-10-27 15:18:08,33.93,3330.56,"ramp"
"3231",2022-10-27 15:28:08,34.02,2919.68,"ramp"
"3241",2022-10-27 15:38:08,34.15,2601.6,"ramp"
"3251",2022-10-27 15:48:08,33.93,2693.12,"ramp"
"3261",2022-10-27 15:58:08,33.97,2618.24,"ramp"
"3271",2022-10-27 16:08:08,34.15,2968.32,"ramp"
"3281",2022-10-27 16:18:08,33.97,2758.4,"ramp"
"3291",2022-10-27 16:28:08,33.97,3048.96,"ramp"
"3301",2022-10-27 16:38:08,34.1,2160,"ramp"
"3311",2022-10-27 16:48:08,34.02,1576.96,"ramp"
"3321",2022-10-27 16:58:08,33.85,1311.36,"ramp"
"3331",2022-10-27 17:08:08,33.97,1296.32,"ramp"
"3341",2022-10-27 17:18:08,33.97,1220.16,"ramp"
"3351",2022-10-27 17:28:08,33.76,970.24,"ramp"
"3361",2022-10-27 17:38:08,34.1,679.04,"ramp"
"3371",2022-10-27 17:48:08,33.63,399.2,"ramp"
"3381",2022-10-27 17:58:08,33.03,171.28,"ramp"
"3391",2022-10-27 18:08:08,32.52,39.94,"ramp"
"NA",NA,NA,NA,"ramp"
