#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,03/18/2022 17:00:00,29.56,3856.64,,,,
2,03/18/2022 17:01:00,29.56,3769.60,,,,
3,03/18/2022 17:02:00,29.51,3686.40,,,,
4,03/18/2022 17:03:00,29.56,3584.00,,,,
5,03/18/2022 17:04:00,29.51,3498.24,,,,
6,03/18/2022 17:05:00,29.47,3417.60,,,,
7,03/18/2022 17:06:00,29.51,3328.00,,,,
8,03/18/2022 17:07:00,29.56,3249.92,,,,
9,03/18/2022 17:08:00,29.51,3162.88,,,,
10,03/18/2022 17:09:00,29.47,3073.28,,,,
11,03/18/2022 17:10:00,29.47,2973.44,,,,
12,03/18/2022 17:11:00,29.47,2864.64,,,,
13,03/18/2022 17:12:00,29.47,2667.52,,,,
14,03/18/2022 17:13:00,29.47,2353.92,,,,
15,03/18/2022 17:14:00,29.43,1979.52,,,,
16,03/18/2022 17:15:00,29.43,1676.80,,,,
17,03/18/2022 17:16:00,29.43,1467.52,,,,
18,03/18/2022 17:17:00,29.38,1362.56,,,,
19,03/18/2022 17:18:00,29.38,1321.60,,,,
20,03/18/2022 17:19:00,29.38,1180.16,,,,
21,03/18/2022 17:20:00,29.38,1060.16,,,,
22,03/18/2022 17:21:00,29.38,1024.96,,,,
23,03/18/2022 17:22:00,29.34,1007.36,,,,
24,03/18/2022 17:23:00,29.34,997.76,,,,
25,03/18/2022 17:24:00,29.34,994.56,,,,
26,03/18/2022 17:25:00,29.34,984.00,,,,
27,03/18/2022 17:26:00,29.34,977.60,,,,
28,03/18/2022 17:27:00,29.34,968.00,,,,
29,03/18/2022 17:28:00,29.34,958.40,,,,
30,03/18/2022 17:29:00,29.34,948.80,,,,
31,03/18/2022 17:30:00,29.30,938.56,,,,
32,03/18/2022 17:31:00,29.34,929.60,,,,
33,03/18/2022 17:32:00,29.30,918.40,,,,
34,03/18/2022 17:33:00,29.30,900.16,,,,
35,03/18/2022 17:34:00,29.30,885.76,,,,
36,03/18/2022 17:35:00,29.34,872.00,,,,
37,03/18/2022 17:36:00,29.26,861.76,,,,
38,03/18/2022 17:37:00,29.34,843.20,,,,
39,03/18/2022 17:38:00,29.26,821.76,,,,
40,03/18/2022 17:39:00,29.30,802.56,,,,
41,03/18/2022 17:40:00,29.30,784.96,,,,
42,03/18/2022 17:41:00,29.30,757.76,,,,
43,03/18/2022 17:42:00,29.26,735.68,,,,
44,03/18/2022 17:43:00,29.30,718.08,,,,
45,03/18/2022 17:44:00,29.30,695.68,,,,
46,03/18/2022 17:45:00,29.30,672.96,,,,
47,03/18/2022 17:46:00,29.30,648.16,,,,
48,03/18/2022 17:47:00,29.30,621.60,,,,
49,03/18/2022 17:48:00,29.30,596.00,,,,
50,03/18/2022 17:49:00,29.30,573.28,,,,
