#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,03/18/2022 17:00:00,29.56,4595.20,,,,
2,03/18/2022 17:01:00,29.56,4486.40,,,,
3,03/18/2022 17:02:00,29.56,4390.40,,,,
4,03/18/2022 17:03:00,29.56,4284.16,,,,
5,03/18/2022 17:04:00,29.51,4184.32,,,,
6,03/18/2022 17:05:00,29.56,4096.00,,,,
7,03/18/2022 17:06:00,29.56,4008.96,,,,
8,03/18/2022 17:07:00,29.51,3939.84,,,,
9,03/18/2022 17:08:00,29.51,3856.64,,,,
10,03/18/2022 17:09:00,29.51,3774.72,,,,
11,03/18/2022 17:10:00,29.51,3672.32,,,,
12,03/18/2022 17:11:00,29.47,3576.32,,,,
13,03/18/2022 17:12:00,29.47,3407.36,,,,
14,03/18/2022 17:13:00,29.47,3109.12,,,,
15,03/18/2022 17:14:00,29.47,2837.76,,,,
16,03/18/2022 17:15:00,29.43,2378.88,,,,
17,03/18/2022 17:16:00,29.43,2044.16,,,,
18,03/18/2022 17:17:00,29.43,1854.08,,,,
19,03/18/2022 17:18:00,29.43,1772.80,,,,
20,03/18/2022 17:19:00,29.43,1703.68,,,,
21,03/18/2022 17:20:00,29.38,1622.40,,,,
22,03/18/2022 17:21:00,29.34,1495.04,,,,
23,03/18/2022 17:22:00,29.34,1451.52,,,,
24,03/18/2022 17:23:00,29.34,1434.24,,,,
25,03/18/2022 17:24:00,29.38,1420.16,,,,
26,03/18/2022 17:25:00,29.34,1408.64,,,,
27,03/18/2022 17:26:00,29.38,1396.48,,,,
28,03/18/2022 17:27:00,29.38,1384.32,,,,
29,03/18/2022 17:28:00,29.38,1372.16,,,,
30,03/18/2022 17:29:00,29.38,1355.52,,,,
31,03/18/2022 17:30:00,29.38,1339.52,,,,
32,03/18/2022 17:31:00,29.34,1320.96,,,,
33,03/18/2022 17:32:00,29.34,1298.56,,,,
34,03/18/2022 17:33:00,29.30,1275.20,,,,
35,03/18/2022 17:34:00,29.34,1252.16,,,,
36,03/18/2022 17:35:00,29.34,1228.16,,,,
37,03/18/2022 17:36:00,29.30,1204.16,,,,
38,03/18/2022 17:37:00,29.34,1173.44,,,,
39,03/18/2022 17:38:00,29.34,1137.92,,,,
40,03/18/2022 17:39:00,29.34,1107.52,,,,
41,03/18/2022 17:40:00,29.38,1078.40,,,,
42,03/18/2022 17:41:00,29.34,1044.48,,,,
43,03/18/2022 17:42:00,29.34,1012.16,,,,
44,03/18/2022 17:43:00,29.34,976.64,,,,
45,03/18/2022 17:44:00,29.34,943.68,,,,
46,03/18/2022 17:45:00,29.30,909.76,,,,
47,03/18/2022 17:46:00,29.34,880.00,,,,
48,03/18/2022 17:47:00,29.30,843.52,,,,
49,03/18/2022 17:48:00,29.30,809.92,,,,
50,03/18/2022 17:49:00,29.30,775.36,,,,
51,03/18/2022 17:50:00,29.30,742.72,,,,
52,03/18/2022 17:51:00,29.30,709.44,,,,
53,03/18/2022 17:52:00,29.30,674.88,,,,
54,03/18/2022 17:53:00,29.30,639.68,,,,
55,03/18/2022 17:54:00,29.34,604.96,,,,
56,03/18/2022 17:55:00,29.30,572.80,,,,
57,03/18/2022 17:56:00,29.34,540.80,,,,
58,03/18/2022 17:57:00,29.34,510.24,,,,
59,03/18/2022 17:58:00,29.34,478.08,,,,
60,03/18/2022 17:59:00,29.34,446.24,,,,
61,03/18/2022 18:00:00,29.30,414.72,,,,
62,03/18/2022 18:01:00,29.30,385.76,,,,
63,03/18/2022 18:02:00,29.34,355.84,,,,
64,03/18/2022 18:03:00,29.34,328.32,,,,
65,03/18/2022 18:04:00,29.34,300.00,,,,
66,03/18/2022 18:05:00,29.30,273.36,,,,
67,03/18/2022 18:06:00,29.26,245.20,,,,
68,03/18/2022 18:07:00,29.30,221.04,,,,
69,03/18/2022 18:08:00,29.30,196.24,,,,
70,03/18/2022 18:09:00,29.30,172.80,,,,
71,03/18/2022 18:10:00,29.30,151.24,,,,
72,03/18/2022 18:11:00,29.30,130.48,,,,
73,03/18/2022 18:12:00,29.30,111.32,,,,
74,03/18/2022 18:13:00,29.30,94.68,,,,
75,03/18/2022 18:14:00,29.34,78.98,,,,
76,03/18/2022 18:15:00,29.30,67.30,,,,
77,03/18/2022 18:16:00,29.30,58.10,,,,
78,03/18/2022 18:17:00,29.34,48.54,,,,
79,03/18/2022 18:18:00,29.30,41.46,,,,
80,03/18/2022 18:19:00,29.34,34.84,,,,
81,03/18/2022 18:20:00,29.30,28.45,,,,
82,03/18/2022 18:21:00,29.30,23.67,,,,
83,03/18/2022 18:22:00,29.30,20.11,,,,
84,03/18/2022 18:23:00,29.34,16.36,,,,
85,03/18/2022 18:24:00,29.34,12.82,,,,
86,03/18/2022 18:25:00,29.30,9.71,,,,
87,03/18/2022 18:26:00,29.34,7.23,,,,
88,03/18/2022 18:27:00,29.30,5.37,,,,
89,03/18/2022 18:28:00,29.34,3.92,,,,
90,03/18/2022 18:29:00,29.34,2.89,,,,
91,03/18/2022 18:30:00,29.34,2.27,,,,
92,03/18/2022 18:31:00,29.30,1.65,,,,
93,03/18/2022 18:32:00,29.34,1.24,,,,
94,03/18/2022 18:33:00,29.34,1.03,,,,
95,03/18/2022 18:34:00,29.34,0.62,,,,
96,03/18/2022 18:35:00,29.34,0.41,,,,
97,03/18/2022 18:36:00,29.34,0.41,,,,
98,03/18/2022 18:37:00,29.30,0.20,,,,
99,03/18/2022 18:38:00,29.34,0.20,,,,
100,03/18/2022 18:39:00,29.30,0.00,,,,
101,03/18/2022 18:40:00,29.34,0.00,,,,
102,03/18/2022 18:41:00,29.30,0.00,,,,
103,03/18/2022 18:42:00,29.30,0.00,,,,
104,03/18/2022 18:43:00,29.34,0.00,,,,
105,03/18/2022 18:44:00,29.30,0.00,,,,
106,03/18/2022 18:45:00,29.30,0.00,,,,
107,03/18/2022 18:46:00,29.34,0.00,,,,
108,03/18/2022 18:47:00,29.34,0.00,,,,
109,03/18/2022 18:48:00,29.34,0.00,,,,
110,03/18/2022 18:49:00,29.34,1.03,,,,
111,03/18/2022 18:50:00,29.30,0.20,,,,
112,03/18/2022 18:51:00,29.30,1.65,,,,
113,03/18/2022 18:52:00,29.30,1.24,,,,
114,03/18/2022 18:53:00,29.34,0.41,,,,
115,03/18/2022 18:54:00,29.30,0.20,,,,
116,03/18/2022 18:55:00,29.34,0.41,,,,
117,03/18/2022 18:56:00,29.30,2.27,,,,
118,03/18/2022 18:57:00,29.34,0.20,,,,
119,03/18/2022 18:58:00,29.30,0.00,,,,
120,03/18/2022 18:59:00,29.26,0.00,,,,
121,03/18/2022 19:00:00,29.34,0.41,,,,
122,03/18/2022 19:01:00,29.30,0.00,,,,
123,03/18/2022 19:02:00,29.34,0.00,,,,
124,03/18/2022 19:03:00,29.30,0.00,,,,
125,03/18/2022 19:04:00,29.30,0.00,,,,
126,03/18/2022 19:05:00,29.34,0.00,,,,
127,03/18/2022 19:06:00,29.30,0.00,,,,
128,03/18/2022 19:07:00,29.34,0.20,,,,
129,03/18/2022 19:08:00,29.30,0.00,,,,
130,03/18/2022 19:09:00,29.30,0.00,,,,
131,03/18/2022 19:10:00,29.30,0.00,,,,
132,03/18/2022 19:11:00,29.34,0.00,,,,
133,03/18/2022 19:12:00,29.30,0.00,,,,
134,03/18/2022 19:13:00,29.30,0.00,,,,
135,03/18/2022 19:14:00,29.30,0.00,,,,
136,03/18/2022 19:15:00,29.30,0.00,,,,
137,03/18/2022 19:16:00,29.34,0.20,,,,
138,03/18/2022 19:17:00,29.30,0.41,,,,
139,03/18/2022 19:18:00,29.34,0.00,,,,
140,03/18/2022 19:19:00,29.30,0.00,,,,
141,03/18/2022 19:20:00,29.30,2.06,,,,
142,03/18/2022 19:21:00,29.30,0.00,,,,
143,03/18/2022 19:22:00,29.30,0.00,,,,
144,03/18/2022 19:23:00,29.26,0.00,,,,
145,03/18/2022 19:24:00,29.30,1.44,,,,
146,03/18/2022 19:25:00,29.34,0.00,,,,
147,03/18/2022 19:26:00,29.30,0.00,,,,
148,03/18/2022 19:27:00,29.30,0.00,,,,
149,03/18/2022 19:28:00,29.30,0.00,,,,
150,03/18/2022 19:29:00,29.26,0.41,,,,
151,03/18/2022 19:30:00,29.34,0.00,,,,
152,03/18/2022 19:31:00,29.30,0.00,,,,
153,03/18/2022 19:32:00,29.30,0.00,,,,
154,03/18/2022 19:33:00,29.26,0.00,,,,
155,03/18/2022 19:34:00,29.30,0.00,,,,
156,03/18/2022 19:35:00,29.26,0.00,,,,
157,03/18/2022 19:36:00,29.30,0.00,,,,
158,03/18/2022 19:37:00,29.30,0.00,,,,
159,03/18/2022 19:38:00,29.30,0.00,,,,
160,03/18/2022 19:39:00,29.30,0.00,,,,
161,03/18/2022 19:40:00,29.30,0.00,,,,
162,03/18/2022 19:41:00,29.30,0.00,,,,
163,03/18/2022 19:42:00,29.30,0.00,,,,
164,03/18/2022 19:43:00,29.26,0.00,,,,
165,03/18/2022 19:44:00,29.30,0.00,,,,
166,03/18/2022 19:45:00,29.30,0.00,,,,
167,03/18/2022 19:46:00,29.26,0.00,,,,
168,03/18/2022 19:47:00,29.26,0.00,,,,
169,03/18/2022 19:48:00,29.26,0.00,,,,
170,03/18/2022 19:49:00,29.26,0.00,,,,
171,03/18/2022 19:50:00,29.30,0.00,,,,
172,03/18/2022 19:51:00,29.26,0.00,,,,
173,03/18/2022 19:52:00,29.30,0.00,,,,
174,03/18/2022 19:53:00,29.26,0.00,,,,
175,03/18/2022 19:54:00,29.26,0.00,,,,
176,03/18/2022 19:55:00,29.26,0.00,,,,
177,03/18/2022 19:56:00,29.30,0.00,,,,
178,03/18/2022 19:57:00,29.26,0.00,,,,
179,03/18/2022 19:58:00,29.30,0.00,,,,
180,03/18/2022 19:59:00,29.26,0.00,,,,
181,03/18/2022 20:00:00,29.30,0.00,,,,
182,03/18/2022 20:01:00,29.26,0.00,,,,
183,03/18/2022 20:02:00,29.26,0.00,,,,
184,03/18/2022 20:03:00,29.26,0.00,,,,
185,03/18/2022 20:04:00,29.30,0.00,,,,
186,03/18/2022 20:05:00,29.30,0.00,,,,
187,03/18/2022 20:06:00,29.26,0.00,,,,
188,03/18/2022 20:07:00,29.26,0.00,,,,
189,03/18/2022 20:08:00,29.34,0.00,,,,
190,03/18/2022 20:09:00,29.30,0.00,,,,
191,03/18/2022 20:10:00,29.26,0.00,,,,
192,03/18/2022 20:11:00,29.26,0.00,,,,
193,03/18/2022 20:12:00,29.30,0.00,,,,
194,03/18/2022 20:13:00,29.26,0.00,,,,
195,03/18/2022 20:14:00,29.30,0.00,,,,
196,03/18/2022 20:15:00,29.26,0.00,,,,
197,03/18/2022 20:16:00,29.30,0.00,,,,
198,03/18/2022 20:17:00,29.26,0.00,,,,
199,03/18/2022 20:18:00,29.30,0.00,,,,
200,03/18/2022 20:19:00,29.26,0.00,,,,
201,03/18/2022 20:20:00,29.26,0.00,,,,
202,03/18/2022 20:21:00,29.30,0.00,,,,
203,03/18/2022 20:22:00,29.26,0.00,,,,
204,03/18/2022 20:23:00,29.26,0.00,,,,
205,03/18/2022 20:24:00,29.30,0.00,,,,
206,03/18/2022 20:25:00,29.26,0.00,,,,
207,03/18/2022 20:26:00,29.30,0.00,,,,
208,03/18/2022 20:27:00,29.30,0.00,,,,
209,03/18/2022 20:28:00,29.26,0.00,,,,
210,03/18/2022 20:29:00,29.30,0.00,,,,
211,03/18/2022 20:30:00,29.26,0.00,,,,
212,03/18/2022 20:31:00,29.26,0.00,,,,
213,03/18/2022 20:32:00,29.26,0.00,,,,
214,03/18/2022 20:33:00,29.26,0.00,,,,
215,03/18/2022 20:34:00,29.26,0.00,,,,
216,03/18/2022 20:35:00,29.26,0.00,,,,
217,03/18/2022 20:36:00,29.26,0.00,,,,
218,03/18/2022 20:37:00,29.30,0.00,,,,
219,03/18/2022 20:38:00,29.30,0.00,,,,
220,03/18/2022 20:39:00,29.26,0.00,,,,
221,03/18/2022 20:40:00,29.30,0.00,,,,
222,03/18/2022 20:41:00,29.26,0.00,,,,
223,03/18/2022 20:42:00,29.26,0.00,,,,
224,03/18/2022 20:43:00,29.30,0.00,,,,
225,03/18/2022 20:44:00,29.26,0.00,,,,
226,03/18/2022 20:45:00,29.30,0.00,,,,
227,03/18/2022 20:46:00,29.26,0.00,,,,
228,03/18/2022 20:47:00,29.30,0.00,,,,
229,03/18/2022 20:48:00,29.26,0.00,,,,
230,03/18/2022 20:49:00,29.26,0.00,,,,
231,03/18/2022 20:50:00,29.26,0.00,,,,
232,03/18/2022 20:51:00,29.26,0.00,,,,
233,03/18/2022 20:52:00,29.26,0.20,,,,
234,03/18/2022 20:53:00,29.26,0.00,,,,
235,03/18/2022 20:54:00,29.26,0.41,,,,
236,03/18/2022 20:55:00,29.26,0.00,,,,
237,03/18/2022 20:56:00,29.30,0.00,,,,
238,03/18/2022 20:57:00,29.26,0.00,,,,
239,03/18/2022 20:58:00,29.21,0.00,,,,
240,03/18/2022 20:59:00,29.26,0.00,,,,
241,03/18/2022 21:00:00,29.30,0.00,,,,
242,03/18/2022 21:01:00,29.26,0.00,,,,
243,03/18/2022 21:02:00,29.30,0.00,,,,
244,03/18/2022 21:03:00,29.26,0.00,,,,
245,03/18/2022 21:04:00,29.26,0.00,,,,
246,03/18/2022 21:05:00,29.21,0.00,,,,
247,03/18/2022 21:06:00,29.21,0.00,,,,
248,03/18/2022 21:07:00,29.26,0.00,,,,
249,03/18/2022 21:08:00,29.21,0.00,,,,
250,03/18/2022 21:09:00,29.26,0.00,,,,
251,03/18/2022 21:10:00,29.30,0.00,,,,
252,03/18/2022 21:11:00,29.26,0.00,,,,
253,03/18/2022 21:12:00,29.26,0.00,,,,
254,03/18/2022 21:13:00,29.26,0.00,,,,
255,03/18/2022 21:14:00,29.26,0.00,,,,
256,03/18/2022 21:15:00,29.21,0.00,,,,
257,03/18/2022 21:16:00,29.21,0.00,,,,
258,03/18/2022 21:17:00,29.26,0.00,,,,
259,03/18/2022 21:18:00,29.21,0.00,,,,
260,03/18/2022 21:19:00,29.21,0.00,,,,
261,03/18/2022 21:20:00,29.21,0.00,,,,
262,03/18/2022 21:21:00,29.21,0.00,,,,
263,03/18/2022 21:22:00,29.21,0.00,,,,
264,03/18/2022 21:23:00,29.26,0.00,,,,
265,03/18/2022 21:24:00,29.26,0.00,,,,
266,03/18/2022 21:25:00,29.21,0.00,,,,
267,03/18/2022 21:26:00,29.21,0.00,,,,
268,03/18/2022 21:27:00,29.26,0.00,,,,
269,03/18/2022 21:28:00,29.21,0.00,,,,
270,03/18/2022 21:29:00,29.21,0.00,,,,
271,03/18/2022 21:30:00,29.26,0.00,,,,
272,03/18/2022 21:31:00,29.21,0.00,,,,
273,03/18/2022 21:32:00,29.21,0.00,,,,
274,03/18/2022 21:33:00,29.21,0.00,,,,
275,03/18/2022 21:34:00,29.17,0.00,,,,
276,03/18/2022 21:35:00,29.21,0.00,,,,
277,03/18/2022 21:36:00,29.21,0.00,,,,
278,03/18/2022 21:37:00,29.21,0.00,,,,
279,03/18/2022 21:38:00,29.21,0.00,,,,
280,03/18/2022 21:39:00,29.21,0.00,,,,
281,03/18/2022 21:40:00,29.21,0.00,,,,
282,03/18/2022 21:41:00,29.26,0.00,,,,
283,03/18/2022 21:42:00,29.26,0.00,,,,
284,03/18/2022 21:43:00,29.21,0.00,,,,
285,03/18/2022 21:44:00,29.21,0.00,,,,
286,03/18/2022 21:45:00,29.21,0.00,,,,
287,03/18/2022 21:46:00,29.21,0.00,,,,
288,03/18/2022 21:47:00,29.17,0.00,,,,
289,03/18/2022 21:48:00,29.21,0.00,,,,
290,03/18/2022 21:49:00,29.21,0.00,,,,
291,03/18/2022 21:50:00,29.26,0.00,,,,
292,03/18/2022 21:51:00,29.17,0.00,,,,
293,03/18/2022 21:52:00,29.21,0.00,,,,
294,03/18/2022 21:53:00,29.21,0.00,,,,
295,03/18/2022 21:54:00,29.21,0.00,,,,
296,03/18/2022 21:55:00,29.21,0.00,,,,
297,03/18/2022 21:56:00,29.21,0.00,,,,
298,03/18/2022 21:57:00,29.21,0.00,,,,
299,03/18/2022 21:58:00,29.26,0.00,,,,
300,03/18/2022 21:59:00,29.21,0.00,,,,
301,03/18/2022 22:00:00,29.21,0.00,,,,
302,03/18/2022 22:01:00,29.21,0.00,,,,
303,03/18/2022 22:02:00,29.21,0.00,,,,
304,03/18/2022 22:03:00,29.21,0.00,,,,
305,03/18/2022 22:04:00,29.21,0.00,,,,
306,03/18/2022 22:05:00,29.21,0.00,,,,
307,03/18/2022 22:06:00,29.17,0.00,,,,
308,03/18/2022 22:07:00,29.17,0.00,,,,
309,03/18/2022 22:08:00,29.21,0.00,,,,
310,03/18/2022 22:09:00,29.21,0.00,,,,
311,03/18/2022 22:10:00,29.21,0.00,,,,
312,03/18/2022 22:11:00,29.21,0.00,,,,
313,03/18/2022 22:12:00,29.21,0.00,,,,
314,03/18/2022 22:13:00,29.21,0.00,,,,
315,03/18/2022 22:14:00,29.21,0.00,,,,
316,03/18/2022 22:15:00,29.21,0.00,,,,
317,03/18/2022 22:16:00,29.21,0.00,,,,
318,03/18/2022 22:17:00,29.21,0.00,,,,
319,03/18/2022 22:18:00,29.21,0.00,,,,
320,03/18/2022 22:19:00,29.17,0.00,,,,
321,03/18/2022 22:20:00,29.21,0.00,,,,
322,03/18/2022 22:21:00,29.26,0.00,,,,
323,03/18/2022 22:22:00,29.17,0.00,,,,
324,03/18/2022 22:23:00,29.21,0.00,,,,
325,03/18/2022 22:24:00,29.17,0.00,,,,
326,03/18/2022 22:25:00,29.21,0.00,,,,
327,03/18/2022 22:26:00,29.17,0.00,,,,
328,03/18/2022 22:27:00,29.21,0.00,,,,
329,03/18/2022 22:28:00,29.21,0.00,,,,
330,03/18/2022 22:29:00,29.17,0.00,,,,
331,03/18/2022 22:30:00,29.21,0.00,,,,
332,03/18/2022 22:31:00,29.21,0.00,,,,
333,03/18/2022 22:32:00,29.21,0.00,,,,
334,03/18/2022 22:33:00,29.26,0.00,,,,
335,03/18/2022 22:34:00,29.21,0.00,,,,
336,03/18/2022 22:35:00,29.21,0.00,,,,
337,03/18/2022 22:36:00,29.21,0.00,,,,
338,03/18/2022 22:37:00,29.17,0.00,,,,
339,03/18/2022 22:38:00,29.17,0.00,,,,
340,03/18/2022 22:39:00,29.21,0.00,,,,
341,03/18/2022 22:40:00,29.26,0.00,,,,
342,03/18/2022 22:41:00,29.21,0.00,,,,
343,03/18/2022 22:42:00,29.21,0.00,,,,
344,03/18/2022 22:43:00,29.21,0.00,,,,
345,03/18/2022 22:44:00,29.21,0.00,,,,
346,03/18/2022 22:45:00,29.21,0.00,,,,
347,03/18/2022 22:46:00,29.21,0.00,,,,
348,03/18/2022 22:47:00,29.17,0.00,,,,
349,03/18/2022 22:48:00,29.17,0.00,,,,
350,03/18/2022 22:49:00,29.21,0.00,,,,
351,03/18/2022 22:50:00,29.17,0.00,,,,
352,03/18/2022 22:51:00,29.17,0.00,,,,
353,03/18/2022 22:52:00,29.21,0.00,,,,
354,03/18/2022 22:53:00,29.21,0.00,,,,
355,03/18/2022 22:54:00,29.21,0.00,,,,
356,03/18/2022 22:55:00,29.21,0.00,,,,
357,03/18/2022 22:56:00,29.17,0.00,,,,
358,03/18/2022 22:57:00,29.17,0.00,,,,
359,03/18/2022 22:58:00,29.17,0.00,,,,
360,03/18/2022 22:59:00,29.17,0.00,,,,
361,03/18/2022 23:00:00,29.26,0.00,,,,
362,03/18/2022 23:01:00,29.17,0.00,,,,
363,03/18/2022 23:02:00,29.17,0.00,,,,
364,03/18/2022 23:03:00,29.17,0.00,,,,
365,03/18/2022 23:04:00,29.17,0.00,,,,
366,03/18/2022 23:05:00,29.17,0.00,,,,
367,03/18/2022 23:06:00,29.17,0.00,,,,
368,03/18/2022 23:07:00,29.17,0.00,,,,
369,03/18/2022 23:08:00,29.17,0.00,,,,
370,03/18/2022 23:09:00,29.21,0.00,,,,
371,03/18/2022 23:10:00,29.21,0.00,,,,
372,03/18/2022 23:11:00,29.17,0.00,,,,
373,03/18/2022 23:12:00,29.13,0.00,,,,
374,03/18/2022 23:13:00,29.17,0.00,,,,
375,03/18/2022 23:14:00,29.17,0.00,,,,
376,03/18/2022 23:15:00,29.17,0.00,,,,
377,03/18/2022 23:16:00,29.17,0.00,,,,
378,03/18/2022 23:17:00,29.17,0.00,,,,
379,03/18/2022 23:18:00,29.17,0.00,,,,
380,03/18/2022 23:19:00,29.21,0.00,,,,
381,03/18/2022 23:20:00,29.17,0.00,,,,
382,03/18/2022 23:21:00,29.13,0.00,,,,
383,03/18/2022 23:22:00,29.17,0.00,,,,
384,03/18/2022 23:23:00,29.17,0.00,,,,
385,03/18/2022 23:24:00,29.13,0.00,,,,
386,03/18/2022 23:25:00,29.13,0.00,,,,
387,03/18/2022 23:26:00,29.17,0.00,,,,
388,03/18/2022 23:27:00,29.08,0.00,,,,
389,03/18/2022 23:28:00,29.17,0.00,,,,
390,03/18/2022 23:29:00,29.13,0.00,,,,
391,03/18/2022 23:30:00,29.13,0.00,,,,
392,03/18/2022 23:31:00,29.17,0.00,,,,
393,03/18/2022 23:32:00,29.17,0.00,,,,
394,03/18/2022 23:33:00,29.08,0.00,,,,
395,03/18/2022 23:34:00,29.17,0.00,,,,
396,03/18/2022 23:35:00,29.17,0.00,,,,
397,03/18/2022 23:36:00,29.13,0.00,,,,
398,03/18/2022 23:37:00,29.13,0.00,,,,
399,03/18/2022 23:38:00,29.08,0.00,,,,
400,03/18/2022 23:39:00,29.13,0.00,,,,
401,03/18/2022 23:40:00,29.13,0.00,,,,
402,03/18/2022 23:41:00,29.17,0.00,,,,
403,03/18/2022 23:42:00,29.13,0.00,,,,
404,03/18/2022 23:43:00,29.17,0.00,,,,
405,03/18/2022 23:44:00,29.13,0.00,,,,
406,03/18/2022 23:45:00,29.13,0.00,,,,
