#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 14:26:11,,,Logged,Logged,,
2,04/22/2022 15:00:00,29.68,11289.60,,,,
3,04/22/2022 15:01:00,29.77,11125.76,,,,
4,04/22/2022 15:02:00,29.73,10355.20,,,,
5,04/22/2022 15:03:00,29.68,10252.80,,,,
6,04/22/2022 15:04:00,29.68,5852.16,,,,
7,04/22/2022 15:05:00,29.64,6709.76,,,,
8,04/22/2022 15:06:00,29.60,8519.68,,,,
9,04/22/2022 15:07:00,29.68,11289.60,,,,
10,04/22/2022 15:08:00,29.68,10045.44,,,,
11,04/22/2022 15:09:00,29.64,8363.52,,,,
12,04/22/2022 15:10:00,29.60,5552.64,,,,
13,04/22/2022 15:11:00,29.60,8965.12,,,,
14,04/22/2022 15:12:00,29.60,5521.92,,,,
15,04/22/2022 15:13:00,29.60,6983.68,,,,
16,04/22/2022 15:14:00,29.64,9246.72,,,,
17,04/22/2022 15:15:00,29.64,8985.60,,,,
18,04/22/2022 15:16:00,29.64,9733.12,,,,
19,04/22/2022 15:17:00,29.64,9738.24,,,,
20,04/22/2022 15:18:00,29.68,9500.16,,,,
21,04/22/2022 15:19:00,29.73,9333.76,,,,
22,04/22/2022 15:20:00,29.64,8417.28,,,,
23,04/22/2022 15:21:00,29.68,9300.48,,,,
24,04/22/2022 15:22:00,29.68,8773.12,,,,
25,04/22/2022 15:23:00,29.64,7979.52,,,,
26,04/22/2022 15:24:00,29.64,7444.48,,,,
27,04/22/2022 15:25:00,29.64,6871.04,,,,
28,04/22/2022 15:26:00,29.60,7088.64,,,,
29,04/22/2022 15:27:00,29.60,7078.40,,,,
30,04/22/2022 15:28:00,29.60,7301.12,,,,
31,04/22/2022 15:29:00,29.64,8130.56,,,,
32,04/22/2022 15:30:00,29.64,8348.16,,,,
33,04/22/2022 15:31:00,29.64,7444.48,,,,
34,04/22/2022 15:32:00,29.64,6932.48,,,,
35,04/22/2022 15:33:00,29.56,7057.92,,,,
36,04/22/2022 15:34:00,29.60,7459.84,,,,
37,04/22/2022 15:35:00,29.60,7114.24,,,,
38,04/22/2022 15:36:00,29.60,5601.28,,,,
39,04/22/2022 15:37:00,29.47,3452.16,,,,
40,04/22/2022 15:38:00,29.51,4247.04,,,,
41,04/22/2022 15:39:00,29.47,3897.60,,,,
42,04/22/2022 15:40:00,29.43,3467.52,,,,
43,04/22/2022 15:41:00,29.43,3921.92,,,,
44,04/22/2022 15:42:00,29.43,3777.28,,,,
45,04/22/2022 15:43:00,29.43,3223.04,,,,
46,04/22/2022 15:44:00,29.43,3304.96,,,,
47,04/22/2022 15:45:00,29.43,3223.04,,,,
48,04/22/2022 15:46:00,29.38,3356.16,,,,
49,04/22/2022 15:47:00,29.38,3370.24,,,,
50,04/22/2022 15:48:00,29.38,2987.52,,,,
51,04/22/2022 15:49:00,29.38,3471.36,,,,
52,04/22/2022 15:50:00,29.43,4355.84,,,,
53,04/22/2022 15:51:00,29.47,4476.16,,,,
54,04/22/2022 15:52:00,29.43,3893.76,,,,
55,04/22/2022 15:53:00,29.43,3838.72,,,,
56,04/22/2022 15:54:00,29.38,4321.28,,,,
57,04/22/2022 15:55:00,29.43,3918.08,,,,
58,04/22/2022 15:56:00,29.43,3435.52,,,,
59,04/22/2022 15:57:00,29.34,3404.80,,,,
60,04/22/2022 15:58:00,29.38,3201.28,,,,
61,04/22/2022 15:59:00,29.43,3010.56,,,,
62,04/22/2022 16:00:00,29.34,3034.88,,,,
63,04/22/2022 16:01:00,29.34,3014.40,,,,
64,04/22/2022 16:02:00,29.34,2936.32,,,,
65,04/22/2022 16:03:00,29.34,2873.60,,,,
66,04/22/2022 16:04:00,29.34,3527.68,,,,
67,04/22/2022 16:05:00,29.38,5347.84,,,,
68,04/22/2022 16:06:00,29.38,6177.28,,,,
69,04/22/2022 16:07:00,29.43,6402.56,,,,
70,04/22/2022 16:08:00,29.43,6556.16,,,,
71,04/22/2022 16:09:00,29.47,6423.04,,,,
72,04/22/2022 16:10:00,29.47,5422.08,,,,
73,04/22/2022 16:11:00,29.43,4280.32,,,,
74,04/22/2022 16:12:00,29.38,3328.00,,,,
75,04/22/2022 16:13:00,29.38,4492.80,,,,
76,04/22/2022 16:14:00,29.43,4709.12,,,,
77,04/22/2022 16:15:00,29.47,6067.20,,,,
78,04/22/2022 16:16:00,29.43,5844.48,,,,
79,04/22/2022 16:17:00,29.38,6000.64,,,,
80,04/22/2022 16:18:00,29.47,5742.08,,,,
81,04/22/2022 16:19:00,29.47,5990.40,,,,
82,04/22/2022 16:20:00,29.51,6021.12,,,,
83,04/22/2022 16:21:00,29.51,5857.28,,,,
84,04/22/2022 16:22:00,29.47,5836.80,,,,
85,04/22/2022 16:23:00,29.47,5642.24,,,,
86,04/22/2022 16:24:00,29.47,5642.24,,,,
87,04/22/2022 16:25:00,29.47,5149.44,,,,
88,04/22/2022 16:26:00,29.43,4848.64,,,,
89,04/22/2022 16:27:00,29.43,5478.40,,,,
90,04/22/2022 16:28:00,29.47,5411.84,,,,
91,04/22/2022 16:29:00,29.43,5194.24,,,,
92,04/22/2022 16:30:00,29.43,4328.96,,,,
93,04/22/2022 16:31:00,29.43,4968.96,,,,
94,04/22/2022 16:32:00,29.38,5044.48,,,,
95,04/22/2022 16:33:00,29.43,4674.56,,,,
96,04/22/2022 16:34:00,29.38,3335.68,,,,
97,04/22/2022 16:35:00,29.38,3740.16,,,,
98,04/22/2022 16:36:00,29.38,3334.40,,,,
99,04/22/2022 16:37:00,29.38,3343.36,,,,
100,04/22/2022 16:38:00,29.38,3402.24,,,,
101,04/22/2022 16:39:00,29.34,4040.96,,,,
102,04/22/2022 16:40:00,29.38,4414.72,,,,
103,04/22/2022 16:41:00,29.43,4288.00,,,,
104,04/22/2022 16:42:00,29.34,4122.88,,,,
105,04/22/2022 16:43:00,29.34,4047.36,,,,
106,04/22/2022 16:44:00,29.38,3979.52,,,,
107,04/22/2022 16:45:00,29.38,3873.28,,,,
108,04/22/2022 16:46:00,29.43,3685.12,,,,
109,04/22/2022 16:47:00,29.38,3461.12,,,,
110,04/22/2022 16:48:00,29.34,2908.16,,,,
111,04/22/2022 16:49:00,29.34,2020.48,,,,
112,04/22/2022 16:50:00,29.34,1519.36,,,,
113,04/22/2022 16:51:00,29.30,1477.12,,,,
114,04/22/2022 16:52:00,29.30,1607.04,,,,
115,04/22/2022 16:53:00,29.30,2200.32,,,,
116,04/22/2022 16:54:00,29.26,1733.12,,,,
117,04/22/2022 16:55:00,29.26,1795.84,,,,
118,04/22/2022 16:56:00,29.26,1872.00,,,,
119,04/22/2022 16:57:00,29.21,1557.12,,,,
120,04/22/2022 16:58:00,29.26,1245.44,,,,
121,04/22/2022 16:59:00,29.26,1316.48,,,,
122,04/22/2022 17:00:00,29.26,1372.80,,,,
123,04/22/2022 17:01:00,29.21,1087.36,,,,
124,04/22/2022 17:02:00,29.17,990.72,,,,
125,04/22/2022 17:03:00,29.21,909.44,,,,
126,04/22/2022 17:04:00,29.17,877.76,,,,
127,04/22/2022 17:05:00,29.21,847.68,,,,
128,04/22/2022 17:06:00,29.17,813.44,,,,
129,04/22/2022 17:07:00,29.17,799.36,,,,
130,04/22/2022 17:08:00,29.21,801.92,,,,
131,04/22/2022 17:09:00,29.17,802.24,,,,
132,04/22/2022 17:10:00,29.17,787.52,,,,
133,04/22/2022 17:11:00,29.17,761.60,,,,
134,04/22/2022 17:12:00,29.17,760.96,,,,
135,04/22/2022 17:13:00,29.17,753.28,,,,
136,04/22/2022 17:14:00,29.17,733.44,,,,
137,04/22/2022 17:15:00,29.21,724.16,,,,
138,04/22/2022 17:16:00,29.17,713.92,,,,
139,04/22/2022 17:17:00,29.17,694.72,,,,
140,04/22/2022 17:18:00,29.21,686.72,,,,
141,04/22/2022 17:19:00,29.21,665.60,,,,
142,04/22/2022 17:20:00,29.17,627.04,,,,
143,04/22/2022 17:21:00,29.13,609.60,,,,
144,04/22/2022 17:22:00,29.17,585.60,,,,
145,04/22/2022 17:23:00,29.13,563.36,,,,
146,04/22/2022 17:24:00,29.21,550.56,,,,
147,04/22/2022 17:25:00,29.17,527.84,,,,
148,04/22/2022 17:26:00,29.13,501.28,,,,
149,04/22/2022 17:27:00,29.17,481.60,,,,
150,04/22/2022 17:28:00,29.17,450.88,,,,
151,04/22/2022 17:29:00,29.13,423.04,,,,
152,04/22/2022 17:30:00,29.13,403.36,,,,
153,04/22/2022 17:31:00,29.13,383.68,,,,
154,04/22/2022 17:32:00,29.13,358.56,,,,
155,04/22/2022 17:33:00,29.13,335.36,,,,
156,04/22/2022 17:34:00,29.13,308.80,,,,
157,04/22/2022 17:35:00,29.17,291.52,,,,
158,04/22/2022 17:36:00,29.17,266.72,,,,
159,04/22/2022 17:37:00,29.13,247.68,,,,
160,04/22/2022 17:38:00,29.13,228.80,,,,
161,04/22/2022 17:39:00,29.13,207.20,,,,
162,04/22/2022 17:40:00,29.13,188.40,,,,
163,04/22/2022 17:41:00,29.13,165.92,,,,
164,04/22/2022 17:42:00,29.13,146.28,,,,
165,04/22/2022 17:43:00,29.13,127.36,,,,
166,04/22/2022 17:44:00,29.08,110.12,,,,
167,04/22/2022 17:45:00,29.08,95.36,,,,
168,04/22/2022 17:46:00,29.08,81.70,,,,
169,04/22/2022 17:47:00,29.13,69.62,,,,
170,04/22/2022 17:48:00,29.13,57.16,,,,
171,04/22/2022 17:49:00,29.08,48.06,,,,
172,04/22/2022 17:50:00,29.08,39.51,,,,
173,04/22/2022 17:51:00,29.13,33.04,,,,
174,04/22/2022 17:52:00,29.08,28.28,,,,
175,04/22/2022 17:53:00,29.13,23.58,,,,
176,04/22/2022 17:54:00,29.08,19.73,,,,
177,04/22/2022 17:55:00,29.13,16.30,,,,
178,04/22/2022 17:56:00,29.08,13.28,,,,
179,04/22/2022 17:57:00,29.04,10.26,,,,
180,04/22/2022 17:58:00,29.08,7.48,,,,
181,04/22/2022 17:59:00,29.08,5.13,,,,
182,04/22/2022 18:00:00,29.08,3.63,,,,
183,04/22/2022 18:01:00,29.04,2.56,,,,
184,04/22/2022 18:02:00,29.08,1.92,,,,
185,04/22/2022 18:03:00,29.08,1.28,,,,
186,04/22/2022 18:04:00,29.08,1.06,,,,
187,04/22/2022 18:05:00,29.08,0.64,,,,
188,04/22/2022 18:06:00,29.08,0.42,,,,
189,04/22/2022 18:07:00,29.08,0.42,,,,
190,04/22/2022 18:08:00,29.04,0.21,,,,
191,04/22/2022 18:09:00,29.08,0.21,,,,
192,04/22/2022 18:10:00,29.04,0.21,,,,
193,04/22/2022 18:11:00,29.08,0.00,,,,
194,04/22/2022 18:12:00,29.08,0.00,,,,
195,04/22/2022 18:13:00,29.08,0.00,,,,
196,04/22/2022 18:14:00,29.08,0.00,,,,
197,04/22/2022 18:15:00,29.04,0.00,,,,
198,04/22/2022 18:16:00,29.04,0.00,,,,
199,04/22/2022 18:17:00,29.08,0.00,,,,
200,04/22/2022 18:18:00,29.04,0.00,,,,
201,04/22/2022 18:19:00,29.08,0.00,,,,
202,04/22/2022 18:20:00,29.08,0.00,,,,
203,04/22/2022 18:21:00,29.04,0.00,,,,
204,04/22/2022 18:22:00,29.04,0.00,,,,
205,04/22/2022 18:23:00,29.04,0.00,,,,
206,04/22/2022 18:24:00,29.04,0.00,,,,
207,04/22/2022 18:25:00,29.08,0.00,,,,
208,04/22/2022 18:26:00,29.04,0.00,,,,
209,04/22/2022 18:27:00,29.04,0.00,,,,
210,04/22/2022 18:28:00,29.08,0.00,,,,
211,04/22/2022 18:29:00,29.04,0.00,,,,
212,04/22/2022 18:30:00,29.04,0.00,,,,
213,04/22/2022 18:31:00,29.04,0.00,,,,
214,04/22/2022 18:32:00,29.04,0.00,,,,
215,04/22/2022 18:33:00,29.04,0.00,,,,
216,04/22/2022 18:34:00,29.04,0.00,,,,
217,04/22/2022 18:35:00,29.04,0.00,,,,
218,04/22/2022 18:36:00,29.00,0.00,,,,
219,04/22/2022 18:37:00,29.04,0.00,,,,
220,04/22/2022 18:38:00,29.04,0.00,,,,
221,04/22/2022 18:39:00,29.00,0.00,,,,
222,04/22/2022 18:40:00,29.00,0.00,,,,
223,04/22/2022 18:41:00,29.00,0.00,,,,
224,04/22/2022 18:42:00,29.00,0.00,,,,
225,04/22/2022 18:43:00,29.04,0.00,,,,
226,04/22/2022 18:44:00,29.04,0.00,,,,
227,04/22/2022 18:45:00,29.04,0.00,,,,
228,04/22/2022 18:46:00,29.04,0.00,,,,
229,04/22/2022 18:47:00,29.04,0.00,,,,
230,04/22/2022 18:48:00,29.04,0.00,,,,
231,04/22/2022 18:49:00,29.04,0.00,,,,
232,04/22/2022 18:50:00,29.00,0.00,,,,
233,04/22/2022 18:51:00,29.04,0.00,,,,
234,04/22/2022 18:52:00,28.95,0.00,,,,
235,04/22/2022 18:53:00,29.00,0.00,,,,
236,04/22/2022 18:54:00,29.00,0.00,,,,
237,04/22/2022 18:55:00,29.00,0.00,,,,
238,04/22/2022 18:56:00,28.95,0.00,,,,
239,04/22/2022 18:57:00,29.00,0.00,,,,
240,04/22/2022 18:58:00,29.00,0.00,,,,
241,04/22/2022 18:59:00,28.95,0.00,,,,
242,04/22/2022 19:00:00,28.95,0.00,,,,
243,04/22/2022 19:01:00,28.95,0.00,,,,
244,04/22/2022 19:02:00,28.95,0.00,,,,
245,04/22/2022 19:03:00,29.00,0.00,,,,
246,04/22/2022 19:04:00,28.95,0.00,,,,
247,04/22/2022 19:05:00,28.95,0.00,,,,
248,04/22/2022 19:06:00,29.00,0.00,,,,
249,04/22/2022 19:07:00,29.00,0.00,,,,
250,04/22/2022 19:08:00,28.95,0.00,,,,
251,04/22/2022 19:09:00,28.95,0.00,,,,
252,04/22/2022 19:10:00,28.95,0.00,,,,
253,04/22/2022 19:11:00,28.95,0.00,,,,
254,04/22/2022 19:12:00,29.00,0.00,,,,
255,04/22/2022 19:13:00,28.95,0.00,,,,
256,04/22/2022 19:14:00,29.00,0.00,,,,
257,04/22/2022 19:15:00,28.95,0.00,,,,
258,04/22/2022 19:16:00,28.95,0.00,,,,
259,04/22/2022 19:17:00,28.95,0.00,,,,
260,04/22/2022 19:18:00,28.95,0.00,,,,
261,04/22/2022 19:19:00,29.00,0.00,,,,
262,04/22/2022 19:20:00,28.91,0.00,,,,
263,04/22/2022 19:21:00,28.95,0.00,,,,
264,04/22/2022 19:22:00,28.95,0.00,,,,
265,04/22/2022 19:23:00,28.95,0.00,,,,
266,04/22/2022 19:24:00,28.95,0.00,,,,
267,04/22/2022 19:25:00,28.95,0.00,,,,
268,04/22/2022 19:26:00,28.95,0.00,,,,
269,04/22/2022 19:27:00,28.91,0.00,,,,
270,04/22/2022 19:28:00,28.95,0.00,,,,
271,04/22/2022 19:29:00,28.91,0.00,,,,
272,04/22/2022 19:30:00,28.91,0.00,,,,
273,04/22/2022 19:31:00,28.95,0.00,,,,
274,04/22/2022 19:32:00,28.91,0.00,,,,
275,04/22/2022 19:33:00,28.91,0.00,,,,
276,04/22/2022 19:34:00,28.95,0.00,,,,
277,04/22/2022 19:35:00,28.95,0.00,,,,
278,04/22/2022 19:36:00,28.91,0.00,,,,
279,04/22/2022 19:37:00,28.91,0.00,,,,
280,04/22/2022 19:38:00,28.95,0.00,,,,
281,04/22/2022 19:39:00,28.95,0.00,,,,
282,04/22/2022 19:40:00,28.87,0.00,,,,
283,04/22/2022 19:41:00,28.91,0.00,,,,
284,04/22/2022 19:42:00,28.91,0.00,,,,
285,04/22/2022 19:43:00,28.95,0.00,,,,
286,04/22/2022 19:44:00,28.95,0.00,,,,
287,04/22/2022 19:45:00,28.95,0.00,,,,
288,04/22/2022 19:46:00,28.95,0.00,,,,
289,04/22/2022 19:47:00,28.91,0.00,,,,
290,04/22/2022 19:48:00,28.91,0.00,,,,
291,04/22/2022 19:49:00,28.91,0.00,,,,
292,04/22/2022 19:50:00,28.95,0.00,,,,
293,04/22/2022 19:51:00,28.91,0.00,,,,
294,04/22/2022 19:52:00,28.95,0.00,,,,
295,04/22/2022 19:53:00,28.91,0.00,,,,
296,04/22/2022 19:54:00,28.91,0.00,,,,
297,04/22/2022 19:55:00,28.87,0.00,,,,
298,04/22/2022 19:56:00,28.91,0.00,,,,
299,04/22/2022 19:57:00,28.91,0.00,,,,
300,04/22/2022 19:58:00,28.95,0.00,,,,
301,04/22/2022 19:59:00,28.91,0.00,,,,
302,04/22/2022 20:00:00,28.91,0.00,,,,
303,04/22/2022 20:01:00,28.87,0.00,,,,
304,04/22/2022 20:02:00,28.91,0.00,,,,
305,04/22/2022 20:03:00,28.91,0.00,,,,
306,04/22/2022 20:04:00,28.91,0.00,,,,
307,04/22/2022 20:05:00,28.91,0.00,,,,
308,04/22/2022 20:06:00,28.91,0.00,,,,
309,04/22/2022 20:07:00,28.91,0.00,,,,
310,04/22/2022 20:08:00,28.91,0.00,,,,
311,04/22/2022 20:09:00,28.91,0.00,,,,
312,04/22/2022 20:10:00,28.87,0.00,,,,
313,04/22/2022 20:11:00,28.91,0.00,,,,
314,04/22/2022 20:12:00,28.91,0.00,,,,
315,04/22/2022 20:13:00,28.91,0.00,,,,
316,04/22/2022 20:14:00,28.87,0.00,,,,
317,04/22/2022 20:15:00,28.87,0.00,,,,
318,04/22/2022 20:16:00,28.87,0.00,,,,
319,04/22/2022 20:17:00,28.83,0.00,,,,
320,04/22/2022 20:18:00,28.91,0.00,,,,
321,04/22/2022 20:19:00,28.87,0.00,,,,
322,04/22/2022 20:20:00,28.91,0.00,,,,
323,04/22/2022 20:21:00,28.91,0.00,,,,
324,04/22/2022 20:22:00,28.87,0.00,,,,
325,04/22/2022 20:23:00,28.87,0.00,,,,
326,04/22/2022 20:24:00,28.87,0.00,,,,
327,04/22/2022 20:25:00,28.87,0.00,,,,
328,04/22/2022 20:26:00,28.83,0.00,,,,
329,04/22/2022 20:27:00,28.87,0.00,,,,
