#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 15:00:00,29.64,10309.12,,,,
2,04/22/2022 15:01:00,29.68,10160.64,,,,
3,04/22/2022 15:02:00,29.64,9331.20,,,,
4,04/22/2022 15:03:00,29.64,9218.56,,,,
5,04/22/2022 15:04:00,29.60,5291.52,,,,
6,04/22/2022 15:05:00,29.56,6062.08,,,,
7,04/22/2022 15:06:00,29.56,7585.28,,,,
8,04/22/2022 15:07:00,29.60,9976.32,,,,
9,04/22/2022 15:08:00,29.60,9154.56,,,,
10,04/22/2022 15:09:00,29.60,7549.44,,,,
11,04/22/2022 15:10:00,29.56,5052.16,,,,
12,04/22/2022 15:11:00,29.60,8148.48,,,,
13,04/22/2022 15:12:00,29.56,4915.20,,,,
14,04/22/2022 15:13:00,29.56,6343.68,,,,
15,04/22/2022 15:14:00,29.60,8345.60,,,,
16,04/22/2022 15:15:00,29.60,8084.48,,,,
17,04/22/2022 15:16:00,29.60,8716.80,,,,
18,04/22/2022 15:17:00,29.60,8773.12,,,,
19,04/22/2022 15:18:00,29.64,8407.04,,,,
20,04/22/2022 15:19:00,29.64,8450.56,,,,
21,04/22/2022 15:20:00,29.64,7585.28,,,,
22,04/22/2022 15:21:00,29.60,8153.60,,,,
23,04/22/2022 15:22:00,29.60,7823.36,,,,
24,04/22/2022 15:23:00,29.60,7203.84,,,,
25,04/22/2022 15:24:00,29.64,6696.96,,,,
26,04/22/2022 15:25:00,29.60,6208.00,,,,
27,04/22/2022 15:26:00,29.56,6402.56,,,,
28,04/22/2022 15:27:00,29.56,6556.16,,,,
29,04/22/2022 15:28:00,29.60,6568.96,,,,
30,04/22/2022 15:29:00,29.60,7311.36,,,,
31,04/22/2022 15:30:00,29.56,7669.76,,,,
32,04/22/2022 15:31:00,29.60,6850.56,,,,
33,04/22/2022 15:32:00,29.56,6400.00,,,,
34,04/22/2022 15:33:00,29.56,6476.80,,,,
35,04/22/2022 15:34:00,29.56,6750.72,,,,
36,04/22/2022 15:35:00,29.56,6456.32,,,,
37,04/22/2022 15:36:00,29.51,5118.72,,,,
38,04/22/2022 15:37:00,29.43,3129.60,,,,
39,04/22/2022 15:38:00,29.47,3866.88,,,,
40,04/22/2022 15:39:00,29.43,3553.28,,,,
41,04/22/2022 15:40:00,29.38,3146.24,,,,
42,04/22/2022 15:41:00,29.38,3587.84,,,,
43,04/22/2022 15:42:00,29.34,3388.16,,,,
44,04/22/2022 15:43:00,29.38,2969.60,,,,
45,04/22/2022 15:44:00,29.38,3011.84,,,,
46,04/22/2022 15:45:00,29.38,2951.68,,,,
47,04/22/2022 15:46:00,29.38,3097.60,,,,
48,04/22/2022 15:47:00,29.34,3074.56,,,,
49,04/22/2022 15:48:00,29.34,2735.36,,,,
50,04/22/2022 15:49:00,29.26,3168.00,,,,
51,04/22/2022 15:50:00,29.38,3989.76,,,,
52,04/22/2022 15:51:00,29.38,4070.40,,,,
53,04/22/2022 15:52:00,29.34,3573.76,,,,
54,04/22/2022 15:53:00,29.34,3472.64,,,,
55,04/22/2022 15:54:00,29.34,3975.68,,,,
56,04/22/2022 15:55:00,29.34,3514.88,,,,
57,04/22/2022 15:56:00,29.34,3118.08,,,,
58,04/22/2022 15:57:00,29.34,3112.96,,,,
59,04/22/2022 15:58:00,29.34,2878.72,,,,
60,04/22/2022 15:59:00,29.30,2730.24,,,,
61,04/22/2022 16:00:00,29.30,2782.72,,,,
62,04/22/2022 16:01:00,29.34,2749.44,,,,
63,04/22/2022 16:02:00,29.30,2696.96,,,,
64,04/22/2022 16:03:00,29.26,2601.60,,,,
65,04/22/2022 16:04:00,29.30,3166.72,,,,
66,04/22/2022 16:05:00,29.34,4833.28,,,,
67,04/22/2022 16:06:00,29.34,5680.64,,,,
68,04/22/2022 16:07:00,29.38,5854.72,,,,
69,04/22/2022 16:08:00,29.43,5990.40,,,,
70,04/22/2022 16:09:00,29.38,5826.56,,,,
71,04/22/2022 16:10:00,29.43,4974.08,,,,
72,04/22/2022 16:11:00,29.38,3880.96,,,,
73,04/22/2022 16:12:00,29.38,3005.44,,,,
74,04/22/2022 16:13:00,29.34,4104.96,,,,
75,04/22/2022 16:14:00,29.34,4320.00,,,,
76,04/22/2022 16:15:00,29.34,5573.12,,,,
77,04/22/2022 16:16:00,29.38,5319.68,,,,
78,04/22/2022 16:17:00,29.43,5347.84,,,,
79,04/22/2022 16:18:00,29.38,5207.04,,,,
80,04/22/2022 16:19:00,29.43,5455.36,,,,
81,04/22/2022 16:20:00,29.47,5445.12,,,,
82,04/22/2022 16:21:00,29.43,5286.40,,,,
83,04/22/2022 16:22:00,29.43,5248.00,,,,
84,04/22/2022 16:23:00,29.43,5104.64,,,,
85,04/22/2022 16:24:00,29.43,5178.88,,,,
86,04/22/2022 16:25:00,29.38,4640.00,,,,
87,04/22/2022 16:26:00,29.38,4281.60,,,,
88,04/22/2022 16:27:00,29.38,4935.68,,,,
89,04/22/2022 16:28:00,29.43,4776.96,,,,
90,04/22/2022 16:29:00,29.38,4672.00,,,,
91,04/22/2022 16:30:00,29.34,3947.52,,,,
92,04/22/2022 16:31:00,29.43,4456.96,,,,
93,04/22/2022 16:32:00,29.34,4567.04,,,,
94,04/22/2022 16:33:00,29.38,4042.24,,,,
95,04/22/2022 16:34:00,29.34,2995.20,,,,
96,04/22/2022 16:35:00,29.34,3417.60,,,,
97,04/22/2022 16:36:00,29.34,3054.08,,,,
98,04/22/2022 16:37:00,29.30,2974.72,,,,
99,04/22/2022 16:38:00,29.34,3130.88,,,,
100,04/22/2022 16:39:00,29.34,3740.16,,,,
101,04/22/2022 16:40:00,29.34,3961.60,,,,
102,04/22/2022 16:41:00,29.38,3841.28,,,,
103,04/22/2022 16:42:00,29.34,3750.40,,,,
104,04/22/2022 16:43:00,29.34,3690.24,,,,
105,04/22/2022 16:44:00,29.30,3587.84,,,,
106,04/22/2022 16:45:00,29.34,3467.52,,,,
107,04/22/2022 16:46:00,29.34,3340.80,,,,
108,04/22/2022 16:47:00,29.30,3146.24,,,,
109,04/22/2022 16:48:00,29.30,2689.28,,,,
110,04/22/2022 16:49:00,29.26,1833.60,,,,
111,04/22/2022 16:50:00,29.26,1403.52,,,,
112,04/22/2022 16:51:00,29.26,1344.64,,,,
113,04/22/2022 16:52:00,29.26,1467.52,,,,
114,04/22/2022 16:53:00,29.26,1985.92,,,,
115,04/22/2022 16:54:00,29.26,1576.96,,,,
116,04/22/2022 16:55:00,29.21,1640.96,,,,
117,04/22/2022 16:56:00,29.17,1711.36,,,,
118,04/22/2022 16:57:00,29.21,1436.80,,,,
119,04/22/2022 16:58:00,29.21,1149.44,,,,
120,04/22/2022 16:59:00,29.21,1205.76,,,,
121,04/22/2022 17:00:00,29.21,1249.92,,,,
122,04/22/2022 17:01:00,29.17,1006.08,,,,
123,04/22/2022 17:02:00,29.17,913.92,,,,
124,04/22/2022 17:03:00,29.17,842.56,,,,
125,04/22/2022 17:04:00,29.13,800.64,,,,
126,04/22/2022 17:05:00,29.13,775.36,,,,
127,04/22/2022 17:06:00,29.13,758.40,,,,
128,04/22/2022 17:07:00,29.17,739.52,,,,
129,04/22/2022 17:08:00,29.13,744.00,,,,
130,04/22/2022 17:09:00,29.13,744.96,,,,
131,04/22/2022 17:10:00,29.08,715.84,,,,
132,04/22/2022 17:11:00,29.13,706.24,,,,
133,04/22/2022 17:12:00,29.13,697.28,,,,
134,04/22/2022 17:13:00,29.13,695.68,,,,
135,04/22/2022 17:14:00,29.13,675.52,,,,
136,04/22/2022 17:15:00,29.08,664.96,,,,
137,04/22/2022 17:16:00,29.13,656.64,,,,
138,04/22/2022 17:17:00,29.13,640.80,,,,
139,04/22/2022 17:18:00,29.08,628.48,,,,
140,04/22/2022 17:19:00,29.13,607.36,,,,
141,04/22/2022 17:20:00,29.13,579.20,,,,
142,04/22/2022 17:21:00,29.17,555.04,,,,
143,04/22/2022 17:22:00,29.13,537.44,,,,
144,04/22/2022 17:23:00,29.13,518.88,,,,
145,04/22/2022 17:24:00,29.08,508.32,,,,
146,04/22/2022 17:25:00,29.08,484.32,,,,
147,04/22/2022 17:26:00,29.13,460.64,,,,
148,04/22/2022 17:27:00,29.08,437.60,,,,
149,04/22/2022 17:28:00,29.13,415.52,,,,
150,04/22/2022 17:29:00,29.08,390.72,,,,
151,04/22/2022 17:30:00,29.08,367.68,,,,
152,04/22/2022 17:31:00,29.08,349.12,,,,
153,04/22/2022 17:32:00,29.08,329.60,,,,
154,04/22/2022 17:33:00,29.08,304.08,,,,
155,04/22/2022 17:34:00,29.08,284.72,,,,
156,04/22/2022 17:35:00,29.13,261.68,,,,
157,04/22/2022 17:36:00,29.13,244.08,,,,
158,04/22/2022 17:37:00,29.13,225.36,,,,
159,04/22/2022 17:38:00,29.08,206.00,,,,
160,04/22/2022 17:39:00,29.08,188.24,,,,
161,04/22/2022 17:40:00,29.08,172.24,,,,
162,04/22/2022 17:41:00,29.08,152.80,,,,
163,04/22/2022 17:42:00,29.04,133.48,,,,
164,04/22/2022 17:43:00,29.08,116.64,,,,
165,04/22/2022 17:44:00,29.04,100.68,,,,
166,04/22/2022 17:45:00,29.04,86.64,,,,
167,04/22/2022 17:46:00,29.08,73.38,,,,
