#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 14:28:54,,,Logged,Logged,,
2,04/22/2022 15:00:00,29.77,10373.12,,,,
3,04/22/2022 15:01:00,29.77,10099.20,,,,
4,04/22/2022 15:02:00,29.77,9410.56,,,,
5,04/22/2022 15:03:00,29.68,9308.16,,,,
6,04/22/2022 15:04:00,29.73,5253.12,,,,
7,04/22/2022 15:05:00,29.68,6195.20,,,,
8,04/22/2022 15:06:00,29.68,7813.12,,,,
9,04/22/2022 15:07:00,29.77,10132.48,,,,
10,04/22/2022 15:08:00,29.64,9157.12,,,,
11,04/22/2022 15:09:00,29.64,7723.52,,,,
12,04/22/2022 15:10:00,29.60,5094.40,,,,
13,04/22/2022 15:11:00,29.64,8145.92,,,,
14,04/22/2022 15:12:00,29.64,4902.40,,,,
15,04/22/2022 15:13:00,29.64,6433.28,,,,
16,04/22/2022 15:14:00,29.64,8514.56,,,,
17,04/22/2022 15:15:00,29.68,8227.84,,,,
18,04/22/2022 15:16:00,29.73,8878.08,,,,
19,04/22/2022 15:17:00,29.64,8924.16,,,,
20,04/22/2022 15:18:00,29.73,8727.04,,,,
21,04/22/2022 15:19:00,29.73,8576.00,,,,
22,04/22/2022 15:20:00,29.68,7697.92,,,,
23,04/22/2022 15:21:00,29.73,8427.52,,,,
24,04/22/2022 15:22:00,29.73,8043.52,,,,
25,04/22/2022 15:23:00,29.73,7301.12,,,,
26,04/22/2022 15:24:00,29.73,6881.28,,,,
27,04/22/2022 15:25:00,29.64,6307.84,,,,
28,04/22/2022 15:26:00,29.64,6520.32,,,,
29,04/22/2022 15:27:00,29.64,6694.40,,,,
30,04/22/2022 15:28:00,29.64,6615.04,,,,
31,04/22/2022 15:29:00,29.64,7518.72,,,,
32,04/22/2022 15:30:00,29.64,7772.16,,,,
33,04/22/2022 15:31:00,29.68,7065.60,,,,
34,04/22/2022 15:32:00,29.64,6504.96,,,,
35,04/22/2022 15:33:00,29.64,6607.36,,,,
36,04/22/2022 15:34:00,29.64,6935.04,,,,
37,04/22/2022 15:35:00,29.60,6510.08,,,,
38,04/22/2022 15:36:00,29.60,5196.80,,,,
39,04/22/2022 15:37:00,29.51,3153.92,,,,
40,04/22/2022 15:38:00,29.51,3920.64,,,,
41,04/22/2022 15:39:00,29.51,3595.52,,,,
42,04/22/2022 15:40:00,29.47,3189.76,,,,
43,04/22/2022 15:41:00,29.51,3636.48,,,,
44,04/22/2022 15:42:00,29.51,3459.84,,,,
45,04/22/2022 15:43:00,29.47,3006.72,,,,
46,04/22/2022 15:44:00,29.47,3063.04,,,,
47,04/22/2022 15:45:00,29.47,2991.36,,,,
48,04/22/2022 15:46:00,29.47,3142.40,,,,
49,04/22/2022 15:47:00,29.43,3124.48,,,,
50,04/22/2022 15:48:00,29.43,2790.40,,,,
51,04/22/2022 15:49:00,29.43,3220.48,,,,
52,04/22/2022 15:50:00,29.43,4072.96,,,,
53,04/22/2022 15:51:00,29.47,4121.60,,,,
54,04/22/2022 15:52:00,29.47,3667.20,,,,
55,04/22/2022 15:53:00,29.43,3527.68,,,,
56,04/22/2022 15:54:00,29.43,4060.16,,,,
57,04/22/2022 15:55:00,29.47,3541.76,,,,
58,04/22/2022 15:56:00,29.43,3185.92,,,,
59,04/22/2022 15:57:00,29.43,3138.56,,,,
60,04/22/2022 15:58:00,29.34,2917.12,,,,
61,04/22/2022 15:59:00,29.43,2766.08,,,,
62,04/22/2022 16:00:00,29.38,2814.72,,,,
63,04/22/2022 16:01:00,29.38,2801.92,,,,
64,04/22/2022 16:02:00,29.38,2714.88,,,,
65,04/22/2022 16:03:00,29.34,2616.96,,,,
66,04/22/2022 16:04:00,29.38,3255.04,,,,
67,04/22/2022 16:05:00,29.43,4984.32,,,,
68,04/22/2022 16:06:00,29.47,5752.32,,,,
69,04/22/2022 16:07:00,29.47,5998.08,,,,
70,04/22/2022 16:08:00,29.51,6113.28,,,,
71,04/22/2022 16:09:00,29.51,5949.44,,,,
72,04/22/2022 16:10:00,29.47,5012.48,,,,
73,04/22/2022 16:11:00,29.43,3937.28,,,,
74,04/22/2022 16:12:00,29.43,3063.04,,,,
75,04/22/2022 16:13:00,29.43,4209.92,,,,
76,04/22/2022 16:14:00,29.43,4418.56,,,,
77,04/22/2022 16:15:00,29.51,5660.16,,,,
78,04/22/2022 16:16:00,29.47,5460.48,,,,
79,04/22/2022 16:17:00,29.51,5521.92,,,,
80,04/22/2022 16:18:00,29.51,5363.20,,,,
81,04/22/2022 16:19:00,29.51,5578.24,,,,
82,04/22/2022 16:20:00,29.51,5578.24,,,,
83,04/22/2022 16:21:00,29.51,5440.00,,,,
84,04/22/2022 16:22:00,29.51,5399.04,,,,
85,04/22/2022 16:23:00,29.51,5250.56,,,,
86,04/22/2022 16:24:00,29.51,5283.84,,,,
87,04/22/2022 16:25:00,29.51,4762.88,,,,
88,04/22/2022 16:26:00,29.47,4449.28,,,,
89,04/22/2022 16:27:00,29.51,5032.96,,,,
90,04/22/2022 16:28:00,29.47,4963.84,,,,
91,04/22/2022 16:29:00,29.51,4793.60,,,,
92,04/22/2022 16:30:00,29.47,4101.12,,,,
93,04/22/2022 16:31:00,29.51,4568.32,,,,
94,04/22/2022 16:32:00,29.47,4711.68,,,,
95,04/22/2022 16:33:00,29.47,4226.56,,,,
96,04/22/2022 16:34:00,29.43,3080.96,,,,
97,04/22/2022 16:35:00,29.43,3543.04,,,,
98,04/22/2022 16:36:00,29.43,2886.40,,,,
99,04/22/2022 16:37:00,29.43,3042.56,,,,
100,04/22/2022 16:38:00,29.43,3226.88,,,,
101,04/22/2022 16:39:00,29.38,3787.52,,,,
102,04/22/2022 16:40:00,29.43,4056.32,,,,
103,04/22/2022 16:41:00,29.43,3961.60,,,,
104,04/22/2022 16:42:00,29.43,3872.00,,,,
105,04/22/2022 16:43:00,29.43,3797.76,,,,
106,04/22/2022 16:44:00,29.38,3674.88,,,,
107,04/22/2022 16:45:00,29.38,3558.40,,,,
108,04/22/2022 16:46:00,29.43,3444.48,,,,
109,04/22/2022 16:47:00,29.38,3169.28,,,,
110,04/22/2022 16:48:00,29.38,2713.60,,,,
111,04/22/2022 16:49:00,29.38,1857.92,,,,
