#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 15:00:00,29.64,10961.92,,,,
2,04/22/2022 15:01:00,29.64,10716.16,,,,
3,04/22/2022 15:02:00,29.64,9871.36,,,,
4,04/22/2022 15:03:00,29.64,9786.88,,,,
5,04/22/2022 15:04:00,29.60,5491.20,,,,
6,04/22/2022 15:05:00,29.51,6479.36,,,,
7,04/22/2022 15:06:00,29.51,8258.56,,,,
8,04/22/2022 15:07:00,29.60,10798.08,,,,
9,04/22/2022 15:08:00,29.51,9571.84,,,,
10,04/22/2022 15:09:00,29.60,8035.84,,,,
11,04/22/2022 15:10:00,29.47,5347.84,,,,
12,04/22/2022 15:11:00,29.51,8499.20,,,,
13,04/22/2022 15:12:00,29.47,5214.72,,,,
14,04/22/2022 15:13:00,29.47,6679.04,,,,
15,04/22/2022 15:14:00,29.47,8883.20,,,,
16,04/22/2022 15:15:00,29.51,8609.28,,,,
17,04/22/2022 15:16:00,29.51,9369.60,,,,
18,04/22/2022 15:17:00,29.60,9351.68,,,,
19,04/22/2022 15:18:00,29.60,9195.52,,,,
20,04/22/2022 15:19:00,29.56,8980.48,,,,
21,04/22/2022 15:20:00,29.56,8120.32,,,,
22,04/22/2022 15:21:00,29.60,8913.92,,,,
23,04/22/2022 15:22:00,29.60,8448.00,,,,
24,04/22/2022 15:23:00,29.56,7633.92,,,,
25,04/22/2022 15:24:00,29.51,7127.04,,,,
26,04/22/2022 15:25:00,29.51,6561.28,,,,
27,04/22/2022 15:26:00,29.51,6832.64,,,,
28,04/22/2022 15:27:00,29.51,6924.80,,,,
29,04/22/2022 15:28:00,29.56,6937.60,,,,
30,04/22/2022 15:29:00,29.47,7810.56,,,,
31,04/22/2022 15:30:00,29.51,8135.68,,,,
32,04/22/2022 15:31:00,29.51,7249.92,,,,
33,04/22/2022 15:32:00,29.51,6638.08,,,,
34,04/22/2022 15:33:00,29.51,6781.44,,,,
35,04/22/2022 15:34:00,29.51,7229.44,,,,
36,04/22/2022 15:35:00,29.51,6748.16,,,,
37,04/22/2022 15:36:00,29.47,5370.88,,,,
38,04/22/2022 15:37:00,29.43,3287.04,,,,
39,04/22/2022 15:38:00,29.38,4099.84,,,,
40,04/22/2022 15:39:00,29.38,3722.24,,,,
41,04/22/2022 15:40:00,29.34,3316.48,,,,
42,04/22/2022 15:41:00,29.34,3749.12,,,,
43,04/22/2022 15:42:00,29.34,3605.76,,,,
44,04/22/2022 15:43:00,29.30,3136.00,,,,
45,04/22/2022 15:44:00,29.30,3185.92,,,,
46,04/22/2022 15:45:00,29.30,3089.92,,,,
47,04/22/2022 15:46:00,29.30,3265.28,,,,
48,04/22/2022 15:47:00,29.30,3276.80,,,,
49,04/22/2022 15:48:00,29.34,2901.76,,,,
50,04/22/2022 15:49:00,29.26,3354.88,,,,
51,04/22/2022 15:50:00,29.30,4226.56,,,,
52,04/22/2022 15:51:00,29.30,4281.60,,,,
53,04/22/2022 15:52:00,29.30,3755.52,,,,
54,04/22/2022 15:53:00,29.34,3690.24,,,,
55,04/22/2022 15:54:00,29.34,4207.36,,,,
56,04/22/2022 15:55:00,29.30,3713.28,,,,
57,04/22/2022 15:56:00,29.30,3331.84,,,,
58,04/22/2022 15:57:00,29.34,3258.88,,,,
59,04/22/2022 15:58:00,29.30,3063.04,,,,
60,04/22/2022 15:59:00,29.26,2910.72,,,,
61,04/22/2022 16:00:00,29.26,2960.64,,,,
62,04/22/2022 16:01:00,29.21,2909.44,,,,
63,04/22/2022 16:02:00,29.26,2810.88,,,,
64,04/22/2022 16:03:00,29.26,2728.96,,,,
65,04/22/2022 16:04:00,29.26,3397.12,,,,
66,04/22/2022 16:05:00,29.26,5178.88,,,,
67,04/22/2022 16:06:00,29.30,5998.08,,,,
68,04/22/2022 16:07:00,29.30,6215.68,,,,
69,04/22/2022 16:08:00,29.38,6392.32,,,,
70,04/22/2022 16:09:00,29.38,6179.84,,,,
71,04/22/2022 16:10:00,29.30,5201.92,,,,
72,04/22/2022 16:11:00,29.34,4064.00,,,,
73,04/22/2022 16:12:00,29.30,3202.56,,,,
74,04/22/2022 16:13:00,29.30,4346.88,,,,
75,04/22/2022 16:14:00,29.30,4568.32,,,,
76,04/22/2022 16:15:00,29.34,5821.44,,,,
77,04/22/2022 16:16:00,29.34,5675.52,,,,
78,04/22/2022 16:17:00,29.34,5795.84,,,,
79,04/22/2022 16:18:00,29.38,5493.76,,,,
80,04/22/2022 16:19:00,29.34,5719.04,,,,
81,04/22/2022 16:20:00,29.38,5836.80,,,,
82,04/22/2022 16:21:00,29.38,5680.64,,,,
83,04/22/2022 16:22:00,29.34,5639.68,,,,
84,04/22/2022 16:23:00,29.38,5470.72,,,,
85,04/22/2022 16:24:00,29.34,5440.00,,,,
86,04/22/2022 16:25:00,29.34,4948.48,,,,
87,04/22/2022 16:26:00,29.34,4682.24,,,,
88,04/22/2022 16:27:00,29.30,5240.32,,,,
89,04/22/2022 16:28:00,29.34,5146.88,,,,
90,04/22/2022 16:29:00,29.34,4929.28,,,,
91,04/22/2022 16:30:00,29.30,4245.76,,,,
92,04/22/2022 16:31:00,29.30,4718.08,,,,
93,04/22/2022 16:32:00,29.34,4899.84,,,,
94,04/22/2022 16:33:00,29.30,4456.96,,,,
95,04/22/2022 16:34:00,29.30,3220.48,,,,
96,04/22/2022 16:35:00,29.26,3635.20,,,,
97,04/22/2022 16:36:00,29.30,3042.56,,,,
98,04/22/2022 16:37:00,29.30,3165.44,,,,
99,04/22/2022 16:38:00,29.26,3316.48,,,,
100,04/22/2022 16:39:00,29.34,3956.48,,,,
101,04/22/2022 16:40:00,29.30,4243.20,,,,
102,04/22/2022 16:41:00,29.30,4116.48,,,,
103,04/22/2022 16:42:00,29.30,3996.16,,,,
104,04/22/2022 16:43:00,29.30,3924.48,,,,
105,04/22/2022 16:44:00,29.30,3804.16,,,,
106,04/22/2022 16:45:00,29.30,3722.24,,,,
107,04/22/2022 16:46:00,29.26,3550.72,,,,
108,04/22/2022 16:47:00,29.30,3287.04,,,,
109,04/22/2022 16:48:00,29.26,2790.40,,,,
110,04/22/2022 16:49:00,29.21,1941.12,,,,
111,04/22/2022 16:50:00,29.21,1450.24,,,,
112,04/22/2022 16:51:00,29.17,1417.60,,,,
113,04/22/2022 16:52:00,29.17,1529.60,,,,
114,04/22/2022 16:53:00,29.17,2103.68,,,,
115,04/22/2022 16:54:00,29.17,1655.04,,,,
116,04/22/2022 16:55:00,29.21,1726.08,,,,
117,04/22/2022 16:56:00,29.17,1822.08,,,,
118,04/22/2022 16:57:00,29.17,1502.08,,,,
119,04/22/2022 16:58:00,29.13,1200.64,,,,
120,04/22/2022 16:59:00,29.17,1262.40,,,,
121,04/22/2022 17:00:00,29.17,1313.92,,,,
122,04/22/2022 17:01:00,29.13,1063.04,,,,
123,04/22/2022 17:02:00,29.08,950.08,,,,
124,04/22/2022 17:03:00,29.08,880.96,,,,
125,04/22/2022 17:04:00,29.08,841.92,,,,
126,04/22/2022 17:05:00,29.08,813.44,,,,
127,04/22/2022 17:06:00,29.08,782.72,,,,
128,04/22/2022 17:07:00,29.08,776.32,,,,
129,04/22/2022 17:08:00,29.13,772.16,,,,
130,04/22/2022 17:09:00,29.04,777.92,,,,
131,04/22/2022 17:10:00,29.08,753.28,,,,
132,04/22/2022 17:11:00,29.13,733.44,,,,
133,04/22/2022 17:12:00,29.04,733.44,,,,
134,04/22/2022 17:13:00,29.08,725.44,,,,
135,04/22/2022 17:14:00,29.04,712.32,,,,
136,04/22/2022 17:15:00,29.13,697.60,,,,
137,04/22/2022 17:16:00,29.04,683.20,,,,
138,04/22/2022 17:17:00,29.08,673.28,,,,
139,04/22/2022 17:18:00,29.04,656.32,,,,
140,04/22/2022 17:19:00,29.00,633.12,,,,
141,04/22/2022 17:20:00,29.08,610.40,,,,
142,04/22/2022 17:21:00,29.08,583.68,,,,
143,04/22/2022 17:22:00,29.04,567.68,,,,
144,04/22/2022 17:23:00,29.04,545.76,,,,
145,04/22/2022 17:24:00,29.08,531.20,,,,
146,04/22/2022 17:25:00,29.04,507.52,,,,
147,04/22/2022 17:26:00,29.08,483.68,,,,
148,04/22/2022 17:27:00,29.04,459.20,,,,
149,04/22/2022 17:28:00,29.04,435.68,,,,
150,04/22/2022 17:29:00,29.04,407.68,,,,
151,04/22/2022 17:30:00,29.04,384.00,,,,
152,04/22/2022 17:31:00,29.04,367.04,,,,
153,04/22/2022 17:32:00,29.04,344.00,,,,
154,04/22/2022 17:33:00,29.04,320.48,,,,
