#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 14:28:21,,,Logged,Logged,,
2,04/22/2022 15:00:00,29.64,10572.80,,,,
3,04/22/2022 15:01:00,29.64,10531.84,,,,
4,04/22/2022 15:02:00,29.60,9546.24,,,,
5,04/22/2022 15:03:00,29.64,9559.04,,,,
6,04/22/2022 15:04:00,29.64,5352.96,,,,
7,04/22/2022 15:05:00,29.56,6379.52,,,,
8,04/22/2022 15:06:00,29.56,7966.72,,,,
9,04/22/2022 15:07:00,29.64,10304.00,,,,
10,04/22/2022 15:08:00,29.60,9267.20,,,,
11,04/22/2022 15:09:00,29.56,7918.08,,,,
12,04/22/2022 15:10:00,29.51,5253.12,,,,
13,04/22/2022 15:11:00,29.51,8335.36,,,,
14,04/22/2022 15:12:00,29.56,5054.72,,,,
15,04/22/2022 15:13:00,29.51,6561.28,,,,
16,04/22/2022 15:14:00,29.56,8668.16,,,,
17,04/22/2022 15:15:00,29.60,8432.64,,,,
18,04/22/2022 15:16:00,29.60,9064.96,,,,
19,04/22/2022 15:17:00,29.60,9121.28,,,,
20,04/22/2022 15:18:00,29.60,8842.24,,,,
21,04/22/2022 15:19:00,29.60,8878.08,,,,
22,04/22/2022 15:20:00,29.60,7820.80,,,,
23,04/22/2022 15:21:00,29.60,8586.24,,,,
24,04/22/2022 15:22:00,29.60,8222.72,,,,
25,04/22/2022 15:23:00,29.64,7457.28,,,,
26,04/22/2022 15:24:00,29.56,7006.72,,,,
27,04/22/2022 15:25:00,29.51,6492.16,,,,
28,04/22/2022 15:26:00,29.56,6661.12,,,,
29,04/22/2022 15:27:00,29.51,6786.56,,,,
30,04/22/2022 15:28:00,29.56,6794.24,,,,
31,04/22/2022 15:29:00,29.56,7618.56,,,,
32,04/22/2022 15:30:00,29.51,7938.56,,,,
33,04/22/2022 15:31:00,29.56,7144.96,,,,
34,04/22/2022 15:32:00,29.51,6638.08,,,,
35,04/22/2022 15:33:00,29.47,6740.48,,,,
36,04/22/2022 15:34:00,29.51,7073.28,,,,
37,04/22/2022 15:35:00,29.51,6658.56,,,,
38,04/22/2022 15:36:00,29.51,5291.52,,,,
39,04/22/2022 15:37:00,29.47,3256.32,,,,
40,04/22/2022 15:38:00,29.43,4046.08,,,,
41,04/22/2022 15:39:00,29.38,3685.12,,,,
42,04/22/2022 15:40:00,29.38,3257.60,,,,
43,04/22/2022 15:41:00,29.43,3708.16,,,,
44,04/22/2022 15:42:00,29.38,3541.76,,,,
45,04/22/2022 15:43:00,29.34,3087.36,,,,
46,04/22/2022 15:44:00,29.34,3115.52,,,,
47,04/22/2022 15:45:00,29.30,3088.64,,,,
48,04/22/2022 15:46:00,29.38,3212.80,,,,
49,04/22/2022 15:47:00,29.34,3193.60,,,,
50,04/22/2022 15:48:00,29.34,2865.92,,,,
51,04/22/2022 15:49:00,29.30,3301.12,,,,
52,04/22/2022 15:50:00,29.30,4149.76,,,,
53,04/22/2022 15:51:00,29.34,4198.40,,,,
54,04/22/2022 15:52:00,29.30,3728.64,,,,
55,04/22/2022 15:53:00,29.34,3587.84,,,,
56,04/22/2022 15:54:00,29.34,4147.20,,,,
57,04/22/2022 15:55:00,29.34,3614.72,,,,
58,04/22/2022 15:56:00,29.30,3258.88,,,,
59,04/22/2022 15:57:00,29.30,3208.96,,,,
60,04/22/2022 15:58:00,29.26,2984.96,,,,
61,04/22/2022 15:59:00,29.30,2841.60,,,,
62,04/22/2022 16:00:00,29.26,2888.96,,,,
63,04/22/2022 16:01:00,29.26,2871.04,,,,
64,04/22/2022 16:02:00,29.30,2784.00,,,,
65,04/22/2022 16:03:00,29.26,2699.52,,,,
66,04/22/2022 16:04:00,29.30,3319.04,,,,
67,04/22/2022 16:05:00,29.30,5058.56,,,,
68,04/22/2022 16:06:00,29.34,5877.76,,,,
69,04/22/2022 16:07:00,29.34,6108.16,,,,
70,04/22/2022 16:08:00,29.34,6254.08,,,,
71,04/22/2022 16:09:00,29.38,6080.00,,,,
72,04/22/2022 16:10:00,29.38,5117.44,,,,
73,04/22/2022 16:11:00,29.34,4035.84,,,,
74,04/22/2022 16:12:00,29.34,3142.40,,,,
75,04/22/2022 16:13:00,29.30,4307.20,,,,
76,04/22/2022 16:14:00,29.34,4491.52,,,,
77,04/22/2022 16:15:00,29.34,5790.72,,,,
78,04/22/2022 16:16:00,29.34,5565.44,,,,
79,04/22/2022 16:17:00,29.38,5639.68,,,,
80,04/22/2022 16:18:00,29.34,5480.96,,,,
81,04/22/2022 16:19:00,29.38,5698.56,,,,
82,04/22/2022 16:20:00,29.38,5719.04,,,,
83,04/22/2022 16:21:00,29.38,5568.00,,,,
84,04/22/2022 16:22:00,29.38,5496.32,,,,
85,04/22/2022 16:23:00,29.43,5393.92,,,,
