#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 15:00:00,29.73,9776.64,,,,
2,04/22/2022 15:01:00,29.73,9751.04,,,,
3,04/22/2022 15:02:00,29.73,8890.88,,,,
4,04/22/2022 15:03:00,29.73,8783.36,,,,
5,04/22/2022 15:04:00,29.73,5164.80,,,,
6,04/22/2022 15:05:00,29.60,5800.96,,,,
7,04/22/2022 15:06:00,29.60,7193.60,,,,
8,04/22/2022 15:07:00,29.73,9390.08,,,,
9,04/22/2022 15:08:00,29.64,8829.44,,,,
10,04/22/2022 15:09:00,29.64,7260.16,,,,
11,04/22/2022 15:10:00,29.64,4936.96,,,,
12,04/22/2022 15:11:00,29.60,7808.00,,,,
13,04/22/2022 15:12:00,29.64,4787.20,,,,
14,04/22/2022 15:13:00,29.60,6113.28,,,,
15,04/22/2022 15:14:00,29.64,7971.84,,,,
16,04/22/2022 15:15:00,29.68,7608.32,,,,
17,04/22/2022 15:16:00,29.68,8276.48,,,,
18,04/22/2022 15:17:00,29.68,8304.64,,,,
19,04/22/2022 15:18:00,29.68,8168.96,,,,
20,04/22/2022 15:19:00,29.73,8025.60,,,,
21,04/22/2022 15:20:00,29.73,7221.76,,,,
22,04/22/2022 15:21:00,29.68,7705.60,,,,
23,04/22/2022 15:22:00,29.73,7431.68,,,,
24,04/22/2022 15:23:00,29.68,6832.64,,,,
25,04/22/2022 15:24:00,29.64,6420.48,,,,
26,04/22/2022 15:25:00,29.64,5944.32,,,,
27,04/22/2022 15:26:00,29.68,6164.48,,,,
28,04/22/2022 15:27:00,29.60,6210.56,,,,
29,04/22/2022 15:28:00,29.64,6231.04,,,,
30,04/22/2022 15:29:00,29.60,6958.08,,,,
31,04/22/2022 15:30:00,29.64,7288.32,,,,
32,04/22/2022 15:31:00,29.64,6548.48,,,,
33,04/22/2022 15:32:00,29.60,6074.88,,,,
34,04/22/2022 15:33:00,29.60,6169.60,,,,
35,04/22/2022 15:34:00,29.60,6369.28,,,,
36,04/22/2022 15:35:00,29.60,6105.60,,,,
37,04/22/2022 15:36:00,29.60,4908.80,,,,
38,04/22/2022 15:37:00,29.51,3048.96,,,,
39,04/22/2022 15:38:00,29.51,3664.64,,,,
40,04/22/2022 15:39:00,29.47,3448.32,,,,
41,04/22/2022 15:40:00,29.51,3088.64,,,,
42,04/22/2022 15:41:00,29.47,3472.64,,,,
43,04/22/2022 15:42:00,29.47,3303.68,,,,
44,04/22/2022 15:43:00,29.38,2936.32,,,,
45,04/22/2022 15:44:00,29.47,2981.12,,,,
46,04/22/2022 15:45:00,29.43,2892.80,,,,
47,04/22/2022 15:46:00,29.43,3023.36,,,,
48,04/22/2022 15:47:00,29.43,3006.72,,,,
49,04/22/2022 15:48:00,29.43,2671.36,,,,
50,04/22/2022 15:49:00,29.38,3104.00,,,,
51,04/22/2022 15:50:00,29.43,3804.16,,,,
52,04/22/2022 15:51:00,29.43,3914.24,,,,
53,04/22/2022 15:52:00,29.43,3453.44,,,,
54,04/22/2022 15:53:00,29.43,3438.08,,,,
55,04/22/2022 15:54:00,29.47,3834.88,,,,
56,04/22/2022 15:55:00,29.43,3485.44,,,,
57,04/22/2022 15:56:00,29.38,3025.92,,,,
58,04/22/2022 15:57:00,29.43,3043.84,,,,
59,04/22/2022 15:58:00,29.38,2864.64,,,,
60,04/22/2022 15:59:00,29.38,2693.12,,,,
61,04/22/2022 16:00:00,29.38,2725.12,,,,
62,04/22/2022 16:01:00,29.34,2698.24,,,,
63,04/22/2022 16:02:00,29.38,2613.12,,,,
64,04/22/2022 16:03:00,29.38,2538.24,,,,
65,04/22/2022 16:04:00,29.34,3072.00,,,,
66,04/22/2022 16:05:00,29.43,4578.56,,,,
67,04/22/2022 16:06:00,29.38,5414.40,,,,
68,04/22/2022 16:07:00,29.47,5498.88,,,,
69,04/22/2022 16:08:00,29.47,5683.20,,,,
70,04/22/2022 16:09:00,29.47,5547.52,,,,
71,04/22/2022 16:10:00,29.43,4736.00,,,,
72,04/22/2022 16:11:00,29.43,3681.28,,,,
73,04/22/2022 16:12:00,29.34,2959.36,,,,
74,04/22/2022 16:13:00,29.38,3941.12,,,,
75,04/22/2022 16:14:00,29.43,4145.92,,,,
76,04/22/2022 16:15:00,29.43,5335.04,,,,
77,04/22/2022 16:16:00,29.47,5045.76,,,,
78,04/22/2022 16:17:00,29.43,5082.88,,,,
79,04/22/2022 16:18:00,29.51,4977.92,,,,
80,04/22/2022 16:19:00,29.47,5233.92,,,,
81,04/22/2022 16:20:00,29.47,5185.28,,,,
82,04/22/2022 16:21:00,29.51,5018.88,,,,
83,04/22/2022 16:22:00,29.47,5011.20,,,,
84,04/22/2022 16:23:00,29.47,4936.96,,,,
85,04/22/2022 16:24:00,29.51,4875.52,,,,
86,04/22/2022 16:25:00,29.47,4469.76,,,,
87,04/22/2022 16:26:00,29.43,4128.00,,,,
88,04/22/2022 16:27:00,29.47,4752.64,,,,
89,04/22/2022 16:28:00,29.43,4568.32,,,,
90,04/22/2022 16:29:00,29.47,4490.24,,,,
91,04/22/2022 16:30:00,29.43,3781.12,,,,
92,04/22/2022 16:31:00,29.47,4279.04,,,,
93,04/22/2022 16:32:00,29.43,4422.40,,,,
94,04/22/2022 16:33:00,29.43,3982.08,,,,
95,04/22/2022 16:34:00,29.47,2949.12,,,,
96,04/22/2022 16:35:00,29.43,3351.04,,,,
97,04/22/2022 16:36:00,29.43,3047.68,,,,
98,04/22/2022 16:37:00,29.38,2964.48,,,,
99,04/22/2022 16:38:00,29.43,3088.64,,,,
100,04/22/2022 16:39:00,29.34,3617.28,,,,
101,04/22/2022 16:40:00,29.43,3793.92,,,,
102,04/22/2022 16:41:00,29.43,3674.88,,,,
103,04/22/2022 16:42:00,29.38,3603.20,,,,
104,04/22/2022 16:43:00,29.43,3485.44,,,,
105,04/22/2022 16:44:00,29.38,3395.84,,,,
106,04/22/2022 16:45:00,29.38,3306.24,,,,
107,04/22/2022 16:46:00,29.38,3192.32,,,,
108,04/22/2022 16:47:00,29.38,2992.64,,,,
109,04/22/2022 16:48:00,29.38,2574.08,,,,
110,04/22/2022 16:49:00,29.34,1791.36,,,,
