#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 14:19:19,,,Logged,Logged,,
2,04/22/2022 15:00:00,29.60,10808.32,,,,
3,04/22/2022 15:01:00,29.64,10644.48,,,,
4,04/22/2022 15:02:00,29.56,9845.76,,,,
5,04/22/2022 15:03:00,29.60,9720.32,,,,
6,04/22/2022 15:04:00,29.56,5652.48,,,,
7,04/22/2022 15:05:00,29.51,6366.72,,,,
8,04/22/2022 15:06:00,29.47,7994.88,,,,
9,04/22/2022 15:07:00,29.60,10506.24,,,,
10,04/22/2022 15:08:00,29.60,9587.20,,,,
11,04/22/2022 15:09:00,29.56,7895.04,,,,
12,04/22/2022 15:10:00,29.56,5233.92,,,,
13,04/22/2022 15:11:00,29.56,8440.32,,,,
14,04/22/2022 15:12:00,29.51,5187.84,,,,
15,04/22/2022 15:13:00,29.51,6579.20,,,,
16,04/22/2022 15:14:00,29.51,8791.04,,,,
17,04/22/2022 15:15:00,29.60,8460.80,,,,
18,04/22/2022 15:16:00,29.51,9190.40,,,,
19,04/22/2022 15:17:00,29.60,9203.20,,,,
20,04/22/2022 15:18:00,29.56,8995.84,,,,
21,04/22/2022 15:19:00,29.56,8724.48,,,,
22,04/22/2022 15:20:00,29.56,8002.56,,,,
23,04/22/2022 15:21:00,29.51,8619.52,,,,
24,04/22/2022 15:22:00,29.56,8248.32,,,,
25,04/22/2022 15:23:00,29.56,7552.00,,,,
26,04/22/2022 15:24:00,29.56,7068.16,,,,
27,04/22/2022 15:25:00,29.51,6415.36,,,,
28,04/22/2022 15:26:00,29.47,6771.20,,,,
29,04/22/2022 15:27:00,29.47,6819.84,,,,
30,04/22/2022 15:28:00,29.47,6881.28,,,,
31,04/22/2022 15:29:00,29.51,7697.92,,,,
32,04/22/2022 15:30:00,29.51,7976.96,,,,
33,04/22/2022 15:31:00,29.47,6993.92,,,,
34,04/22/2022 15:32:00,29.51,6566.40,,,,
35,04/22/2022 15:33:00,29.47,6679.04,,,,
36,04/22/2022 15:34:00,29.47,7147.52,,,,
37,04/22/2022 15:35:00,29.56,6714.88,,,,
38,04/22/2022 15:36:00,29.47,5309.44,,,,
39,04/22/2022 15:37:00,29.43,3242.24,,,,
40,04/22/2022 15:38:00,29.38,4017.92,,,,
41,04/22/2022 15:39:00,29.34,3713.28,,,,
42,04/22/2022 15:40:00,29.34,3248.64,,,,
43,04/22/2022 15:41:00,29.34,3680.00,,,,
44,04/22/2022 15:42:00,29.34,3540.48,,,,
45,04/22/2022 15:43:00,29.38,3080.96,,,,
46,04/22/2022 15:44:00,29.30,3137.28,,,,
47,04/22/2022 15:45:00,29.30,3034.88,,,,
48,04/22/2022 15:46:00,29.34,3210.24,,,,
49,04/22/2022 15:47:00,29.34,3215.36,,,,
50,04/22/2022 15:48:00,29.30,2855.68,,,,
51,04/22/2022 15:49:00,29.34,3296.00,,,,
52,04/22/2022 15:50:00,29.30,4153.60,,,,
53,04/22/2022 15:51:00,29.34,4256.00,,,,
54,04/22/2022 15:52:00,29.30,3722.24,,,,
55,04/22/2022 15:53:00,29.34,3632.64,,,,
56,04/22/2022 15:54:00,29.34,4090.88,,,,
57,04/22/2022 15:55:00,29.34,3705.60,,,,
