#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/22/2022 15:00:00,29.60,10874.88,,,,
2,04/22/2022 15:01:00,29.60,10608.64,,,,
3,04/22/2022 15:02:00,29.60,9886.72,,,,
4,04/22/2022 15:03:00,29.60,9674.24,,,,
5,04/22/2022 15:04:00,29.60,5616.64,,,,
6,04/22/2022 15:05:00,29.51,6346.24,,,,
7,04/22/2022 15:06:00,29.47,8092.16,,,,
8,04/22/2022 15:07:00,29.60,10705.92,,,,
9,04/22/2022 15:08:00,29.56,9556.48,,,,
10,04/22/2022 15:09:00,29.56,7964.16,,,,
11,04/22/2022 15:10:00,29.47,5242.88,,,,
12,04/22/2022 15:11:00,29.47,8396.80,,,,
13,04/22/2022 15:12:00,29.47,5301.76,,,,
14,04/22/2022 15:13:00,29.47,6602.24,,,,
15,04/22/2022 15:14:00,29.51,8801.28,,,,
16,04/22/2022 15:15:00,29.56,8537.60,,,,
17,04/22/2022 15:16:00,29.51,9285.12,,,,
18,04/22/2022 15:17:00,29.56,9285.12,,,,
19,04/22/2022 15:18:00,29.56,9123.84,,,,
20,04/22/2022 15:19:00,29.56,8860.16,,,,
21,04/22/2022 15:20:00,29.56,8033.28,,,,
22,04/22/2022 15:21:00,29.60,8796.16,,,,
23,04/22/2022 15:22:00,29.60,8330.24,,,,
24,04/22/2022 15:23:00,29.56,7452.16,,,,
25,04/22/2022 15:24:00,29.51,7111.68,,,,
26,04/22/2022 15:25:00,29.51,6502.40,,,,
27,04/22/2022 15:26:00,29.51,6776.32,,,,
28,04/22/2022 15:27:00,29.51,6842.88,,,,
29,04/22/2022 15:28:00,29.51,6904.32,,,,
30,04/22/2022 15:29:00,29.51,7769.60,,,,
31,04/22/2022 15:30:00,29.51,8046.08,,,,
32,04/22/2022 15:31:00,29.47,7150.08,,,,
33,04/22/2022 15:32:00,29.47,6556.16,,,,
34,04/22/2022 15:33:00,29.47,6676.48,,,,
35,04/22/2022 15:34:00,29.51,7201.28,,,,
36,04/22/2022 15:35:00,29.47,6768.64,,,,
37,04/22/2022 15:36:00,29.51,5363.20,,,,
38,04/22/2022 15:37:00,29.38,3328.00,,,,
39,04/22/2022 15:38:00,29.38,4075.52,,,,
40,04/22/2022 15:39:00,29.34,3729.92,,,,
41,04/22/2022 15:40:00,29.34,3272.96,,,,
42,04/22/2022 15:41:00,29.34,3746.56,,,,
43,04/22/2022 15:42:00,29.30,3591.68,,,,
44,04/22/2022 15:43:00,29.30,3129.60,,,,
45,04/22/2022 15:44:00,29.30,3129.60,,,,
