Run,Light_Level,Light_Value,Date,Start.time,Stop.time
1,1,654,20220331,9:50:00,10:11:00
1,0,0,20220331,10:13:00,10:33:00
2,1,655,20220331,11:11:00,11:31:00
2,0,0,20220331,11:33:00,11:53:00
3,1,654,20220331,12:27:00,12:47:00
3,0,0,20220331,12:49:00,13:09:00
