site,Date,Time,reef.type,temp
Tanks,4/1/19,0:20,tanks,28.9
Tanks,4/1/19,0:40,tanks,28.9
Tanks,4/1/19,1:00,tanks,28.9
Tanks,4/1/19,1:20,tanks,28.9
Tanks,4/1/19,1:40,tanks,28.9
Tanks,4/1/19,2:00,tanks,28.9
Tanks,4/1/19,2:20,tanks,28.9
Tanks,4/1/19,2:40,tanks,28.9
Tanks,4/1/19,3:00,tanks,28.9
Tanks,4/1/19,3:20,tanks,29
Tanks,4/1/19,3:40,tanks,29
Tanks,4/1/19,4:00,tanks,29
Tanks,4/1/19,4:20,tanks,29
Tanks,4/1/19,4:40,tanks,29
Tanks,4/1/19,5:00,tanks,29
Tanks,4/1/19,5:20,tanks,29
Tanks,4/1/19,5:40,tanks,29.1
Tanks,4/1/19,6:00,tanks,29.1
Tanks,4/1/19,6:20,tanks,29.1
Tanks,4/1/19,6:40,tanks,29.1
Tanks,4/1/19,7:00,tanks,29.1
Tanks,4/1/19,7:20,tanks,29.1
Tanks,4/1/19,7:40,tanks,29.1
Tanks,4/1/19,8:00,tanks,29.1
Tanks,4/1/19,8:20,tanks,29.1
Tanks,4/1/19,8:40,tanks,29.1
Tanks,4/1/19,9:00,tanks,29.1
Tanks,4/1/19,9:20,tanks,29.2
Tanks,4/1/19,9:40,tanks,29.2
Tanks,4/1/19,10:00,tanks,29.2
Tanks,4/1/19,10:20,tanks,29.2
Tanks,4/1/19,10:40,tanks,29.3
Tanks,4/1/19,11:00,tanks,29.3
Tanks,4/1/19,11:20,tanks,29.3
Tanks,4/1/19,11:40,tanks,29.3
Tanks,4/1/19,12:00,tanks,29.3
Tanks,4/1/19,12:20,tanks,29.3
Tanks,4/1/19,12:40,tanks,29.4
Tanks,4/1/19,13:00,tanks,29.4
Tanks,4/1/19,13:20,tanks,29.4
Tanks,4/1/19,13:40,tanks,29.4
Tanks,4/1/19,14:00,tanks,29.4
Tanks,4/1/19,14:20,tanks,29.4
Tanks,4/1/19,14:40,tanks,29.5
Tanks,4/1/19,15:00,tanks,29.5
Tanks,4/1/19,15:20,tanks,29.5
Tanks,4/1/19,15:40,tanks,29.5
Tanks,4/1/19,16:00,tanks,29.5
Tanks,4/1/19,16:20,tanks,29.4
Tanks,4/1/19,16:40,tanks,29.4
Tanks,4/1/19,17:00,tanks,29.4
Tanks,4/1/19,17:20,tanks,29.4
Tanks,4/1/19,17:40,tanks,29.4
Tanks,4/1/19,18:00,tanks,29.3
Tanks,4/1/19,18:20,tanks,29.3
Tanks,4/1/19,18:40,tanks,29.3
Tanks,4/1/19,19:00,tanks,29.3
Tanks,4/1/19,19:20,tanks,29.3
Tanks,4/1/19,19:40,tanks,29.3
Tanks,4/1/19,20:00,tanks,29.2
Tanks,4/1/19,20:20,tanks,29.2
Tanks,4/1/19,20:40,tanks,29.2
Tanks,4/1/19,21:00,tanks,29.2
Tanks,4/1/19,21:20,tanks,29.2
Tanks,4/1/19,21:40,tanks,29.2
Tanks,4/1/19,22:00,tanks,29.1
Tanks,4/1/19,22:20,tanks,29.1
Tanks,4/1/19,22:40,tanks,29.1
Tanks,4/1/19,23:00,tanks,29.1
Tanks,4/1/19,23:20,tanks,29
Tanks,4/1/19,23:40,tanks,28.9
Tanks,4/2/19,0:00,tanks,29
Tanks,4/2/19,0:20,tanks,29
Tanks,4/2/19,0:40,tanks,29
Tanks,4/2/19,1:00,tanks,29
Tanks,4/2/19,1:20,tanks,29
Tanks,4/2/19,1:40,tanks,29.1
Tanks,4/2/19,2:00,tanks,29.1
Tanks,4/2/19,2:20,tanks,29.1
Tanks,4/2/19,2:40,tanks,29.1
Tanks,4/2/19,3:00,tanks,29.1
Tanks,4/2/19,3:20,tanks,29.2
Tanks,4/2/19,3:40,tanks,29.2
Tanks,4/2/19,4:00,tanks,29.2
Tanks,4/2/19,4:20,tanks,29.2
Tanks,4/2/19,4:40,tanks,29.2
Tanks,4/2/19,5:00,tanks,29.2
Tanks,4/2/19,5:20,tanks,29.3
Tanks,4/2/19,5:40,tanks,29.3
Tanks,4/2/19,6:00,tanks,29.3
Tanks,4/2/19,6:20,tanks,29.3
Tanks,4/2/19,6:40,tanks,29.3
Tanks,4/2/19,7:00,tanks,29.4
Tanks,4/2/19,7:20,tanks,29.4
Tanks,4/2/19,7:40,tanks,29.4
Tanks,4/2/19,8:00,tanks,29.4
Tanks,4/2/19,8:20,tanks,29.4
Tanks,4/2/19,8:40,tanks,29.4
Tanks,4/2/19,9:00,tanks,29.4
Tanks,4/2/19,9:20,tanks,29.4
Tanks,4/2/19,9:40,tanks,29.4
Tanks,4/2/19,10:00,tanks,29.5
Tanks,4/2/19,10:20,tanks,29.5
Tanks,4/2/19,10:40,tanks,29.5
Tanks,4/2/19,11:00,tanks,29.5
Tanks,4/2/19,11:20,tanks,29.5
Tanks,4/2/19,11:40,tanks,29.5
Tanks,4/2/19,12:00,tanks,29.5
Tanks,4/2/19,12:20,tanks,29.5
Tanks,4/2/19,12:40,tanks,29.6
Tanks,4/2/19,13:00,tanks,29.6
Tanks,4/2/19,13:20,tanks,29.6
Tanks,4/2/19,13:40,tanks,29.6
Tanks,4/2/19,14:00,tanks,29.5
Tanks,4/2/19,14:20,tanks,29.5
Tanks,4/2/19,14:40,tanks,29.5
Tanks,4/2/19,15:00,tanks,29.5
Tanks,4/2/19,15:20,tanks,29.4
Tanks,4/2/19,15:40,tanks,29.4
Tanks,4/2/19,16:00,tanks,29.4
Tanks,4/2/19,16:20,tanks,29.4
Tanks,4/2/19,16:40,tanks,29.4
Tanks,4/2/19,17:00,tanks,29.3
Tanks,4/2/19,17:20,tanks,29.3
Tanks,4/2/19,17:40,tanks,29.3
Tanks,4/2/19,18:00,tanks,29.3
Tanks,4/2/19,18:20,tanks,29.3
Tanks,4/2/19,18:40,tanks,29.2
Tanks,4/2/19,19:00,tanks,29.2
Tanks,4/2/19,19:20,tanks,29.2
Tanks,4/2/19,19:40,tanks,29.2
Tanks,4/2/19,20:00,tanks,29.2
Tanks,4/2/19,20:20,tanks,29.2
Tanks,4/2/19,20:40,tanks,29.1
Tanks,4/2/19,21:00,tanks,29.1
Tanks,4/2/19,21:20,tanks,29.1
Tanks,4/2/19,21:40,tanks,29.1
Tanks,4/2/19,22:00,tanks,29.1
Tanks,4/2/19,22:20,tanks,29
Tanks,4/2/19,22:40,tanks,29
Tanks,4/2/19,23:00,tanks,29
Tanks,4/2/19,23:20,tanks,29
Tanks,4/2/19,23:40,tanks,29
Tanks,4/3/19,0:00,tanks,29.1
Tanks,4/3/19,0:20,tanks,29.1
Tanks,4/3/19,0:40,tanks,29.1
Tanks,4/3/19,1:00,tanks,29.1
Tanks,4/3/19,1:20,tanks,29.1
Tanks,4/3/19,1:40,tanks,29.1
Tanks,4/3/19,2:00,tanks,29.2
Tanks,4/3/19,2:20,tanks,29.2
Tanks,4/3/19,2:40,tanks,29.2
Tanks,4/3/19,3:00,tanks,29.2
Tanks,4/3/19,3:20,tanks,29.2
Tanks,4/3/19,3:40,tanks,29.3
Tanks,4/3/19,4:00,tanks,29.3
Tanks,4/3/19,4:20,tanks,29.3
Tanks,4/3/19,4:40,tanks,29.3
Tanks,4/3/19,5:00,tanks,29.3
Tanks,4/3/19,5:20,tanks,29.3
Tanks,4/3/19,5:40,tanks,29.4
Tanks,4/3/19,6:00,tanks,29.4
Tanks,4/3/19,6:20,tanks,29.4
Tanks,4/3/19,6:40,tanks,29.4
Tanks,4/3/19,7:00,tanks,29.4
Tanks,4/3/19,7:20,tanks,29.5
Tanks,4/3/19,7:40,tanks,29.5
Tanks,4/3/19,8:00,tanks,29.5
Tanks,4/3/19,8:20,tanks,29.5
Tanks,4/3/19,8:40,tanks,29.5
Tanks,4/3/19,9:00,tanks,29.5
Tanks,4/3/19,9:20,tanks,29.6
Tanks,4/3/19,9:40,tanks,29.6
Tanks,4/3/19,10:00,tanks,29.6
Tanks,4/3/19,10:20,tanks,29.6
Tanks,4/3/19,10:40,tanks,29.6
Tanks,4/3/19,11:00,tanks,29.6
Tanks,4/3/19,11:20,tanks,29.6
Tanks,4/3/19,11:40,tanks,29.6
Tanks,4/3/19,12:00,tanks,29.6
Tanks,4/3/19,12:20,tanks,29.6
Tanks,4/3/19,12:40,tanks,29.7
Tanks,4/3/19,13:00,tanks,29.7
Tanks,4/3/19,13:20,tanks,29.7
Tanks,4/3/19,13:40,tanks,29.7
Tanks,4/3/19,14:00,tanks,29.7
Tanks,4/3/19,14:20,tanks,29.6
Tanks,4/3/19,14:40,tanks,29.6
Tanks,4/3/19,15:00,tanks,29.6
Tanks,4/3/19,15:20,tanks,29.6
Tanks,4/3/19,15:40,tanks,29.6
Tanks,4/3/19,16:00,tanks,29.5
Tanks,4/3/19,16:20,tanks,29.5
Tanks,4/3/19,16:40,tanks,29.5
Tanks,4/3/19,17:00,tanks,29.5
Tanks,4/3/19,17:20,tanks,29.4
Tanks,4/3/19,17:40,tanks,29.4
Tanks,4/3/19,18:00,tanks,29.4
Tanks,4/3/19,18:20,tanks,29.4
Tanks,4/3/19,18:40,tanks,29.3
Tanks,4/3/19,19:00,tanks,29.3
Tanks,4/3/19,19:20,tanks,29.3
Tanks,4/3/19,19:40,tanks,29.2
Tanks,4/3/19,20:00,tanks,29.2
Tanks,4/3/19,20:20,tanks,29.2
Tanks,4/3/19,20:40,tanks,29.1
Tanks,4/3/19,21:00,tanks,29.1
Tanks,4/3/19,21:20,tanks,29.1
Tanks,4/3/19,21:40,tanks,29.1
Tanks,4/3/19,22:00,tanks,29.1
Tanks,4/3/19,22:20,tanks,29.1
Tanks,4/3/19,22:40,tanks,29.1
Tanks,4/3/19,23:00,tanks,29.1
Tanks,4/3/19,23:20,tanks,29.1
Tanks,4/3/19,23:40,tanks,29.1
Tanks,4/4/19,0:00,tanks,29.2
Tanks,4/4/19,0:20,tanks,29.2
Tanks,4/4/19,0:40,tanks,29.2
Tanks,4/4/19,1:00,tanks,29.2
Tanks,4/4/19,1:20,tanks,29.2
Tanks,4/4/19,1:40,tanks,29.2
Tanks,4/4/19,2:00,tanks,29.2
Tanks,4/4/19,2:20,tanks,29.2
Tanks,4/4/19,2:40,tanks,29.2
Tanks,4/4/19,3:00,tanks,29.2
Tanks,4/4/19,3:20,tanks,29.3
Tanks,4/4/19,3:40,tanks,29.3
Tanks,4/4/19,4:00,tanks,29.3
Tanks,4/4/19,4:20,tanks,29.3
Tanks,4/4/19,4:40,tanks,29.3
Tanks,4/4/19,5:00,tanks,29.3
Tanks,4/4/19,5:20,tanks,29.3
Tanks,4/4/19,5:40,tanks,29.3
Tanks,4/4/19,6:00,tanks,29.4
Tanks,4/4/19,6:20,tanks,29.4
Tanks,4/4/19,6:40,tanks,29.4
Tanks,4/4/19,7:00,tanks,29.4
Tanks,4/4/19,7:20,tanks,29.4
Tanks,4/4/19,7:40,tanks,29.4
Tanks,4/4/19,8:00,tanks,29.4
Tanks,4/4/19,8:20,tanks,29.5
Tanks,4/4/19,8:40,tanks,29.5
Tanks,4/4/19,9:00,tanks,29.5
Tanks,4/4/19,9:20,tanks,29.5
Tanks,4/4/19,9:40,tanks,29.5
Tanks,4/4/19,10:00,tanks,29.5
Tanks,4/4/19,10:20,tanks,29.6
Tanks,4/4/19,10:40,tanks,29.6
Tanks,4/4/19,11:00,tanks,29.6
Tanks,4/4/19,11:20,tanks,29.6
Tanks,4/4/19,11:40,tanks,29.7
Tanks,4/4/19,12:00,tanks,29.7
Tanks,4/4/19,12:20,tanks,29.7
Tanks,4/4/19,12:40,tanks,29.7
Tanks,4/4/19,13:00,tanks,29.8
Tanks,4/4/19,13:20,tanks,29.8
Tanks,4/4/19,13:40,tanks,29.8
Tanks,4/4/19,14:00,tanks,29.8
Tanks,4/4/19,14:20,tanks,29.8
Tanks,4/4/19,14:40,tanks,29.8
Tanks,4/4/19,15:00,tanks,29.7
Tanks,4/4/19,15:20,tanks,29.7
Tanks,4/4/19,15:40,tanks,29.7
Tanks,4/4/19,16:00,tanks,29.7
Tanks,4/4/19,16:20,tanks,29.6
Tanks,4/4/19,16:40,tanks,29.6
Tanks,4/4/19,17:00,tanks,29.6
Tanks,4/4/19,17:20,tanks,29.6
Tanks,4/4/19,17:40,tanks,29.6
Tanks,4/4/19,18:00,tanks,29.5
Tanks,4/4/19,18:20,tanks,29.5
Tanks,4/4/19,18:40,tanks,29.5
Tanks,4/4/19,19:00,tanks,29.5
Tanks,4/4/19,19:20,tanks,29.5
Tanks,4/4/19,19:40,tanks,29.4
Tanks,4/4/19,20:00,tanks,29.4
Tanks,4/4/19,20:20,tanks,29.4
Tanks,4/4/19,20:40,tanks,29.4
Tanks,4/4/19,21:00,tanks,29.3
Tanks,4/4/19,21:20,tanks,29.3
Tanks,4/4/19,21:40,tanks,29.3
Tanks,4/4/19,22:00,tanks,29.2
Tanks,4/4/19,22:20,tanks,29.2
Tanks,4/4/19,22:40,tanks,29.2
Tanks,4/4/19,23:00,tanks,29.2
Tanks,4/4/19,23:20,tanks,29.2
Tanks,4/4/19,23:40,tanks,29.2
Tanks,4/5/19,0:00,tanks,29.3
Tanks,4/5/19,0:20,tanks,29.3
Tanks,4/5/19,0:40,tanks,29.3
Tanks,4/5/19,1:00,tanks,29.3
Tanks,4/5/19,1:20,tanks,29.3
Tanks,4/5/19,1:40,tanks,29.3
Tanks,4/5/19,2:00,tanks,29.3
Tanks,4/5/19,2:20,tanks,29.3
Tanks,4/5/19,2:40,tanks,29.3
Tanks,4/5/19,3:00,tanks,29.3
Tanks,4/5/19,3:20,tanks,29.3
Tanks,4/5/19,3:40,tanks,29.3
Tanks,4/5/19,4:00,tanks,29.3
Tanks,4/5/19,4:20,tanks,29.3
Tanks,4/5/19,4:40,tanks,29.4
Tanks,4/5/19,5:00,tanks,29.4
Tanks,4/5/19,5:20,tanks,29.4
Tanks,4/5/19,5:40,tanks,29.4
Tanks,4/5/19,6:00,tanks,29.4
Tanks,4/5/19,6:20,tanks,29.4
Tanks,4/5/19,6:40,tanks,29.4
Tanks,4/5/19,7:00,tanks,29.4
Tanks,4/5/19,7:20,tanks,29.4
Tanks,4/5/19,7:40,tanks,29.4
Tanks,4/5/19,8:00,tanks,29.5
Tanks,4/5/19,8:20,tanks,29.5
Tanks,4/5/19,8:40,tanks,29.5
Tanks,4/5/19,9:00,tanks,29.5
Tanks,4/5/19,9:20,tanks,29.5
Tanks,4/5/19,9:40,tanks,29.5
Tanks,4/5/19,10:00,tanks,29.6
Tanks,4/5/19,10:20,tanks,29.6
Tanks,4/5/19,10:40,tanks,29.6
Tanks,4/5/19,11:00,tanks,29.6
Tanks,4/5/19,11:20,tanks,29.6
Tanks,4/5/19,11:40,tanks,29.7
Tanks,4/5/19,12:00,tanks,29.7
Tanks,4/5/19,12:20,tanks,29.7
Tanks,4/5/19,12:40,tanks,29.8
Tanks,4/5/19,13:00,tanks,29.8
Tanks,4/5/19,13:20,tanks,29.8
Tanks,4/5/19,13:40,tanks,29.8
Tanks,4/5/19,14:00,tanks,29.8
Tanks,4/5/19,14:20,tanks,29.8
Tanks,4/5/19,14:40,tanks,29.7
Tanks,4/5/19,15:00,tanks,29.7
Tanks,4/5/19,15:20,tanks,29.7
Tanks,4/5/19,15:40,tanks,29.7
Tanks,4/5/19,16:00,tanks,29.7
Tanks,4/5/19,16:20,tanks,29.6
Tanks,4/5/19,16:40,tanks,29.6
Tanks,4/5/19,17:00,tanks,29.6
Tanks,4/5/19,17:20,tanks,29.6
Tanks,4/5/19,17:40,tanks,29.6
Tanks,4/5/19,18:00,tanks,29.6
Tanks,4/5/19,18:20,tanks,29.6
Tanks,4/5/19,18:40,tanks,29.5
Tanks,4/5/19,19:00,tanks,29.5
Tanks,4/5/19,19:20,tanks,29.5
Tanks,4/5/19,19:40,tanks,29.5
Tanks,4/5/19,20:00,tanks,29.5
Tanks,4/5/19,20:20,tanks,29.5
Tanks,4/5/19,20:40,tanks,29.4
Tanks,4/5/19,21:00,tanks,29.4
Tanks,4/5/19,21:20,tanks,29.4
Tanks,4/5/19,21:40,tanks,29.4
Tanks,4/5/19,22:00,tanks,29.4
Tanks,4/5/19,22:20,tanks,29.4
Tanks,4/5/19,22:40,tanks,29.3
Tanks,4/5/19,23:00,tanks,29.3
Tanks,4/5/19,23:20,tanks,29.3
Tanks,4/5/19,23:40,tanks,29.3
Tanks,4/6/19,0:00,tanks,29.4
Tanks,4/6/19,0:20,tanks,29.4
Tanks,4/6/19,0:40,tanks,29.4
Tanks,4/6/19,1:00,tanks,29.4
Tanks,4/6/19,1:20,tanks,29.4
Tanks,4/6/19,1:40,tanks,29.4
Tanks,4/6/19,2:00,tanks,29.4
Tanks,4/6/19,2:20,tanks,29.4
Tanks,4/6/19,2:40,tanks,29.4
Tanks,4/6/19,3:00,tanks,29.4
Tanks,4/6/19,3:20,tanks,29.5
Tanks,4/6/19,3:40,tanks,29.5
Tanks,4/6/19,4:00,tanks,29.5
Tanks,4/6/19,4:20,tanks,29.5
Tanks,4/6/19,4:40,tanks,29.5
Tanks,4/6/19,5:00,tanks,29.5
Tanks,4/6/19,5:20,tanks,29.5
Tanks,4/6/19,5:40,tanks,29.5
Tanks,4/6/19,6:00,tanks,29.5
Tanks,4/6/19,6:20,tanks,29.5
Tanks,4/6/19,6:40,tanks,29.6
Tanks,4/6/19,7:00,tanks,29.6
Tanks,4/6/19,7:20,tanks,29.6
Tanks,4/6/19,7:40,tanks,29.6
Tanks,4/6/19,8:00,tanks,29.6
Tanks,4/6/19,8:20,tanks,29.6
Tanks,4/6/19,8:40,tanks,29.7
Tanks,4/6/19,9:00,tanks,29.7
Tanks,4/6/19,9:20,tanks,29.7
Tanks,4/6/19,9:40,tanks,29.7
Tanks,4/6/19,10:00,tanks,29.7
Tanks,4/6/19,10:20,tanks,29.7
Tanks,4/6/19,10:40,tanks,29.7
Tanks,4/6/19,11:00,tanks,29.7
Tanks,4/6/19,11:20,tanks,29.7
Tanks,4/6/19,11:40,tanks,29.7
Tanks,4/6/19,12:00,tanks,29.8
Tanks,4/6/19,12:20,tanks,29.8
Tanks,4/6/19,12:40,tanks,29.8
Tanks,4/6/19,13:00,tanks,29.9
Tanks,4/6/19,13:20,tanks,29.9
Tanks,4/6/19,13:40,tanks,29.9
Tanks,4/6/19,14:00,tanks,29.9
Tanks,4/6/19,14:20,tanks,29.9
Tanks,4/6/19,14:40,tanks,29.8
Tanks,4/6/19,15:00,tanks,29.8
Tanks,4/6/19,15:20,tanks,29.8
Tanks,4/6/19,15:40,tanks,29.8
Tanks,4/6/19,16:00,tanks,29.8
Tanks,4/6/19,16:20,tanks,29.7
Tanks,4/6/19,16:40,tanks,29.7
Tanks,4/6/19,17:00,tanks,29.7
Tanks,4/6/19,17:20,tanks,29.7
Tanks,4/6/19,17:40,tanks,29.7
Tanks,4/6/19,18:00,tanks,29.6
Tanks,4/6/19,18:20,tanks,29.6
Tanks,4/6/19,18:40,tanks,29.6
Tanks,4/6/19,19:00,tanks,29.6
Tanks,4/6/19,19:20,tanks,29.5
Tanks,4/6/19,19:40,tanks,29.5
Tanks,4/6/19,20:00,tanks,29.5
Tanks,4/6/19,20:20,tanks,29.5
Tanks,4/6/19,20:40,tanks,29.5
Tanks,4/6/19,21:00,tanks,29.4
Tanks,4/6/19,21:20,tanks,29.4
Tanks,4/6/19,21:40,tanks,29.4
Tanks,4/6/19,22:00,tanks,29.4
Tanks,4/6/19,22:20,tanks,29.4
Tanks,4/6/19,22:40,tanks,29.3
Tanks,4/6/19,23:00,tanks,29.3
Tanks,4/6/19,23:20,tanks,29.3
Tanks,4/6/19,23:40,tanks,29.3
Tanks,4/7/19,0:00,tanks,29.4
Tanks,4/7/19,0:20,tanks,29.4
Tanks,4/7/19,0:40,tanks,29.4
Tanks,4/7/19,1:00,tanks,29.4
Tanks,4/7/19,1:20,tanks,29.4
Tanks,4/7/19,1:40,tanks,29.4
Tanks,4/7/19,2:00,tanks,29.4
Tanks,4/7/19,2:20,tanks,29.5
Tanks,4/7/19,2:40,tanks,29.5
Tanks,4/7/19,3:00,tanks,29.5
Tanks,4/7/19,3:20,tanks,29.5
Tanks,4/7/19,3:40,tanks,29.5
Tanks,4/7/19,4:00,tanks,29.5
Tanks,4/7/19,4:20,tanks,29.5
Tanks,4/7/19,4:40,tanks,29.5
Tanks,4/7/19,5:00,tanks,29.6
Tanks,4/7/19,5:20,tanks,29.6
Tanks,4/7/19,5:40,tanks,29.6
Tanks,4/7/19,6:00,tanks,29.6
Tanks,4/7/19,6:20,tanks,29.7
Tanks,4/7/19,6:40,tanks,29.7
Tanks,4/7/19,7:00,tanks,29.7
Tanks,4/7/19,7:20,tanks,29.7
Tanks,4/7/19,7:40,tanks,29.7
Tanks,4/7/19,8:00,tanks,29.7
Tanks,4/7/19,8:20,tanks,29.7
Tanks,4/7/19,8:40,tanks,29.7
Tanks,4/7/19,9:00,tanks,29.7
Tanks,4/7/19,9:20,tanks,29.7
Tanks,4/7/19,9:40,tanks,29.8
Tanks,4/7/19,10:00,tanks,29.8
Tanks,4/7/19,10:20,tanks,29.8
Tanks,4/7/19,10:40,tanks,29.8
Tanks,4/7/19,11:00,tanks,29.8
