gene_id,log2FoldChange
TRINITY_DN10002_c0_g1,1.41477359572698
TRINITY_DN100034_c0_g1,0.297057389098274
TRINITY_DN100048_c0_g1,0.181748214458456
TRINITY_DN10005_c0_g1,-0.063315150874179
TRINITY_DN100081_c0_g1,1.20091476156766
TRINITY_DN100093_c0_g1,0.121513752347302
TRINITY_DN10011_c0_g2,-0.0196917601162469
TRINITY_DN10014_c0_g1,-0.310668586769094
TRINITY_DN10014_c1_g1,0.312794278957378
TRINITY_DN10014_c3_g1,0.183315637108926
TRINITY_DN100182_c0_g2,-0.409226403289331
TRINITY_DN10019_c0_g1,0.567104904000016
TRINITY_DN1001_c0_g1,0.395280184450519
TRINITY_DN100229_c0_g1,-0.611314256726613
TRINITY_DN100229_c0_g2,-1.11733011083518
TRINITY_DN10023_c0_g1,0.403218885888775
TRINITY_DN10024_c0_g1,-1.16876311916182
TRINITY_DN100269_c0_g1,0.314787357201251
TRINITY_DN100269_c0_g2,1.08597017381189
TRINITY_DN100270_c0_g1,1.13740908585152
TRINITY_DN10027_c0_g1,0.105236160699716
TRINITY_DN100292_c0_g1,0.797807023400059
TRINITY_DN100295_c0_g1,-4.4792717866413
TRINITY_DN10030_c0_g1,-0.189623253468991
TRINITY_DN10032_c0_g1,-0.8845011455792
TRINITY_DN100335_c0_g1,1.13104143598201
TRINITY_DN10034_c0_g1,1.44926970323614
TRINITY_DN10036_c0_g2,-1.12123112115713
TRINITY_DN10038_c3_g1,0.813047016499782
TRINITY_DN100395_c0_g1,-0.682161895141162
TRINITY_DN10039_c0_g1,0.492139507653124
TRINITY_DN10041_c0_g1,-0.190764539417021
TRINITY_DN10042_c0_g1,-0.312346300783552
TRINITY_DN10044_c0_g1,0.450707783393282
TRINITY_DN10046_c0_g1,0.813102522148232
TRINITY_DN10048_c0_g1,0.930038153156358
TRINITY_DN100498_c0_g1,1.16198481532734
TRINITY_DN10049_c0_g1,-1.33934207324306
TRINITY_DN100517_c1_g1,0.473032452544913
TRINITY_DN10051_c0_g1,0.758011316137693
TRINITY_DN100524_c0_g1,-1.46600577657459
TRINITY_DN10054_c0_g1,-0.954396024296366
TRINITY_DN100553_c0_g1,7.75843286295128
TRINITY_DN100553_c0_g2,8.14688348148709
TRINITY_DN100564_c0_g1,2.56968995709723
TRINITY_DN100576_c1_g1,0.514127531913525
TRINITY_DN1005_c0_g1,-0.620849003093895
TRINITY_DN10062_c0_g1,-0.70113707809962
TRINITY_DN10062_c1_g1,1.21713697058695
TRINITY_DN10063_c0_g1,0.478650005338877
TRINITY_DN10066_c0_g1,-0.724206189882596
TRINITY_DN1006_c1_g1,1.45508050959901
TRINITY_DN10070_c0_g1,0.895342730920415
TRINITY_DN10079_c0_g1,0.421683169937347
TRINITY_DN1007_c0_g1,0.55807057352451
TRINITY_DN1007_c1_g1,-0.549856513427889
TRINITY_DN1007_c2_g1,1.60597986163164
TRINITY_DN10080_c0_g1,-1.15159340852166
TRINITY_DN10081_c0_g1,0.276082598997982
TRINITY_DN10083_c0_g1,0.426171208552223
TRINITY_DN10083_c2_g1,-0.021686894516933
TRINITY_DN10085_c0_g1,2.03957807097935
TRINITY_DN100865_c0_g1,-0.920869713524189
TRINITY_DN100884_c0_g1,-0.257703129456023
TRINITY_DN1008_c0_g1,0.699348899827335
TRINITY_DN10090_c0_g1,-0.12686739219878
TRINITY_DN10091_c0_g1,-1.42105042894576
TRINITY_DN100937_c0_g1,0.60133325880582
TRINITY_DN100964_c0_g2,-0.0659099344654192
TRINITY_DN10096_c0_g1,0.377349759104086
TRINITY_DN10098_c0_g1,-1.72328091640068
TRINITY_DN100_c1_g1,-0.0907981513173312
TRINITY_DN100_c1_g2,-0.0395555316116815
TRINITY_DN100_c5_g1,0.231651047165741
TRINITY_DN10100_c0_g1,0.631794383092979
TRINITY_DN101036_c0_g1,2.42174099339241
TRINITY_DN101052_c0_g1,-0.848956993804523
TRINITY_DN10105_c0_g1,-0.981452674230669
TRINITY_DN10106_c0_g2,-0.0796280695350716
TRINITY_DN1010_c0_g1,0.12250072232215
TRINITY_DN101108_c0_g1,-0.691306273167543
TRINITY_DN101125_c0_g1,0.731326107429138
TRINITY_DN101131_c0_g1,-1.72014716352726
TRINITY_DN10113_c0_g1,-0.706397527343441
TRINITY_DN10115_c0_g3,0.385936142186051
TRINITY_DN10116_c4_g1,-1.83983921013678
TRINITY_DN10118_c0_g1,0.557790316692416
TRINITY_DN1011_c0_g1,-1.24201740700409
TRINITY_DN101206_c0_g4,1.69516496511
TRINITY_DN10120_c0_g1,1.16265046564541
TRINITY_DN10120_c1_g1,0.0696093340221724
TRINITY_DN10121_c0_g1,-0.0645124418109093
TRINITY_DN10123_c0_g1,2.1538191298837
TRINITY_DN10124_c0_g1,-0.168148825871145
TRINITY_DN101250_c0_g2,-2.89550213000533
TRINITY_DN101254_c1_g1,0.358355544686438
TRINITY_DN10125_c0_g1,3.10925352893187
TRINITY_DN10127_c0_g1,1.91422950143642
TRINITY_DN10128_c0_g1,1.49628321558461
TRINITY_DN10129_c0_g1,-0.268190900289954
TRINITY_DN1012_c0_g1,0.170691351946082
TRINITY_DN101302_c0_g1,1.25555155251074
TRINITY_DN10130_c0_g1,0.234883466257821
TRINITY_DN10132_c0_g1,0.178389668859786
TRINITY_DN10133_c0_g1,0.641604083621348
TRINITY_DN10134_c0_g1,0.31582890489089
TRINITY_DN10135_c0_g1,0.027147919655231
TRINITY_DN10136_c0_g1,-1.28378458060658
TRINITY_DN10139_c0_g1,1.18683751365874
TRINITY_DN1013_c0_g3,-1.73168585526504
TRINITY_DN10141_c0_g1,-0.301077084755529
TRINITY_DN101429_c1_g1,1.78991777815681
TRINITY_DN10143_c0_g2,-1.17549942865632
TRINITY_DN10144_c0_g1,1.59919897770435
TRINITY_DN101478_c0_g1,-0.3611348613722
TRINITY_DN10148_c0_g1,0.203636039927375
TRINITY_DN10149_c0_g1,0.317413476750894
TRINITY_DN10150_c0_g1,1.15477745697352
TRINITY_DN10154_c0_g1,0.401820260355487
TRINITY_DN10159_c0_g1,0.555871169533668
TRINITY_DN10159_c3_g1,-2.94435104738058
TRINITY_DN1015_c1_g1,-0.182210513955125
TRINITY_DN10160_c1_g1,0.0574572166154266
TRINITY_DN10162_c0_g1,0.561941864462877
TRINITY_DN101633_c3_g1,0.753708049437759
TRINITY_DN10163_c0_g1,-0.0868487780516722
TRINITY_DN10165_c0_g1,1.19185077427441
TRINITY_DN101667_c0_g2,2.48779154450951
TRINITY_DN101725_c0_g1,1.7452445355827
TRINITY_DN101734_c0_g2,-0.512051975117705
TRINITY_DN101734_c0_g3,-0.464815812003127
TRINITY_DN10174_c0_g1,1.62087532924068
TRINITY_DN10174_c0_g2,1.98549940202613
TRINITY_DN101766_c0_g1,0.538764718946243
TRINITY_DN10178_c0_g1,1.81699719461474
TRINITY_DN10178_c0_g2,0.581909612038302
TRINITY_DN1017_c0_g1,-0.474631801962991
TRINITY_DN10181_c0_g1,1.04660213196902
TRINITY_DN101835_c0_g1,-0.171395886631763
TRINITY_DN10184_c0_g1,-0.66952251810869
TRINITY_DN10189_c0_g1,0.454161887593231
TRINITY_DN1018_c0_g1,-0.056126769757037
TRINITY_DN101916_c0_g1,-4.89782101480992
TRINITY_DN101933_c0_g1,-1.76584484539917
TRINITY_DN101948_c0_g1,0.747935394733656
TRINITY_DN10196_c0_g1,0.561122547510502
TRINITY_DN10198_c0_g1,0.101136413391484
TRINITY_DN1019_c0_g1,0.414609706953679
TRINITY_DN1019_c4_g1,0.0138742096606167
TRINITY_DN101_c0_g1,-1.89956026828338
TRINITY_DN101_c2_g1,-0.361123765180295
TRINITY_DN10201_c0_g2,-0.915830868533385
TRINITY_DN102037_c0_g3,0.311803892708682
TRINITY_DN10204_c0_g1,-1.84983536324035
TRINITY_DN1020_c0_g1,0.40824717092677
TRINITY_DN1020_c11_g1,-1.87760901318185
TRINITY_DN1020_c2_g1,0.352113032761771
TRINITY_DN1020_c6_g1,-2.01223804268238
TRINITY_DN1020_c7_g1,-2.09916760336121
TRINITY_DN10212_c0_g1,-1.44821037987495
TRINITY_DN10213_c0_g1,-1.49685132891619
TRINITY_DN102175_c1_g1,0.141739879024654
TRINITY_DN1021_c5_g1,0.587496633210778
TRINITY_DN102237_c0_g1,-1.82431232537107
TRINITY_DN10225_c0_g1,0.328659248829179
TRINITY_DN102308_c0_g1,0.19334470141522
TRINITY_DN102329_c1_g1,-0.315236823222758
TRINITY_DN10233_c0_g1,0.35368746194128
TRINITY_DN1023_c0_g1,1.83154977471524
