Date.Time,temp
4/5/22 6:41,23.396
4/5/22 6:42,23.386
4/5/22 6:43,23.508
4/5/22 6:44,23.554
4/5/22 6:45,23.59
4/5/22 6:46,23.617
4/5/22 6:47,23.638
4/5/22 6:48,23.654
4/5/22 6:49,23.675
4/5/22 6:50,23.693
4/5/22 6:51,23.714
4/5/22 6:52,23.736
4/5/22 6:53,23.759
4/5/22 6:54,23.779
4/5/22 6:55,23.807
4/5/22 6:56,23.834
4/5/22 6:57,23.869
4/5/22 6:58,23.9
4/5/22 6:59,23.944
4/5/22 7:00,23.978
4/5/22 7:01,24.011
