"","fragment_ID","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date","timepoint"
"1","ACR1_3","0",2,"ambient",-0.000142453275021429,-0.512831790077143,2022-03-31,"TP3"
"2","ACR1_3","621",2,"ambient",0.000206231585939795,0.742433709383262,2022-03-31,"TP3"
"3","ACR10_3","0",1,"ambient",-0.000206166780627469,-0.74220041025889,2022-03-31,"TP3"
"4","ACR10_3","614",1,"ambient",0.000102702383349234,0.369728580057241,2022-03-31,"TP3"
"5","ACR11_3","0",3,"ambient",-0.000208566074764626,-0.750837869152652,2022-03-31,"TP3"
"6","ACR11_3","630",3,"ambient",0.000143001602590478,0.514805769325719,2022-03-31,"TP3"
"7","ACR12_3","0",3,"ambient",-0.00016982018184037,-0.61135265462533,2022-03-31,"TP3"
"8","ACR12_3","630",3,"ambient",0.000125744051205334,0.452678584339203,2022-03-31,"TP3"
"9","ACR13_3","0",3,"hot",-0.000675294305635634,-2.43105950028828,2022-03-31,"TP3"
"10","ACR13_3","630",3,"hot",0.000340536788112519,1.22593243720507,2022-03-31,"TP3"
"11","ACR14_3","0",3,"hot",-0.000207564742652418,-0.747233073548703,2022-03-31,"TP3"
"12","ACR14_3","630",3,"hot",0.000166967246912913,0.601082088886489,2022-03-31,"TP3"
"13","ACR15_3","0",2,"hot",-0.000178013900429889,-0.640850041547601,2022-03-31,"TP3"
"14","ACR15_3","621",2,"hot",8.23802297775152e-05,0.296568827199055,2022-03-31,"TP3"
"15","ACR16_3","0",3,"hot",-0.000199102401252289,-0.71676864450824,2022-03-31,"TP3"
"16","ACR16_3","630",3,"hot",9.62955538067732e-05,0.346663993704384,2022-03-31,"TP3"
"17","ACR17_3","0",2,"hot",-0.000206422233892902,-0.743120042014448,2022-03-31,"TP3"
"18","ACR17_3","621",2,"hot",0.000146844746231216,0.528641086432378,2022-03-31,"TP3"
"19","ACR18_3","0",2,"hot",-0.000160011060994622,-0.576039819580639,2022-03-31,"TP3"
"20","ACR18_3","621",2,"hot",0.000119200171546059,0.429120617565811,2022-03-31,"TP3"
"21","ACR19_3","0",1,"hot",-0.000122918509036593,-0.442506632531734,2022-03-31,"TP3"
"22","ACR19_3","614",1,"hot",0.000125126996596437,0.450457187747175,2022-03-31,"TP3"
"23","ACR2_3","0",3,"ambient",-0.00040740267729946,-1.46664963827806,2022-03-31,"TP3"
"24","ACR2_3","630",3,"ambient",0.000322897704089436,1.16243173472197,2022-03-31,"TP3"
"25","ACR20_3","0",1,"hot",-0.000138714441712806,-0.499371990166101,2022-03-31,"TP3"
"26","ACR20_3","614",1,"hot",0.000139628836624344,0.502663811847637,2022-03-31,"TP3"
"27","ACR21_3","0",1,"hot",-0.000241128243354839,-0.86806167607742,2022-03-31,"TP3"
"28","ACR21_3","614",1,"hot",0.00015199093404346,0.547167362556456,2022-03-31,"TP3"
"29","ACR22_3","0",1,"hot",-0.000107748448442963,-0.387894414394667,2022-03-31,"TP3"
"30","ACR22_3","614",1,"hot",9.60982849076307e-05,0.345953825667471,2022-03-31,"TP3"
"31","ACR23_3","0",2,"hot",-0.00014321027545316,-0.515556991631374,2022-03-31,"TP3"
"32","ACR23_3","621",2,"hot",0.000160451401141235,0.577625044108445,2022-03-31,"TP3"
"33","ACR24_3","0",3,"hot",-0.000134722192974765,-0.484999894709156,2022-03-31,"TP3"
"34","ACR24_3","630",3,"hot",0.00014559257255882,0.52413326121175,2022-03-31,"TP3"
"35","ACR3_3","0",3,"ambient",-0.000156015687366005,-0.561656474517618,2022-03-31,"TP3"
"36","ACR3_3","630",3,"ambient",7.03289960133045e-05,0.253184385647896,2022-03-31,"TP3"
"37","ACR4_3","0",1,"ambient",-0.000123577115924308,-0.444877617327508,2022-03-31,"TP3"
"38","ACR4_3","614",1,"ambient",4.52250822555869e-05,0.162810296120113,2022-03-31,"TP3"
"39","ACR5_3","0",2,"ambient",-0.000177203564127535,-0.637932830859126,2022-03-31,"TP3"
"40","ACR5_3","621",2,"ambient",2.57569991693171e-05,0.0927251970095415,2022-03-31,"TP3"
"41","ACR6_3","0",1,"ambient",-0.000156168456378205,-0.562206442961537,2022-03-31,"TP3"
"42","ACR6_3","614",1,"ambient",0.000132675549643768,0.477631978717565,2022-03-31,"TP3"
"43","ACR7_3","0",1,"ambient",-0.00012625885180364,-0.454531866493104,2022-03-31,"TP3"
"44","ACR7_3","614",1,"ambient",1.93501170992371e-05,0.0696604215572536,2022-03-31,"TP3"
"45","ACR8_3","0",2,"ambient",-0.000121245493728585,-0.436483777422905,2022-03-31,"TP3"
"46","ACR8_3","621",2,"ambient",8.89518668886825e-05,0.320226720799257,2022-03-31,"TP3"
"47","ACR9_3","0",2,"ambient",-0.000148766253417332,-0.535558512302395,2022-03-31,"TP3"
"48","ACR9_3","621",2,"ambient",7.25026488587959e-05,0.261009535891665,2022-03-31,"TP3"
