"","5","8","12","16","20","24"
"TRINITY_DN199_c0_g1",8,99,38,130,57,5
"TRINITY_DN199_c1_g1",115,196,165,195,185,146
"TRINITY_DN103_c0_g1",523,657,783,616,974,676
"TRINITY_DN103_c0_g2",154,175,111,166,151,138
"TRINITY_DN180_c0_g1",12,66,26,74,101,54
"TRINITY_DN118_c0_g1",170,377,317,321,233,170
"TRINITY_DN118_c1_g1",79,171,105,100,136,108
"TRINITY_DN128_c0_g1",519,364,464,648,1284,805
"TRINITY_DN128_c2_g1",14,10,17,6,4,14
"TRINITY_DN132_c0_g1",20,67,65,40,53,60
"TRINITY_DN132_c0_g3",10,27,6,22,2,16
"TRINITY_DN164_c0_g1",18,38,17,18,28,37
"TRINITY_DN115_c0_g1",123,204,165,194,208,135
"TRINITY_DN106_c0_g1",1837,1854,2518,1923,2136,2345
"TRINITY_DN131_c0_g1",350,593,418,366,488,311
"TRINITY_DN101_c0_g1",66,37,59,117,76,61
"TRINITY_DN101_c2_g1",53,81,100,47,77,50
"TRINITY_DN154_c0_g1",240,344,215,309,414,182
"TRINITY_DN198_c0_g1",125,195,224,180,221,278
"TRINITY_DN198_c0_g2",157,151,155,196,200,151
"TRINITY_DN124_c0_g1",4,19,120,5,510,69
"TRINITY_DN168_c0_g1",108,136,147,125,135,70
"TRINITY_DN181_c0_g1",130,222,272,246,216,228
"TRINITY_DN178_c0_g1",248,315,331,267,279,298
"TRINITY_DN127_c0_g1",28,52,46,89,77,53
"TRINITY_DN127_c0_g4",154,165,219,267,227,162
"TRINITY_DN127_c1_g1",1062,1201,1169,1237,1615,1344
"TRINITY_DN127_c2_g1",21,25,25,54,43,37
"TRINITY_DN136_c0_g1",40,111,80,53,71,105
"TRINITY_DN157_c0_g1",6,23,42,44,22,41
"TRINITY_DN157_c0_g2",203,276,353,356,272,300
"TRINITY_DN157_c1_g1",39,65,63,79,110,56
"TRINITY_DN102_c0_g1",157,204,145,222,249,176
"TRINITY_DN102_c1_g1",75,77,64,105,67,64
"TRINITY_DN167_c0_g1",292,343,358,355,436,425
"TRINITY_DN150_c0_g1",30,49,44,21,30,23
"TRINITY_DN150_c0_g2",17,34,32,29,38,56
"TRINITY_DN150_c1_g1",39,9,63,26,65,46
"TRINITY_DN190_c0_g2",63,33,41,69,37,21
"TRINITY_DN190_c0_g3",36,63,36,51,95,52
"TRINITY_DN190_c1_g1",14,46,36,28,57,22
"TRINITY_DN190_c2_g2",109,190,90,140,207,140
"TRINITY_DN190_c4_g1",24,57,43,51,55,32
"TRINITY_DN190_c5_g1",627,725,729,712,724,693
"TRINITY_DN190_c6_g2",47,75,26,69,69,45
"TRINITY_DN190_c7_g1",24,10,8,15,19,32
"TRINITY_DN190_c54_g1",8,25,3,13,4,11
"TRINITY_DN141_c0_g1",136,155,96,179,239,140
"TRINITY_DN141_c0_g2",64,81,62,93,99,66
"TRINITY_DN141_c5_g1",50,100,64,74,92,75
"TRINITY_DN123_c0_g1",3,11,12,12,25,18
"TRINITY_DN123_c2_g1",266,318,424,249,287,218
"TRINITY_DN189_c0_g1",60,156,104,344,216,159
"TRINITY_DN173_c0_g1",202,221,299,381,344,373
"TRINITY_DN185_c0_g1",70,95,81,168,124,109
"TRINITY_DN185_c2_g1",20,17,24,31,18,25
"TRINITY_DN119_c0_g1",43,48,33,62,46,20
"TRINITY_DN194_c0_g1",23,29,12,26,28,23
"TRINITY_DN172_c1_g1",98,84,124,89,95,43
"TRINITY_DN143_c0_g1",99,84,126,68,194,91
"TRINITY_DN143_c1_g1",379,595,586,490,531,286
"TRINITY_DN143_c2_g1",144,142,158,53,96,36
"TRINITY_DN188_c0_g1",34,34,48,27,24,9
"TRINITY_DN188_c1_g1",300,788,495,594,505,560
"TRINITY_DN188_c3_g1",4,15,12,33,17,19
"TRINITY_DN188_c5_g1",26,19,19,36,19,27
"TRINITY_DN121_c0_g1",114,159,162,139,108,119
"TRINITY_DN121_c1_g1",182,343,271,336,381,228
"TRINITY_DN108_c1_g1",72,88,109,77,142,126
"TRINITY_DN161_c0_g1",24,5,23,34,30,44
"TRINITY_DN161_c1_g1",47,40,54,84,59,51
"TRINITY_DN110_c0_g1",27,31,22,14,21,27
"TRINITY_DN820_c0_g2",65,87,109,143,113,108
"TRINITY_DN845_c0_g1",130,208,174,189,326,107
"TRINITY_DN847_c0_g1",24,78,57,69,65,56
"TRINITY_DN867_c0_g1",33,67,24,84,31,21
"TRINITY_DN851_c0_g1",92,103,138,161,106,109
"TRINITY_DN851_c0_g2",43,23,56,44,53,35
"TRINITY_DN824_c0_g1",36,143,54,35,71,18
"TRINITY_DN838_c0_g1",15,12,21,36,17,10
"TRINITY_DN838_c1_g1",19,16,36,59,10,18
"TRINITY_DN864_c0_g1",49,71,105,74,66,87
"TRINITY_DN864_c1_g2",42,74,22,23,39,36
"TRINITY_DN873_c0_g1",82,98,67,157,130,135
"TRINITY_DN873_c2_g1",15,39,20,64,26,27
"TRINITY_DN890_c1_g1",237,328,225,281,240,196
"TRINITY_DN890_c2_g1",94,226,139,180,199,204
"TRINITY_DN872_c0_g3",27,30,40,73,70,31
"TRINITY_DN872_c2_g1",10,15,21,14,4,18
"TRINITY_DN888_c0_g1",57,134,126,67,102,65
"TRINITY_DN888_c0_g2",43,38,26,79,36,32
"TRINITY_DN888_c1_g1",21,79,64,42,41,16
"TRINITY_DN893_c0_g2",21,65,65,44,40,75
"TRINITY_DN868_c0_g1",153,236,264,213,288,157
"TRINITY_DN881_c0_g1",34,41,72,48,44,59
"TRINITY_DN881_c1_g1",147,346,237,284,264,248
"TRINITY_DN881_c4_g1",55,68,66,72,59,45
"TRINITY_DN881_c7_g2",19,30,47,45,43,39
"TRINITY_DN803_c0_g1",62,68,54,63,79,79
"TRINITY_DN841_c0_g1",56,98,71,82,51,69
"TRINITY_DN808_c0_g1",157,170,134,79,62,106
"TRINITY_DN853_c0_g1",128,174,89,28,121,47
"TRINITY_DN892_c0_g1",108,252,80,74,274,155
"TRINITY_DN892_c1_g1",15,8,27,26,16,12
"TRINITY_DN811_c0_g1",257,369,309,396,431,293
"TRINITY_DN817_c0_g1",9800623,8578554,8920705,8012110,8441939,10222790
"TRINITY_DN817_c0_g2",201822,5064,11828,11526,5743,3943
"TRINITY_DN829_c0_g1",17,29,15,25,34,38
"TRINITY_DN829_c3_g1",49,75,78,99,57,43
"TRINITY_DN829_c3_g2",13,51,21,34,49,49
"TRINITY_DN857_c2_g1",35,81,56,68,67,27
"TRINITY_DN830_c0_g1",45,28,24,34,47,33
"TRINITY_DN832_c0_g1",418,589,538,710,703,725
"TRINITY_DN832_c2_g1",139,165,161,202,178,149
"TRINITY_DN869_c0_g1",105,187,119,156,171,208
"TRINITY_DN809_c0_g1",206,262,212,177,241,165
"TRINITY_DN837_c0_g1",100,81,81,73,89,96
"TRINITY_DN806_c0_g1",138,179,291,194,182,222
"TRINITY_DN870_c1_g1",147,270,237,266,248,197
"TRINITY_DN828_c3_g1",145,243,178,110,119,114
"TRINITY_DN877_c0_g1",80,114,131,89,153,85
"TRINITY_DN834_c0_g1",1,12,177,22,8,8
"TRINITY_DN878_c0_g1",0,41,43,35,0,0
"TRINITY_DN878_c0_g2",150,86,69,341,252,222
"TRINITY_DN846_c0_g1",23,57,8,16,2,8
"TRINITY_DN859_c1_g1",19,27,52,39,31,17
"TRINITY_DN859_c4_g1",57,54,51,27,34,60
"TRINITY_DN863_c0_g1",196,288,271,250,314,360
"TRINITY_DN863_c1_g1",40,11,25,54,39,16
"TRINITY_DN863_c2_g1",213,295,207,338,349,306
"TRINITY_DN863_c3_g1",106,79,153,79,115,222
"TRINITY_DN863_c4_g1",126,91,111,135,154,74
"TRINITY_DN804_c0_g1",135,78,86,77,112,91
"TRINITY_DN804_c1_g1",54,35,37,45,49,46
"TRINITY_DN889_c0_g1",128,131,111,163,87,154
"TRINITY_DN889_c0_g3",82,105,107,87,118,74
"TRINITY_DN833_c0_g1",28,88,35,69,33,48
"TRINITY_DN805_c0_g1",119,99,61,50,33,64
"TRINITY_DN805_c1_g1",56,44,55,82,103,54
"TRINITY_DN849_c0_g1",4,231,117,305,0,164
"TRINITY_DN895_c0_g1",169,350,424,239,354,259
"TRINITY_DN874_c0_g1",140,222,188,268,257,126
"TRINITY_DN874_c0_g2",885,901,604,839,1039,855
"TRINITY_DN879_c0_g1",420,702,489,558,728,546
"TRINITY_DN818_c0_g1",363,502,336,407,472,488
"TRINITY_DN823_c0_g1",278,389,318,310,249,317
"TRINITY_DN823_c1_g1",32,73,39,106,94,112
"TRINITY_DN884_c1_g1",20,15,15,26,9,21
"TRINITY_DN884_c2_g1",306,274,311,328,345,307
"TRINITY_DN884_c3_g1",47,43,31,27,49,36
"TRINITY_DN875_c0_g3",33,31,76,70,14,0
"TRINITY_DN848_c0_g1",187,164,149,138,204,259
"TRINITY_DN848_c1_g2",16,33,69,0,25,11
"TRINITY_DN871_c0_g1",12,26,35,54,37,35
"TRINITY_DN871_c1_g1",72,55,58,58,95,105
"TRINITY_DN843_c0_g1",11,124,144,118,75,249
"TRINITY_DN843_c1_g1",239,107,116,77,85,149
"TRINITY_DN854_c0_g1",423,604,573,697,636,564
"TRINITY_DN819_c0_g1",45,37,16,41,28,54
"TRINITY_DN827_c0_g1",33,72,31,97,83,44
"TRINITY_DN802_c3_g1",13,24,16,7,9,26
"TRINITY_DN802_c4_g1",97,134,93,90,144,155
"TRINITY_DN802_c5_g1",156,214,142,167,202,215
"TRINITY_DN858_c0_g1",32,70,82,44,42,38
"TRINITY_DN852_c0_g1",64,140,92,106,78,174
"TRINITY_DN821_c0_g1",126,231,264,364,257,167
"TRINITY_DN821_c1_g1",22,11,23,11,18,12
"TRINITY_DN821_c2_g1",23,13,15,31,20,16
"TRINITY_DN807_c0_g1",61,42,43,71,80,61
"TRINITY_DN807_c1_g1",136,155,165,166,152,217
"TRINITY_DN807_c2_g1",68,103,70,135,90,54
"TRINITY_DN822_c0_g1",144,156,188,65,119,114
"TRINITY_DN822_c1_g1",353,405,415,197,309,276
"TRINITY_DN822_c8_g1",48,33,50,27,32,20
"TRINITY_DN816_c0_g1",369,134,222,0,0,11
"TRINITY_DN800_c0_g1",877,1368,1154,1362,1310,1100
"TRINITY_DN896_c0_g1",212,192,261,297,189,214
"TRINITY_DN886_c0_g1",101,155,162,177,287,212
"TRINITY_DN814_c1_g1",32,8,28,33,33,32
"TRINITY_DN865_c0_g1",111,141,143,154,172,121
"TRINITY_DN882_c0_g1",284,413,323,338,372,360
"TRINITY_DN831_c1_g1",18,16,31,9,25,39
"TRINITY_DN831_c2_g1",560,782,719,878,771,784
"TRINITY_DN856_c0_g1",60,125,64,65,98,88
"TRINITY_DN899_c0_g1",155,223,231,372,349,305
"TRINITY_DN899_c1_g1",635,485,483,860,812,565
"TRINITY_DN880_c0_g1",67,66,66,147,68,67
"TRINITY_DN850_c0_g1",33,59,51,50,65,55
"TRINITY_DN850_c1_g1",64,89,62,38,71,22
"TRINITY_DN825_c0_g1",483,670,565,726,674,491
"TRINITY_DN876_c0_g1",44,92,39,72,58,55
"TRINITY_DN860_c0_g1",90,36,82,118,57,26
"TRINITY_DN860_c1_g1",15,24,20,24,23,45
"TRINITY_DN891_c0_g2",919,1278,898,854,955,1031
"TRINITY_DN891_c2_g1",38,47,28,58,57,38
"TRINITY_DN891_c5_g1",36,60,68,86,75,47
"TRINITY_DN885_c0_g1",306,464,316,458,500,391
"TRINITY_DN885_c1_g1",23,48,39,12,64,40
"TRINITY_DN885_c4_g1",166,168,202,249,346,298
"TRINITY_DN898_c1_g1",23,32,56,27,43,38
"TRINITY_DN898_c3_g1",28,55,66,34,35,49
"TRINITY_DN866_c1_g1",32,24,33,35,38,36
"TRINITY_DN840_c0_g1",31,27,47,69,66,35
"TRINITY_DN862_c0_g2",11,55,38,179,30,49
"TRINITY_DN862_c0_g3",362,500,462,576,469,805
"TRINITY_DN801_c0_g1",11,6,22,116,6,74
"TRINITY_DN1460_c0_g1",47,126,45,47,64,44
"TRINITY_DN1433_c0_g1",171,198,146,137,218,146
"TRINITY_DN1458_c0_g1",56,216,166,269,175,46
"TRINITY_DN1439_c0_g1",65,59,90,31,58,59
"TRINITY_DN1439_c0_g2",9,30,28,87,40,65
"TRINITY_DN1405_c1_g1",60,30,24,30,53,52
"TRINITY_DN1405_c3_g1",42,47,119,102,42,45
"TRINITY_DN1436_c0_g1",87,42,148,71,112,88
"TRINITY_DN1436_c0_g2",78,102,97,73,154,170
"TRINITY_DN1436_c2_g1",92,74,114,86,111,80
"TRINITY_DN1465_c0_g2",27,83,35,56,66,40
"TRINITY_DN1463_c0_g1",218,117,372,122,267,203
"TRINITY_DN1463_c1_g1",131,167,197,140,272,147
"TRINITY_DN1463_c1_g2",29,33,43,79,22,71
"TRINITY_DN1463_c2_g1",79,86,139,75,151,153
"TRINITY_DN1474_c0_g1",55,86,96,77,73,58
"TRINITY_DN1474_c1_g1",40,47,57,44,48,35
"TRINITY_DN1492_c0_g1",67,83,50,64,82,57
"TRINITY_DN1487_c0_g1",13,38,23,9,69,15
"TRINITY_DN1487_c1_g1",131,162,176,217,214,184
"TRINITY_DN1487_c2_g1",34,21,18,10,27,41
"TRINITY_DN1410_c1_g3",50,80,78,62,81,89
"TRINITY_DN1470_c0_g1",45,56,36,53,74,7
"TRINITY_DN1478_c0_g1",334,324,463,261,602,315
"TRINITY_DN1478_c1_g1",13,9,10,19,5,21
"TRINITY_DN1478_c1_g2",69,74,103,122,130,83
"TRINITY_DN1478_c2_g1",48,41,53,23,51,20
"TRINITY_DN1443_c0_g2",62,54,80,108,90,102
"TRINITY_DN1421_c0_g1",139,97,139,242,271,161
"TRINITY_DN1421_c0_g3",59,63,101,55,11,50
"TRINITY_DN1428_c0_g1",91,56,110,96,105,121
"TRINITY_DN1481_c1_g1",5,6,4,34,13,25
"TRINITY_DN1481_c3_g1",163,255,187,227,288,261
"TRINITY_DN1483_c0_g1",608,660,1594,1493,572,135
"TRINITY_DN1456_c0_g1",132,118,65,138,130,174
"TRINITY_DN1442_c0_g1",97,134,126,132,135,111
"TRINITY_DN1411_c0_g1",30,76,76,56,113,93
"TRINITY_DN1411_c3_g1",44,11,14,38,18,36
"TRINITY_DN1449_c0_g2",15,8,13,30,14,8
"TRINITY_DN1449_c1_g1",93,76,105,101,114,80
"TRINITY_DN1449_c3_g1",68,46,47,65,50,60
"TRINITY_DN1449_c4_g1",0,15,5,41,14,9
"TRINITY_DN1420_c1_g1",64,96,62,80,80,68
"TRINITY_DN1445_c0_g1",34,73,62,58,52,95
"TRINITY_DN1432_c0_g1",110,141,205,107,205,49
"TRINITY_DN1447_c0_g1",84,60,77,99,101,70
"TRINITY_DN1491_c0_g1",522,708,786,882,883,782
"TRINITY_DN1491_c0_g2",69,66,76,115,112,77
"TRINITY_DN1413_c0_g1",52,63,46,37,46,30
"TRINITY_DN1467_c0_g1",86,84,108,89,162,90
"TRINITY_DN1422_c0_g1",329,293,722,277,772,329
"TRINITY_DN1464_c0_g1",16,17,31,42,53,11
"TRINITY_DN1494_c0_g1",84,72,131,136,119,133
"TRINITY_DN1409_c1_g1",59,82,112,107,113,68
"TRINITY_DN1409_c1_g2",44,19,42,42,35,38
"TRINITY_DN1404_c0_g1",1154,1780,1378,1715,1826,1998
"TRINITY_DN1404_c0_g2",212,352,396,360,423,380
"TRINITY_DN1404_c2_g1",54,54,42,64,75,21
"TRINITY_DN1457_c0_g1",111,131,129,112,165,148
"TRINITY_DN1459_c0_g2",61,68,56,43,43,62
"TRINITY_DN1459_c2_g1",67,90,157,177,103,134
"TRINITY_DN1418_c0_g1",10,41,28,36,35,36
"TRINITY_DN1418_c0_g2",50,59,43,44,63,54
"TRINITY_DN1418_c0_g3",37,12,28,17,27,16
"TRINITY_DN1418_c0_g4",78,166,118,146,156,138
"TRINITY_DN1441_c0_g1",52,84,49,52,118,61
"TRINITY_DN1400_c0_g1",34,35,56,59,57,44
"TRINITY_DN1417_c0_g1",103,133,144,130,138,128
"TRINITY_DN1417_c1_g1",0,23,22,11,40,6
"TRINITY_DN1480_c0_g1",23,34,27,23,57,24
"TRINITY_DN1480_c1_g1",73,134,146,154,139,120
"TRINITY_DN1480_c2_g1",44,63,61,70,127,49
"TRINITY_DN1462_c0_g1",8,9,33,14,31,2
"TRINITY_DN1479_c2_g1",17,27,32,29,74,38
"TRINITY_DN1431_c0_g2",89,63,59,61,135,63
"TRINITY_DN1437_c0_g1",33,74,41,156,66,42
"TRINITY_DN1473_c0_g1",105,119,150,197,182,178
"TRINITY_DN1473_c1_g1",120,172,132,165,170,90
"TRINITY_DN1407_c0_g1",13,6,20,23,13,4
"TRINITY_DN1477_c0_g1",76,95,65,102,92,108
"TRINITY_DN1477_c2_g1",30,63,67,60,73,40
"TRINITY_DN1476_c0_g1",109,171,138,154,189,118
"TRINITY_DN1476_c1_g1",49,32,44,15,57,25
"TRINITY_DN1499_c0_g1",35,78,92,74,29,93
"TRINITY_DN1488_c0_g1",154,163,129,63,168,204
"TRINITY_DN1408_c0_g1",23,68,35,78,60,37
"TRINITY_DN1469_c0_g2",57,21,9,36,32,46
"TRINITY_DN1406_c0_g1",43,102,75,128,65,65
"TRINITY_DN1406_c1_g1",93,80,68,102,13,79
"TRINITY_DN1406_c2_g1",65,103,126,108,120,110
"TRINITY_DN1406_c4_g1",60,156,66,170,140,63
"TRINITY_DN1466_c0_g1",19,34,59,49,30,46
"TRINITY_DN1423_c0_g1",1202,1491,1543,1413,1533,1613
"TRINITY_DN1423_c2_g1",12,13,25,0,26,9
"TRINITY_DN1414_c0_g1",14,61,43,59,76,40
"TRINITY_DN1452_c0_g1",462,604,480,584,733,588
"TRINITY_DN1497_c0_g1",174,204,172,226,237,174
"TRINITY_DN1450_c0_g1",54,128,106,127,154,115
"TRINITY_DN1493_c0_g1",173,265,230,267,203,325
"TRINITY_DN1438_c0_g1",340,414,330,328,402,326
"TRINITY_DN1425_c0_g2",33,110,59,22,33,38
"TRINITY_DN1440_c0_g2",6,4,14,10,18,14
"TRINITY_DN1440_c1_g1",59,46,40,20,58,44
"TRINITY_DN1403_c0_g1",91,102,262,244,58,9
"TRINITY_DN1430_c0_g1",129,246,138,197,245,202
"TRINITY_DN1424_c0_g1",279,395,136,809,607,183
"TRINITY_DN1412_c0_g1",25,40,42,32,55,40
"TRINITY_DN1468_c0_g1",9,21,38,19,23,9
"TRINITY_DN1468_c0_g2",381,236,220,277,329,281
"TRINITY_DN1435_c2_g1",629,618,669,1148,644,495
"TRINITY_DN1485_c0_g1",12,9,8,4,11,17
"TRINITY_DN1777_c0_g1",53,36,59,78,106,59
"TRINITY_DN1749_c0_g1",14,10,8,7,22,16
"TRINITY_DN1744_c0_g1",188,245,280,344,330,306
"TRINITY_DN1744_c1_g1",162,169,142,130,235,139
"TRINITY_DN1723_c0_g1",242,238,207,227,314,238
"TRINITY_DN1723_c1_g1",90,79,134,170,91,105
"TRINITY_DN1723_c3_g1",20,17,4,25,8,12
"TRINITY_DN1719_c0_g1",141,179,146,149,107,128
"TRINITY_DN1700_c0_g1",135,219,165,157,243,142
"TRINITY_DN1743_c1_g1",98,129,187,172,141,136
"TRINITY_DN1760_c0_g1",176,200,151,358,576,187
"TRINITY_DN1724_c0_g1",9,907,367,824,155,33
"TRINITY_DN1745_c0_g1",89,118,101,114,73,101
"TRINITY_DN1729_c0_g1",166,270,226,192,235,173
"TRINITY_DN1798_c0_g1",126,84,90,129,131,127
"TRINITY_DN1798_c1_g1",66,91,95,79,99,38
"TRINITY_DN1798_c1_g2",56,35,29,57,39,27
"TRINITY_DN1786_c0_g1",8,2,24,14,10,29
"TRINITY_DN1733_c0_g1",28,52,54,32,38,16
"TRINITY_DN1795_c1_g1",74,33,73,65,97,73
"TRINITY_DN1748_c0_g1",183,226,271,222,181,170
"TRINITY_DN1752_c0_g1",115,121,168,171,276,99
"TRINITY_DN1746_c0_g1",65,42,21,16,97,38
"TRINITY_DN1746_c2_g1",4,9,21,1,21,17
"TRINITY_DN1701_c0_g1",157,528,458,493,594,525
"TRINITY_DN1713_c0_g1",44,37,58,129,97,63
"TRINITY_DN1734_c0_g1",81,44,65,66,92,85
"TRINITY_DN1725_c0_g1",53,50,56,86,90,64
"TRINITY_DN1741_c0_g2",116,130,91,174,140,121
"TRINITY_DN1741_c1_g1",24,41,55,32,31,46
"TRINITY_DN1727_c0_g1",129,155,165,152,184,149
"TRINITY_DN1766_c0_g1",59,59,56,57,74,85
"TRINITY_DN1710_c0_g1",71,221,208,143,134,214
"TRINITY_DN1728_c0_g1",50,41,82,76,15,47
"TRINITY_DN1702_c2_g1",0,13,4,22,20,8
"TRINITY_DN1707_c1_g1",118,89,95,106,121,80
"TRINITY_DN1793_c0_g1",101,82,114,80,114,42
"TRINITY_DN1778_c0_g1",47,67,101,78,94,92
"TRINITY_DN1753_c0_g3",24,14,22,4,6,19
"TRINITY_DN1721_c0_g1",75,57,63,43,87,98
"TRINITY_DN1705_c0_g1",275,371,302,332,394,401
"TRINITY_DN1705_c0_g2",262,407,298,379,441,341
"TRINITY_DN1722_c0_g1",86,88,66,145,88,76
"TRINITY_DN1722_c1_g1",83,148,81,137,140,115
"TRINITY_DN1722_c3_g1",15,27,12,17,9,18
"TRINITY_DN1792_c2_g1",13,23,27,70,36,35
"TRINITY_DN1784_c0_g1",111,148,129,222,172,120
"TRINITY_DN1775_c0_g3",31,86,89,83,93,62
"TRINITY_DN1775_c1_g1",39,65,87,67,27,53
"TRINITY_DN1775_c2_g1",42,33,44,45,62,37
"TRINITY_DN1735_c0_g1",49,37,54,52,56,57
"TRINITY_DN1739_c0_g1",35,68,102,91,47,14
"TRINITY_DN1731_c0_g1",83,49,75,98,72,70
"TRINITY_DN1708_c0_g1",5786,8248,7277,8956,8138,11510
"TRINITY_DN1774_c0_g1",11,18,43,56,40,28
"TRINITY_DN1774_c0_g2",22,14,18,8,20,25
"TRINITY_DN1714_c0_g1",11,4,10,34,7,13
"TRINITY_DN1703_c0_g1",42,3,11,6,11,0
"TRINITY_DN1703_c0_g2",88,50,26,54,75,46
"TRINITY_DN1703_c1_g2",13,28,23,11,16,17
"TRINITY_DN1750_c0_g1",8,22,18,33,15,18
"TRINITY_DN1747_c0_g1",52,60,47,63,91,71
"TRINITY_DN1742_c0_g1",69,191,159,119,189,106
"TRINITY_DN1709_c0_g1",246,441,430,221,327,252
"TRINITY_DN1709_c3_g1",9,4,9,23,32,17
"TRINITY_DN1764_c0_g1",82,0,29,114,193,0
"TRINITY_DN1706_c1_g1",91,157,134,144,126,151
"TRINITY_DN1706_c3_g2",22,36,51,19,25,25
"TRINITY_DN1706_c4_g1",20,32,9,25,38,21
"TRINITY_DN1788_c0_g1",33,23,20,58,22,37
"TRINITY_DN1791_c0_g1",11,46,5,28,15,14
"TRINITY_DN1704_c0_g1",108,105,117,91,169,110
"TRINITY_DN1781_c0_g1",40,24,20,33,72,49
"TRINITY_DN1761_c0_g2",8,14,13,7,18,13
"TRINITY_DN1715_c0_g1",204,302,243,260,235,160
"TRINITY_DN1765_c0_g1",47,56,73,55,83,82
"TRINITY_DN1770_c0_g1",159,219,218,248,303,178
"TRINITY_DN1794_c0_g2",66,119,78,72,124,125
"TRINITY_DN1759_c0_g1",41,103,116,37,161,46
"TRINITY_DN1754_c0_g1",58,56,49,51,44,25
"TRINITY_DN1720_c0_g1",30,25,30,23,13,45
"TRINITY_DN1720_c0_g2",47,72,44,84,68,83
"TRINITY_DN1763_c0_g1",49,200,238,85,209,36
"TRINITY_DN1763_c2_g1",151,123,194,134,186,125
"TRINITY_DN1796_c0_g1",276,376,212,321,423,272
"TRINITY_DN1796_c1_g1",25,35,34,17,27,24
"TRINITY_DN1790_c0_g1",36,55,35,23,32,62
"TRINITY_DN1730_c0_g1",31,35,33,37,44,23
"TRINITY_DN1730_c1_g1",42,2,9,12,78,121
"TRINITY_DN1789_c0_g1",13,64,34,31,11,50
"TRINITY_DN1758_c0_g1",1230,1219,1212,955,1325,1140
"TRINITY_DN1758_c0_g2",87,128,149,142,180,121
"TRINITY_DN1712_c0_g1",288,986,433,364,373,233
"TRINITY_DN1783_c0_g1",135,166,140,130,238,163
"TRINITY_DN1773_c0_g1",12,22,7,11,14,14
"TRINITY_DN1773_c0_g2",12,21,15,9,11,0
"TRINITY_DN1773_c1_g1",94,37,112,41,60,76
"TRINITY_DN1773_c2_g1",41,37,31,22,39,42
"TRINITY_DN2828_c0_g1",14,30,19,25,41,20
"TRINITY_DN2858_c0_g1",169,283,134,257,222,136
"TRINITY_DN2849_c0_g1",64,158,91,51,102,62
"TRINITY_DN2888_c0_g1",46,21,33,28,97,39
"TRINITY_DN2821_c0_g1",447,580,470,601,495,563
"TRINITY_DN2893_c0_g1",135,251,205,248,174,196
"TRINITY_DN2893_c1_g1",5,48,32,24,0,0
"TRINITY_DN2884_c0_g1",52,72,45,56,47,38
"TRINITY_DN2886_c1_g1",122,119,119,148,148,99
"TRINITY_DN2803_c0_g1",103,138,158,149,175,128
"TRINITY_DN2808_c0_g1",75,78,93,104,133,123
"TRINITY_DN2840_c1_g1",131,151,143,154,173,155
"TRINITY_DN2842_c0_g1",209,264,212,334,299,313
"TRINITY_DN2842_c0_g2",114,114,97,109,107,110
"TRINITY_DN2842_c3_g1",11,18,21,16,6,17
"TRINITY_DN2890_c0_g1",64,23,30,30,72,97
"TRINITY_DN2890_c1_g1",38,4,116,89,31,11
"TRINITY_DN2853_c0_g1",128,126,193,87,179,129
"TRINITY_DN2895_c0_g2",32,37,47,33,40,35
"TRINITY_DN2895_c2_g1",87,62,54,51,121,27
"TRINITY_DN2825_c0_g1",56,55,62,93,126,83
"TRINITY_DN2825_c0_g2",25,17,50,85,81,50
"TRINITY_DN2825_c1_g1",0,45,48,91,0,0
"TRINITY_DN2872_c1_g1",81,122,94,85,137,59
"TRINITY_DN2877_c0_g1",64,72,86,106,87,105
"TRINITY_DN2894_c0_g2",51,30,58,20,56,52
"TRINITY_DN2848_c0_g1",66,141,123,95,108,151
"TRINITY_DN2824_c0_g1",6,0,7,30,13,19
"TRINITY_DN2802_c0_g1",5,45,14,6,43,22
"TRINITY_DN2875_c0_g1",51,77,41,19,81,81
"TRINITY_DN2847_c0_g1",120,135,130,214,158,137
"TRINITY_DN2899_c0_g1",173,180,148,258,165,221
"TRINITY_DN2834_c0_g1",75,101,105,110,122,85
"TRINITY_DN2889_c2_g1",71,66,28,145,120,72
"TRINITY_DN2889_c5_g1",31,65,44,41,68,47
"TRINITY_DN2874_c0_g1",179,123,158,194,232,118
"TRINITY_DN2807_c0_g1",28,53,168,66,77,152
"TRINITY_DN2882_c0_g1",36,16,27,31,25,22
"TRINITY_DN2838_c0_g2",175,229,313,298,262,200
"TRINITY_DN2827_c0_g1",48,74,67,90,72,63
"TRINITY_DN2816_c1_g1",124,215,232,325,214,311
"TRINITY_DN2816_c2_g1",151,109,115,146,198,94
"TRINITY_DN2857_c0_g1",60,90,95,65,80,102
"TRINITY_DN2865_c0_g1",213,217,150,275,254,337
"TRINITY_DN2870_c0_g1",16,26,38,40,29,12
"TRINITY_DN2868_c0_g1",119,156,139,153,147,157
"TRINITY_DN2860_c0_g1",211,376,290,336,351,361
"TRINITY_DN2879_c0_g1",37,29,59,24,42,53
"TRINITY_DN2878_c0_g2",2,2,14,11,13,0
"TRINITY_DN2806_c0_g2",150,144,190,213,254,192
"TRINITY_DN2851_c0_g1",10,230,19,23,113,135
"TRINITY_DN2869_c0_g1",293,304,307,265,359,246
"TRINITY_DN2887_c0_g1",307,237,448,384,235,236
"TRINITY_DN2818_c0_g1",4,51,39,39,41,83
"TRINITY_DN2818_c1_g1",55,62,47,70,115,73
