"","5","8","12","16","20","24"
"TRINITY_DN35051_c0_g1",27,48,18,38,39,22
"TRINITY_DN36539_c0_g1",0,18,9,25,34,0
"TRINITY_DN36528_c0_g1",8,21,26,39,56,23
"TRINITY_DN36530_c0_g1",22,39,37,23,10,14
"TRINITY_DN36549_c0_g1",58,81,81,53,96,63
"TRINITY_DN36526_c0_g1",17,48,54,46,22,31
"TRINITY_DN36512_c0_g2",28,48,15,18,31,8
"TRINITY_DN36532_c0_g2",6,30,17,2,4,12
"TRINITY_DN36502_c0_g1",67,13,54,10,42,11
"TRINITY_DN36592_c0_g2",30,41,30,19,34,25
"TRINITY_DN36702_c0_g2",337,447,392,355,522,367
"TRINITY_DN36756_c0_g1",12,9,19,18,26,12
"TRINITY_DN36709_c0_g1",37,30,65,97,36,39
"TRINITY_DN36744_c0_g1",12,37,26,28,42,29
"TRINITY_DN36710_c0_g2",20,13,11,33,18,8
"TRINITY_DN36743_c2_g1",4,13,6,21,9,17
"TRINITY_DN36778_c0_g1",24,79,31,23,37,43
"TRINITY_DN36792_c2_g2",11,17,6,6,8,18
"TRINITY_DN37099_c0_g1",12,19,8,4,4,11
"TRINITY_DN37053_c1_g1",10,60,63,42,59,22
"TRINITY_DN37080_c0_g1",27,33,51,57,52,16
"TRINITY_DN37028_c0_g1",77,26,83,72,61,100
"TRINITY_DN37077_c0_g1",27,24,24,47,12,33
"TRINITY_DN37057_c0_g1",47,62,35,71,104,97
"TRINITY_DN37054_c0_g1",13,42,101,86,35,6
"TRINITY_DN37287_c0_g1",18,6,21,2,30,8
"TRINITY_DN37217_c0_g1",27,8,14,24,27,37
"TRINITY_DN37280_c0_g1",15,16,11,7,4,2
"TRINITY_DN37277_c0_g1",21,46,43,67,44,42
"TRINITY_DN37283_c0_g1",43,14,53,42,16,4
"TRINITY_DN37295_c0_g1",5,19,23,6,31,11
"TRINITY_DN37270_c0_g1",165,131,175,207,140,197
"TRINITY_DN37527_c0_g1",18,12,12,3,1,7
"TRINITY_DN37592_c0_g1",20,8,19,14,32,6
"TRINITY_DN37503_c0_g1",34,37,39,50,28,37
"TRINITY_DN37564_c0_g1",35,48,32,50,53,60
"TRINITY_DN37507_c0_g1",54,71,56,61,65,49
"TRINITY_DN37574_c1_g1",18,26,32,24,31,16
"TRINITY_DN37574_c2_g1",38,63,44,35,30,51
"TRINITY_DN37554_c0_g1",10,21,11,24,27,14
"TRINITY_DN37552_c0_g1",44,28,16,18,14,35
"TRINITY_DN37569_c1_g1",36,26,7,45,44,16
"TRINITY_DN37504_c0_g1",18,2,3,13,45,20
"TRINITY_DN37551_c0_g2",42,97,50,27,47,77
"TRINITY_DN37842_c0_g1",148,136,142,165,204,161
"TRINITY_DN37842_c5_g1",29,18,23,25,30,30
"TRINITY_DN37861_c2_g1",3,33,32,6,4,47
"TRINITY_DN37886_c0_g1",24,37,37,13,45,28
"TRINITY_DN37849_c0_g1",24,59,20,27,10,22
"TRINITY_DN37877_c0_g1",17,23,25,17,27,21
"TRINITY_DN37864_c0_g1",12,0,4,16,11,4
"TRINITY_DN37888_c0_g1",5,12,8,24,13,17
"TRINITY_DN37897_c0_g1",32,87,119,119,76,88
"TRINITY_DN37836_c0_g1",7,16,8,24,19,23
"TRINITY_DN37857_c0_g1",30,29,6,23,39,29
"TRINITY_DN37857_c0_g2",7,12,19,10,18,27
"TRINITY_DN37872_c0_g1",43,38,71,47,48,71
"TRINITY_DN37892_c0_g1",5,18,57,34,7,55
"TRINITY_DN37804_c0_g1",0,11,42,0,19,0
"TRINITY_DN38314_c0_g1",7,15,20,22,31,11
"TRINITY_DN38301_c0_g1",12,30,45,27,22,24
"TRINITY_DN38389_c0_g2",9,56,34,37,24,31
"TRINITY_DN38395_c0_g1",23,44,24,22,21,32
"TRINITY_DN38325_c1_g1",77,16,35,55,48,25
"TRINITY_DN38328_c0_g1",2,26,13,15,12,5
"TRINITY_DN38328_c1_g1",29,21,27,21,57,23
"TRINITY_DN38367_c0_g1",26,0,14,15,0,2
"TRINITY_DN38381_c0_g1",18,39,39,10,30,14
"TRINITY_DN38381_c2_g1",12,0,11,4,14,11
"TRINITY_DN38339_c0_g1",0,9,5,28,11,29
"TRINITY_DN38348_c0_g1",28,113,9,19,51,22
"TRINITY_DN38683_c0_g1",8,16,2,33,13,21
"TRINITY_DN38659_c0_g4",44,30,20,7,9,43
"TRINITY_DN38642_c0_g1",21,7,25,35,37,31
"TRINITY_DN38619_c0_g1",13,37,16,13,14,25
"TRINITY_DN38690_c0_g1",85,86,75,58,122,82
"TRINITY_DN38626_c0_g1",55,57,50,0,4,8
"TRINITY_DN38666_c1_g1",127,120,118,108,83,73
"TRINITY_DN38629_c0_g1",3,11,11,16,13,5
"TRINITY_DN38658_c0_g1",43,26,29,17,39,41
"TRINITY_DN38658_c0_g2",96,39,29,29,35,51
"TRINITY_DN38668_c0_g1",7,13,16,8,13,12
"TRINITY_DN38773_c0_g1",77,70,83,20,63,65
"TRINITY_DN38800_c1_g1",28,20,13,11,10,21
"TRINITY_DN38755_c0_g1",16,12,35,25,24,4
"TRINITY_DN38761_c0_g1",145,170,103,109,217,134
"TRINITY_DN38761_c1_g1",6,29,18,63,12,14
"TRINITY_DN38797_c0_g1",34,32,17,8,1,11
"TRINITY_DN38711_c0_g1",32,37,31,31,28,36
"TRINITY_DN38776_c0_g1",143,104,161,109,163,110
"TRINITY_DN38791_c0_g1",22,33,36,51,56,18
"TRINITY_DN38978_c0_g1",22,40,10,14,10,15
"TRINITY_DN38966_c0_g1",59,67,79,56,107,111
"TRINITY_DN38909_c0_g1",9,9,22,20,14,14
"TRINITY_DN38902_c0_g1",43,45,57,177,130,164
"TRINITY_DN38908_c0_g1",56,47,44,79,67,67
"TRINITY_DN39359_c0_g1",6,17,16,20,28,18
"TRINITY_DN39371_c1_g2",46,49,31,31,36,16
"TRINITY_DN39393_c0_g1",42,76,49,49,71,35
"TRINITY_DN39347_c0_g1",14,15,11,12,12,10
"TRINITY_DN39352_c0_g2",66,98,59,71,97,26
"TRINITY_DN39335_c0_g1",62,65,47,117,102,66
"TRINITY_DN39351_c0_g1",0,22,5,3,27,41
"TRINITY_DN39330_c0_g1",4,18,7,23,10,19
"TRINITY_DN39370_c0_g1",0,17,17,9,11,0
"TRINITY_DN39321_c0_g1",2,16,18,27,35,37
"TRINITY_DN39343_c0_g2",10,11,17,7,4,12
"TRINITY_DN39343_c0_g3",3,11,22,7,24,10
"TRINITY_DN39373_c0_g1",17,17,16,6,19,5
"TRINITY_DN39349_c0_g1",15,6,21,15,21,39
"TRINITY_DN39407_c5_g1",14,27,58,87,27,9
"TRINITY_DN39470_c0_g1",101,107,87,63,131,76
"TRINITY_DN39470_c0_g2",15,4,12,2,11,4
"TRINITY_DN39458_c0_g1",15,12,30,38,6,7
"TRINITY_DN39429_c0_g1",11,9,14,18,0,0
"TRINITY_DN39449_c0_g1",18,4,23,33,33,0
"TRINITY_DN39481_c0_g1",44,50,41,75,18,38
"TRINITY_DN39411_c0_g1",12,5,16,84,17,7
"TRINITY_DN39626_c0_g1",126,217,108,121,164,199
"TRINITY_DN39645_c0_g1",206,251,199,187,168,228
"TRINITY_DN39645_c0_g2",43,24,24,53,63,20
"TRINITY_DN39680_c0_g1",112,238,154,176,227,256
"TRINITY_DN39687_c0_g1",25,59,30,79,38,29
"TRINITY_DN39632_c0_g2",33,28,40,32,31,55
"TRINITY_DN39728_c0_g1",40,38,70,50,84,68
"TRINITY_DN39730_c0_g5",37,32,19,50,19,28
"TRINITY_DN39741_c1_g1",36,28,8,60,39,51
"TRINITY_DN39776_c1_g1",39,60,34,27,64,30
"TRINITY_DN39727_c0_g2",21,32,25,17,17,0
"TRINITY_DN39790_c0_g1",16,0,16,15,10,4
"TRINITY_DN39778_c0_g1",12,21,5,18,10,9
"TRINITY_DN40159_c0_g1",13,0,30,0,0,43
"TRINITY_DN40142_c0_g3",61,113,86,54,33,105
"TRINITY_DN40166_c0_g1",11,8,29,30,32,86
"TRINITY_DN40135_c0_g1",10,11,13,25,21,26
"TRINITY_DN40107_c0_g1",34,14,25,15,25,43
"TRINITY_DN40138_c0_g1",15,2,10,12,16,6
"TRINITY_DN40119_c0_g1",59,74,52,77,59,54
"TRINITY_DN40174_c0_g1",17,13,40,17,20,40
"TRINITY_DN40145_c0_g2",68,53,31,71,70,56
"TRINITY_DN40181_c1_g1",21,16,18,32,11,6
"TRINITY_DN40444_c0_g1",21,10,17,10,40,28
"TRINITY_DN40484_c0_g1",0,31,2,14,8,23
"TRINITY_DN40464_c1_g2",134,174,190,224,202,257
"TRINITY_DN40496_c2_g1",11,27,73,78,42,7
"TRINITY_DN40417_c0_g1",3,14,38,38,14,2
"TRINITY_DN40428_c0_g1",21,29,15,21,17,8
"TRINITY_DN40453_c0_g3",22,33,31,11,8,9
"TRINITY_DN41918_c0_g2",6,40,28,33,35,16
"TRINITY_DN41941_c0_g1",15,45,37,43,29,28
"TRINITY_DN41983_c0_g1",0,0,17,12,0,14
"TRINITY_DN41952_c0_g4",14,35,24,39,27,21
"TRINITY_DN41938_c0_g1",61,88,128,72,140,60
"TRINITY_DN41944_c0_g1",82,125,129,127,162,81
"TRINITY_DN41965_c0_g1",25,53,22,38,72,23
"TRINITY_DN41968_c1_g2",0,48,27,0,0,14
"TRINITY_DN41911_c0_g2",26,33,82,39,31,42
"TRINITY_DN41911_c0_g3",7,48,93,42,17,37
"TRINITY_DN41911_c1_g1",15,11,61,19,11,28
"TRINITY_DN41937_c0_g1",43,11,22,18,14,28
"TRINITY_DN41990_c0_g1",13,7,23,26,28,28
"TRINITY_DN42112_c0_g1",48,82,77,79,68,47
"TRINITY_DN42118_c0_g1",17,10,33,13,75,37
"TRINITY_DN42186_c0_g1",33,20,51,62,91,60
"TRINITY_DN42108_c0_g2",4,13,17,2,13,4
"TRINITY_DN42135_c0_g1",102,146,95,183,138,103
"TRINITY_DN42140_c0_g1",16,16,4,8,13,3
"TRINITY_DN42117_c0_g1",15,57,20,4,15,38
"TRINITY_DN42177_c0_g1",33,31,53,71,55,61
"TRINITY_DN42340_c2_g1",2,89,36,88,45,15
"TRINITY_DN42361_c0_g1",7,2,16,22,16,4
"TRINITY_DN42363_c0_g1",699,905,905,1105,1016,737
"TRINITY_DN42331_c1_g1",4,8,24,9,23,11
"TRINITY_DN42326_c0_g1",22,80,32,121,137,19
"TRINITY_DN42365_c0_g1",21,51,39,43,61,35
"TRINITY_DN42397_c0_g1",17,11,12,25,31,9
"TRINITY_DN42302_c0_g1",5,21,14,4,21,4
"TRINITY_DN42548_c0_g1",33,16,28,61,24,14
"TRINITY_DN42583_c0_g1",40,55,45,42,39,53
"TRINITY_DN42590_c0_g3",40,53,39,28,48,25
"TRINITY_DN42590_c1_g1",9,18,11,15,29,5
"TRINITY_DN42563_c0_g1",5,8,24,35,13,17
"TRINITY_DN42577_c0_g1",8,7,18,17,6,14
"TRINITY_DN42585_c0_g2",71,79,46,34,4,48
"TRINITY_DN42545_c0_g3",17,16,41,44,14,2
"TRINITY_DN42532_c0_g2",9,16,20,26,4,8
"TRINITY_DN42562_c0_g1",25,70,62,47,48,68
"TRINITY_DN42504_c0_g2",38,58,56,87,61,63
"TRINITY_DN43365_c0_g2",179,226,194,235,225,266
"TRINITY_DN43358_c0_g1",16,60,22,42,48,41
"TRINITY_DN43320_c0_g1",20,38,72,69,13,4
"TRINITY_DN43361_c0_g1",112,32,61,91,210,76
"TRINITY_DN43305_c0_g1",63,87,122,4,51,53
"TRINITY_DN43588_c0_g1",66,50,147,158,49,9
"TRINITY_DN43574_c0_g1",4,33,11,6,12,14
"TRINITY_DN43598_c0_g1",25,12,30,46,35,33
"TRINITY_DN43576_c0_g1",3,2,17,7,31,15
"TRINITY_DN43563_c0_g1",25,46,14,38,77,21
"TRINITY_DN43594_c0_g1",1,64,8,15,19,9
"TRINITY_DN43583_c0_g1",39,20,43,73,33,0
"TRINITY_DN43570_c0_g1",10,11,20,7,17,25
"TRINITY_DN43882_c1_g1",14,34,33,7,13,12
"TRINITY_DN43804_c0_g1",149,154,170,205,247,239
"TRINITY_DN43805_c0_g1",86,92,88,179,78,110
"TRINITY_DN43843_c0_g1",51,33,53,43,43,56
"TRINITY_DN43889_c0_g1",83,146,126,96,95,98
"TRINITY_DN43815_c1_g1",11,18,7,15,19,28
"TRINITY_DN43818_c0_g1",434,502,433,429,578,448
"TRINITY_DN43891_c0_g1",37,31,40,48,33,26
"TRINITY_DN43855_c0_g1",7,7,35,35,18,4
"TRINITY_DN43857_c0_g1",249,394,334,320,155,375
"TRINITY_DN45349_c0_g1",32,48,54,0,37,21
"TRINITY_DN45361_c1_g1",16,7,41,27,16,0
"TRINITY_DN45388_c0_g1",8,21,40,17,17,31
"TRINITY_DN45307_c0_g1",18,13,20,16,21,14
"TRINITY_DN45543_c0_g1",30,27,40,36,43,49
"TRINITY_DN45594_c1_g3",11,19,8,6,10,26
"TRINITY_DN45579_c0_g2",7,50,36,36,9,41
"TRINITY_DN45547_c1_g1",15,31,30,41,23,36
"TRINITY_DN45598_c0_g1",133,219,257,209,101,119
"TRINITY_DN45548_c0_g1",11,14,14,3,12,19
"TRINITY_DN45508_c0_g1",471,309,421,525,0,386
"TRINITY_DN45523_c0_g2",12,24,5,69,34,18
"TRINITY_DN46009_c0_g2",47,68,184,109,0,0
"TRINITY_DN46069_c0_g1",21,17,5,23,54,14
"TRINITY_DN46066_c0_g1",48,23,37,37,57,45
"TRINITY_DN46070_c0_g1",106,142,5,87,11,0
"TRINITY_DN46097_c0_g1",5,9,25,12,40,32
"TRINITY_DN46083_c0_g1",24,42,69,37,48,18
"TRINITY_DN46006_c1_g2",11,10,17,24,29,11
"TRINITY_DN46027_c0_g1",125,116,132,78,123,88
"TRINITY_DN46090_c0_g1",4,13,16,4,27,4
"TRINITY_DN46131_c1_g2",55,26,27,11,26,40
"TRINITY_DN46157_c0_g1",279,403,326,373,356,425
"TRINITY_DN46167_c2_g1",9,28,34,32,13,1
"TRINITY_DN46147_c0_g1",15,50,34,67,24,12
"TRINITY_DN46102_c0_g1",23,2,60,41,58,22
"TRINITY_DN46139_c0_g1",81,122,131,116,158,62
"TRINITY_DN46425_c0_g1",12,28,13,8,18,12
"TRINITY_DN46471_c0_g1",251,245,151,230,258,210
"TRINITY_DN46487_c0_g1",13,8,30,49,35,14
"TRINITY_DN46489_c0_g2",39,63,6,16,41,2
"TRINITY_DN46419_c0_g1",73,108,85,128,129,96
"TRINITY_DN46432_c0_g1",16,16,4,6,26,35
"TRINITY_DN46459_c0_g1",19,19,2,12,8,17
"TRINITY_DN46572_c0_g1",23,4,39,36,18,0
"TRINITY_DN46571_c0_g1",13,12,33,52,45,30
"TRINITY_DN46559_c0_g1",98,135,131,111,127,109
"TRINITY_DN46528_c0_g1",58,228,44,28,328,63
"TRINITY_DN46508_c1_g1",21,12,13,12,10,10
"TRINITY_DN46766_c0_g1",13,14,20,17,40,35
"TRINITY_DN46733_c1_g1",18,20,66,47,26,10
"TRINITY_DN46734_c0_g1",40,80,59,84,50,35
"TRINITY_DN46758_c0_g1",28,37,44,47,27,26
"TRINITY_DN46756_c0_g2",18,36,25,33,28,12
"TRINITY_DN46773_c1_g2",27,41,52,56,62,45
"TRINITY_DN46703_c0_g1",72,73,42,22,46,109
"TRINITY_DN46737_c0_g1",16,21,4,18,14,6
"TRINITY_DN47288_c0_g1",7,40,75,55,36,4
"TRINITY_DN47224_c0_g1",4,12,39,70,17,6
"TRINITY_DN47273_c0_g4",32,54,11,34,20,41
"TRINITY_DN47273_c0_g5",14,15,46,24,14,2
"TRINITY_DN47285_c0_g1",23,16,28,30,24,98
"TRINITY_DN47271_c1_g1",23,21,19,30,44,25
"TRINITY_DN48145_c0_g1",11,26,6,0,15,19
"TRINITY_DN48706_c0_g1",18,32,31,18,15,30
"TRINITY_DN48764_c0_g1",36,25,42,17,68,15
"TRINITY_DN48717_c0_g1",42,46,45,35,34,32
"TRINITY_DN48736_c0_g1",7,6,9,23,14,15
"TRINITY_DN48743_c0_g1",74,138,169,179,153,168
"TRINITY_DN48713_c0_g1",97,113,98,163,216,135
"TRINITY_DN49949_c1_g1",3,15,17,0,15,5
"TRINITY_DN49952_c0_g1",10,15,13,37,12,13
"TRINITY_DN49955_c0_g2",29,26,38,44,75,33
"TRINITY_DN49982_c0_g1",38,54,62,40,108,46
"TRINITY_DN50495_c0_g1",30,17,36,12,14,8
"TRINITY_DN50428_c0_g1",0,17,39,23,7,15
"TRINITY_DN50415_c0_g1",23,23,22,11,22,7
"TRINITY_DN50500_c0_g1",13,28,13,8,16,33
"TRINITY_DN50554_c0_g1",25,18,16,43,23,15
"TRINITY_DN50578_c0_g1",47,58,19,54,63,24
"TRINITY_DN50520_c0_g1",114,177,143,202,216,142
"TRINITY_DN50524_c0_g1",57,46,92,93,74,64
"TRINITY_DN50538_c0_g2",12,18,19,8,15,12
"TRINITY_DN50582_c0_g1",32,19,17,36,22,9
"TRINITY_DN50711_c0_g1",19,0,3,24,20,29
"TRINITY_DN50760_c0_g2",46,33,43,52,41,66
"TRINITY_DN50791_c0_g1",73,115,97,134,82,161
"TRINITY_DN50791_c0_g4",26,54,18,36,35,40
"TRINITY_DN50712_c0_g1",80,147,98,123,162,118
"TRINITY_DN50780_c0_g1",48,32,42,55,43,55
"TRINITY_DN50780_c0_g2",13,10,20,23,27,25
"TRINITY_DN50780_c1_g1",13,18,27,1,66,15
"TRINITY_DN50784_c0_g1",10,7,14,18,21,12
"TRINITY_DN50767_c0_g1",51,58,47,90,68,72
"TRINITY_DN51369_c0_g1",18,46,35,42,54,49
"TRINITY_DN51369_c1_g1",3,27,12,4,27,17
"TRINITY_DN51359_c0_g1",4,20,20,25,15,20
"TRINITY_DN51376_c0_g1",8,31,11,15,40,38
"TRINITY_DN51346_c0_g1",33,17,28,18,22,35
"TRINITY_DN51510_c0_g1",4,18,16,8,28,3
"TRINITY_DN51567_c0_g3",28,28,18,21,38,50
"TRINITY_DN51558_c0_g1",43,41,48,23,14,14
"TRINITY_DN51564_c0_g1",26,13,5,3,7,18
"TRINITY_DN51544_c1_g2",23,30,26,33,27,20
"TRINITY_DN51543_c0_g2",50,78,64,160,107,59
"TRINITY_DN51536_c0_g1",32,56,57,116,62,95
"TRINITY_DN51618_c2_g1",25,74,56,44,48,17
"TRINITY_DN51662_c0_g1",54,0,101,90,0,4
"TRINITY_DN51621_c0_g3",22,30,13,15,35,32
"TRINITY_DN51660_c1_g1",21,14,17,4,0,6
"TRINITY_DN51673_c0_g2",3,4,13,11,15,20
"TRINITY_DN51673_c0_g4",29,18,23,24,18,0
"TRINITY_DN51609_c0_g1",139,188,193,219,236,134
"TRINITY_DN51617_c1_g1",93,87,95,67,73,50
"TRINITY_DN51604_c0_g1",19,33,39,64,13,9
"TRINITY_DN51896_c2_g1",18,20,31,3,21,15
"TRINITY_DN51813_c0_g1",35,43,67,44,48,90
"TRINITY_DN51880_c0_g2",45,26,12,93,30,61
"TRINITY_DN51887_c0_g1",12,18,30,25,17,44
"TRINITY_DN51887_c0_g3",99,144,78,91,179,82
"TRINITY_DN51862_c0_g2",9,4,16,7,13,15
"TRINITY_DN51862_c1_g1",12,15,21,10,37,8
"TRINITY_DN51814_c0_g1",84,135,69,105,119,135
"TRINITY_DN51858_c0_g1",76,131,140,170,158,132
"TRINITY_DN51829_c0_g5",15,8,19,12,0,20
"TRINITY_DN51991_c0_g1",70,63,43,108,44,73
"TRINITY_DN51994_c0_g1",75,19,22,119,24,33
"TRINITY_DN51905_c0_g1",48,42,38,23,36,32
"TRINITY_DN51926_c0_g1",13,17,23,17,6,10
"TRINITY_DN51983_c0_g1",10,15,15,6,15,22
"TRINITY_DN52277_c0_g2",5,9,15,20,14,3
"TRINITY_DN52277_c0_g3",8,19,7,7,18,12
"TRINITY_DN52294_c0_g1",41,79,56,66,79,59
"TRINITY_DN52470_c0_g1",30,4,22,28,4,10
"TRINITY_DN52430_c0_g1",5,7,29,4,11,11
"TRINITY_DN52430_c0_g2",14,30,14,13,10,11
"TRINITY_DN52477_c0_g1",22,11,11,12,6,11
"TRINITY_DN52422_c0_g1",28,18,44,15,28,43
"TRINITY_DN52439_c0_g1",76,75,167,115,126,145
"TRINITY_DN52472_c0_g1",14,13,31,26,24,38
"TRINITY_DN52985_c0_g1",25,6,19,17,17,6
"TRINITY_DN52942_c1_g1",16,10,3,13,21,14
"TRINITY_DN52905_c0_g1",13,34,39,45,56,32
"TRINITY_DN52946_c0_g1",2,16,17,25,52,6
"TRINITY_DN52998_c0_g1",17,11,18,13,31,20
"TRINITY_DN53001_c0_g1",0,13,30,18,38,6
"TRINITY_DN52922_c0_g1",27,38,42,77,29,58
"TRINITY_DN52968_c0_g1",36,20,38,47,55,21
"TRINITY_DN53368_c0_g2",78,98,86,85,138,132
"TRINITY_DN53382_c0_g1",40,36,20,17,27,40
"TRINITY_DN53312_c0_g1",14,1,13,14,0,10
"TRINITY_DN53329_c0_g1",18,19,22,15,5,23
"TRINITY_DN53394_c0_g1",6,0,22,26,10,21
"TRINITY_DN53542_c0_g1",18,14,8,7,11,22
"TRINITY_DN53559_c0_g1",439,668,846,674,730,594
"TRINITY_DN53590_c0_g2",61,28,93,78,75,64
"TRINITY_DN53578_c0_g1",15,9,18,20,21,6
"TRINITY_DN53549_c0_g1",48,85,63,122,118,111
"TRINITY_DN53633_c0_g1",50,90,99,74,78,65
"TRINITY_DN53631_c0_g1",7,6,30,22,19,16
"TRINITY_DN53682_c0_g1",19,9,27,62,14,18
"TRINITY_DN54049_c0_g1",0,17,11,14,4,5
"TRINITY_DN54334_c0_g1",6,7,19,3,12,21
"TRINITY_DN54352_c0_g3",37,23,37,33,23,12
"TRINITY_DN54308_c0_g1",19,24,14,15,6,6
"TRINITY_DN54357_c0_g2",16,10,14,22,11,2
"TRINITY_DN54329_c0_g1",16,9,8,22,28,9
"TRINITY_DN54622_c0_g1",22,41,36,47,49,26
"TRINITY_DN54604_c1_g1",14,34,27,18,19,6
"TRINITY_DN54769_c0_g2",0,0,4,17,18,26
"TRINITY_DN54710_c0_g2",33,64,70,81,36,48
"TRINITY_DN54982_c0_g1",0,23,11,18,9,0
"TRINITY_DN54948_c0_g1",59,45,105,51,78,55
"TRINITY_DN54909_c0_g1",7,15,6,17,15,18
"TRINITY_DN54921_c0_g1",14,63,50,57,43,56
"TRINITY_DN54998_c0_g1",0,25,15,23,14,11
"TRINITY_DN54956_c0_g1",14,42,18,35,25,17
"TRINITY_DN54912_c0_g1",33,14,36,15,27,13
"TRINITY_DN54969_c0_g2",27,10,19,2,14,19
"TRINITY_DN54950_c0_g3",12,27,2,53,16,4
"TRINITY_DN54954_c0_g1",85,59,112,124,84,85
"TRINITY_DN54974_c1_g1",38,45,6,31,17,27
"TRINITY_DN54951_c2_g1",19,55,51,33,27,31
"TRINITY_DN54980_c0_g1",189,152,178,222,197,196
"TRINITY_DN55286_c0_g1",43,44,40,39,52,43
"TRINITY_DN55249_c0_g1",31,40,18,39,41,13
"TRINITY_DN55232_c0_g1",7,21,11,5,8,15
"TRINITY_DN55232_c0_g2",8,18,9,14,4,27
"TRINITY_DN55246_c0_g1",66,68,76,121,121,92
"TRINITY_DN56408_c1_g1",9,4,17,17,4,17
"TRINITY_DN56404_c0_g1",39,29,87,70,106,53
"TRINITY_DN56453_c0_g2",0,2,23,7,21,16
"TRINITY_DN56473_c0_g1",79,65,41,26,99,25
"TRINITY_DN56500_c0_g1",37,76,37,40,27,52
"TRINITY_DN56431_c0_g1",19,6,21,37,9,4
"TRINITY_DN56436_c0_g1",9,14,18,29,18,20
"TRINITY_DN56489_c0_g1",0,17,34,21,15,19
"TRINITY_DN56494_c0_g1",50,67,18,18,31,17
"TRINITY_DN57446_c0_g1",81,78,187,179,70,11
"TRINITY_DN57467_c0_g1",66,51,69,51,93,84
"TRINITY_DN57616_c0_g1",33,15,11,20,4,18
"TRINITY_DN57676_c0_g1",52,101,35,55,61,73
"TRINITY_DN57684_c0_g1",23,8,9,17,19,13
"TRINITY_DN58000_c0_g1",40,77,70,86,79,62
"TRINITY_DN57948_c0_g1",39,33,36,56,30,13
"TRINITY_DN57949_c0_g2",28,17,22,26,29,35
"TRINITY_DN58417_c0_g1",17,10,6,6,13,26
"TRINITY_DN58463_c0_g1",4,15,45,19,15,15
"TRINITY_DN58480_c0_g1",21,6,34,31,25,8
"TRINITY_DN58464_c0_g1",14,7,38,17,5,2
"TRINITY_DN58464_c0_g2",11,13,19,18,12,2
"TRINITY_DN58512_c0_g1",11,53,10,34,8,18
"TRINITY_DN58512_c0_g2",3,8,7,15,13,22
"TRINITY_DN58591_c0_g1",31,32,35,26,39,18
"TRINITY_DN58590_c0_g2",7,16,11,23,4,0
"TRINITY_DN58567_c0_g1",175,215,193,281,214,324
"TRINITY_DN58803_c0_g2",28,6,23,51,10,8
"TRINITY_DN58852_c0_g1",23,0,21,12,0,0
"TRINITY_DN58862_c0_g1",32,17,21,32,21,22
"TRINITY_DN58818_c0_g1",11,30,47,47,36,48
"TRINITY_DN58975_c0_g1",15,19,19,32,27,42
"TRINITY_DN58941_c0_g1",13,46,51,23,44,54
"TRINITY_DN58996_c0_g1",12,10,15,10,6,11
"TRINITY_DN58937_c1_g1",8,0,18,13,20,7
"TRINITY_DN58999_c0_g1",36,45,35,44,34,23
"TRINITY_DN58940_c0_g1",76,82,106,161,89,109
"TRINITY_DN59158_c0_g1",6,14,5,11,20,6
"TRINITY_DN59202_c0_g1",42,0,24,17,0,33
"TRINITY_DN59131_c0_g1",91,118,86,47,62,74
"TRINITY_DN59187_c0_g1",11,6,16,11,19,20
"TRINITY_DN59226_c0_g1",13,14,15,20,16,12
"TRINITY_DN59216_c0_g1",4,76,63,52,49,6
"TRINITY_DN59284_c0_g1",15,14,13,33,16,8
"TRINITY_DN59710_c1_g1",9,15,41,4,12,15
"TRINITY_DN59764_c0_g1",2,6,15,33,13,12
"TRINITY_DN59763_c0_g1",63,62,32,50,51,56
"TRINITY_DN59800_c0_g1",28,19,34,48,61,21
"TRINITY_DN59766_c0_g1",221,285,247,229,337,272
"TRINITY_DN59761_c0_g2",62,52,44,14,41,46
"TRINITY_DN59765_c0_g1",4,46,18,2,21,13
"TRINITY_DN60310_c0_g1",152,226,230,213,241,332
"TRINITY_DN60362_c0_g1",0,22,7,14,13,7
"TRINITY_DN60384_c0_g1",26,24,35,28,48,16
"TRINITY_DN60348_c0_g1",11,52,32,45,25,31
"TRINITY_DN60571_c0_g1",14,13,27,36,9,4
"TRINITY_DN60620_c0_g2",23,47,32,33,31,37
"TRINITY_DN60625_c0_g1",13,6,9,13,15,12
"TRINITY_DN60667_c0_g1",21,19,19,27,11,7
"TRINITY_DN60605_c0_g1",29,52,20,60,26,33
"TRINITY_DN60840_c0_g1",33,13,60,75,60,24
"TRINITY_DN60861_c0_g1",26,75,38,32,84,52
"TRINITY_DN60855_c0_g1",38,15,25,20,39,33
"TRINITY_DN60867_c0_g1",8,16,43,47,23,0
"TRINITY_DN60899_c0_g1",49,20,33,18,33,17
"TRINITY_DN60958_c0_g1",26,55,35,69,72,30
"TRINITY_DN60969_c0_g1",2,50,2,34,43,41
"TRINITY_DN60937_c0_g1",8,25,15,8,8,12
"TRINITY_DN60990_c0_g1",63,45,55,90,75,51
"TRINITY_DN60910_c1_g1",8,66,11,46,48,37
"TRINITY_DN60987_c0_g1",15,17,6,13,16,4
"TRINITY_DN61025_c1_g1",10,0,23,12,0,16
"TRINITY_DN61602_c0_g1",9,29,32,24,44,25
"TRINITY_DN63218_c0_g1",37,34,72,109,83,61
"TRINITY_DN63207_c0_g1",8,12,29,25,0,4
"TRINITY_DN63265_c0_g1",15,34,19,43,17,38
