"","260","261","262","248","249","250"
"TRINITY_DN44724_c0_g1",77,39,41,23,9,15
"TRINITY_DN44734_c0_g1",171,202,135,103,66,70
"TRINITY_DN44734_c0_g2",883,857,811,523,256,268
"TRINITY_DN44734_c0_g3",363,255,289,248,66,105
"TRINITY_DN44732_c0_g1",26,38,35,21,4,22
"TRINITY_DN44963_c0_g1",33,14,10,15,13,2
"TRINITY_DN44973_c0_g2",20,25,10,26,4,15
"TRINITY_DN44973_c0_g3",35,66,68,62,19,4
"TRINITY_DN44924_c0_g1",53,34,84,27,2,6
"TRINITY_DN44978_c0_g1",95,106,42,49,12,19
"TRINITY_DN44939_c0_g1",7,9,12,20,9,13
"TRINITY_DN44960_c0_g1",22,4,18,13,8,0
"TRINITY_DN44919_c0_g2",200,115,26,0,0,10
"TRINITY_DN45001_c0_g1",49,61,42,22,43,28
"TRINITY_DN45025_c0_g1",164,188,178,91,17,38
"TRINITY_DN45002_c0_g1",26,38,26,25,8,6
"TRINITY_DN45036_c1_g1",41,56,41,25,19,8
"TRINITY_DN45050_c0_g1",26,17,32,30,5,13
"TRINITY_DN45866_c0_g1",21,39,24,5,3,2
"TRINITY_DN45893_c0_g1",198,248,247,1241,845,549
"TRINITY_DN45834_c1_g2",15,17,21,10,0,2
"TRINITY_DN45845_c1_g1",22,13,18,12,6,11
"TRINITY_DN45873_c0_g1",101,104,322,701,1208,489
"TRINITY_DN45812_c1_g1",16,2,22,17,2,0
"TRINITY_DN45871_c0_g1",108,111,123,323,204,158
"TRINITY_DN45971_c0_g2",27,79,101,51,9,8
"TRINITY_DN45999_c0_g1",62,55,58,54,56,2
"TRINITY_DN45955_c2_g1",39,36,89,40,16,0
"TRINITY_DN46671_c0_g1",25,20,48,72,8,15
"TRINITY_DN46684_c0_g2",313,363,348,176,86,90
"TRINITY_DN46648_c0_g1",1738,1597,944,74,12,10
"TRINITY_DN46665_c0_g1",83,66,58,51,10,7
"TRINITY_DN46614_c0_g2",15,31,24,5,6,8
"TRINITY_DN46611_c0_g1",66,64,121,131,89,52
"TRINITY_DN46611_c0_g2",68,140,114,116,16,25
"TRINITY_DN46615_c0_g1",21,27,19,150,39,74
"TRINITY_DN46654_c0_g1",29,24,3,58,10,10
"TRINITY_DN46623_c0_g1",20,31,14,60,9,7
"TRINITY_DN46652_c0_g1",20,25,39,12,0,0
"TRINITY_DN47068_c0_g1",60,47,63,61,28,21
"TRINITY_DN47092_c0_g1",37,26,25,13,22,4
"TRINITY_DN47081_c0_g1",38,38,60,93,13,41
"TRINITY_DN47052_c0_g1",29,37,78,59,33,19
"TRINITY_DN47172_c1_g1",36,29,26,2,0,0
"TRINITY_DN47194_c1_g1",25,36,32,31,24,24
"TRINITY_DN47317_c0_g1",106,134,118,353,384,135
"TRINITY_DN47367_c0_g1",5,5,8,11,16,15
"TRINITY_DN47341_c0_g2",76,45,69,18,10,10
"TRINITY_DN47369_c0_g1",28,23,36,23,2,8
"TRINITY_DN47422_c0_g1",20,28,48,76,9,10
"TRINITY_DN47422_c0_g2",34,30,16,9,2,1
"TRINITY_DN47472_c0_g2",151,125,191,103,8,20
"TRINITY_DN47500_c0_g2",54,70,43,41,26,35
"TRINITY_DN47448_c0_g1",63,66,119,49,21,32
"TRINITY_DN47462_c0_g1",14,22,19,2,5,0
"TRINITY_DN47408_c0_g1",46,41,16,6,0,0
"TRINITY_DN47411_c0_g1",6,11,8,18,0,14
"TRINITY_DN47501_c0_g1",80,69,126,877,322,131
"TRINITY_DN47603_c1_g1",28,10,11,13,0,6
"TRINITY_DN47603_c1_g2",28,30,59,10,15,8
"TRINITY_DN47688_c0_g1",29,30,46,47,11,12
"TRINITY_DN47648_c0_g1",39,47,30,74,23,18
"TRINITY_DN47676_c0_g1",47,60,71,30,11,15
"TRINITY_DN47635_c1_g2",24,25,41,93,31,25
"TRINITY_DN47673_c0_g1",90,125,116,841,309,98
"TRINITY_DN47970_c0_g1",27,17,18,37,7,13
"TRINITY_DN48364_c0_g1",7,0,7,120,273,89
"TRINITY_DN48306_c0_g2",19,21,21,3,2,10
"TRINITY_DN48329_c0_g1",47,39,61,18,6,0
"TRINITY_DN48352_c0_g1",60,46,88,112,34,25
"TRINITY_DN48383_c0_g1",118,129,113,22,24,42
"TRINITY_DN48347_c0_g1",718,686,920,1202,392,421
"TRINITY_DN48347_c0_g2",14,12,21,23,12,19
"TRINITY_DN48340_c2_g1",386,527,461,192,247,143
"TRINITY_DN48312_c0_g2",37,17,13,0,3,1
"TRINITY_DN48333_c0_g1",96,81,98,87,19,22
"TRINITY_DN48447_c1_g1",17,48,46,47,0,24
"TRINITY_DN48433_c0_g1",116,120,112,42,17,25
"TRINITY_DN48424_c0_g1",21,4,20,11,4,10
"TRINITY_DN48443_c0_g2",17,26,26,20,22,9
"TRINITY_DN48404_c0_g1",47,55,93,86,34,19
"TRINITY_DN48919_c0_g1",230,380,380,102,126,85
"TRINITY_DN48949_c0_g3",340,256,434,618,343,268
"TRINITY_DN48943_c0_g1",23,17,28,24,22,9
"TRINITY_DN48929_c0_g2",111,131,114,344,151,135
"TRINITY_DN48939_c0_g1",24,13,13,0,0,0
"TRINITY_DN49112_c0_g1",82,83,192,35,37,6
"TRINITY_DN50093_c0_g2",27,41,65,27,2,9
"TRINITY_DN50051_c0_g1",150,178,181,76,48,75
"TRINITY_DN50005_c0_g1",38,125,22,75,0,44
"TRINITY_DN50365_c0_g1",46,40,43,20,9,22
"TRINITY_DN50376_c0_g1",37,51,49,16,32,9
"TRINITY_DN50398_c0_g1",16,20,36,9,11,11
"TRINITY_DN50398_c0_g2",20,30,34,31,7,5
"TRINITY_DN50392_c0_g1",26,34,17,31,54,31
"TRINITY_DN50345_c2_g1",228,266,297,202,65,55
"TRINITY_DN50328_c0_g1",36,17,24,65,30,16
"TRINITY_DN50362_c0_g1",8,22,26,15,19,7
"TRINITY_DN50390_c0_g1",21,27,32,23,0,4
"TRINITY_DN51185_c0_g1",64,122,45,8,0,0
"TRINITY_DN51752_c0_g1",50,49,52,12,7,14
"TRINITY_DN51771_c0_g1",22,30,14,3,2,3
"TRINITY_DN51790_c0_g1",14,15,22,3,6,7
"TRINITY_DN51728_c0_g1",47,80,100,39,24,13
"TRINITY_DN51723_c0_g1",39,48,19,2,4,0
"TRINITY_DN51743_c0_g1",9,17,9,16,13,9
"TRINITY_DN51743_c1_g1",17,29,18,15,18,9
"TRINITY_DN51733_c1_g3",11,8,29,11,2,0
"TRINITY_DN52694_c0_g1",13,25,34,94,23,15
"TRINITY_DN52669_c0_g1",138,135,171,167,88,29
"TRINITY_DN52632_c0_g1",57,81,64,51,15,38
"TRINITY_DN52672_c0_g1",32,17,16,6,6,8
"TRINITY_DN52612_c0_g1",9,16,20,59,24,15
"TRINITY_DN52691_c1_g1",11,44,60,21,15,10
"TRINITY_DN52645_c0_g1",8,27,32,15,2,1
"TRINITY_DN52680_c0_g1",45,15,10,9,14,13
"TRINITY_DN52788_c0_g1",56,47,21,43,8,4
"TRINITY_DN52745_c1_g2",17,11,44,9,9,4
"TRINITY_DN52716_c0_g1",108,74,92,47,54,13
"TRINITY_DN53265_c0_g1",35,55,79,31,12,12
"TRINITY_DN53278_c0_g1",17,31,44,88,37,6
"TRINITY_DN53229_c0_g1",32,20,17,20,20,10
"TRINITY_DN53236_c0_g1",24,15,32,6,0,5
"TRINITY_DN53292_c0_g1",26,25,23,20,19,8
"TRINITY_DN53464_c0_g1",924,1133,767,145,349,215
"TRINITY_DN53498_c1_g1",43,40,52,31,2,14
"TRINITY_DN53444_c0_g2",665,777,843,3459,3994,2346
"TRINITY_DN53473_c0_g1",27,44,44,18,2,6
"TRINITY_DN53483_c0_g1",19,18,16,49,24,8
"TRINITY_DN53474_c0_g3",13,23,12,40,4,8
"TRINITY_DN53474_c3_g1",16,14,25,32,8,9
"TRINITY_DN53897_c0_g1",11,44,24,38,11,9
"TRINITY_DN53870_c0_g2",21,32,43,45,0,0
"TRINITY_DN53868_c0_g1",462,472,609,458,111,71
"TRINITY_DN54477_c0_g1",9,63,39,63,17,29
"TRINITY_DN54598_c0_g1",67,72,100,75,24,10
"TRINITY_DN54539_c0_g1",17,27,15,12,1,7
"TRINITY_DN54818_c0_g1",35,24,62,45,8,24
"TRINITY_DN54824_c0_g1",37,8,62,55,26,14
"TRINITY_DN54831_c0_g1",12,17,4,0,0,15
"TRINITY_DN54838_c0_g1",74,60,129,165,125,92
"TRINITY_DN54853_c0_g1",27,33,17,11,9,11
"TRINITY_DN54826_c0_g1",21,20,28,15,7,20
"TRINITY_DN55202_c0_g1",22,14,11,33,13,10
"TRINITY_DN55179_c0_g1",29,30,16,20,0,2
"TRINITY_DN55158_c0_g1",65,53,82,56,12,17
"TRINITY_DN55186_c0_g1",29,15,18,31,16,10
"TRINITY_DN55523_c0_g1",58,52,59,37,18,18
"TRINITY_DN55580_c0_g1",8,4,11,12,13,10
"TRINITY_DN55564_c0_g3",19,32,38,62,65,49
"TRINITY_DN55559_c0_g1",126,155,189,66,31,24
"TRINITY_DN55764_c0_g1",10,29,12,17,9,14
"TRINITY_DN55720_c1_g2",15,13,17,19,7,9
"TRINITY_DN55894_c0_g1",168,175,121,166,43,59
"TRINITY_DN55879_c0_g1",40,17,13,26,3,0
"TRINITY_DN56143_c0_g1",153,154,170,143,21,74
"TRINITY_DN56143_c0_g2",223,190,261,163,66,96
"TRINITY_DN56199_c0_g1",12,15,19,7,8,15
"TRINITY_DN56110_c0_g1",36,21,24,15,15,18
"TRINITY_DN56190_c1_g1",101,89,57,52,4,4
"TRINITY_DN56698_c0_g1",22,40,24,14,20,17
"TRINITY_DN56612_c0_g1",113,31,66,36,12,22
"TRINITY_DN56650_c0_g1",9,26,29,14,0,4
"TRINITY_DN56629_c0_g1",90,71,91,14,74,25
"TRINITY_DN56644_c0_g1",15,38,40,18,18,20
"TRINITY_DN56659_c0_g1",271,172,268,445,108,166
"TRINITY_DN56852_c0_g1",85,47,37,50,23,25
"TRINITY_DN56878_c0_g1",49,33,24,12,3,6
"TRINITY_DN56894_c0_g1",68,90,78,178,62,49
"TRINITY_DN56830_c0_g1",18,25,17,18,8,2
"TRINITY_DN56825_c0_g1",58,50,76,3,0,13
"TRINITY_DN57254_c0_g1",14,37,27,15,4,8
"TRINITY_DN57272_c0_g1",52,30,25,33,26,28
"TRINITY_DN57259_c1_g1",18,38,38,8,9,3
"TRINITY_DN57283_c0_g2",33,59,99,84,12,29
"TRINITY_DN57350_c0_g1",158,161,216,124,61,60
"TRINITY_DN57326_c0_g1",65,48,63,92,18,26
"TRINITY_DN57308_c0_g1",13,21,20,14,10,14
"TRINITY_DN57336_c0_g1",172,195,124,451,165,241
"TRINITY_DN57351_c0_g1",16,34,9,17,0,2
"TRINITY_DN58063_c0_g3",13,42,35,57,27,38
"TRINITY_DN58063_c0_g4",23,12,9,30,8,7
"TRINITY_DN58101_c0_g1",88,64,141,40,36,39
"TRINITY_DN58621_c0_g1",11,24,20,158,147,166
"TRINITY_DN58612_c1_g6",949,1127,1363,1281,1102,833
"TRINITY_DN58617_c0_g2",61,54,68,61,13,22
"TRINITY_DN58613_c0_g1",23,46,9,19,3,10
"TRINITY_DN58679_c0_g1",21,32,38,202,188,110
"TRINITY_DN58653_c0_g1",18,3,37,57,28,12
"TRINITY_DN58620_c0_g1",261,432,306,1079,982,515
"TRINITY_DN58736_c0_g1",22,36,13,12,9,16
"TRINITY_DN58753_c0_g1",146,115,140,136,22,37
"TRINITY_DN58797_c0_g1",28,22,28,49,10,19
"TRINITY_DN58712_c0_g1",1549,1428,1490,1245,556,541
"TRINITY_DN59480_c0_g1",320,157,118,117,85,78
"TRINITY_DN59451_c0_g1",128,95,102,79,15,29
"TRINITY_DN59484_c0_g1",12,6,23,18,7,11
"TRINITY_DN61325_c0_g1",208,366,204,261,141,141
"TRINITY_DN61351_c0_g1",15,22,16,5,0,9
"TRINITY_DN61327_c0_g2",71,87,74,63,26,45
"TRINITY_DN61352_c0_g1",0,0,0,16,13,20
"TRINITY_DN61324_c0_g1",73,74,65,45,34,52
"TRINITY_DN62800_c0_g3",0,29,13,12,7,8
"TRINITY_DN62923_c1_g1",13,27,12,4,0,4
"TRINITY_DN62955_c0_g1",12,22,17,8,0,0
"TRINITY_DN62907_c0_g1",445,432,441,100,85,93
"TRINITY_DN62922_c0_g1",32,24,50,48,26,21
"TRINITY_DN62922_c0_g2",9,15,5,16,11,0
"TRINITY_DN62905_c0_g1",65,108,126,69,22,40
"TRINITY_DN62933_c0_g1",65,185,41,11,6,25
"TRINITY_DN63188_c0_g1",83,65,120,76,23,28
"TRINITY_DN63151_c0_g2",29,52,50,60,17,14
"TRINITY_DN63151_c2_g1",25,24,47,51,6,16
"TRINITY_DN63106_c0_g2",38,46,33,52,6,0
"TRINITY_DN63184_c0_g1",153,124,79,58,19,15
"TRINITY_DN63384_c0_g1",11,16,25,6,0,15
"TRINITY_DN63354_c0_g1",32,55,58,19,14,7
"TRINITY_DN63325_c0_g1",25,60,14,0,0,3
"TRINITY_DN63368_c0_g1",43,55,70,144,39,26
"TRINITY_DN63344_c0_g1",49,47,52,42,27,20
"TRINITY_DN63372_c0_g1",39,81,37,13,4,4
"TRINITY_DN63353_c0_g1",9,14,15,9,3,17
"TRINITY_DN63353_c0_g2",20,25,19,18,3,2
"TRINITY_DN63524_c0_g1",32,52,34,10,2,4
"TRINITY_DN63564_c0_g3",27,34,13,52,25,30
"TRINITY_DN63579_c0_g2",39,46,38,31,22,26
"TRINITY_DN63653_c0_g1",140,151,278,130,14,18
"TRINITY_DN65385_c0_g1",22,18,25,14,8,1
"TRINITY_DN65400_c0_g1",21,29,51,65,12,8
"TRINITY_DN65306_c0_g1",115,121,160,104,32,28
"TRINITY_DN66365_c0_g1",30,20,47,20,13,8
"TRINITY_DN66494_c0_g1",16,24,24,18,8,7
"TRINITY_DN66489_c1_g1",66,61,65,65,27,10
"TRINITY_DN66717_c0_g1",62,81,89,29,21,12
"TRINITY_DN68268_c0_g1",50,79,36,144,119,94
"TRINITY_DN68346_c0_g1",75,86,77,67,30,18
"TRINITY_DN69302_c0_g1",23,24,36,21,8,6
"TRINITY_DN69213_c0_g2",29,63,21,51,22,26
"TRINITY_DN69247_c0_g1",139,118,91,72,45,58
"TRINITY_DN69207_c0_g2",380,321,520,222,35,46
"TRINITY_DN69477_c0_g1",55,57,37,115,34,16
"TRINITY_DN69441_c0_g1",20,17,4,64,38,20
"TRINITY_DN69444_c0_g1",96,63,39,64,33,32
"TRINITY_DN69997_c1_g1",25,7,24,52,16,2
"TRINITY_DN69905_c0_g1",16,22,31,20,7,10
"TRINITY_DN69992_c0_g1",1066,940,901,1033,1180,1084
"TRINITY_DN70595_c1_g1",17,10,4,12,6,14
"TRINITY_DN70570_c0_g1",46,68,55,59,33,14
"TRINITY_DN70650_c0_g1",108,211,162,1048,626,333
"TRINITY_DN70698_c0_g1",10,27,13,4,13,44
"TRINITY_DN70779_c0_g1",33,27,20,25,0,4
"TRINITY_DN70714_c0_g2",27,17,34,4,4,3
"TRINITY_DN70792_c0_g2",4,19,24,13,4,8
"TRINITY_DN70814_c0_g1",6,3,12,6,14,15
"TRINITY_DN71454_c0_g1",274,205,360,205,123,99
"TRINITY_DN71445_c0_g1",213,211,192,211,167,129
"TRINITY_DN72185_c0_g1",80,32,104,2,5,4
"TRINITY_DN72167_c1_g1",63,114,103,98,39,31
"TRINITY_DN72122_c0_g1",21,23,50,23,11,12
"TRINITY_DN72161_c0_g1",46,32,33,11,6,4
"TRINITY_DN72765_c0_g1",9,19,27,9,0,18
"TRINITY_DN72833_c0_g1",15,19,6,12,0,4
"TRINITY_DN72858_c1_g1",10,20,14,18,0,0
"TRINITY_DN73147_c0_g1",16,26,15,6,0,2
"TRINITY_DN73454_c0_g1",51,53,48,64,16,17
"TRINITY_DN73465_c0_g3",18,12,17,12,9,7
"TRINITY_DN73409_c0_g1",77,61,78,28,36,34
"TRINITY_DN73603_c0_g1",183,214,313,476,332,197
"TRINITY_DN73659_c1_g1",51,74,100,118,44,25
"TRINITY_DN73671_c0_g1",103,92,76,62,22,24
"TRINITY_DN73753_c0_g2",25,27,12,167,147,73
"TRINITY_DN73824_c0_g1",18,4,0,14,13,6
"TRINITY_DN73813_c0_g1",40,68,71,36,23,14
"TRINITY_DN74683_c0_g1",39,28,43,24,12,6
"TRINITY_DN74685_c0_g2",18,26,38,31,2,0
"TRINITY_DN74620_c0_g1",42,51,56,36,25,33
"TRINITY_DN74704_c0_g1",54,46,31,39,11,4
"TRINITY_DN74848_c0_g1",23,11,44,0,0,0
"TRINITY_DN75797_c0_g1",74,32,100,32,5,24
"TRINITY_DN75745_c0_g1",14,13,20,15,4,8
"TRINITY_DN75742_c0_g1",88,80,91,47,8,14
"TRINITY_DN76060_c0_g1",45,89,36,95,43,44
"TRINITY_DN76043_c0_g1",47,30,64,73,75,27
"TRINITY_DN76046_c2_g2",44,27,35,15,10,21
"TRINITY_DN76499_c0_g1",22,15,15,11,2,2
"TRINITY_DN76466_c0_g1",20,47,33,24,25,18
"TRINITY_DN76437_c0_g1",3,12,7,50,16,17
"TRINITY_DN76482_c0_g1",87,74,114,85,12,11
"TRINITY_DN76449_c0_g1",111,194,212,415,155,127
"TRINITY_DN76416_c0_g2",249,253,312,166,47,42
"TRINITY_DN76496_c0_g2",44,58,93,126,33,40
"TRINITY_DN76808_c0_g1",35,56,96,184,32,79
"TRINITY_DN76808_c0_g2",31,62,32,123,66,80
"TRINITY_DN76820_c0_g1",62,38,90,72,87,51
"TRINITY_DN76918_c0_g1",296,333,386,284,154,101
"TRINITY_DN77094_c0_g1",18,12,17,0,0,0
"TRINITY_DN77094_c0_g2",18,47,45,9,0,5
"TRINITY_DN77045_c0_g1",9,6,21,29,15,11
"TRINITY_DN77033_c0_g1",25,26,49,11,3,13
"TRINITY_DN77044_c0_g1",26,26,35,21,33,17
"TRINITY_DN77385_c0_g1",44,45,67,86,19,25
"TRINITY_DN77388_c1_g3",16,15,38,12,6,3
"TRINITY_DN78502_c0_g1",26,47,7,4,7,15
"TRINITY_DN78409_c0_g1",111,147,181,93,37,28
"TRINITY_DN78660_c0_g1",36,42,16,9,5,6
"TRINITY_DN78935_c0_g2",58,35,41,29,14,31
"TRINITY_DN81242_c0_g2",11,58,41,7,6,17
"TRINITY_DN81245_c0_g6",22,29,17,28,10,20
"TRINITY_DN81245_c0_g7",30,12,19,34,10,22
"TRINITY_DN81225_c0_g1",24,19,14,16,11,7
"TRINITY_DN81316_c0_g3",27,35,21,0,15,6
"TRINITY_DN81357_c0_g1",249,317,283,287,45,59
"TRINITY_DN81907_c0_g1",97,69,92,74,22,10
"TRINITY_DN81964_c0_g1",61,73,62,115,25,34
"TRINITY_DN81950_c0_g1",13,12,17,51,33,14
"TRINITY_DN81958_c0_g3",42,39,34,79,34,30
"TRINITY_DN82883_c1_g1",40,34,50,34,4,3
"TRINITY_DN82852_c0_g1",60,59,78,27,23,18
"TRINITY_DN83029_c0_g1",136,137,185,86,28,7
"TRINITY_DN83046_c1_g1",18,24,8,15,5,12
"TRINITY_DN83066_c0_g1",54,15,36,34,0,3
"TRINITY_DN83081_c0_g1",98,105,86,62,27,18
"TRINITY_DN83965_c0_g1",28,33,52,26,9,17
"TRINITY_DN83943_c2_g1",23,33,47,10,0,1
"TRINITY_DN84190_c0_g1",114,129,96,49,33,27
"TRINITY_DN84120_c0_g1",38,46,45,62,41,16
"TRINITY_DN84717_c0_g1",5,22,16,52,18,27
"TRINITY_DN84746_c0_g2",47,43,52,52,0,15
"TRINITY_DN84727_c0_g1",75,54,29,38,7,6
"TRINITY_DN84990_c0_g1",33,17,41,76,5,14
"TRINITY_DN85195_c0_g1",1430,927,1862,1242,588,458
"TRINITY_DN85167_c1_g1",109,53,76,40,19,36
"TRINITY_DN85143_c0_g1",8,51,37,85,5,28
"TRINITY_DN85139_c0_g1",18,39,26,10,4,0
"TRINITY_DN85699_c0_g1",4,12,12,7,14,7
"TRINITY_DN86202_c0_g1",15,15,21,48,8,11
"TRINITY_DN86143_c0_g1",9,12,0,36,78,47
"TRINITY_DN86242_c0_g1",33,59,34,91,41,40
"TRINITY_DN86243_c0_g1",33,51,39,77,26,36
"TRINITY_DN86250_c0_g1",63,63,55,55,20,29
"TRINITY_DN86273_c1_g1",20,36,11,6,10,15
"TRINITY_DN86238_c0_g2",20,30,5,48,6,9
"TRINITY_DN86256_c0_g1",25,7,14,16,2,11
"TRINITY_DN86227_c0_g1",37,41,44,24,11,21
"TRINITY_DN87229_c0_g5",53,30,40,7,4,3
"TRINITY_DN88266_c0_g1",24,12,21,20,5,18
"TRINITY_DN88265_c0_g1",32,27,42,39,0,2
"TRINITY_DN88264_c0_g2",64,61,76,114,38,39
"TRINITY_DN89535_c0_g1",35,43,56,79,54,35
"TRINITY_DN89567_c0_g1",16,33,22,8,6,11
"TRINITY_DN89631_c0_g1",149,111,136,94,22,19
"TRINITY_DN91582_c0_g1",59,32,44,47,30,21
"TRINITY_DN91523_c0_g1",49,15,37,22,4,9
"TRINITY_DN91556_c0_g1",178,145,223,220,120,138
"TRINITY_DN91604_c1_g1",29,27,28,30,7,8
"TRINITY_DN92268_c0_g1",30,21,17,20,12,2
"TRINITY_DN92209_c0_g1",135,127,110,41,7,3
"TRINITY_DN93082_c0_g2",25,46,21,17,10,5
"TRINITY_DN93574_c0_g2",12,13,17,13,13,0
"TRINITY_DN93616_c0_g1",17,11,20,27,48,40
"TRINITY_DN93678_c0_g1",36,57,99,158,31,8
"TRINITY_DN93678_c0_g2",24,29,37,0,18,10
"TRINITY_DN93698_c1_g1",19,18,14,11,2,0
"TRINITY_DN94737_c4_g1",11,4,21,17,3,1
"TRINITY_DN94719_c0_g2",43,34,18,124,11,46
"TRINITY_DN94712_c0_g1",51,50,54,70,16,26
"TRINITY_DN96431_c0_g1",78,35,38,17,65,59
"TRINITY_DN96482_c0_g1",11,14,20,9,0,6
"TRINITY_DN96511_c0_g1",81,74,92,349,118,150
"TRINITY_DN96510_c0_g1",43,30,28,57,19,32
"TRINITY_DN97024_c0_g2",38,22,59,107,34,47
"TRINITY_DN97294_c0_g1",96,94,232,74,31,6
"TRINITY_DN97661_c0_g1",19,31,61,2,3,3
"TRINITY_DN97661_c0_g3",25,20,46,10,5,5
"TRINITY_DN98257_c0_g1",57,65,51,71,50,37
"TRINITY_DN98291_c0_g2",28,12,34,0,4,0
"TRINITY_DN98305_c0_g1",78,71,52,30,0,7
"TRINITY_DN99075_c0_g1",68,40,16,8,34,5
"TRINITY_DN99666_c0_g2",11,5,27,29,3,3
"TRINITY_DN99637_c1_g1",30,19,35,20,20,11
"TRINITY_DN99642_c0_g1",9,9,33,32,17,6
"TRINITY_DN99741_c0_g1",54,29,36,99,40,72
"TRINITY_DN200147_c0_g1",78,100,99,44,4,20
"TRINITY_DN201444_c1_g1",6,14,20,11,0,0
"TRINITY_DN204780_c0_g1",22,27,41,17,9,11
"TRINITY_DN205958_c0_g1",135,71,111,161,87,78
"TRINITY_DN205998_c0_g1",10,50,23,36,7,17
"TRINITY_DN207457_c0_g1",57,76,85,23,2,8
"TRINITY_DN209139_c0_g1",82,41,179,833,228,251
"TRINITY_DN209194_c0_g1",111,96,107,21,17,4
"TRINITY_DN209194_c1_g1",12,14,11,0,8,0
"TRINITY_DN212240_c0_g1",15,7,16,3,6,13
"TRINITY_DN212717_c1_g1",49,89,83,20,32,11
"TRINITY_DN215017_c1_g1",16,8,20,11,2,1
"TRINITY_DN214991_c0_g1",40,28,8,14,9,4
"TRINITY_DN215186_c0_g4",7,18,31,11,0,2
"TRINITY_DN215873_c1_g1",43,25,37,15,15,8
"TRINITY_DN219364_c0_g1",26,23,0,74,29,27
"TRINITY_DN220151_c0_g3",21,22,11,26,4,17
"TRINITY_DN222538_c0_g1",27,93,40,51,10,0
"TRINITY_DN223681_c0_g1",14,2,26,14,4,1
"TRINITY_DN223777_c0_g2",11,2,12,2,8,14
"TRINITY_DN223907_c3_g1",15,10,12,15,8,4
"TRINITY_DN227320_c0_g1",144,100,133,140,149,121
"TRINITY_DN227878_c1_g1",61,53,53,122,17,9
"TRINITY_DN229260_c0_g1",12,3,11,4,16,6
"TRINITY_DN229297_c0_g1",67,84,81,136,33,58
"TRINITY_DN229279_c0_g1",11,30,34,3,5,13
"TRINITY_DN232794_c0_g1",33,79,14,8,6,3
"TRINITY_DN233813_c0_g1",6,5,12,31,30,10
"TRINITY_DN233813_c0_g2",18,29,21,88,30,30
"TRINITY_DN233767_c0_g2",22,6,19,7,13,20
"TRINITY_DN233767_c1_g2",25,17,11,2,4,0
"TRINITY_DN234734_c0_g2",66,48,62,78,35,24
"TRINITY_DN236740_c0_g1",9,16,29,30,2,0
"TRINITY_DN240546_c0_g1",12,17,0,33,3,3
"TRINITY_DN241266_c0_g1",46,25,39,38,6,24
"TRINITY_DN241846_c0_g1",523,489,622,492,189,148
"TRINITY_DN243041_c0_g1",13,22,16,8,6,14
"TRINITY_DN243170_c0_g3",26,30,29,13,0,0
"TRINITY_DN243303_c0_g1",53,67,106,74,41,49
"TRINITY_DN243813_c0_g1",13,13,10,50,2,0
"TRINITY_DN243728_c0_g1",4,13,11,44,21,24
"TRINITY_DN243735_c1_g1",15,16,12,1,2,0
"TRINITY_DN244019_c0_g3",135,152,180,326,74,82
"TRINITY_DN246596_c0_g1",13,1,27,57,38,28
"TRINITY_DN246596_c1_g1",13,10,13,44,50,66
"TRINITY_DN246541_c0_g1",77,48,69,47,59,46
"TRINITY_DN246831_c0_g1",14,28,11,19,0,16
"TRINITY_DN246856_c0_g1",11,11,15,16,6,0
"TRINITY_DN246914_c0_g1",57,34,53,52,3,9
"TRINITY_DN249949_c1_g1",538,464,422,256,153,106
"TRINITY_DN249969_c0_g1",40,40,47,54,11,18
"TRINITY_DN251087_c0_g1",46,54,75,112,75,32
"TRINITY_DN253021_c0_g1",11,6,16,13,5,3
"TRINITY_DN254104_c0_g1",27,58,83,33,4,14
"TRINITY_DN259897_c0_g1",14,21,13,12,2,4
"TRINITY_DN260792_c0_g1",23,26,28,18,28,23
"TRINITY_DN261072_c0_g1",460,418,524,413,266,184
"TRINITY_DN265511_c0_g1",8,9,34,33,15,21
"TRINITY_DN265518_c0_g1",15,59,39,0,7,0
"TRINITY_DN266086_c0_g1",16,33,18,25,7,8
"TRINITY_DN267534_c0_g2",22,24,44,19,0,9
"TRINITY_DN280044_c1_g1",12,18,18,18,7,8
"TRINITY_DN280983_c0_g1",13,14,22,1,2,4
"TRINITY_DN281457_c0_g1",18,15,18,10,8,4
"TRINITY_DN283049_c0_g1",773,802,867,986,1235,783
"TRINITY_DN285893_c0_g1",41,23,44,36,25,13
"TRINITY_DN287129_c0_g1",72,111,146,132,46,41
"TRINITY_DN293275_c0_g1",24,27,34,14,2,0
"TRINITY_DN293282_c0_g1",43,48,85,99,32,22
"TRINITY_DN293569_c0_g1",97,140,91,48,28,54
"TRINITY_DN295106_c0_g1",26,8,11,20,13,6
"TRINITY_DN296413_c0_g3",11,12,15,45,14,19
"TRINITY_DN296967_c0_g1",23,20,3,16,5,7
"TRINITY_DN298096_c0_g1",10,22,23,39,4,4
"TRINITY_DN200396_c0_g2",255,262,268,263,161,123
"TRINITY_DN202841_c1_g1",15,5,10,37,14,16
"TRINITY_DN202952_c1_g3",79,39,56,58,34,26
"TRINITY_DN203852_c1_g1",124,95,157,466,42,45
"TRINITY_DN203972_c1_g1",8,26,39,8,17,14
"TRINITY_DN205653_c1_g2",11,14,6,19,0,2
"TRINITY_DN206738_c0_g1",12,9,21,12,14,0
"TRINITY_DN206757_c0_g3",5712,2135,3118,423,72,139
"TRINITY_DN207587_c0_g1",17,35,24,32,13,11
