"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","gene","direction"
"1",69.9894599921038,-0.905583939507234,0.43772629538744,-2.06883604903307,0.0385614743484367,0.999954781854588,"adult treatment","TRINITY_DN15450_c0_g2","downregulated"
"2",18.9061789235393,0.051631451500668,0.716268143148564,0.0720839702205756,0.942535082947611,0.999954781854588,"adult treatment","TRINITY_DN123109_c0_g1","upregulated"
"3",19.0947862916346,-0.697612495847929,0.690174092432292,-1.01077757553811,0.312122898180956,0.999954781854588,"adult treatment","TRINITY_DN100801_c0_g1","downregulated"
"4",10.1700755095026,-0.411078785145893,0.890563122793405,-0.461594214519542,0.644372344235156,0.999954781854588,"adult treatment","TRINITY_DN101151_c0_g2","downregulated"
"5",68.5877415603944,0.0772354992943281,0.371430941418236,0.207940402055412,0.835275502316922,0.999954781854588,"adult treatment","TRINITY_DN101108_c0_g1","upregulated"
"6",11.1732833624558,0.200691908754901,1.04348605486396,0.192328309342923,0.84748504467021,0.999954781854588,"adult treatment","TRINITY_DN101133_c0_g1","upregulated"
"7",12.5686728515676,0.148462372725704,0.843708830825324,0.175963990539813,0.860322232365148,0.999954781854588,"adult treatment","TRINITY_DN101131_c0_g1","upregulated"
"8",33.3463886850106,-0.596585151398225,0.556183871152573,-1.07264015075074,0.283432602765665,0.999954781854588,"adult treatment","TRINITY_DN102616_c0_g1","downregulated"
"9",26.6051094543919,0.312329040840877,0.730794907706638,0.427382617950938,0.669100665740619,0.999954781854588,"adult treatment","TRINITY_DN102671_c0_g1","upregulated"
"10",27.7101330599428,-0.625993434612085,1.08061909457192,-0.579291480001162,0.562392513410828,0.999954781854588,"adult treatment","TRINITY_DN102676_c0_g1","downregulated"
"11",206.021460348711,0.17794962685158,0.287770374365275,0.618373685074697,0.536329040032659,0.999954781854588,"adult treatment","TRINITY_DN102633_c0_g1","upregulated"
"12",89.3266128478799,0.531772296523717,0.335732644891506,1.58391596591855,0.113212843586295,0.999954781854588,"adult treatment","TRINITY_DN102609_c0_g1","upregulated"
"13",29.1060766214809,0.0352420656147178,0.649929276663079,0.0542244623840621,0.956756331188164,0.999954781854588,"adult treatment","TRINITY_DN102749_c0_g1","upregulated"
"14",19.5116748172518,0.0183363249208272,0.762090469299633,0.0240605619142283,0.980804301241304,0.999954781854588,"adult treatment","TRINITY_DN102944_c1_g1","upregulated"
"15",29.9823961885107,-0.613974089134493,0.532411927259229,-1.1531937165554,0.248830881999256,0.999954781854588,"adult treatment","TRINITY_DN102944_c1_g2","downregulated"
"16",14.1816535579777,0.391830907548922,0.887899887457124,0.441300773977003,0.658995265877146,0.999954781854588,"adult treatment","TRINITY_DN102934_c0_g1","upregulated"
"17",10.4883412876949,0.353628533750027,0.929643180554375,0.380391682687489,0.70365468769762,0.999954781854588,"adult treatment","TRINITY_DN102915_c0_g1","upregulated"
"18",15.2730719592326,0.0614974493603542,0.731989912189145,0.084014066773728,0.933045247642167,0.999954781854588,"adult treatment","TRINITY_DN102993_c0_g1","upregulated"
"19",51.1365316043333,-0.789741564809631,0.678249730647446,-1.16438168586629,0.244269366114355,0.999954781854588,"adult treatment","TRINITY_DN103182_c0_g1","downregulated"
"20",19.0778785553685,0.369688268297685,0.710386094613846,0.520404708229321,0.602781529205169,0.999954781854588,"adult treatment","TRINITY_DN103143_c0_g2","upregulated"
"21",17.4130573783739,0.458764273937285,0.699204313844196,0.656123346000281,0.511744764287802,0.999954781854588,"adult treatment","TRINITY_DN103115_c0_g1","upregulated"
"22",304.587140444144,0.174019241950908,0.230763288263964,0.754102800580014,0.450787495889661,0.999954781854588,"adult treatment","TRINITY_DN103121_c0_g1","upregulated"
"23",166.058349684395,-0.042817405961557,0.315529762847257,-0.135700054331433,0.892058404768141,0.999954781854588,"adult treatment","TRINITY_DN103297_c0_g1","downregulated"
"24",13.7542006182933,1.12737192818231,1.02461128101198,1.10029232458659,0.271204775275101,0.999954781854588,"adult treatment","TRINITY_DN103251_c0_g1","upregulated"
"25",19.0891804436833,-0.572607834318729,0.721030782519228,-0.794151717514861,0.427107112747151,0.999954781854588,"adult treatment","TRINITY_DN103220_c0_g1","downregulated"
"26",14.039654877569,1.2154187310328,0.835919777210762,1.45398968198638,0.145949166845154,0.999954781854588,"adult treatment","TRINITY_DN103216_c0_g1","upregulated"
"27",27.8392233451775,-0.383819448597256,0.699601553285332,-0.548625781053284,0.583262289459076,0.999954781854588,"adult treatment","TRINITY_DN103556_c0_g1","downregulated"
"28",15.7024787182047,0.530825386191554,0.970044653946658,0.547217475022282,0.584229331914694,0.999954781854588,"adult treatment","TRINITY_DN103556_c1_g1","upregulated"
"29",30.2620479643762,-0.498402557435144,0.640446857165454,-0.778210638180064,0.436444846320505,0.999954781854588,"adult treatment","TRINITY_DN103540_c0_g1","downregulated"
"30",32.2618740149661,-0.0540753443159998,0.887078874542278,-0.0609588908809287,0.951391948461315,0.999954781854588,"adult treatment","TRINITY_DN105411_c0_g2","downregulated"
"31",10.568320689175,-1.18427304493087,1.41712531010048,-0.835686891265033,0.403331071752834,0.999954781854588,"adult treatment","TRINITY_DN105957_c0_g3","downregulated"
"32",25.7802173110887,-0.527588811482149,1.0660197955555,-0.494914647628309,0.620660370685824,0.999954781854588,"adult treatment","TRINITY_DN105957_c0_g4","downregulated"
"33",23.5415077562702,-0.424255599945214,0.760236299766741,-0.558057540892727,0.576805092738758,0.999954781854588,"adult treatment","TRINITY_DN105991_c0_g2","downregulated"
