fragment_ID,prot_ug,prot_ug.cm2,timepoint
ACR1_2,7306.347068911999,386.6551484175922,TP2
ACR10_2,14524.252218661593,557.9730699650745,TP2
ACR11_2,6768.789183872705,353.9932688424451,TP2
ACR12_2,14796.543107982325,562.1871876966693,TP2
ACR13_2,13217.266782700255,544.0309975690882,TP2
ACR14_2,11468.993925545066,574.6921372904526,TP2
ACR15_2,6599.154865433724,561.0479513479104,TP2
ACR16_2,12810.207287940739,531.4942812033873,TP2
ACR17_2,5724.135315923537,443.07628013516563,TP2
ACR18_2,12597.898650935604,707.6008614868379,TP2
ACR19_2,19662.158921845854,663.5993180558819,TP2
ACR2_2,8028.698155043204,444.53813567749626,TP2
ACR20_2,12107.666110221715,504.3633193701097,TP2
ACR21_2,4781.81652632405,422.70962829765404,TP2
ACR22_2,11301.81495820462,508.94746487953694,TP2
ACR23_2,9227.45732864778,441.0655834794512,TP2
ACR24_2,9822.449776042096,545.7980112399912,TP2
ACR3_2,14190.55800363609,698.689388259846,TP2
ACR4_2,10767.825110646681,466.66667160633955,TP2
ACR5_2,18135.499226526736,651.6534876265139,TP2
ACR6_2,5245.221951125777,457.18067078590934,TP2
ACR7_2,6825.509956731489,414.82411127442646,TP2
ACR8_2,5943.608094597928,340.60424557534486,TP2
ACR9_2,8580.501074096654,538.3061331704839,TP2
