colony,genotye,treatment,cohort,well,type,eggs.bundle
ACR-13,1,hot,20221020,23,egg,10
ACR-13,1,hot,20221020,7,egg,9
ACR-13,1,hot,20221020,22,egg,9
ACR-13,1,hot,20221020,2,egg,8
ACR-13,1,hot,20221020,21,egg,8
ACR-13,1,hot,20221020,3,egg,7
ACR-13,1,hot,20221020,10,egg,6
ACR-13,1,hot,20221020,12,egg,6
ACR-13,1,hot,20221020,15,egg,6
ACR-13,1,hot,20221020,16,egg,6
ACR-13,1,hot,20221020,4,egg,5
ACR-13,1,hot,20221020,13,egg,5
ACR-13,1,hot,20221020,18,egg,4
ACR-13,1,hot,20221020,5,egg,3
ACR-13,1,hot,20221020,9,egg,3
ACR-13,1,hot,20221020,20,egg,3
ACR-13,1,hot,20221020,17,egg,2
ACR-13,1,hot,20221021,4,egg,13
ACR-13,1,hot,20221021,7,egg,12
ACR-13,1,hot,20221021,8,egg,12
ACR-13,1,hot,20221021,3,egg,10
ACR-13,1,hot,20221021,24,egg,10
ACR-13,1,hot,20221021,2,egg,9
ACR-13,1,hot,20221021,6,egg,9
ACR-13,1,hot,20221021,23,egg,9
ACR-13,1,hot,20221021,5,egg,8
ACR-13,1,hot,20221021,21,egg,7
ACR-13,1,hot,20221021,1,egg,6
ACR-13,1,hot,20221021,13,egg,6
ACR-13,1,hot,20221021,16,egg,6
ACR-13,1,hot,20221021,19,egg,6
ACR-13,1,hot,20221021,22,egg,6
ACR-13,1,hot,20221021,9,egg,5
ACR-13,1,hot,20221021,10,egg,5
ACR-13,1,hot,20221021,12,egg,5
ACR-13,1,hot,20221021,14,egg,5
ACR-13,1,hot,20221021,15,egg,5
ACR-13,1,hot,20221021,20,egg,5
ACR-13,1,hot,20221021,17,egg,4
ACR-13,1,hot,20221021,18,egg,4
ACR-13,1,hot,20221021,11,egg,3
ACR-14,2,hot,20221018,7,egg,NA
ACR-14,2,hot,20221018,19,egg,NA
ACR-14,2,hot,20221018,22,egg,10
ACR-14,2,hot,20221018,21,egg,9
ACR-14,2,hot,20221018,15,egg,8
ACR-14,2,hot,20221018,20,egg,8
ACR-14,2,hot,20221018,8,egg,6
ACR-14,2,hot,20221018,18,egg,6
ACR-14,2,hot,20221018,6,egg,5
ACR-14,2,hot,20221018,9,egg,5
ACR-14,2,hot,20221018,10,egg,5
ACR-14,2,hot,20221018,17,egg,5
ACR-14,2,hot,20221018,3,egg,4
ACR-14,2,hot,20221018,5,egg,4
ACR-14,2,hot,20221018,11,egg,4
ACR-14,2,hot,20221018,16,egg,4
ACR-14,2,hot,20221018,2,egg,3
ACR-14,2,hot,20221018,4,egg,3
ACR-14,2,hot,20221018,14,egg,3
ACR-14,2,hot,20221018,24,egg,3
ACR-14,2,hot,20221018,1,egg,2
ACR-14,2,hot,20221018,12,egg,2
ACR-14,2,hot,20221018,13,egg,2
ACR-14,2,hot,20221018,23,egg,2
ACR-14,2,hot,20221022,5,egg,17
ACR-14,2,hot,20221022,11,egg,13
ACR-14,2,hot,20221022,7,egg,12
ACR-14,2,hot,20221022,21,egg,12
ACR-14,2,hot,20221022,3,egg,11
ACR-14,2,hot,20221022,4,egg,11
ACR-14,2,hot,20221022,19,egg,11
ACR-14,2,hot,20221022,23,egg,11
ACR-14,2,hot,20221022,6,egg,10
ACR-14,2,hot,20221022,16,egg,10
ACR-14,2,hot,20221022,17,egg,10
ACR-14,2,hot,20221022,20,egg,10
ACR-14,2,hot,20221022,9,egg,9
ACR-14,2,hot,20221022,13,egg,9
ACR-14,2,hot,20221022,22,egg,9
ACR-14,2,hot,20221022,8,egg,8
ACR-14,2,hot,20221022,18,egg,8
ACR-14,2,hot,20221022,2,egg,7
ACR-14,2,hot,20221022,14,egg,7
ACR-14,2,hot,20221022,1,egg,6
ACR-14,2,hot,20221022,10,egg,6
ACR-14,2,hot,20221022,12,egg,6
ACR-14,2,hot,20221022,15,egg,6
ACR-14,2,hot,20221022,24,egg,5
ACR-15,3,hot,20221021,10,egg,NA
ACR-15,3,hot,20221021,16,egg,NA
ACR-15,3,hot,20221021,20,egg,NA
ACR-15,3,hot,20221021,2,egg,10
ACR-15,3,hot,20221021,1,egg,9
ACR-15,3,hot,20221021,5,egg,6
ACR-15,3,hot,20221021,6,egg,5
ACR-15,3,hot,20221021,17,egg,5
ACR-15,3,hot,20221021,9,egg,4
ACR-15,3,hot,20221021,13,egg,4
ACR-15,3,hot,20221021,3,egg,3
ACR-15,3,hot,20221021,7,egg,3
ACR-15,3,hot,20221021,8,egg,3
ACR-15,3,hot,20221021,12,egg,3
ACR-15,3,hot,20221021,21,egg,3
ACR-15,3,hot,20221021,23,egg,3
ACR-15,3,hot,20221021,24,egg,3
ACR-15,3,hot,20221021,4,egg,2
ACR-15,3,hot,20221021,11,egg,2
ACR-15,3,hot,20221021,14,egg,2
ACR-15,3,hot,20221021,15,egg,2
ACR-15,3,hot,20221021,18,egg,2
ACR-15,3,hot,20221021,22,egg,2
ACR-15,3,hot,20221021,19,egg,1
ACR-15,3,hot,20221022,11,egg,NA
ACR-15,3,hot,20221022,4,egg,16
ACR-15,3,hot,20221022,5,egg,14
ACR-15,3,hot,20221022,7,egg,12
ACR-15,3,hot,20221022,1,egg,10
ACR-15,3,hot,20221022,24,egg,10
ACR-15,3,hot,20221022,6,egg,9
ACR-15,3,hot,20221022,13,egg,9
ACR-15,3,hot,20221022,17,egg,9
ACR-15,3,hot,20221022,15,egg,8
ACR-15,3,hot,20221022,2,egg,7
ACR-15,3,hot,20221022,12,egg,7
ACR-15,3,hot,20221022,18,egg,7
ACR-15,3,hot,20221022,21,egg,7
ACR-15,3,hot,20221022,14,egg,6
ACR-15,3,hot,20221022,19,egg,6
ACR-15,3,hot,20221022,20,egg,6
ACR-15,3,hot,20221022,23,egg,6
ACR-15,3,hot,20221022,9,egg,5
ACR-15,3,hot,20221022,10,egg,5
ACR-15,3,hot,20221022,16,egg,5
ACR-15,3,hot,20221022,22,egg,5
ACR-15,3,hot,20221022,3,egg,4
ACR-15,3,hot,20221022,8,egg,4
ACR-16,4,hot,20221022,11,egg,10
ACR-16,4,hot,20221022,16,egg,9
ACR-16,4,hot,20221022,4,egg,8
ACR-16,4,hot,20221022,7,egg,8
ACR-16,4,hot,20221022,14,egg,8
ACR-16,4,hot,20221022,5,egg,7
ACR-16,4,hot,20221022,8,egg,7
ACR-16,4,hot,20221022,10,egg,7
ACR-16,4,hot,20221022,24,egg,7
ACR-16,4,hot,20221022,3,egg,6
ACR-16,4,hot,20221022,6,egg,6
ACR-16,4,hot,20221022,9,egg,6
ACR-16,4,hot,20221022,12,egg,6
ACR-16,4,hot,20221022,17,egg,6
ACR-16,4,hot,20221022,20,egg,6
ACR-16,4,hot,20221022,22,egg,6
ACR-16,4,hot,20221022,23,egg,6
ACR-16,4,hot,20221022,1,egg,5
ACR-16,4,hot,20221022,13,egg,5
ACR-16,4,hot,20221022,15,egg,5
ACR-16,4,hot,20221022,21,egg,5
ACR-16,4,hot,20221022,2,egg,4
ACR-16,4,hot,20221022,18,egg,4
ACR-16,4,hot,20221022,19,egg,3
ACR-16,4,hot,20221023,21,egg,NA
ACR-16,4,hot,20221023,22,egg,NA
ACR-16,4,hot,20221023,6,egg,18
ACR-16,4,hot,20221023,13,egg,11
ACR-16,4,hot,20221023,3,egg,10
ACR-16,4,hot,20221023,4,egg,10
ACR-16,4,hot,20221023,12,egg,10
ACR-16,4,hot,20221023,15,egg,10
ACR-16,4,hot,20221023,18,egg,10
ACR-16,4,hot,20221023,16,egg,9
ACR-16,4,hot,20221023,20,egg,9
ACR-16,4,hot,20221023,1,egg,8
ACR-16,4,hot,20221023,7,egg,8
ACR-16,4,hot,20221023,8,egg,8
ACR-16,4,hot,20221023,9,egg,8
ACR-16,4,hot,20221023,17,egg,8
ACR-16,4,hot,20221023,24,egg,8
ACR-16,4,hot,20221023,2,egg,7
ACR-16,4,hot,20221023,11,egg,7
ACR-16,4,hot,20221023,5,egg,6
ACR-16,4,hot,20221023,14,egg,6
ACR-16,4,hot,20221023,19,egg,6
ACR-16,4,hot,20221023,23,egg,6
ACR-16,4,hot,20221023,10,egg,5
ACR-18,6,hot,20221020,5,egg,NA
ACR-18,6,hot,20221020,10,egg,NA
ACR-18,6,hot,20221020,13,egg,NA
ACR-18,6,hot,20221020,18,egg,NA
ACR-18,6,hot,20221020,24,egg,NA
ACR-18,6,hot,20221020,12,egg,15
ACR-18,6,hot,20221020,4,egg,12
ACR-18,6,hot,20221020,16,egg,9
ACR-18,6,hot,20221020,20,egg,8
ACR-18,6,hot,20221020,21,egg,7
ACR-18,6,hot,20221020,7,egg,6
ACR-18,6,hot,20221020,8,egg,6
ACR-18,6,hot,20221020,9,egg,5
ACR-18,6,hot,20221020,15,egg,5
ACR-18,6,hot,20221020,23,egg,5
ACR-18,6,hot,20221020,6,egg,3
ACR-18,6,hot,20221020,11,egg,3
ACR-18,6,hot,20221020,1,egg,2
ACR-18,6,hot,20221020,2,egg,2
ACR-18,6,hot,20221020,14,egg,2
ACR-18,6,hot,20221020,17,egg,2
ACR-18,6,hot,20221020,19,egg,2
ACR-18,6,hot,20221020,22,egg,2
ACR-18,6,hot,20221020,3,egg,1
ACR-20,8,hot,20221023,20,egg,NA
ACR-20,8,hot,20221023,8,egg,13
ACR-20,8,hot,20221023,24,egg,13
ACR-20,8,hot,20221023,2,egg,11
ACR-20,8,hot,20221023,1,egg,10
ACR-20,8,hot,20221023,3,egg,9
ACR-20,8,hot,20221023,16,egg,9
ACR-20,8,hot,20221023,17,egg,9
ACR-20,8,hot,20221023,9,egg,8
ACR-20,8,hot,20221023,12,egg,8
ACR-20,8,hot,20221023,6,egg,7
ACR-20,8,hot,20221023,10,egg,7
ACR-20,8,hot,20221023,23,egg,7
ACR-20,8,hot,20221023,4,egg,6
ACR-20,8,hot,20221023,7,egg,6
ACR-20,8,hot,20221023,15,egg,6
ACR-20,8,hot,20221023,5,egg,5
ACR-20,8,hot,20221023,13,egg,5
ACR-20,8,hot,20221023,19,egg,5
ACR-20,8,hot,20221023,21,egg,5
ACR-20,8,hot,20221023,11,egg,4
ACR-20,8,hot,20221023,14,egg,4
ACR-20,8,hot,20221023,22,egg,4
ACR-20,8,hot,20221023,18,egg,3
ACR-21,9,hot,20221024,1,egg,14
ACR-21,9,hot,20221024,3,egg,13
ACR-21,9,hot,20221024,23,egg,13
ACR-21,9,hot,20221024,4,egg,12
ACR-21,9,hot,20221024,24,egg,11
ACR-21,9,hot,20221024,9,egg,9
ACR-21,9,hot,20221024,5,egg,8
ACR-21,9,hot,20221024,8,egg,8
ACR-21,9,hot,20221024,19,egg,8
ACR-21,9,hot,20221024,20,egg,8
ACR-21,9,hot,20221024,2,egg,7
ACR-21,9,hot,20221024,6,egg,7
ACR-21,9,hot,20221024,11,egg,7
ACR-21,9,hot,20221024,15,egg,7
ACR-21,9,hot,20221024,22,egg,6
ACR-21,9,hot,20221024,10,egg,5
ACR-21,9,hot,20221024,12,egg,5
ACR-21,9,hot,20221024,17,egg,5
ACR-21,9,hot,20221024,7,egg,4
ACR-21,9,hot,20221024,13,egg,4
ACR-21,9,hot,20221024,14,egg,4
ACR-21,9,hot,20221024,16,egg,4
ACR-21,9,hot,20221024,18,egg,4
ACR-21,9,hot,20221024,21,egg,4
ACR-22,10,hot,20221018,5,egg,NA
ACR-22,10,hot,20221018,18,egg,12
ACR-22,10,hot,20221018,16,egg,10
ACR-22,10,hot,20221018,3,egg,8
ACR-22,10,hot,20221018,15,egg,8
ACR-22,10,hot,20221018,14,egg,7
ACR-22,10,hot,20221018,22,egg,7
ACR-22,10,hot,20221018,8,egg,6
ACR-22,10,hot,20221018,21,egg,6
ACR-22,10,hot,20221018,1,egg,5
ACR-22,10,hot,20221018,6,egg,5
ACR-22,10,hot,20221018,7,egg,5
ACR-22,10,hot,20221018,9,egg,5
ACR-22,10,hot,20221018,13,egg,5
ACR-22,10,hot,20221018,20,egg,5
ACR-22,10,hot,20221018,4,egg,4
ACR-22,10,hot,20221018,12,egg,4
ACR-22,10,hot,20221018,19,egg,4
ACR-22,10,hot,20221018,2,egg,3
ACR-22,10,hot,20221018,11,egg,3
ACR-22,10,hot,20221018,10,egg,2
ACR-22,10,hot,20221018,17,egg,2
ACR-22,10,hot,20221018,23,egg,2
ACR-22,10,hot,20221018,24,egg,2
ACR-22,10,hot,20221023,13,egg,NA
ACR-22,10,hot,20221023,15,egg,NA
ACR-22,10,hot,20221023,22,egg,NA
ACR-22,10,hot,20221023,7,egg,16
ACR-22,10,hot,20221023,2,egg,15
ACR-22,10,hot,20221023,24,egg,10
ACR-22,10,hot,20221023,9,egg,9
ACR-22,10,hot,20221023,3,egg,7
ACR-22,10,hot,20221023,4,egg,7
ACR-22,10,hot,20221023,11,egg,7
ACR-22,10,hot,20221023,12,egg,7
ACR-22,10,hot,20221023,14,egg,6
ACR-22,10,hot,20221023,18,egg,6
ACR-22,10,hot,20221023,23,egg,6
ACR-22,10,hot,20221023,6,egg,5
ACR-22,10,hot,20221023,16,egg,5
ACR-22,10,hot,20221023,1,egg,4
ACR-22,10,hot,20221023,5,egg,4
ACR-22,10,hot,20221023,10,egg,4
ACR-22,10,hot,20221023,20,egg,4
ACR-22,10,hot,20221023,21,egg,4
ACR-22,10,hot,20221023,8,egg,3
ACR-22,10,hot,20221023,19,egg,3
ACR-22,10,hot,20221023,17,egg,2
ACR-23,11,hot,20221017,14,egg,NA
ACR-23,11,hot,20221017,16,egg,NA
ACR-23,11,hot,20221017,22,egg,13
ACR-23,11,hot,20221017,10,egg,12
ACR-23,11,hot,20221017,2,egg,8
ACR-23,11,hot,20221017,19,egg,5
ACR-23,11,hot,20221017,20,egg,5
ACR-23,11,hot,20221017,21,egg,5
ACR-23,11,hot,20221017,6,egg,4
ACR-23,11,hot,20221017,8,egg,4
ACR-23,11,hot,20221017,9,egg,4
ACR-23,11,hot,20221017,11,egg,4
ACR-23,11,hot,20221017,15,egg,4
ACR-23,11,hot,20221017,18,egg,4
ACR-23,11,hot,20221017,24,egg,4
ACR-23,11,hot,20221017,3,egg,3
ACR-23,11,hot,20221017,4,egg,3
ACR-23,11,hot,20221017,5,egg,3
ACR-23,11,hot,20221017,7,egg,3
ACR-23,11,hot,20221017,12,egg,3
ACR-23,11,hot,20221017,1,egg,2
ACR-23,11,hot,20221017,13,egg,2
ACR-23,11,hot,20221017,23,egg,2
ACR-23,11,hot,20221017,17,egg,1
ACR-23,11,hot,20221018,9,egg,NA
ACR-23,11,hot,20221018,22,egg,11
ACR-23,11,hot,20221018,21,egg,9
ACR-23,11,hot,20221018,20,egg,8
ACR-23,11,hot,20221018,19,egg,7
ACR-23,11,hot,20221018,4,egg,6
ACR-23,11,hot,20221018,12,egg,6
ACR-23,11,hot,20221018,17,egg,6
ACR-23,11,hot,20221018,2,egg,5
ACR-23,11,hot,20221018,6,egg,5
ACR-23,11,hot,20221018,10,egg,5
ACR-23,11,hot,20221018,16,egg,5
ACR-23,11,hot,20221018,18,egg,5
ACR-23,11,hot,20221018,1,egg,4
ACR-23,11,hot,20221018,3,egg,4
ACR-23,11,hot,20221018,5,egg,4
ACR-23,11,hot,20221018,7,egg,4
ACR-23,11,hot,20221018,8,egg,4
ACR-23,11,hot,20221018,11,egg,4
ACR-23,11,hot,20221018,15,egg,4
ACR-23,11,hot,20221018,24,egg,4
ACR-23,11,hot,20221018,14,egg,3
ACR-23,11,hot,20221018,13,egg,2
ACR-23,11,hot,20221018,23,egg,2
ACR-23,11,hot,20221020,12,egg,NA
ACR-23,11,hot,20221020,10,egg,15
ACR-23,11,hot,20221020,6,egg,14
ACR-23,11,hot,20221020,15,egg,13
ACR-23,11,hot,20221020,5,egg,10
ACR-23,11,hot,20221020,11,egg,9
ACR-23,11,hot,20221020,17,egg,9
ACR-23,11,hot,20221020,19,egg,9
ACR-23,11,hot,20221020,20,egg,9
ACR-23,11,hot,20221020,21,egg,9
ACR-23,11,hot,20221020,22,egg,8
ACR-23,11,hot,20221020,3,egg,7
ACR-23,11,hot,20221020,14,egg,7
ACR-23,11,hot,20221020,16,egg,7
ACR-23,11,hot,20221020,2,egg,6
ACR-23,11,hot,20221020,18,egg,6
ACR-23,11,hot,20221020,24,egg,6
ACR-23,11,hot,20221020,8,egg,5
ACR-23,11,hot,20221020,9,egg,5
ACR-23,11,hot,20221020,13,egg,5
ACR-23,11,hot,20221020,7,egg,4
ACR-23,11,hot,20221020,23,egg,4
ACR-23,11,hot,20221020,1,egg,2
ACR-23,11,hot,20221020,4,egg,2
ACR-23,11,hot,20221023,22,egg,NA
ACR-23,11,hot,20221023,21,egg,13
ACR-23,11,hot,20221023,23,egg,10
ACR-23,11,hot,20221023,1,egg,9
ACR-23,11,hot,20221023,13,egg,8
ACR-23,11,hot,20221023,24,egg,8
ACR-23,11,hot,20221023,3,egg,7
ACR-23,11,hot,20221023,5,egg,7
ACR-23,11,hot,20221023,12,egg,7
ACR-23,11,hot,20221023,15,egg,7
ACR-23,11,hot,20221023,6,egg,6
ACR-23,11,hot,20221023,10,egg,6
ACR-23,11,hot,20221023,14,egg,6
ACR-23,11,hot,20221023,18,egg,6
ACR-23,11,hot,20221023,2,egg,5
ACR-23,11,hot,20221023,8,egg,5
ACR-23,11,hot,20221023,17,egg,5
ACR-23,11,hot,20221023,7,egg,4
ACR-23,11,hot,20221023,9,egg,4
ACR-23,11,hot,20221023,11,egg,4
ACR-23,11,hot,20221023,16,egg,4
ACR-23,11,hot,20221023,4,egg,3
ACR-23,11,hot,20221023,19,egg,3
ACR-23,11,hot,20221023,20,egg,3
ACR-24,12,hot,20221019,17,egg,NA
ACR-24,12,hot,20221019,9,egg,12
ACR-24,12,hot,20221019,4,egg,10
ACR-24,12,hot,20221019,22,egg,10
ACR-24,12,hot,20221019,2,egg,8
ACR-24,12,hot,20221019,3,egg,6
ACR-24,12,hot,20221019,14,egg,5
ACR-24,12,hot,20221019,15,egg,5
ACR-24,12,hot,20221019,16,egg,5
ACR-24,12,hot,20221019,19,egg,5
ACR-24,12,hot,20221019,20,egg,5
ACR-24,12,hot,20221019,21,egg,5
ACR-24,12,hot,20221019,6,egg,4
ACR-24,12,hot,20221019,8,egg,4
ACR-24,12,hot,20221019,11,egg,4
ACR-24,12,hot,20221019,18,egg,4
ACR-24,12,hot,20221019,23,egg,4
ACR-24,12,hot,20221019,24,egg,4
ACR-24,12,hot,20221019,5,egg,3
ACR-24,12,hot,20221019,7,egg,3
ACR-24,12,hot,20221019,12,egg,3
ACR-24,12,hot,20221019,1,egg,2
ACR-24,12,hot,20221019,10,egg,2
ACR-24,12,hot,20221019,13,egg,2
ACR-24,12,hot,20221023,21,egg,16
ACR-24,12,hot,20221023,2,egg,10
ACR-24,12,hot,20221023,16,egg,10
ACR-24,12,hot,20221023,19,egg,10
ACR-24,12,hot,20221023,22,egg,9
ACR-24,12,hot,20221023,8,egg,8
ACR-24,12,hot,20221023,13,egg,8
ACR-24,12,hot,20221023,17,egg,8
ACR-24,12,hot,20221023,18,egg,8
ACR-24,12,hot,20221023,4,egg,7
ACR-24,12,hot,20221023,5,egg,7
ACR-24,12,hot,20221023,10,egg,7
ACR-24,12,hot,20221023,11,egg,7
ACR-24,12,hot,20221023,14,egg,7
ACR-24,12,hot,20221023,15,egg,7
ACR-24,12,hot,20221023,20,egg,7
ACR-24,12,hot,20221023,1,egg,6
ACR-24,12,hot,20221023,3,egg,6
ACR-24,12,hot,20221023,6,egg,6
ACR-24,12,hot,20221023,7,egg,6
ACR-24,12,hot,20221023,9,egg,6
ACR-24,12,hot,20221023,24,egg,6
ACR-24,12,hot,20221023,12,egg,5
ACR-24,12,hot,20221023,23,egg,5
