ColonyID,treatment,genotype,tank.num,ExperimentalDay,Period,Photo_date,Photo_ID,Red_standard,Green_standard,Blue_standard,Red_coral,Green_coral,Blue_coral,Tech,Notes
ACR-2,ambient,2,14,TP4,Heatwave,20220413,IMG_9235,224.821,87.322,191.341,175.255,146.369,76.258,Danielle,Tank photo = IMG_9233
ACR-3,ambient,3,7,TP4,Heatwave,20220413,IMG_9208,193.551,67.618,148.709,149.905,113.731,41.036,Danielle,Tank photo = IMG_9207
ACR-4,ambient,4,24,TP4,Heatwave,20220413,IMG_9265,217.587,83.284,165.832,169.207,136.161,51.063,Danielle,Tank photo = IMG_9263
ACR-5,ambient,5,13,TP4,Heatwave,20220413,IMG_9231,195.761,70.387,151.89,189.047,160.579,74.188,Danielle,"Tank photo = IMG_9229, standard ruler a bit blurry"
ACR-6,ambient,6,9,TP4,Heatwave,20220413,IMG_9215,199.566,71.239,147.155,135.155,105.366,39.785,Danielle,Tank photo = IMG_9213
ACR-7,ambient,7,3,TP4,Heatwave,20220413,IMG_9195,217.922,85.848,166.352,129.19,101.291,41.637,Danielle,Tank photo = IMG_9192
ACR-8,ambient,8,19,TP4,Heatwave,20220413,IMG_9247,178.231,65.895,140.489,119.435,99.018,43.663,Danielle,Tank photo = IMG_9246
ACR-9,ambient,9,21,TP4,Heatwave,20220413,IMG_9251,207.345,79.126,165.9,148.016,119.962,51.98,Danielle,Tank photo = IMG_9250
ACR-10,ambient,10,5,TP4,Heatwave,20220413,IMG_9203,200.361,67.952,144.345,185.599,153.505,67.13,Danielle,Tank photo = IMG_9200
ACR-11,ambient,11,1,TP4,Heatwave,20220413,IMG_9187,228.879,93.699,198.722,181.574,148.393,85.621,Danielle,Tank photo = IMG_9185
ACR-12,ambient,12,11,TP4,Heatwave,20220413,IMG_9220,169.411,48.934,138.338,156.098,131.395,67.325,Danielle,Tank photo = IMG_9219
ACR-13,hot,1,10,TP4,Heatwave,20220413,IMG_9217,215.291,77.438,166.092,182.731,159.811,92.395,Danielle,Tank photo = IMG_9216
ACR-14,hot,2,8,TP4,Heatwave,20220413,IMG_9212,180.513,61.136,133.884,193.741,171.045,88.645,Danielle,Tank photo = IMG_9209
ACR-15,hot,3,20,TP4,Heatwave,20220413,IMG_9249,212.747,86.621,186.03,190.691,167.525,95.351,Danielle,Tank photo = IMG_9248
ACR-16,hot,4,18,TP4,Heatwave,20220413,IMG_9245,208.983,78.03,176.387,184.424,163.395,99.503,Danielle,"Tank photo = IMG_9244, standard ruler a little blurry"
ACR-17,hot,5,4,TP4,Heatwave,20220413,IMG_9198,173.828,57.422,123.127,179.913,152.292,65.445,Danielle,Tank photo = IMG_9196
ACR-18,hot,6,22,TP4,Heatwave,20220413,IMG_9258,206.884,77.845,157.691,180.832,155.67,74.678,Danielle,Tank photo = IMG_9256
ACR-19,hot,7,16,TP4,Heatwave,20220413,IMG_9240,190.686,66.072,170.542,191.597,165.024,114.291,Danielle,Tank photo = IMG_9239
ACR-20,hot,8,2,TP4,Heatwave,20220413,IMG_9191,181.5,58.841,125.542,199.329,179.326,101.916,Danielle,Tank photo = IMG_9188
ACR-21,hot,9,15,TP4,Heatwave,20220413,IMG_9237,219.67,84.122,192.803,161.648,130.433,72.72,Danielle,Tank photo = IMG_9236
ACR-22,hot,10,12,TP4,Heatwave,20220413,IMG_9224,198.962,69.554,164.67,192.075,160.727,85.23,Danielle,Tank photo = IMG_9222
ACR-23,hot,11,23,TP4,Heatwave,20220413,IMG_9262,188.854,64.935,148.314,187.444,147.211,51.065,Danielle,Tank photo = IMG_9259
ACR-24,hot,12,6,TP4,Heatwave,20220413,IMG_9206,172.378,57.069,130.619,169.202,137.759,62.259,Danielle,Tank photo = IMG_9204
ACR-1,ambient,1,17,TP4,Heatwave,20220414,IMG_4526,208.399,81.322,190.412,150.537,119.242,77.391,Danielle,Tank photo = IMG_4524
ACR-2,ambient,2,14,TP4,Heatwave,20220414,IMG_4518,226.888,96.761,215.867,151.07,130.45,92.839,Danielle,Tank photo = IMG_4516
ACR-3,ambient,3,7,TP4,Heatwave,20220414,IMG_4499,172.564,71.649,145.794,130.592,106.111,77.782,Danielle,Tank photo = IMG_4497
ACR-4,ambient,4,24,TP4,Heatwave,20220414,IMG_4551,218.787,85.739,188.189,136.433,105.228,63.344,Danielle,Tank photo = IMG_4549
ACR-5,ambient,5,13,TP4,Heatwave,20220414,IMG_4515,190.967,67.103,178.114,135.769,115.446,76.336,Danielle,Tank photo = IMG_4511
ACR-6,ambient,6,9,TP4,Heatwave,20220414,IMG_4493,201.169,75.58,170.604,147.764,118.038,82.308,Danielle,Tank photo = IMG_4491
ACR-7,ambient,7,3,TP4,Heatwave,20220414,IMG_4477,207.383,83.905,177.08,149.657,121.803,83.22,Danielle,Tank photo = IMG_4476
ACR-8,ambient,8,19,TP4,Heatwave,20220414,IMG_4532,198.491,67.17,175.6,178.613,154.436,114.065,Danielle,Tank photo = IMG_4530
ACR-9,ambient,9,21,TP4,Heatwave,20220414,IMG_4539,204.644,74.77,177.312,151.57,123.856,79.585,Danielle,Tank photo = IMG_4537
ACR-10,ambient,10,5,TP4,Heatwave,20220414,IMG_4487,185.357,72.618,161.414,160.78,134.518,96.393,Danielle,Tank photo = IMG_4485
ACR-11,ambient,11,1,TP4,Heatwave,20220414,IMG_4469,185.158,65.575,164.603,143.772,117.593,79.111,Danielle,Tank photo = IMG_4467
ACR-12,ambient,12,11,TP4,Heatwave,20220414,IMG_4506,185.581,67.835,168.924,151.315,124.442,83.868,Danielle,Tank photo = IMG_4503
ACR-13,hot,1,10,TP4,Heatwave,20220414,IMG_4490,216.788,89.075,199.767,195.572,171.675,130.772,Danielle,Tank photo = IMG_4488
ACR-14,hot,2,8,TP4,Heatwave,20220414,IMG_4496,173.793,55.948,147.09,181.195,157.294,125.921,Danielle,Tank photo = IMG_4494
ACR-15,hot,3,20,TP4,Heatwave,20220414,IMG_4535,210.734,92.802,205.693,202.764,183.55,135.741,Danielle,Tank photo = IMG_4533
ACR-16,hot,4,18,TP4,Heatwave,20220414,IMG_4528,208.318,73.933,175.58,207.511,179.532,131.981,Danielle,Tank photo = IMG_4527
ACR-17,hot,5,4,TP4,Heatwave,20220414,IMG_4483,166.243,54.154,143.464,173.711,144.754,96.896,Danielle,Tank photo = IMG_4481
ACR-18,hot,6,22,TP4,Heatwave,20220414,IMG_4542,196.144,64.188,163.713,167.561,134.897,87.314,Danielle,Tank photo = IMG_4540
ACR-19,hot,7,16,TP4,Heatwave,20220414,IMG_4523,171.555,55.205,161.973,177.118,153.093,105.787,Danielle,Tank photo = IMG_4522
ACR-20,hot,8,2,TP4,Heatwave,20220414,IMG_4474,189.366,61.671,158.711,203.541,179.485,155.733,Danielle,Tank photo = IMG_4470
ACR-21,hot,9,15,TP4,Heatwave,20220414,IMG_4521,208.846,80.84,191.603,191.768,167.344,114.304,Danielle,Tank photo = IMG_4519
ACR-22,hot,10,12,TP4,Heatwave,20220414,IMG_4510,201.704,71.034,175.054,180.724,144.141,93.276,Danielle,Tank photo = IMG_4509
ACR-23,hot,11,23,TP4,Heatwave,20220414,IMG_4547,191.773,62.919,166.301,173.014,132.034,73.985,Danielle,Tank photo = IMG_4543
ACR-24,hot,12,6,TP4,Heatwave,20220414,IMG_4501,169.351,63.567,152.234,164.82,139.055,104.957,Danielle,Tank photo = IMG_4500
ACR-1,ambient,1,17,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-2,ambient,2,14,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-3,ambient,3,7,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-4,ambient,4,24,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-5,ambient,5,13,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-6,ambient,6,9,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-7,ambient,7,3,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-8,ambient,8,19,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-9,ambient,9,21,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-10,ambient,10,5,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-11,ambient,11,1,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-12,ambient,12,11,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-13,hot,1,10,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-14,hot,2,8,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-15,hot,3,20,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-16,hot,4,18,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-17,hot,5,4,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-18,hot,6,22,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-19,hot,7,16,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-20,hot,8,2,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-21,hot,9,15,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-22,hot,10,12,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-23,hot,11,23,TP4,Heatwave,20220416,,,,,,,,Danielle,
ACR-24,hot,12,6,TP4,Heatwave,20220416,,,,,,,,Danielle,
