ColonyID,treatment,genotype,tank.num,ExperimentalDay,Period,Photo_date,Photo_ID,Red_standard,Green_standard,Blue_standard,Red_coral,Green_coral,Blue_coral,Tech,Notes
ACR-12,ambient,12,11,TP4,Heatwave,20220405,IMG_3803,196.721,71.381,177.094,171.972,143.747,101.059,Emma,Tank photo = IMG_3802
ACR-13,hot,1,10,TP4,Heatwave,20220405,IMG_3801,224.358,98.654,221.352,185.432,157.402,117.686,Emma,Tank photo = IMG_3800
ACR-14,hot,2,8,TP4,Heatwave,20220405,IMG_3795,146.338,50.055,138.673,146.85,133.85,84.877,Emma,Tank photo = IMG_3794
ACR-15,hot,3,20,TP4,Heatwave,20220405,IMG_3820,227.82,95.433,209.044,180.735,151.131,100.758,Emma,Tank photo = IMG_3828
ACR-16,hot,4,18,TP4,Heatwave,20220405,IMG_3824,206.444,78.254,183.823,174.835,145.124,99.901,Emma,Tank photo = IMG_3823
ACR-17,hot,5,4,TP4,Heatwave,20220405,IMG_3784,218.521,84.133,187.661,177.07,145.058,94.41,Emma,Tank photo = IMG_3783
ACR-18,hot,6,22,TP4,Heatwave,20220405,IMG_3837,223.535,89.377,194.039,164.437,133.761,87.25,Emma,Tank photo = IMG_3835
ACR-19,hot,7,16,TP4,Heatwave,20220405,IMG_3817,196.419,75.823,189.283,170.948,142.736,93.227,Emma,Tank photo = IMG_3816
ACR-20,hot,8,2,TP4,Heatwave,20220405,IMG_3780,208.482,84.607,166.527,175.048,148.891,74.417,Emma,Tank photo = IMG_3779
ACR-21,hot,9,15,TP4,Heatwave,20220405,IMG_3815,234.659,105.668,216.674,163.125,134.162,85.863,Emma,Tank photo = IMG_3813
ACR-22,hot,10,12,TP4,Heatwave,20220405,IMG_3806,202.756,68.399,172.967,185.629,152.306,101.345,Emma,Tank photo = IMG_3805
ACR-23,hot,11,23,TP4,Heatwave,20220405,IMG_3842,207.294,78.079,189.015,176.122,147.781,79.899,Emma,Tank photo = IMG_3839
ACR-24,hot,12,6,TP4,Heatwave,20220405,IMG_3791,236.052,106.051,197.373,170.966,139.113,62.929,Emma,Tank photo = IMG_3790
ACR-1,ambient,1,17,TP4,Heatwave,20220406,IMG_3909,221.182,88.531,176.522,193.149,167.611,95.832,Emma,Tank photo = IMG_3908
ACR-2,ambient,2,14,TP4,Heatwave,20220406,IMG_3899,221.164,89.035,172.892,200.544,170.593,89.95,Emma,Tank photo = IMG_3897
ACR-3,ambient,3,7,TP4,Heatwave,20220406,IMG_3873,200.596,72.258,137.227,161.364,126.327,41.327,Emma,Tank photo = IMG_3872
ACR-4,ambient,4,24,TP4,Heatwave,20220406,IMG_3935,214.534,82.964,153.022,197.288,168.833,80.414,Emma,Tank photo = IMG_3934
ACR-5,ambient,5,13,TP4,Heatwave,20220406,IMG_3894,206.751,74.408,145.36,189.104,159.24,73.953,Emma,Tank photo = IMG_3890
ACR-6,ambient,6,9,TP4,Heatwave,20220406,IMG_3878,224.181,97.848,161.905,177.213,145.423,59.904,Emma,Tank photo = IMG_3876
ACR-7,ambient,7,3,TP4,Heatwave,20220406,IMG_3859,224.543,95.17,167.916,189.033,157.535,70.695,Emma,Tank photo = IMG_3857
ACR-8,ambient,8,19,TP4,Heatwave,20220406,IMG_3914,207.164,78.452,150.623,179.758,150.297,67.516,Emma,Tank photo = IMG_3913
ACR-9,ambient,9,21,TP4,Heatwave,20220406,IMG_3922,199.396,77.266,151.752,167.833,140.689,60.488,Emma,Tank photo = IMG_3920
ACR-10,ambient,10,5,TP4,Heatwave,20220406,IMG_3867,222.33,91.514,175.997,190.283,161.027,73.585,Emma,Tank photo = IMG_3864
ACR-11,ambient,11,1,TP4,Heatwave,20220406,IMG_3850,198.057,78.563,150.564,173.847,143.421,59.012,Emma,Tank photo = IMG_3849
ACR-12,ambient,12,11,TP4,Heatwave,20220406,IMG_3883,178.589,60.038,124.824,156.527,129.224,54.058,Emma,Tank photo = IMG_3882
ACR-13,hot,1,10,TP4,Heatwave,20220406,IMG_3881,230.292,95.456,180.579,197.884,167.37,87.775,Emma,Tank photo = IMG_3879
ACR-14,hot,2,8,TP4,Heatwave,20220406,IMG_3875,182.773,62.039,121.568,179.526,152.768,69.586,Emma,Tank photo = IMG_3874
ACR-15,hot,3,20,TP4,Heatwave,20220406,IMG_3917,224.369,93.863,175.183,178.003,148.103,68.139,Emma,Tank photo = IMG_3916
ACR-16,hot,4,18,TP4,Heatwave,20220406,IMG_3912,208.973,76.215,150.218,169.997,140.909,62.641,Emma,Tank photo = IMG_3911
ACR-17,hot,5,4,TP4,Heatwave,20220406,IMG_3861,196.203,65.125,131.653,172.426,139.008,51.396,Emma,Tank photo = IMG_3860
ACR-18,hot,6,22,TP4,Heatwave,20220406,IMG_3928,172.379,64.547,126.998,167.735,137.93,55.073,Emma,Tank photo = IMG_3925
ACR-19,hot,7,16,TP4,Heatwave,20220406,IMG_3906,230.28,100.147,174.497,183.678,150.966,64.299,Emma,Tank photo = IMG_3904
ACR-20,hot,8,2,TP4,Heatwave,20220406,IMG_3852,185.122,68.557,138.339,184.064,155.908,75.879,Emma,Tank photo = IMG_3851
ACR-21,hot,9,15,TP4,Heatwave,20220406,IMG_3901,238.745,104.332,194.024,167.48,135.537,60.367,Emma,Tank photo = IMG_3900
ACR-22,hot,10,12,TP4,Heatwave,20220406,IMG_3888,218.694,82.951,164.526,191.085,160.476,72.416,Emma,Tank photo = IMG_3886
ACR-23,hot,11,23,TP4,Heatwave,20220406,IMG_3933,208.604,77.726,151.266,183.5,148.002,54.133,Emma,Tank photo = IMG_3930
ACR-24,hot,12,6,TP4,Heatwave,20220406,IMG_3871,212.563,76.656,159.478,173.478,138.111,57.155,Emma,Tank photo = IMG_3868
ACR-1,ambient,1,17,TP4,Heatwave,20220407,IMG_8463,196.855,77.939,183.925,182.849,163.961,109.278,Emma,Tank photo = IMG_8462
ACR-2,ambient,2,14,TP4,Heatwave,20220407,IMG_8451,213.214,82.658,185.609,171.772,149.412,95.787,Emma,Tank photo = IMG_8450
ACR-3,ambient,3,7,TP4,Heatwave,20220407,IMG_8428,186.151,64.621,160.379,135.563,109,49.572,Emma,Tank photo = IMG_8427
ACR-4,ambient,4,24,TP4,Heatwave,20220407,IMG_8488,233.942,86.254,175.781,190.75,165.359,86.138,Emma,Tank photo = IMG_8486
ACR-5,ambient,5,13,TP4,Heatwave,20220407,IMG_8446,171.187,55.569,147.87,172.332,150.98,89.004,Emma,Tank photo = IMG_8442
ACR-6,ambient,6,9,TP4,Heatwave,20220407,IMG_8435,213.086,82.811,187.582,160.761,136.678,78.502,Emma,Tank photo = IMG_8433
ACR-7,ambient,7,3,TP4,Heatwave,20220407,IMG_8409,211.584,86.846,184.644,181.301,158.542,95.903,Emma,Tank photo = IMG_8407
ACR-8,ambient,8,19,TP4,Heatwave,20220407,IMG_8472,178.739,61.004,150.56,164.874,144.069,86.513,Emma,Tank photo = IMG_8470
ACR-9,ambient,9,21,TP4,Heatwave,20220407,IMG_8478,198.604,72.598,171.938,152.978,133.162,70.038,Emma,Tank photo = IMG_8476
ACR-10,ambient,10,5,TP4,Heatwave,20220407,IMG_8423,199.19,77.23,177.112,172.352,148.752,86.135,Emma,Tank photo = IMG_8421
ACR-11,ambient,11,1,TP4,Heatwave,20220407,IMG_8402,192.035,78.346,176.504,157.75,137.655,74.272,Emma,Tank photo = IMG_8401
ACR-12,ambient,12,11,TP4,Heatwave,20220407,IMG_8439,150.664,51.002,142.706,145.618,127.219,73.13,Emma,Tank photo = IMG_8438
ACR-13,hot,1,10,TP4,Heatwave,20220407,IMG_8437,204.618,78.368,178.313,171.725,149.361,89.981,Emma,Tank photo = IMG_8436
ACR-14,hot,2,8,TP4,Heatwave,20220407,IMG_8432,178.809,58.274,139.658,168.915,145.407,80.859,Emma,Tank photo = IMG_8429
ACR-15,hot,3,20,TP4,Heatwave,20220407,IMG_8475,207.437,79.547,185.32,167.744,146.835,82.639,Emma,Tank photo = IMG_8473
ACR-16,hot,4,18,TP4,Heatwave,20220407,IMG_8469,174.226,58.31,143.418,151.842,127.212,69.892,Emma,Tank photo = IMG_8467
ACR-17,hot,5,4,TP4,Heatwave,20220407,IMG_8420,178.335,63.009,129.269,157.589,132.529,57.144,Emma,Tank photo = IMG_8411
ACR-18,hot,6,22,TP4,Heatwave,20220407,IMG_8482,201.43,75.395,158.743,170.941,143.18,71.993,Emma,Tank photo = IMG_8480
ACR-19,hot,7,16,TP4,Heatwave,20220407,IMG_8460,227.929,116.756,218.154,183.609,162.675,96.805,Emma,Tank photo = IMG_8455
ACR-20,hot,8,2,TP4,Heatwave,20220407,IMG_8405,182.229,63.188,145.744,176.555,157.032,95.291,Emma,Tank photo = IMG_8403
ACR-21,hot,9,15,TP4,Heatwave,20220407,IMG_8454,206.441,80.83,182.159,147.506,123.355,62.929,Emma,Tank photo = IMG_8452
ACR-22,hot,10,12,TP4,Heatwave,20220407,IMG_8441,212.738,81.083,193.043,181.238,153.837,88.63,Emma,Tank photo = IMG_8440
ACR-23,hot,11,23,TP4,Heatwave,20220407,IMG_8485,210.524,83.095,166.426,156.591,127.333,51.085,Emma,Tank photo = IMG_8483
ACR-24,hot,12,6,TP4,Heatwave,20220407,IMG_8426,235.575,101.68,213.439,168.386,142.697,82.951,Emma,Tank photo = IMG_8424
ACR-1,ambient,1,17,TP4,Heatwave,20220408,IMG_8537,187.71,64.211,131.246,135.646,105.884,39.965,Danielle,Tank photo = IMG_8536
ACR-2,ambient,2,14,TP4,Heatwave,20220408,IMG_8528,200.278,72.724,145.792,153.266,125.636,55.739,Danielle,Tank photo = IMG_8527
ACR-3,ambient,3,7,TP4,Heatwave,20220408,IMG_8507,176.083,36.38,116.296,117.856,85.056,23.555,Danielle,Tank photo = IMG_8506
ACR-4,ambient,4,24,TP4,Heatwave,20220408,IMG_8561,201.071,77.506,143.531,134.036,109.274,40.146,Danielle,Tank photo = IMG_8559
ACR-5,ambient,5,13,TP4,Heatwave,20220408,IMG_8525,170.566,52.778,117.439,168.789,135.845,51.302,Danielle,Tank photo = IMG_8524
ACR-6,ambient,6,9,TP4,Heatwave,20220408,IMG_8513,199.582,73.763,134.413,117.823,89.695,29.121,Danielle,Tank photo = IMG_8510
ACR-7,ambient,7,3,TP4,Heatwave,20220408,IMG_8497,197.134,76.002,139.455,175.7,145.314,62.461,Danielle,Tank photo = IMG_8495
ACR-8,ambient,8,19,TP4,Heatwave,20220408,IMG_8542,181.069,62.26,121.997,142.759,116.072,40.73,Danielle,Tank photo = IMG_8541
ACR-9,ambient,9,21,TP4,Heatwave,20220408,IMG_8549,187.954,71,135.775,146.012,118.652,44.051,Danielle,Tank photo = IMG_8547
ACR-10,ambient,10,5,TP4,Heatwave,20220408,IMG_8502,188.879,62.221,131.245,174.015,143.609,59.257,Danielle,Tank photo = IMG_8501
ACR-11,ambient,11,1,TP4,Heatwave,20220408,IMG_8490,178.189,62.532,123.232,122.354,97.182,33.986,Danielle,Tank photo = IMG_8489
ACR-12,ambient,12,11,TP4,Heatwave,20220408,IMG_8518,156.109,50.068,110.788,132.53,107.182,44.633,Danielle,Tank photo = IMG_8517
ACR-13,hot,1,10,TP4,Heatwave,20220408,IMG_8515,210.029,82.223,150.496,186.818,153.117,62.16,Danielle,Tank photo = IMG_8514
ACR-14,hot,2,8,TP4,Heatwave,20220408,IMG_8509,182.271,63.001,121.297,181.058,153.293,68.343,Danielle,Tank photo = IMG_8508
ACR-15,hot,3,20,TP4,Heatwave,20220408,IMG_8546,214.872,82.398,155.407,211.439,183.188,89.136,Danielle,Tank photo = IMG_8544
ACR-16,hot,4,18,TP4,Heatwave,20220408,IMG_8539,195.465,68.836,136.46,167.14,139.125,59.662,Danielle,Tank photo = IMG_8538
ACR-17,hot,5,4,TP4,Heatwave,20220408,IMG_8500,166.074,55.25,113.861,169.092,136.919,51.291,Danielle,Tank photo = IMG_8498
ACR-18,hot,6,22,TP4,Heatwave,20220408,IMG_8553,188.38,69.261,128.637,153.493,127.906,50.297,Danielle,Tank photo = IMG_8552
ACR-19,hot,7,16,TP4,Heatwave,20220408,IMG_8535,188.577,61.2,132.223,194.009,164.328,71.225,Danielle,Tank photo = IMG_8534
ACR-20,hot,8,2,TP4,Heatwave,20220408,IMG_8493,165.999,60.349,118.309,194.174,175.043,95.29,Danielle,Tank photo = IMG_8492
ACR-21,hot,9,15,TP4,Heatwave,20220408,IMG_8532,203.535,76.58,147.306,159.77,128.556,47.728,Danielle,Tank photo = IMG_8530
ACR-22,hot,10,12,TP4,Heatwave,20220408,IMG_8521,185.45,69.453,136.328,193.273,162.426,72.015,Danielle,Tank photo = IMG_8520
ACR-23,hot,11,23,TP4,Heatwave,20220408,IMG_8556,210.191,74.659,151.651,163.411,132.26,47.4,Danielle,Tank photo = IMG_8555
ACR-24,hot,12,6,TP4,Heatwave,20220408,IMG_8505,199.168,74.045,149.992,170.332,136.614,58.4,Danielle,Tank photo = IMG_8504
ACR-1,ambient,1,17,TP4,Heatwave,20220409,IMG_4291,200.69,75.02,170.008,152.312,126.215,71.075,Danielle,Tank photo = IMG_4290
ACR-2,ambient,2,14,TP4,Heatwave,20220409,IMG_4284,220.564,93.98,196.195,145.982,124.579,69.481,Danielle,Tank photo = IMG_4282
ACR-3,ambient,3,7,TP4,Heatwave,20220409,IMG_4261,203.143,79.208,182.658,141.805,114.938,53.264,Danielle,Tank photo = IMG_4260
ACR-4,ambient,4,24,TP4,Heatwave,20220409,IMG_4317,201.315,74.131,149.833,160.655,132.898,58.386,Danielle,Tank photo = IMG_4313
ACR-5,ambient,5,13,TP4,Heatwave,20220409,IMG_4279,185.265,61.285,155.638,164.37,138.608,80.95,Danielle,Tank photo = IMG_4278
ACR-6,ambient,6,9,TP4,Heatwave,20220409,IMG_4267,199.743,72.278,152.348,123.209,96.062,36.472,Danielle,Tank photo = IMG_4265
ACR-7,ambient,7,3,TP4,Heatwave,20220409,IMG_4250,203.771,79.55,170.944,147.212,125.896,71.052,Danielle,Tank photo = IMG_4248
ACR-8,ambient,8,19,TP4,Heatwave,20220409,IMG_4300,189.492,65.838,143.611,173.738,149.545,74.274,Danielle,Tank photo = IMG_4296
ACR-9,ambient,9,21,TP4,Heatwave,20220409,IMG_4306,179.796,58.857,140.182,134.723,109.012,48.195,Danielle,Tank photo = IMG_4303
ACR-10,ambient,10,5,TP4,Heatwave,20220409,IMG_4256,179.747,61.779,151.627,157.74,130.705,62.544,Danielle,Tank photo = IMG_4255
ACR-11,ambient,11,1,TP4,Heatwave,20220409,IMG_4244,186.145,72.058,170.142,124.429,106.427,54.4,Danielle,Tank photo = IMG_4241
ACR-12,ambient,12,11,TP4,Heatwave,20220409,IMG_4274,177.559,62.065,166.078,149.401,129.496,70.935,Danielle,Tank photo = IMG_4273
ACR-13,hot,1,10,TP4,Heatwave,20220409,IMG_4269,211.528,82.458,181.383,187.838,164.726,104.036,Danielle,Tank photo = IMG_4268
ACR-14,hot,2,8,TP4,Heatwave,20220409,IMG_4264,167.726,58.252,125.02,168.012,144.936,75.454,Danielle,Tank photo = IMG_4263
ACR-15,hot,3,20,TP4,Heatwave,20220409,IMG_4302,203.85,73.918,168.802,174.778,150.786,87.072,Danielle,Tank photo = IMG_4301
ACR-16,hot,4,18,TP4,Heatwave,20220409,IMG_4294,202.95,80.643,179.994,188.176,166.73,108.355,Danielle,Tank photo = IMG_4293
ACR-17,hot,5,4,TP4,Heatwave,20220409,IMG_4254,176.625,59.335,127.845,177.606,147.192,64.593,Danielle,Tank photo = IMG_4252
ACR-18,hot,6,22,TP4,Heatwave,20220409,IMG_4309,199.947,71.41,154.797,152.287,127.183,60.724,Danielle,Tank photo = IMG_4307
ACR-19,hot,7,16,TP4,Heatwave,20220409,IMG_4288,181.017,58.722,153.371,188.9,162.571,94.729,Danielle,Tank photo = IMG_4287
ACR-20,hot,8,2,TP4,Heatwave,20220409,IMG_4246,176.833,58.082,137.681,178.639,160.973,101.49,Danielle,Tank photo = IMG_4245
ACR-21,hot,9,15,TP4,Heatwave,20220409,IMG_4286,213.39,83.213,185.399,179.143,150.261,78.385,Danielle,Tank photo = IMG_4285
ACR-22,hot,10,12,TP4,Heatwave,20220409,IMG_4276,163.056,50.348,136.983,163.971,136.371,72.728,Danielle,Tank photo = IMG_4275
ACR-23,hot,11,23,TP4,Heatwave,20220409,IMG_4312,188.223,64.793,144.838,154.061,116.405,38.199,Danielle,Tank photo = IMG_4310
ACR-24,hot,12,6,TP4,Heatwave,20220409,IMG_4259,168.78,57.364,149.89,162.29,133.403,71.131,Danielle,Tank photo = IMG_4257
ACR-1,ambient,1,17,TP4,Heatwave,20220410,IMG_8885,205.517,78.961,167.425,190.669,162.142,83.932,Danielle,Tank photo = IMG_8882
ACR-2,ambient,2,14,TP4,Heatwave,20220410,IMG_8875,213.521,80.027,166.778,194.461,167.944,90.655,Danielle,Tank photo = IMG_8873
ACR-3,ambient,3,7,TP4,Heatwave,20220410,IMG_8851,196.018,68.679,141.661,134.707,100.687,29.157,Danielle,Tank photo = IMG_8850
ACR-4,ambient,4,24,TP4,Heatwave,20220410,IMG_8904,203.711,73.987,143.904,143.697,114.807,41.433,Danielle,Tank photo = IMG_8902
ACR-5,ambient,5,13,TP4,Heatwave,20220410,IMG_8870,202.016,71.874,144.93,190.43,160.242,73.909,Danielle,Tank photo = IMG_8869
ACR-6,ambient,6,9,TP4,Heatwave,20220410,IMG_8856,202.792,73.416,143.992,131.8,101.069,32.425,Danielle,Tank photo = IMG_8855
ACR-7,ambient,7,3,TP4,Heatwave,20220410,IMG_8840,186.784,62.146,126.168,145.496,118.389,46.233,Danielle,Tank photo = IMG_8838
ACR-8,ambient,8,19,TP4,Heatwave,20220410,IMG_8891,214.026,78.054,155.284,167.344,140.222,56.993,Danielle,Tank photo = IMG_8889
ACR-9,ambient,9,21,TP4,Heatwave,20220410,IMG_8896,197.16,72.535,145.961,160.347,130.381,46.709,Danielle,Tank photo = IMG_8894
ACR-10,ambient,10,5,TP4,Heatwave,20220410,IMG_8845,190.731,63.647,135.728,166.644,133.017,47.372,Danielle,Tank photo = IMG_8844
ACR-11,ambient,11,1,TP4,Heatwave,20220410,IMG_8834,191.278,75.254,148.921,177.356,144.468,49.935,Danielle,Tank photo = IMG_8831
ACR-12,ambient,12,11,TP4,Heatwave,20220410,IMG_8862,167.871,52.739,125.572,140.867,112.7,41.214,Danielle,Tank photo = IMG_8861
ACR-13,hot,1,10,TP4,Heatwave,20220410,IMG_8860,203.662,75.249,154.355,176.776,149.111,70.136,Danielle,Tank photo = IMG_8858
ACR-14,hot,2,8,TP4,Heatwave,20220410,IMG_8854,192.503,67.117,133.982,184.743,157.349,69.506,Danielle,Tank photo = IMG_8852
ACR-15,hot,3,20,TP4,Heatwave,20220410,IMG_8893,217.537,87.054,181.027,204.758,180.225,103.47,Danielle,Tank photo = IMG_8892
ACR-16,hot,4,18,TP4,Heatwave,20220410,IMG_8887,199.817,73.839,148.332,193.242,164.856,78.753,Danielle,Tank photo = IMG_8886
ACR-17,hot,5,4,TP4,Heatwave,20220410,IMG_8843,162.623,50.683,109.52,150.381,120.976,45.997,Danielle,Tank photo = IMG_8841
ACR-18,hot,6,22,TP4,Heatwave,20220410,IMG_8898,205.73,72.859,144.609,175.099,144.337,59.197,Danielle,Tank photo = IMG_8897
ACR-19,hot,7,16,TP4,Heatwave,20220410,IMG_8881,204.144,71.25,156.601,189.36,157.535,73.483,Danielle,Tank photo = IMG_8880
ACR-20,hot,8,2,TP4,Heatwave,20220410,IMG_8837,161.055,54.489,115.999,199.632,179.467,98.573,Danielle,Tank photo = IMG_8835
ACR-21,hot,9,15,TP4,Heatwave,20220410,IMG_8879,215.848,81.35,167.308,163.295,131.774,55.69,Danielle,Tank photo = IMG_8871
ACR-22,hot,10,12,TP4,Heatwave,20220410,IMG_8867,198.437,70.359,164.636,181.591,149.557,70.897,Danielle,Tank photo = IMG_8877
ACR-23,hot,11,23,TP4,Heatwave,20220410,IMG_8901,197.009,69.109,140.163,173.569,131.616,37.795,Danielle,Tank photo = IMG_8900
ACR-24,hot,12,6,TP4,Heatwave,20220410,IMG_8849,194.833,72.847,146.842,185.472,152.465,62.902,Danielle,Tank photo = IMG_8847
ACR-1,ambient,1,17,TP4,Heatwave,20220411,IMG_8953,210.267,79.681,156.562,180.386,150.015,70.387,Danielle,Tank photo = IMG_8952
ACR-2,ambient,2,14,TP4,Heatwave,20220411,IMG_8944,218.912,83.12,169.375,159.91,126.898,49.237,Danielle,Tank photo = IMG_8943
ACR-3,ambient,3,7,TP4,Heatwave,20220411,IMG_8925,206.799,79.859,150.596,157.584,118.276,32.638,Danielle,Tank photo = IMG_8924
ACR-4,ambient,4,24,TP4,Heatwave,20220411,IMG_8977,215.619,80.813,160.438,149.577,117.306,41.175,Danielle,Tank photo = IMG_8975
ACR-5,ambient,5,13,TP4,Heatwave,20220411,IMG_8942,186.117,66.923,137.679,186.899,159.423,77.679,Danielle,Tank photo = IMG_8940
ACR-6,ambient,6,9,TP4,Heatwave,20220411,IMG_8931,220.471,81.742,157.749,144.09,111.031,34.822,Danielle,Tank photo = IMG_8929
ACR-7,ambient,7,3,TP4,Heatwave,20220411,IMG_8914,189.251,72.335,138.521,132.287,104.435,34.936,Danielle,Tank photo = IMG_8913
ACR-8,ambient,8,19,TP4,Heatwave,20220411,IMG_8961,199.694,69.33,133.961,156.516,128.753,48.663,Danielle,Tank photo = IMG_8959
ACR-9,ambient,9,21,TP4,Heatwave,20220411,IMG_8966,214.095,78.789,156.016,156.118,122.716,42.903,Danielle,Tank photo = IMG_8965
ACR-10,ambient,10,5,TP4,Heatwave,20220411,IMG_8919,204.871,76.141,155.135,167.693,132.135,43.445,Danielle,Tank photo = IMG_8918
ACR-11,ambient,11,1,TP4,Heatwave,20220411,IMG_8909,184.447,68.97,139.505,171.099,140.314,52.485,Danielle,Tank photo = IMG_8905
ACR-12,ambient,12,11,TP4,Heatwave,20220411,IMG_8936,191.319,64.839,136.668,149.2,120.061,47.332,Danielle,Tank photo = IMG_8935
ACR-13,hot,1,10,TP4,Heatwave,20220411,IMG_8933,222.616,88.98,168.776,211.2,184.352,99.58,Danielle,Tank photo = IMG_8932
ACR-14,hot,2,8,TP4,Heatwave,20220411,IMG_8928,182.465,61.129,129.661,170.279,142.742,63.699,Danielle,Tank photo = IMG_8926
ACR-15,hot,3,20,TP4,Heatwave,20220411,IMG_8964,206.952,80.718,162.607,197.925,170.643,80.179,Danielle,Tank photo = IMG_8963
ACR-16,hot,4,18,TP4,Heatwave,20220411,IMG_8958,203.195,78.845,161.217,213.731,189.009,103.755,Danielle,Tank photo = IMG_8956
ACR-17,hot,5,4,TP4,Heatwave,20220411,IMG_8917,168.108,51.892,115.912,171.446,139.068,54.141,Danielle,Tank photo = IMG_8915
ACR-18,hot,6,22,TP4,Heatwave,20220411,IMG_8971,202.699,71.97,145.791,185.068,152.45,60.568,Danielle,Tank photo = IMG_8969
ACR-19,hot,7,16,TP4,Heatwave,20220411,IMG_8950,202.243,69.756,147.679,199.575,167.23,74.977,Danielle,Tank photo = IMG_8948
ACR-20,hot,8,2,TP4,Heatwave,20220411,IMG_8912,178.895,61.04,128.177,203.463,180.188,102.256,Danielle,Tank photo = IMG_8910
ACR-21,hot,9,15,TP4,Heatwave,20220411,IMG_8947,236.314,104.567,190.897,193.36,161.265,77.228,Danielle,Tank photo = IMG_8945
ACR-22,hot,10,12,TP4,Heatwave,20220411,IMG_8938,208.9,74.513,164.298,202.032,166.896,72.93,Danielle,Tank photo = IMG_8937
ACR-23,hot,11,23,TP4,Heatwave,20220411,IMG_8973,201.285,69.88,151.774,176.768,134.16,40.53,Danielle,Tank photo = IMG_8972
ACR-24,hot,12,6,TP4,Heatwave,20220411,IMG_8923,184.071,66.466,137.724,161.214,128.394,48.014,Danielle,Tank photo = IMG_8921
ACR-1,ambient,1,17,TP4,Heatwave,20220412,IMG_4366,218.424,85.936,174.229,194.061,164.867,100.294,Danielle,Tank photo = IMG_4364
ACR-2,ambient,2,14,TP4,Heatwave,20220412,IMG_4357,220.887,83.869,181.759,163.011,135.573,73.89,Danielle,Tank photo = IMG_4356
ACR-3,ambient,3,7,TP4,Heatwave,20220412,IMG_4338,200.071,66.394,151.802,150.828,112.911,41.204,Danielle,Tank photo = IMG_4337
ACR-4,ambient,4,24,TP4,Heatwave,20220412,IMG_4387,203.012,73.115,151.178,164.676,132.784,54.465,Danielle,Tank photo = IMG_4385
ACR-5,ambient,5,13,TP4,Heatwave,20220412,IMG_4355,211.115,82.652,166.661,177.598,145.592,71.795,Danielle,Tank photo = IMG_4354
ACR-6,ambient,6,9,TP4,Heatwave,20220412,IMG_4343,217.093,87.704,169.715,126.929,96.788,32.08,Danielle,Tank photo = IMG_4342
ACR-7,ambient,7,3,TP4,Heatwave,20220412,IMG_4325,193.545,71.194,143.313,148.015,119.773,48.793,Danielle,Tank photo = IMG_4324
ACR-8,ambient,8,19,TP4,Heatwave,20220412,IMG_4371,191.353,64.985,136.906,183.883,153.508,65.566,Danielle,Tank photo = IMG_4370
ACR-9,ambient,9,21,TP4,Heatwave,20220412,IMG_4378,203.511,73.228,149.49,152.101,123.697,50.854,Danielle,Tank photo = IMG_4376
ACR-10,ambient,10,5,TP4,Heatwave,20220412,IMG_4331,203.405,72.439,157.748,159.63,130.839,57.172,Danielle,Tank photo = IMG_4330
ACR-11,ambient,11,1,TP4,Heatwave,20220412,IMG_4320,178.762,65.213,149.762,166.612,133.648,58.829,Danielle,Tank photo = IMG_4318
ACR-12,ambient,12,11,TP4,Heatwave,20220412,IMG_4349,174.565,59.166,147.907,127.135,102.383,44.196,Danielle,Tank photo = IMG_4348
ACR-13,hot,1,10,TP4,Heatwave,20220412,IMG_4347,189.374,67.624,147.368,194.134,163.908,83.811,Danielle,Tank photo = IMG_4345
ACR-14,hot,2,8,TP4,Heatwave,20220412,IMG_4340,181.007,63.047,133.782,198.765,174.649,93.358,Danielle,Tank photo = IMG_4339
ACR-15,hot,3,20,TP4,Heatwave,20220412,IMG_4375,225.288,95.467,191.429,210.393,185.18,114.517,Danielle,Tank photo = IMG_4373
ACR-16,hot,4,18,TP4,Heatwave,20220412,IMG_4368,197.579,73.937,159.701,203.248,174.25,96.205,Danielle,Tank photo = IMG_4367
ACR-17,hot,5,4,TP4,Heatwave,20220412,IMG_4329,149.304,47.885,102.471,157.607,127.279,50.628,Danielle,Tank photo = IMG_4327
ACR-18,hot,6,22,TP4,Heatwave,20220412,IMG_4380,189.417,62.475,134.984,183.553,154.277,68.771,Danielle,Tank photo = IMG_4379
ACR-19,hot,7,16,TP4,Heatwave,20220412,IMG_4363,201.2,69.678,146.204,195.037,167.05,84.256,Danielle,Tank photo = IMG_4361
ACR-20,hot,8,2,TP4,Heatwave,20220412,IMG_4322,176.643,59.443,126.519,192.356,172.127,99.741,Danielle,Tank photo = IMG_4321
ACR-21,hot,9,15,TP4,Heatwave,20220412,IMG_4359,220.886,88.27,182.564,177.662,150.062,88.94,Danielle,Tank photo = IMG_4358
ACR-22,hot,10,12,TP4,Heatwave,20220412,IMG_4353,184.742,64.693,144.979,186.055,151.43,68.216,Danielle,Tank photo = IMG_4351
ACR-23,hot,11,23,TP4,Heatwave,20220412,IMG_4383,199.947,72.081,155.452,177.501,138.829,54.104,Danielle,Tank photo = IMG_4382
ACR-24,hot,12,6,TP4,Heatwave,20220412,IMG_4335,182.858,62.294,148.069,159.053,124.972,54.874,Danielle,Tank photo = IMG_4334
ACR-1,ambient,1,17,TP4,Heatwave,20220413,IMG_9242,224.131,88.525,203.796,172.281,145.902,110.971,Danielle,Tank photo = IMG_9241
