fragment_ID,partner,treatment,AFDW.mg.cm2,timepoint,DW.mg.cm2
ACR10_3,Host,ambient,1.4958291713473788,TP3,43.94605137224438
ACR10_3,Sym,ambient,0.7154919010172532,TP3,28.463462397385936
ACR11_3,Host,ambient,2.108975441502077,TP3,65.44816842780519
ACR11_3,Sym,ambient,0.9005895128576251,TP3,43.37058384915598
ACR12_3,Host,ambient,2.144513202819099,TP3,71.14591569362679
ACR12_3,Sym,ambient,0.9637418896166229,TP3,44.57847100309896
ACR13_3,Host,hot,1.1080165764188672,TP3,218.8000333454439
ACR13_3,Sym,hot,1.7475004290949812,TP3,143.7111067165253
ACR14_3,Host,hot,1.8931560164852843,TP3,66.1603626726649
ACR14_3,Sym,hot,1.2133606836691824,TP3,38.087687802005924
ACR15_3,Host,hot,1.553608448383746,TP3,40.14221558718645
ACR15_3,Sym,hot,1.1398495144618532,TP3,22.34620234566474
ACR16_3,Host,hot,2.3627720351964676,TP3,53.25538180979419
ACR16_3,Sym,hot,0.8508316776371161,TP3,33.11883731824384
ACR17_3,Host,hot,2.2699371271604107,TP3,90.14714406572399
ACR17_3,Sym,hot,1.3390110007811673,TP3,62.86700114497887
ACR18_3,Host,hot,1.8869050097553763,TP3,25.293796137787478
ACR18_3,Sym,hot,0.8553969377557672,TP3,14.65341740792249
ACR19_3,Host,hot,3.522316516386517,TP3,85.87991118152416
ACR19_3,Sym,hot,0.5942558539916055,TP3,52.47171144226827
ACR1_3,Host,ambient,1.6045987569021873,TP3,57.81574377081241
ACR1_3,Sym,ambient,0.3699611074895151,TP3,30.798115032277043
ACR20_3,Host,hot,1.1662579500469288,TP3,31.60227795884328
ACR20_3,Sym,hot,0.9302514199980663,TP3,22.01079022686427
ACR21_3,Host,hot,1.7304149858743114,TP3,35.32646596095032
ACR21_3,Sym,hot,1.042827521448297,TP3,23.44787406180843
ACR22_3,Host,hot,1.6205032431729678,TP3,31.79648097720533
ACR22_3,Sym,hot,0.7549707278724725,TP3,13.537352505344552
ACR23_3,Host,hot,1.8388744348123183,TP3,59.53670029161846
ACR23_3,Sym,hot,0.9625713090869421,TP3,35.434731989608046
ACR24_3,Host,hot,0.8955903720663548,TP3,16.737770430785755
ACR24_3,Sym,hot,0.387635468031146,TP3,8.119777403696203
ACR2_3,Host,ambient,4.608359867334589,TP3,109.80977743825689
ACR2_3,Sym,ambient,2.3004400564079845,TP3,58.23371191346966
ACR3_3,Host,ambient,1.6180468306746252,TP3,49.27441186094299
ACR3_3,Sym,ambient,0.9137205632044985,TP3,36.02089509166176
ACR4_3,Host,ambient,1.7343257994363874,TP3,42.9275647920488
ACR4_3,Sym,ambient,0.8169818994299415,TP3,26.824025608634106
ACR5_3,Host,ambient,3.121233481944668,TP3,45.31548816090489
ACR5_3,Sym,ambient,1.0332850568081653,TP3,31.82232930815556
ACR6_3,Host,ambient,1.8352158536626215,TP3,39.61876608408266
ACR6_3,Sym,ambient,0.7968922566041865,TP3,25.04662492722672
ACR7_3,Host,ambient,2.1285799748875776,TP3,66.03839024993252
ACR7_3,Sym,ambient,0.7831987642791844,TP3,40.941253921941374
ACR8_3,Host,ambient,1.8038841536655565,TP3,72.63180449653079
ACR8_3,Sym,ambient,0.7337489346177712,TP3,51.43075766804508
ACR9_3,Host,ambient,1.9443417123490665,TP3,41.00793429681665
ACR9_3,Sym,ambient,0.8927793995069706,TP3,25.11845825494277
