"","Date.Time","light.logger.1_Temp","light.logger.1_Light","light.logger.2_Temp","light.logger.2_Light","light.logger.3_Temp","light.logger.3_Light","light.logger.4_Temp","light.logger.4_Light","light.logger.5_Temp","light.logger.5_Light","light.logger.6_Temp","light.logger.6_Light","light.logger.7_Temp","light.logger.7_Light","light.logger.8_Temp","light.logger.8_Light","light.logger.9_Temp","light.logger.9_Light","light.logger.10_Temp","light.logger.10_Light","light.logger.11_Temp","light.logger.11_Light","light.logger.12_Temp","light.logger.12_Light","light.logger.13_Temp","light.logger.13_Light","light.logger.14_Temp","light.logger.14_Light","light.logger.15_Temp","light.logger.15_Light","light.logger.16_Temp","light.logger.16_Light"
"1",2022-02-23 11:00:00,20.29,"96,502",19.86,"89,252",19.82,"81,940",19.99,"90,112",20.98,"122,348",18.7,"48,599",20.07,"78,049",20.42,"102,810",21.02,"109,773",19.39,"77,005",20.76,"118,702",18.92,"61,870",19.43,"61,297",19.86,"99,820",18.92,"61,297",20.8,"99,820"
"2",2022-02-23 11:01:00,20.33,"96,584",19.95,"89,129",19.82,"81,695",19.95,"90,194",21.02,"122,429",18.74,"48,620",20.12,"77,967",20.55,"102,810",21.02,"110,223",19.39,"77,005",20.8,"118,538",18.96,"61,993",19.43,"61,379",19.86,"99,738",18.92,"61,379",20.8,"99,738"
"3",2022-02-23 11:02:00,20.33,"96,215",19.9,"88,965",19.77,"81,838",19.99,"90,235",21.1,"122,348",18.74,"48,558",20.16,"77,988",20.5,"102,851",21.1,"110,182",19.47,"77,046",20.85,"117,965",19,"61,993",19.43,"61,297",19.9,"99,697",18.92,"61,297",20.8,"99,697"
"4",2022-02-23 11:03:00,20.37,"96,461",19.9,"89,293",19.82,"81,879",19.99,"90,235",21.1,"122,307",18.79,"48,579",20.16,"77,926",20.5,"102,851",21.1,"110,060",19.52,"76,882",20.85,"118,620",19,"61,870",19.47,"61,194",19.95,"99,492",18.92,"61,194",20.85,"99,492"
"5",2022-02-23 11:04:00,20.42,"96,584",19.99,"89,088",19.86,"81,838",20.03,"90,153",21.15,"122,184",18.79,"48,599",20.2,"77,763",20.59,"102,646",21.1,"110,060",19.52,"77,148",20.85,"118,497",19,"61,870",19.47,"61,297",19.95,"99,574",18.92,"61,297",20.85,"99,574"
"6",2022-02-23 11:05:00,20.46,"96,379",19.99,"88,965",19.86,"81,879",20.03,"90,153",21.19,"122,143",18.79,"48,558",20.16,"77,926",20.59,"102,851",21.19,"110,100",19.56,"76,882",20.89,"118,170",19,"61,972",19.52,"61,194",19.99,"99,533",18.96,"61,194",20.85,"99,533"
"7",2022-02-23 11:06:00,20.46,"96,379",19.95,"89,006",19.9,"81,797",20.07,"90,235",21.23,"122,307",18.87,"48,620",20.25,"77,988",20.59,"102,810",21.15,"110,100",19.6,"77,046",20.89,"118,538",19.04,"61,993",19.52,"61,297",19.95,"99,410",19,"61,297",20.93,"99,410"
"8",2022-02-23 11:07:00,20.5,"96,338",20.03,"88,842",19.9,"81,859",20.07,"90,071",21.15,"122,266",18.87,"48,660",20.25,"77,885",20.63,"102,728",21.19,"109,978",19.6,"77,005",20.98,"118,743",19.09,"61,870",19.56,"61,256",19.99,"99,820",19,"61,256",20.98,"99,820"
"9",2022-02-23 11:08:00,20.55,"96,379",20.03,"89,088",19.9,"81,797",20.07,"90,153",21.19,"121,569",18.83,"48,681",20.29,"77,947",20.68,"102,851",21.23,"109,896",19.65,"77,087",20.98,"118,538",19.09,"61,932",19.56,"61,358",20.07,"99,615",19.04,"61,358",20.93,"99,615"
"10",2022-02-23 11:09:00,20.59,"96,420",20.07,"89,006",19.95,"81,797",20.07,"90,358",21.28,"122,102",18.92,"48,538",20.29,"77,947",20.68,"102,932",21.28,"110,141",19.65,"77,005",20.98,"118,497",19.13,"61,727",19.56,"61,256",20.03,"99,656",19.04,"61,256",20.93,"99,656"
"11",2022-02-23 11:10:00,20.63,"96,543",20.07,"89,047",19.99,"81,674",20.12,"90,153",21.28,"122,348",18.92,"48,660",20.33,"77,885",20.72,"103,014",21.32,"110,141",19.69,"76,513",20.98,"118,538",19.13,"62,034",19.6,"61,276",20.07,"99,410",19.09,"61,276",20.98,"99,410"
"12",2022-02-23 11:11:00,20.63,"96,297",20.07,"89,088",19.99,"81,756",20.16,"90,235",21.28,"122,266",18.96,"48,415",20.37,"77,804",20.72,"102,892",21.32,"110,182",19.65,"77,087",21.06,"118,538",19.17,"61,952",19.6,"61,276",20.07,"99,656",19.09,"61,276",21.02,"99,656"
"13",2022-02-23 11:12:00,20.63,"96,379",20.07,"89,129",20.03,"81,859",20.2,"90,276",21.28,"122,429",18.96,"48,620",20.37,"77,783",20.72,"102,810",21.36,"110,182",19.69,"77,005",21.06,"118,620",19.17,"61,993",19.69,"61,379",20.12,"99,533",19.09,"61,379",21.02,"99,533"
"14",2022-02-23 11:13:00,20.68,"96,297",20.12,"89,006",20.07,"81,715",20.16,"90,317",21.36,"122,348",18.96,"48,660",20.42,"77,947",20.76,"102,932",21.36,"110,060",19.73,"77,148",21.1,"118,579",19.17,"61,891",19.65,"61,297",20.16,"99,656",19.13,"61,297",21.02,"99,656"
"15",2022-02-23 11:14:00,20.68,"96,543",20.12,"89,334",20.07,"81,859",20.2,"90,440",21.36,"122,266",19,"48,640",20.37,"77,537",20.8,"102,851",21.36,"109,896",19.77,"77,128",21.1,"118,497",19.22,"61,952",19.69,"61,276",20.16,"99,410",19.22,"61,276",21.06,"99,410"
"16",2022-02-23 11:15:00,20.72,"96,379",20.16,"89,129",20.07,"81,777",20.16,"90,399",21.36,"122,102",19.04,"48,599",20.42,"77,701",20.8,"102,564",21.4,"110,060",19.77,"77,046",21.15,"118,415",19.26,"61,952",19.73,"61,379",20.2,"99,697",19.22,"61,379",21.1,"99,697"
"17",2022-02-23 11:16:00,20.72,"96,502",20.2,"89,211",20.07,"81,777",20.25,"90,399",21.4,"122,429",19.04,"48,579",20.42,"77,599",20.85,"102,810",21.45,"110,223",19.82,"77,087",21.15,"118,620",19.3,"61,952",19.73,"61,153",20.2,"99,533",19.22,"61,153",21.1,"99,533"
"18",2022-02-23 11:17:00,20.72,"96,051",20.25,"89,211",20.16,"81,859",20.29,"89,825",21.4,"121,938",19.09,"48,599",20.46,"77,722",20.85,"102,441",21.45,"110,141",19.82,"77,087",21.19,"118,620",19.3,"61,972",19.77,"61,297",20.2,"99,656",19.26,"61,297",21.15,"99,656"
"19",2022-02-23 11:18:00,20.76,"96,379",20.25,"89,047",20.12,"81,613",20.25,"90,440",21.4,"122,143",19.09,"48,640",20.5,"77,844",20.85,"102,810",21.49,"110,223",19.82,"77,230",21.19,"118,415",19.35,"62,034",19.77,"61,379",20.25,"99,533",19.3,"61,379",21.15,"99,533"
"20",2022-02-23 11:19:00,20.8,"96,420",20.25,"89,088",20.2,"81,920",20.33,"90,399",21.53,"122,470",19.09,"48,599",20.46,"77,701",20.89,"102,851",21.49,"110,223",19.86,"77,169",21.19,"117,924",19.35,"61,932",19.82,"61,399",20.25,"99,369",19.35,"61,399",21.15,"99,369"
"21",2022-02-23 11:20:00,20.8,"96,420",20.29,"89,211",20.2,"81,797",20.33,"90,317",21.53,"122,511",19.13,"48,660",20.55,"77,844",20.93,"102,769",21.53,"109,937",19.9,"77,210",21.28,"118,211",19.35,"61,809",19.82,"61,399",20.29,"99,574",19.35,"61,399",21.19,"99,574"
"22",2022-02-23 11:21:00,20.8,"96,461",20.33,"89,170",20.2,"81,695",20.33,"90,276",21.49,"122,348",19.17,"48,620",20.55,"77,517",20.93,"102,564",21.53,"110,223",19.9,"77,230",21.23,"118,579",19.35,"61,645",19.9,"61,276",20.29,"99,615",19.35,"61,276",21.19,"99,615"
"23",2022-02-23 11:22:00,20.85,"96,297",20.33,"89,293",20.2,"81,756",20.37,"90,440",21.58,"122,429",19.13,"48,415",20.59,"77,701",20.93,"102,728",21.53,"110,141",19.9,"77,046",21.28,"118,538",19.39,"61,891",19.86,"61,399",20.33,"99,369",19.39,"61,399",21.23,"99,369"
"24",2022-02-23 11:23:00,20.89,"96,338",20.37,"89,293",20.25,"81,838",20.33,"90,276",21.53,"122,470",19.17,"48,681",20.59,"77,804",20.98,"102,769",21.62,"110,182",19.99,"77,128",21.32,"118,538",19.43,"61,972",19.86,"61,460",20.33,"99,492",19.39,"61,460",21.28,"99,492"
"25",2022-02-23 11:24:00,20.93,"95,928",20.37,"89,211",20.29,"81,695",20.42,"90,399",21.58,"122,307",19.22,"48,640",20.59,"77,763",20.98,"103,055",21.58,"110,223",19.99,"76,800",21.36,"118,415",19.47,"61,932",19.95,"61,440",20.33,"99,615",19.39,"61,440",21.28,"99,615"
"26",2022-02-23 11:25:00,20.89,"96,297",20.37,"89,170",20.33,"81,695",20.42,"90,276",21.62,"122,429",19.26,"48,701",20.63,"77,783",21.02,"102,851",21.62,"110,182",20.03,"77,005",21.4,"118,620",19.52,"61,870",19.9,"61,358",20.42,"99,656",19.43,"61,358",21.23,"99,656"
"27",2022-02-23 11:26:00,20.93,"96,215",20.46,"89,129",20.33,"81,838",20.5,"90,440",21.62,"122,348",19.26,"48,722",20.63,"77,619",21.02,"102,810",21.62,"110,060",19.99,"77,169",21.36,"118,538",19.52,"61,993",19.99,"61,440",20.37,"99,697",19.43,"61,440",21.32,"99,697"
"28",2022-02-23 11:27:00,20.98,"96,338",20.46,"89,088",20.33,"81,838",20.55,"90,399",21.62,"122,429",19.3,"48,681",20.68,"77,722",21.06,"102,851",21.66,"110,060",20.03,"77,230",21.4,"118,333",19.52,"61,932",19.99,"61,358",20.42,"99,328",19.43,"61,358",21.36,"99,328"
"29",2022-02-23 11:28:00,20.98,"96,338",20.46,"89,211",20.37,"81,797",20.46,"90,440",21.66,"122,348",19.3,"48,640",20.68,"77,660",21.06,"102,769",21.66,"110,141",20.03,"77,271",21.4,"118,579",19.56,"61,706",19.99,"61,481",20.46,"99,492",19.43,"61,481",21.36,"99,492"
"30",2022-02-23 11:29:00,21.02,"96,051",20.5,"89,211",20.42,"81,797",20.55,"90,481",21.66,"122,511",19.35,"48,640",20.72,"77,865",21.1,"103,014",21.7,"110,346",20.07,"77,148",21.45,"118,579",19.56,"61,993",20.03,"61,399",20.46,"99,615",19.47,"61,399",21.36,"99,615"
"31",2022-02-23 11:30:00,21.06,"96,379",20.46,"89,170",20.42,"81,797",20.55,"90,399",21.7,"122,348",19.35,"48,599",20.76,"77,865",21.1,"102,728",21.7,"110,305",20.12,"77,148",21.4,"118,825",19.6,"61,993",20.07,"61,460",20.55,"99,697",19.52,"61,460",21.4,"99,697"
"32",2022-02-23 11:31:00,21.02,"96,174",20.55,"89,293",20.37,"81,797",20.59,"90,317",21.7,"122,061",19.35,"48,681",20.76,"77,783",21.15,"102,482",21.7,"110,305",20.12,"77,230",21.45,"118,743",19.6,"61,932",20.07,"61,399",20.46,"99,492",19.56,"61,399",21.45,"99,492"
"33",2022-02-23 11:32:00,21.06,"96,379",20.5,"89,252",20.46,"81,879",20.59,"90,440",21.75,"122,634",19.35,"48,681",20.8,"77,701",21.15,"102,973",21.75,"110,223",20.16,"77,169",21.49,"118,620",19.65,"61,891",20.12,"61,522",20.55,"99,410",19.56,"61,522",21.4,"99,410"
"34",2022-02-23 11:33:00,21.02,"96,338",20.59,"89,088",20.46,"81,859",20.63,"90,358",21.75,"122,675",19.39,"48,640",20.76,"77,681",21.15,"102,810",21.79,"110,141",20.16,"77,087",21.53,"118,620",19.65,"61,952",20.12,"61,522",20.55,"99,574",19.56,"61,522",21.49,"99,574"
"35",2022-02-23 11:34:00,21.1,"96,133",20.59,"89,006",20.5,"81,838",20.63,"90,317",21.75,"122,634",19.39,"48,722",20.85,"77,783",21.19,"102,728",21.83,"110,346",20.16,"77,169",21.58,"118,702",19.65,"61,952",20.16,"61,338",20.55,"99,205",19.6,"61,338",21.49,"99,205"
"36",2022-02-23 11:35:00,21.15,"95,846",20.63,"89,252",20.5,"81,756",20.63,"90,440",21.79,"122,634",19.43,"48,456",20.85,"77,722",21.23,"102,932",21.79,"110,305",20.25,"77,046",21.53,"118,784",19.65,"61,972",20.16,"61,379",20.55,"99,697",19.6,"61,379",21.49,"99,697"
"37",2022-02-23 11:36:00,21.15,"96,256",20.59,"89,170",20.59,"81,715",20.68,"90,317",21.83,"122,470",19.47,"48,701",20.85,"77,701",21.28,"103,014",21.79,"110,182",20.2,"77,230",21.62,"118,825",19.69,"61,952",20.2,"61,297",20.63,"99,164",19.65,"61,297",21.53,"99,164"
"38",2022-02-23 11:37:00,21.15,"96,215",20.63,"88,842",20.59,"81,920",20.68,"90,358",21.83,"122,348",19.47,"48,681",20.85,"77,844",21.23,"103,055",21.88,"110,223",20.29,"77,210",21.62,"118,702",19.73,"61,993",20.16,"61,256",20.63,"99,656",19.69,"61,256",21.53,"99,656"
"39",2022-02-23 11:38:00,21.15,"96,379",20.59,"89,375",20.55,"81,879",20.72,"90,399",21.88,"122,429",19.52,"48,681",20.89,"77,435",21.28,"103,014",21.88,"110,346",20.25,"77,230",21.66,"118,702",19.73,"61,891",20.25,"61,542",20.68,"99,615",19.69,"61,542",21.58,"99,615"
"40",2022-02-23 11:39:00,21.19,"96,256",20.63,"89,170",20.63,"81,777",20.72,"90,030",21.88,"122,470",19.56,"48,640",20.93,"77,783",21.32,"102,646",21.88,"110,305",20.25,"77,251",21.66,"118,784",19.82,"61,972",20.2,"61,563",20.68,"99,533",19.73,"61,563",21.58,"99,533"
"41",2022-02-23 11:40:00,21.19,"96,092",20.68,"89,416",20.59,"81,838",20.76,"90,235",21.92,"122,511",19.56,"48,681",20.89,"77,783",21.32,"102,932",21.92,"110,346",20.33,"77,169",21.66,"118,743",19.82,"61,932",20.25,"61,522",20.72,"99,410",19.69,"61,522",21.58,"99,410"
"42",2022-02-23 11:41:00,21.23,"96,297",20.72,"89,252",20.63,"81,879",20.8,"90,481",21.88,"122,184",19.56,"48,558",20.93,"77,722",21.32,"102,810",21.96,"110,305",20.33,"77,148",21.7,"118,743",19.82,"61,952",20.29,"61,522",20.68,"99,451",19.77,"61,522",21.62,"99,451"
"43",2022-02-23 11:42:00,21.28,"96,338",20.76,"89,293",20.68,"81,756",20.76,"90,071",21.92,"122,511",19.56,"48,640",20.93,"77,660",21.36,"102,810",21.92,"110,346",20.33,"77,128",21.66,"118,702",19.82,"61,972",20.29,"61,092",20.76,"99,615",19.77,"61,092",21.66,"99,615"
"44",2022-02-23 11:43:00,21.28,"96,297",20.76,"89,170",20.68,"81,777",20.8,"90,317",21.96,"122,184",19.6,"48,681",21.02,"77,844",21.4,"102,851",21.92,"110,182",20.37,"77,128",21.66,"118,702",19.86,"62,034",20.33,"61,399",20.8,"99,615",19.77,"61,399",21.66,"99,615"
"45",2022-02-23 11:44:00,21.28,"96,256",20.76,"89,252",20.63,"81,859",20.85,"90,481",21.96,"122,675",19.6,"48,660",21.02,"77,722",21.36,"102,932",21.96,"110,510",20.33,"77,271",21.75,"118,784",19.86,"61,727",20.33,"61,440",20.76,"99,656",19.82,"61,440",21.62,"99,656"
"46",2022-02-23 11:45:00,21.32,"96,297",20.76,"89,293",20.68,"81,879",20.85,"90,440",21.92,"122,429",19.65,"48,701",21.02,"77,804",21.4,"103,014",21.96,"110,305",20.33,"77,046",21.75,"118,702",19.9,"61,727",20.33,"61,133",20.8,"99,779",19.82,"61,133",21.66,"99,779"
"47",2022-02-23 11:46:00,21.36,"96,297",20.8,"89,170",20.72,"81,715",20.85,"90,522",22.01,"122,634",19.65,"48,660",21.06,"77,701",21.49,"102,851",22.05,"110,346",20.37,"77,271",21.75,"118,415",19.9,"61,932",20.37,"61,440",20.85,"99,738",19.82,"61,440",21.75,"99,738"
"48",2022-02-23 11:47:00,21.32,"96,256",20.8,"89,047",20.76,"81,777",20.89,"90,440",22.01,"122,511",19.65,"48,681",21.06,"77,681",21.45,"103,055",22.05,"110,346",20.42,"77,210",21.75,"118,702",19.86,"61,891",20.37,"61,542",20.85,"99,615",19.86,"61,542",21.75,"99,615"
"49",2022-02-23 11:48:00,21.32,"96,256",20.89,"89,375",20.76,"81,633",20.89,"90,440",22.01,"122,675",19.69,"48,640",21.06,"77,619",21.45,"102,892",22.05,"110,346",20.46,"77,169",21.79,"118,784",19.9,"61,952",20.42,"61,440",20.85,"99,820",19.9,"61,440",21.75,"99,820"
"50",2022-02-23 11:49:00,21.32,"96,256",20.85,"89,293",20.76,"81,859",20.93,"90,440",22.01,"122,634",19.73,"48,640",21.1,"77,681",21.49,"102,646",22.05,"110,141",20.42,"77,210",21.83,"118,907",19.95,"61,972",20.42,"61,399",20.85,"99,656",19.86,"61,399",21.75,"99,656"
"51",2022-02-23 11:50:00,21.36,"96,256",20.89,"89,170",20.8,"81,695",20.98,"90,440",22.05,"122,470",19.77,"48,620",21.1,"77,660",21.49,"102,728",22.09,"110,346",20.46,"77,169",21.83,"118,784",19.95,"61,932",20.42,"61,379",20.89,"99,369",19.95,"61,379",21.83,"99,369"
"52",2022-02-23 11:51:00,21.36,"96,010",20.89,"89,252",20.8,"81,838",20.93,"90,522",22.05,"122,470",19.77,"48,681",21.15,"77,681",21.53,"102,932",22.09,"110,387",20.5,"77,087",21.88,"118,743",19.95,"61,870",20.5,"61,522",20.93,"99,574",19.95,"61,522",21.79,"99,574"
"53",2022-02-23 11:52:00,21.36,"96,215",20.89,"89,293",20.8,"81,859",20.98,"90,358",22.13,"122,470",19.77,"48,660",21.15,"77,619",21.58,"103,137",22.09,"110,346",20.5,"77,128",21.88,"118,620",19.95,"61,891",20.5,"61,399",20.89,"99,451",19.99,"61,399",21.83,"99,451"
"54",2022-02-23 11:53:00,21.4,"96,256",20.93,"89,334",20.8,"81,715",21.02,"90,317",22.13,"122,675",19.77,"48,681",21.15,"77,681",21.58,"102,851",22.13,"110,346",20.55,"76,964",21.92,"118,620",19.95,"61,932",20.5,"61,338",20.93,"99,533",19.99,"61,338",21.83,"99,533"
"55",2022-02-23 11:54:00,21.45,"96,215",20.93,"89,088",20.8,"81,859",21.02,"90,522",22.13,"122,061",19.82,"48,558",21.19,"77,701",21.58,"103,137",22.13,"110,141",20.59,"77,332",21.92,"118,825",19.99,"61,993",20.55,"61,440",20.93,"99,697",19.99,"61,440",21.83,"99,697"
"56",2022-02-23 11:55:00,21.45,"95,887",20.93,"89,293",20.85,"81,777",21.02,"90,440",22.13,"122,593",19.82,"48,599",21.19,"77,660",21.62,"102,892",22.18,"110,346",20.55,"77,087",21.96,"118,907",20.03,"61,952",20.5,"61,522",20.98,"99,656",20.03,"61,522",21.88,"99,656"
"57",2022-02-23 11:56:00,21.45,"96,256",20.98,"89,293",20.89,"81,777",21.06,"90,522",22.13,"122,348",19.77,"48,660",21.19,"77,722",21.62,"102,810",22.18,"110,428",20.59,"77,271",21.96,"118,907",20.07,"61,891",20.59,"61,460",20.98,"99,574",20.03,"61,460",21.88,"99,574"
"58",2022-02-23 11:57:00,21.45,"96,256",21.02,"88,924",20.89,"81,838",21.06,"90,317",22.18,"122,102",19.82,"48,660",21.23,"77,722",21.62,"102,973",22.18,"110,182",20.59,"77,210",21.96,"118,989",20.03,"61,972",20.59,"61,542",20.98,"99,820",20.07,"61,542",21.92,"99,820"
"59",2022-02-23 11:58:00,21.45,"96,297",20.93,"89,334",20.93,"81,797",21.06,"90,481",22.22,"122,675",19.86,"48,701",21.23,"77,681",21.62,"102,932",22.18,"110,428",20.59,"77,087",21.96,"118,702",20.07,"61,972",20.63,"61,481",21.02,"99,410",20.07,"61,481",21.96,"99,410"
"60",2022-02-23 11:59:00,21.53,"96,256",21.06,"89,334",20.93,"81,777",21.06,"90,399",22.18,"122,716",19.86,"48,620",21.28,"77,722",21.66,"103,096",22.22,"110,223",20.63,"77,169",21.96,"118,415",20.12,"61,952",20.59,"61,440",21.02,"99,656",20.03,"61,440",21.96,"99,656"
"61",2022-02-23 12:00:00,21.49,"96,379",21.02,"89,375",20.93,"81,940",21.1,"90,440",22.22,"122,470",19.9,"48,681",21.28,"77,660",21.7,"103,055",22.22,"110,510",20.59,"77,251",22.01,"118,006",20.12,"61,993",20.63,"61,440",21.06,"99,492",20.12,"61,440",21.96,"99,492"
"62",2022-02-23 12:01:00,21.49,"96,051",21.06,"89,170",20.93,"81,633",21.1,"90,071",22.22,"122,470",19.95,"48,681",21.23,"77,722",21.7,"102,892",22.22,"110,223",20.63,"77,312",22.05,"118,825",20.12,"61,932",20.63,"61,522",21.06,"99,533",20.07,"61,522",22.01,"99,533"
"63",2022-02-23 12:02:00,21.58,"96,133",21.1,"89,293",20.98,"81,838",21.15,"90,481",22.22,"122,675",19.9,"48,558",21.28,"77,619",21.66,"103,014",22.26,"110,223",20.63,"77,271",22.05,"118,702",20.16,"62,054",20.68,"61,460",21.1,"99,697",20.16,"61,460",21.92,"99,697"
"64",2022-02-23 12:03:00,21.58,"96,133",21.1,"88,842",20.98,"81,859",21.15,"90,358",22.26,"122,675",19.9,"48,660",21.32,"77,660",21.75,"103,014",22.22,"110,305",20.72,"77,251",22.09,"118,825",20.16,"61,891",20.68,"61,481",21.1,"99,287",20.12,"61,481",22.01,"99,287"
"65",2022-02-23 12:04:00,21.58,"96,174",21.1,"89,129",21.02,"81,674",21.15,"90,440",22.31,"122,634",19.95,"48,681",21.32,"77,599",21.79,"102,932",22.31,"110,346",20.72,"77,169",22.09,"119,030",20.16,"61,993",20.68,"61,460",21.15,"99,738",20.12,"61,460",22.05,"99,738"
"66",2022-02-23 12:05:00,21.62,"96,174",21.1,"89,170",21.02,"81,879",21.19,"90,440",22.35,"122,593",19.99,"48,620",21.36,"77,660",21.79,"103,096",22.35,"110,346",20.72,"77,066",22.09,"118,784",20.2,"61,972",20.68,"61,542",21.15,"99,656",20.16,"61,542",22.05,"99,656"
"67",2022-02-23 12:06:00,21.62,"96,133",21.15,"89,088",21.02,"81,859",21.19,"90,440",22.35,"122,675",19.99,"48,722",21.36,"77,394",21.75,"102,932",22.35,"110,428",20.72,"77,230",22.13,"118,784",20.16,"61,952",20.76,"61,440",21.15,"99,492",20.2,"61,440",22.09,"99,492"
"68",2022-02-23 12:07:00,21.62,"96,215",21.15,"89,047",21.06,"81,859",21.19,"90,440",22.35,"122,675",19.99,"48,599",21.4,"77,660",21.75,"102,932",22.35,"110,551",20.76,"77,312",22.13,"118,620",20.25,"61,993",20.72,"61,440",21.19,"99,533",20.16,"61,440",22.09,"99,533"
"69",2022-02-23 12:08:00,21.62,"96,215",21.15,"89,293",21.06,"81,920",21.23,"90,440",22.35,"122,716",19.99,"48,640",21.45,"77,599",21.83,"103,014",22.35,"110,223",20.72,"77,251",22.18,"118,948",20.2,"61,972",20.76,"61,542",21.15,"99,533",20.25,"61,542",22.09,"99,533"
"70",2022-02-23 12:09:00,21.66,"96,297",21.19,"89,293",21.1,"81,940",21.23,"90,440",22.43,"122,675",20.07,"48,579",21.36,"77,517",21.83,"102,932",22.39,"110,387",20.76,"77,271",22.13,"118,702",20.25,"61,788",20.8,"61,522",21.23,"99,615",20.25,"61,522",22.09,"99,615"
"71",2022-02-23 12:10:00,21.7,"96,215",21.19,"89,170",21.15,"81,920",21.28,"90,399",22.43,"122,593",20.03,"48,640",21.45,"77,414",21.88,"103,137",22.39,"110,305",20.8,"77,169",22.18,"118,825",20.25,"61,993",20.76,"61,460",21.23,"99,656",20.2,"61,460",22.18,"99,656"
"72",2022-02-23 12:11:00,21.7,"96,133",21.23,"89,293",21.1,"81,797",21.28,"90,440",22.39,"122,266",20.07,"48,640",21.45,"77,496",21.88,"102,973",22.43,"110,387",20.8,"77,230",22.18,"119,112",20.25,"61,932",20.8,"61,071",21.28,"99,697",20.29,"61,071",22.18,"99,697"
"73",2022-02-23 12:12:00,21.7,"96,215",21.28,"89,211",21.1,"81,838",21.32,"90,522",22.43,"122,593",20.03,"48,579",21.45,"77,578",21.88,"102,932",22.39,"110,551",20.8,"77,353",22.18,"119,153",20.25,"61,993",20.85,"61,460",21.23,"99,615",20.29,"61,460",22.18,"99,615"
"74",2022-02-23 12:13:00,21.79,"96,133",21.28,"89,252",21.15,"81,715",21.28,"90,440",22.39,"122,593",20.07,"48,599",21.49,"77,701",21.88,"102,932",22.43,"110,510",20.85,"77,230",22.18,"118,047",20.29,"61,952",20.8,"61,542",21.28,"99,738",20.25,"61,542",22.18,"99,738"
"75",2022-02-23 12:14:00,21.7,"96,297",21.28,"89,088",21.15,"81,633",21.32,"90,317",22.48,"122,634",20.07,"48,517",21.49,"77,619",21.88,"103,014",22.48,"110,223",20.89,"77,332",22.22,"118,948",20.29,"61,952",20.85,"61,174",21.28,"99,410",20.25,"61,174",22.18,"99,410"
"76",2022-02-23 12:15:00,21.79,"96,215",21.28,"89,211",21.15,"81,715",21.32,"90,440",22.48,"122,470",20.07,"48,558",21.53,"77,496",21.88,"103,014",22.48,"110,510",20.89,"77,230",22.22,"118,620",20.37,"61,952",20.85,"61,379",21.32,"99,287",20.33,"61,379",22.22,"99,287"
"77",2022-02-23 12:16:00,21.79,"96,215",21.28,"89,211",21.19,"81,797",21.32,"90,522",22.48,"122,716",20.07,"48,681",21.53,"77,599",21.92,"102,932",22.43,"110,428",20.89,"77,230",22.22,"118,784",20.37,"61,932",20.85,"61,542",21.28,"99,820",20.33,"61,542",22.22,"99,820"
"78",2022-02-23 12:17:00,21.83,"96,133",21.28,"89,293",21.23,"81,920",21.36,"90,358",22.48,"122,716",20.12,"48,538",21.58,"77,599",21.92,"103,055",22.48,"110,510",20.93,"77,148",22.26,"118,948",20.37,"62,034",20.85,"61,276",21.28,"99,574",20.33,"61,276",22.26,"99,574"
"79",2022-02-23 12:18:00,21.79,"96,256",21.32,"89,293",21.23,"81,940",21.36,"90,440",22.48,"122,675",20.12,"48,701",21.53,"77,619",21.96,"103,219",22.52,"110,346",20.93,"77,394",22.31,"118,907",20.37,"61,870",20.89,"61,481",21.32,"99,492",20.33,"61,481",22.22,"99,492"
"80",2022-02-23 12:19:00,21.83,"96,133",21.36,"89,211",21.23,"81,859",21.45,"90,440",22.52,"122,634",20.16,"48,763",21.58,"77,517",21.96,"103,014",22.52,"110,100",20.93,"77,332",22.31,"118,907",20.42,"61,952",20.89,"61,481",21.36,"99,656",20.33,"61,481",22.26,"99,656"
"81",2022-02-23 12:20:00,21.83,"96,215",21.32,"89,293",21.28,"81,715",21.4,"90,440",22.56,"122,716",20.2,"48,701",21.62,"77,599",21.96,"103,096",22.56,"110,428",20.98,"77,353",22.31,"118,907",20.42,"61,891",20.89,"61,440",21.32,"99,533",20.37,"61,440",22.26,"99,533"
"82",2022-02-23 12:21:00,21.88,"96,215",21.36,"89,293",21.28,"81,838",21.45,"90,440",22.56,"122,716",20.16,"47,944",21.66,"77,578",22.01,"103,055",22.61,"110,428",20.93,"77,455",22.35,"119,030",20.42,"61,993",20.93,"61,440",21.32,"99,738",20.37,"61,440",22.35,"99,738"
"83",2022-02-23 12:22:00,21.83,"96,092",21.36,"89,252",21.32,"81,920",21.45,"90,440",22.56,"122,593",20.16,"48,558",21.62,"77,599",22.01,"103,137",22.61,"110,551",20.98,"77,414",22.35,"118,784",20.46,"61,522",20.93,"61,460",21.36,"99,779",20.37,"61,460",22.35,"99,779"
"84",2022-02-23 12:23:00,21.92,"96,215",21.45,"89,293",21.28,"81,797",21.45,"90,522",22.61,"122,798",20.2,"48,722",21.62,"77,660",22.01,"102,932",22.61,"110,551",20.98,"77,332",22.35,"119,030",20.42,"61,952",20.98,"61,563",21.36,"99,615",20.42,"61,563",22.31,"99,615"
