Plot Title: Mahana 5,,,,,,,
#,"Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444035, SEN S/N: 20444035)",Coupler Detached (LGR S/N: 20444035),Coupler Attached (LGR S/N: 20444035),Host Connected (LGR S/N: 20444035),Stopped (LGR S/N: 20444035),End Of File (LGR S/N: 20444035)
1,01/25/22 1:00:00 PM,28.543,Logged,,,,
2,01/25/22 1:10:00 PM,28.593,,,,,
3,01/25/22 1:20:00 PM,28.667,,,,,
4,01/25/22 1:30:00 PM,28.717,,,,,
5,01/25/22 1:40:00 PM,28.717,,,,,
6,01/25/22 1:50:00 PM,28.742,,,,,
7,01/25/22 2:00:00 PM,28.692,,,,,
8,01/25/22 2:10:00 PM,28.667,,,,,
9,01/25/22 2:20:00 PM,28.692,,,,,
10,01/25/22 2:30:00 PM,28.667,,,,,
11,01/25/22 2:40:00 PM,28.667,,,,,
12,01/25/22 2:50:00 PM,28.617,,,,,
13,01/25/22 3:00:00 PM,28.593,,,,,
14,01/25/22 3:10:00 PM,28.593,,,,,
15,01/25/22 3:20:00 PM,28.568,,,,,
16,01/25/22 3:30:00 PM,28.568,,,,,
17,01/25/22 3:40:00 PM,28.543,,,,,
18,01/25/22 3:50:00 PM,28.493,,,,,
19,01/25/22 4:00:00 PM,28.493,,,,,
20,01/25/22 4:10:00 PM,28.468,,,,,
21,01/25/22 4:20:00 PM,28.419,,,,,
22,01/25/22 4:30:00 PM,28.419,,,,,
23,01/25/22 4:40:00 PM,28.369,,,,,
24,01/25/22 4:50:00 PM,28.345,,,,,
25,01/25/22 5:00:00 PM,28.32,,,,,
26,01/25/22 5:10:00 PM,28.32,,,,,
27,01/25/22 5:20:00 PM,28.27,,,,,
28,01/25/22 5:30:00 PM,28.245,,,,,
29,01/25/22 5:40:00 PM,28.221,,,,,
30,01/25/22 5:50:00 PM,28.196,,,,,
31,01/25/22 6:00:00 PM,28.171,,,,,
32,01/25/22 6:10:00 PM,28.171,,,,,
33,01/25/22 6:20:00 PM,28.147,,,,,
34,01/25/22 6:30:00 PM,28.122,,,,,
35,01/25/22 6:40:00 PM,28.097,,,,,
36,01/25/22 6:50:00 PM,28.097,,,,,
37,01/25/22 7:00:00 PM,28.072,,,,,
38,01/25/22 7:10:00 PM,28.072,,,,,
39,01/25/22 7:20:00 PM,28.072,,,,,
40,01/25/22 7:30:00 PM,28.048,,,,,
41,01/25/22 7:40:00 PM,28.048,,,,,
42,01/25/22 7:50:00 PM,28.048,,,,,
43,01/25/22 8:00:00 PM,28.048,,,,,
44,01/25/22 8:10:00 PM,28.048,,,,,
45,01/25/22 8:20:00 PM,28.023,,,,,
46,01/25/22 8:30:00 PM,28.048,,,,,
47,01/25/22 8:40:00 PM,28.023,,,,,
48,01/25/22 8:50:00 PM,28.048,,,,,
49,01/25/22 9:00:00 PM,28.048,,,,,
50,01/25/22 9:10:00 PM,28.048,,,,,
51,01/25/22 9:20:00 PM,28.072,,,,,
52,01/25/22 9:30:00 PM,28.072,,,,,
53,01/25/22 9:40:00 PM,28.072,,,,,
54,01/25/22 9:50:00 PM,28.072,,,,,
55,01/25/22 10:00:00 PM,28.048,,,,,
56,01/25/22 10:10:00 PM,28.048,,,,,
57,01/25/22 10:20:00 PM,28.048,,,,,
58,01/25/22 10:30:00 PM,28.048,,,,,
59,01/25/22 10:40:00 PM,28.048,,,,,
60,01/25/22 10:50:00 PM,28.048,,,,,
