Plot Title: Mahana 2,,,,,,,
#,"Date Time, GMT-10:00","Temp, °C (LGR S/N: 20719657, SEN S/N: 20719657)",Coupler Detached (LGR S/N: 20719657),Coupler Attached (LGR S/N: 20719657),Host Connected (LGR S/N: 20719657),Stopped (LGR S/N: 20719657),End Of File (LGR S/N: 20719657)
1,01/25/22 12:00:00 PM,31.001,Logged,,,,
2,01/25/22 12:10:00 PM,29.991,,,,,
3,01/25/22 12:20:00 PM,28.444,,,,,
4,01/25/22 12:30:00 PM,28.295,,,,,
5,01/25/22 12:40:00 PM,28.345,,,,,
6,01/25/22 12:50:00 PM,28.394,,,,,
7,01/25/22 1:00:00 PM,28.419,,,,,
8,01/25/22 1:10:00 PM,28.468,,,,,
9,01/25/22 1:20:00 PM,28.543,,,,,
10,01/25/22 1:30:00 PM,28.593,,,,,
11,01/25/22 1:40:00 PM,28.568,,,,,
12,01/25/22 1:50:00 PM,28.568,,,,,
13,01/25/22 2:00:00 PM,28.568,,,,,
14,01/25/22 2:10:00 PM,28.543,,,,,
15,01/25/22 2:20:00 PM,28.568,,,,,
16,01/25/22 2:30:00 PM,28.543,,,,,
17,01/25/22 2:40:00 PM,28.543,,,,,
18,01/25/22 2:50:00 PM,28.518,,,,,
19,01/25/22 3:00:00 PM,28.493,,,,,
20,01/25/22 3:10:00 PM,28.493,,,,,
21,01/25/22 3:20:00 PM,28.468,,,,,
22,01/25/22 3:30:00 PM,28.468,,,,,
23,01/25/22 3:40:00 PM,28.468,,,,,
24,01/25/22 3:50:00 PM,28.394,,,,,
25,01/25/22 4:00:00 PM,28.419,,,,,
26,01/25/22 4:10:00 PM,28.394,,,,,
27,01/25/22 4:20:00 PM,28.369,,,,,
28,01/25/22 4:30:00 PM,28.369,,,,,
29,01/25/22 4:40:00 PM,28.345,,,,,
30,01/25/22 4:50:00 PM,28.295,,,,,
31,01/25/22 5:00:00 PM,28.27,,,,,
32,01/25/22 5:10:00 PM,28.245,,,,,
33,01/25/22 5:20:00 PM,28.221,,,,,
34,01/25/22 5:30:00 PM,28.196,,,,,
35,01/25/22 5:40:00 PM,28.171,,,,,
36,01/25/22 5:50:00 PM,28.147,,,,,
37,01/25/22 6:00:00 PM,28.122,,,,,
38,01/25/22 6:10:00 PM,28.122,,,,,
39,01/25/22 6:20:00 PM,28.097,,,,,
40,01/25/22 6:30:00 PM,28.097,,,,,
41,01/25/22 6:40:00 PM,28.072,,,,,
42,01/25/22 6:50:00 PM,28.072,,,,,
43,01/25/22 7:00:00 PM,28.048,,,,,
44,01/25/22 7:10:00 PM,28.048,,,,,
45,01/25/22 7:20:00 PM,28.023,,,,,
46,01/25/22 7:30:00 PM,28.023,,,,,
47,01/25/22 7:40:00 PM,28.023,,,,,
48,01/25/22 7:50:00 PM,28.023,,,,,
49,01/25/22 8:00:00 PM,27.998,,,,,
50,01/25/22 8:10:00 PM,28.023,,,,,
51,01/25/22 8:20:00 PM,27.998,,,,,
52,01/25/22 8:30:00 PM,28.023,,,,,
53,01/25/22 8:40:00 PM,28.023,,,,,
54,01/25/22 8:50:00 PM,28.023,,,,,
55,01/25/22 9:00:00 PM,28.023,,,,,
56,01/25/22 9:10:00 PM,28.023,,,,,
57,01/25/22 9:20:00 PM,28.048,,,,,
58,01/25/22 9:30:00 PM,28.048,,,,,
59,01/25/22 9:40:00 PM,28.048,,,,,
60,01/25/22 9:50:00 PM,28.048,,,,,
61,01/25/22 10:00:00 PM,28.023,,,,,
62,01/25/22 10:10:00 PM,28.023,,,,,
63,01/25/22 10:20:00 PM,28.023,,,,,
64,01/25/22 10:30:00 PM,28.023,,,,,
65,01/25/22 10:40:00 PM,28.023,,,,,
66,01/25/22 10:50:00 PM,27.998,,,,,
67,01/25/22 11:00:00 PM,27.998,,,,,
68,01/25/22 11:10:00 PM,27.974,,,,,
69,01/25/22 11:20:00 PM,27.974,,,,,
70,01/25/22 11:30:00 PM,27.974,,,,,
71,01/25/22 11:40:00 PM,27.949,,,,,
72,01/25/22 11:50:00 PM,27.949,,,,,
73,01/26/22 12:00:00 AM,27.949,,,,,
74,01/26/22 12:10:00 AM,27.949,,,,,
75,01/26/22 12:20:00 AM,27.949,,,,,
76,01/26/22 12:30:00 AM,27.924,,,,,
77,01/26/22 12:40:00 AM,27.924,,,,,
78,01/26/22 12:50:00 AM,27.924,,,,,
79,01/26/22 1:00:00 AM,27.924,,,,,
80,01/26/22 1:10:00 AM,27.924,,,,,
81,01/26/22 1:20:00 AM,27.924,,,,,
82,01/26/22 1:30:00 AM,27.924,,,,,
83,01/26/22 1:40:00 AM,27.899,,,,,
84,01/26/22 1:50:00 AM,27.899,,,,,
85,01/26/22 2:00:00 AM,27.899,,,,,
86,01/26/22 2:10:00 AM,27.899,,,,,
87,01/26/22 2:20:00 AM,27.899,,,,,
88,01/26/22 2:30:00 AM,27.899,,,,,
89,01/26/22 2:40:00 AM,27.875,,,,,
90,01/26/22 2:50:00 AM,27.924,,,,,
91,01/26/22 3:00:00 AM,27.974,,,,,
92,01/26/22 3:10:00 AM,27.998,,,,,
93,01/26/22 3:20:00 AM,27.998,,,,,
94,01/26/22 3:30:00 AM,27.998,,,,,
95,01/26/22 3:40:00 AM,27.998,,,,,
96,01/26/22 3:50:00 AM,27.998,,,,,
97,01/26/22 4:00:00 AM,27.998,,,,,
98,01/26/22 4:10:00 AM,27.974,,,,,
99,01/26/22 4:20:00 AM,27.974,,,,,
100,01/26/22 4:30:00 AM,27.974,,,,,
101,01/26/22 4:40:00 AM,27.998,,,,,
102,01/26/22 4:50:00 AM,27.998,,,,,
103,01/26/22 5:00:00 AM,27.974,,,,,
104,01/26/22 5:10:00 AM,27.974,,,,,
105,01/26/22 5:20:00 AM,27.974,,,,,
106,01/26/22 5:30:00 AM,27.974,,,,,
107,01/26/22 5:40:00 AM,27.974,,,,,
108,01/26/22 5:50:00 AM,27.974,,,,,
109,01/26/22 6:00:00 AM,27.974,,,,,
110,01/26/22 6:10:00 AM,27.974,,,,,
111,01/26/22 6:20:00 AM,27.998,,,,,
112,01/26/22 6:30:00 AM,27.998,,,,,
113,01/26/22 6:40:00 AM,28.023,,,,,
114,01/26/22 6:50:00 AM,28.023,,,,,
115,01/26/22 7:00:00 AM,28.048,,,,,
116,01/26/22 7:10:00 AM,28.048,,,,,
117,01/26/22 7:20:00 AM,28.072,,,,,
118,01/26/22 7:30:00 AM,28.072,,,,,
119,01/26/22 7:40:00 AM,28.048,,,,,
120,01/26/22 7:50:00 AM,28.023,,,,,
121,01/26/22 8:00:00 AM,28.048,,,,,
122,01/26/22 8:10:00 AM,28.072,,,,,
123,01/26/22 8:20:00 AM,28.147,,,,,
124,01/26/22 8:30:00 AM,28.147,,,,,
125,01/26/22 8:40:00 AM,28.171,,,,,
126,01/26/22 8:50:00 AM,28.147,,,,,
127,01/26/22 9:00:00 AM,28.122,,,,,
128,01/26/22 9:10:00 AM,28.147,,,,,
129,01/26/22 9:20:00 AM,28.171,,,,,
130,01/26/22 9:30:00 AM,28.196,,,,,
131,01/26/22 9:40:00 AM,28.196,,,,,
132,01/26/22 9:50:00 AM,28.221,,,,,
133,01/26/22 10:00:00 AM,28.221,,,,,
134,01/26/22 10:10:00 AM,28.221,,,,,
135,01/26/22 10:20:00 AM,28.245,,,,,
136,01/26/22 10:30:00 AM,28.245,,,,,
137,01/26/22 10:40:00 AM,28.295,,,,,
138,01/26/22 10:50:00 AM,28.32,,,,,
139,01/26/22 11:00:00 AM,28.245,,,,,
140,01/26/22 11:10:00 AM,28.196,,,,,
141,01/26/22 11:20:00 AM,28.122,,,,,
142,01/26/22 11:30:00 AM,28.221,,,,,
143,01/26/22 11:40:00 AM,28.245,,,,,
144,01/26/22 11:50:00 AM,28.27,,,,,
145,01/26/22 12:00:00 PM,28.345,,,,,
146,01/26/22 12:10:00 PM,28.394,,,,,
147,01/26/22 12:20:00 PM,28.394,,,,,
148,01/26/22 12:30:00 PM,28.444,,,,,
149,01/26/22 12:40:00 PM,28.468,,,,,
150,01/26/22 12:50:00 PM,28.468,,,,,
151,01/26/22 1:00:00 PM,28.468,,,,,
152,01/26/22 1:10:00 PM,28.543,,,,,
153,01/26/22 1:20:00 PM,28.493,,,,,
154,01/26/22 1:30:00 PM,28.568,,,,,
155,01/26/22 1:40:00 PM,28.543,,,,,
156,01/26/22 1:50:00 PM,28.468,,,,,
157,01/26/22 2:00:00 PM,28.468,,,,,
158,01/26/22 2:10:00 PM,28.444,,,,,
159,01/26/22 2:20:00 PM,28.444,,,,,
160,01/26/22 2:30:00 PM,28.543,,,,,
161,01/26/22 2:40:00 PM,28.493,,,,,
162,01/26/22 2:50:00 PM,28.468,,,,,
163,01/26/22 3:00:00 PM,28.493,,,,,
164,01/26/22 3:10:00 PM,28.518,,,,,
165,01/26/22 3:20:00 PM,28.493,,,,,
166,01/26/22 3:30:00 PM,28.518,,,,,
167,01/26/22 3:40:00 PM,28.543,,,,,
168,01/26/22 3:50:00 PM,28.543,,,,,
169,01/26/22 4:00:00 PM,28.468,,,,,
170,01/26/22 4:10:00 PM,28.468,,,,,
171,01/26/22 4:20:00 PM,28.419,,,,,
172,01/26/22 4:30:00 PM,28.394,,,,,
173,01/26/22 4:40:00 PM,28.369,,,,,
174,01/26/22 4:50:00 PM,28.32,,,,,
175,01/26/22 5:00:00 PM,28.32,,,,,
176,01/26/22 5:10:00 PM,28.32,,,,,
177,01/26/22 5:20:00 PM,28.295,,,,,
178,01/26/22 5:30:00 PM,28.27,,,,,
179,01/26/22 5:40:00 PM,28.27,,,,,
180,01/26/22 5:50:00 PM,28.245,,,,,
181,01/26/22 6:00:00 PM,28.196,,,,,
182,01/26/22 6:10:00 PM,28.196,,,,,
183,01/26/22 6:20:00 PM,28.171,,,,,
184,01/26/22 6:30:00 PM,28.147,,,,,
185,01/26/22 6:40:00 PM,28.147,,,,,
186,01/26/22 6:50:00 PM,28.122,,,,,
187,01/26/22 7:00:00 PM,28.122,,,,,
188,01/26/22 7:10:00 PM,28.147,,,,,
189,01/26/22 7:20:00 PM,28.147,,,,,
190,01/26/22 7:30:00 PM,28.147,,,,,
191,01/26/22 7:40:00 PM,28.147,,,,,
192,01/26/22 7:50:00 PM,28.147,,,,,
193,01/26/22 8:00:00 PM,28.147,,,,,
194,01/26/22 8:10:00 PM,28.147,,,,,
195,01/26/22 8:20:00 PM,28.147,,,,,
196,01/26/22 8:30:00 PM,28.147,,,,,
197,01/26/22 8:40:00 PM,28.122,,,,,
198,01/26/22 8:50:00 PM,28.122,,,,,
199,01/26/22 9:00:00 PM,28.122,,,,,
200,01/26/22 9:10:00 PM,28.122,,,,,
201,01/26/22 9:20:00 PM,28.147,,,,,
202,01/26/22 9:30:00 PM,28.147,,,,,
203,01/26/22 9:40:00 PM,28.147,,,,,
204,01/26/22 9:50:00 PM,28.147,,,,,
205,01/26/22 10:00:00 PM,28.147,,,,,
206,01/26/22 10:10:00 PM,28.147,,,,,
207,01/26/22 10:20:00 PM,28.171,,,,,
208,01/26/22 10:30:00 PM,28.171,,,,,
209,01/26/22 10:40:00 PM,28.171,,,,,
210,01/26/22 10:50:00 PM,28.147,,,,,
211,01/26/22 11:00:00 PM,28.147,,,,,
212,01/26/22 11:10:00 PM,28.097,,,,,
213,01/26/22 11:20:00 PM,28.072,,,,,
214,01/26/22 11:30:00 PM,28.072,,,,,
215,01/26/22 11:40:00 PM,28.072,,,,,
216,01/26/22 11:50:00 PM,28.072,,,,,
217,01/27/22 12:00:00 AM,28.072,,,,,
218,01/27/22 12:10:00 AM,28.072,,,,,
219,01/27/22 12:20:00 AM,28.072,,,,,
220,01/27/22 12:30:00 AM,28.048,,,,,
221,01/27/22 12:40:00 AM,28.048,,,,,
222,01/27/22 12:50:00 AM,28.048,,,,,
223,01/27/22 1:00:00 AM,28.048,,,,,
224,01/27/22 1:10:00 AM,28.048,,,,,
225,01/27/22 1:20:00 AM,28.048,,,,,
226,01/27/22 1:30:00 AM,28.048,,,,,
227,01/27/22 1:40:00 AM,28.048,,,,,
228,01/27/22 1:50:00 AM,28.048,,,,,
229,01/27/22 2:00:00 AM,28.023,,,,,
230,01/27/22 2:10:00 AM,28.023,,,,,
231,01/27/22 2:20:00 AM,28.023,,,,,
232,01/27/22 2:30:00 AM,28.023,,,,,
233,01/27/22 2:40:00 AM,28.023,,,,,
234,01/27/22 2:50:00 AM,28.023,,,,,
235,01/27/22 3:00:00 AM,28.023,,,,,
236,01/27/22 3:10:00 AM,28.023,,,,,
237,01/27/22 3:20:00 AM,28.048,,,,,
238,01/27/22 3:30:00 AM,28.048,,,,,
239,01/27/22 3:40:00 AM,28.023,,,,,
240,01/27/22 3:50:00 AM,28.023,,,,,
241,01/27/22 4:00:00 AM,28.048,,,,,
242,01/27/22 4:10:00 AM,28.048,,,,,
243,01/27/22 4:20:00 AM,28.048,,,,,
244,01/27/22 4:30:00 AM,28.072,,,,,
245,01/27/22 4:40:00 AM,28.072,,,,,
246,01/27/22 4:50:00 AM,28.072,,,,,
247,01/27/22 5:00:00 AM,28.072,,,,,
248,01/27/22 5:10:00 AM,28.072,,,,,
249,01/27/22 5:20:00 AM,28.072,,,,,
250,01/27/22 5:30:00 AM,28.072,,,,,
251,01/27/22 5:40:00 AM,28.072,,,,,
252,01/27/22 5:50:00 AM,28.072,,,,,
253,01/27/22 6:00:00 AM,28.072,,,,,
254,01/27/22 6:10:00 AM,28.072,,,,,
255,01/27/22 6:20:00 AM,28.072,,,,,
256,01/27/22 6:30:00 AM,28.097,,,,,
257,01/27/22 6:40:00 AM,28.097,,,,,
258,01/27/22 6:50:00 AM,28.097,,,,,
259,01/27/22 7:00:00 AM,28.122,,,,,
260,01/27/22 7:10:00 AM,28.147,,,,,
261,01/27/22 7:20:00 AM,28.171,,,,,
262,01/27/22 7:30:00 AM,28.196,,,,,
263,01/27/22 7:40:00 AM,28.221,,,,,
264,01/27/22 7:50:00 AM,28.245,,,,,
265,01/27/22 8:00:00 AM,28.27,,,,,
266,01/27/22 8:10:00 AM,28.295,,,,,
267,01/27/22 8:20:00 AM,28.345,,,,,
268,01/27/22 8:30:00 AM,28.369,,,,,
269,01/27/22 8:40:00 AM,28.394,,,,,
270,01/27/22 8:50:00 AM,28.419,,,,,
271,01/27/22 9:00:00 AM,28.444,,,,,
272,01/27/22 9:10:00 AM,28.468,,,,,
273,01/27/22 9:20:00 AM,28.518,,,,,
274,01/27/22 9:30:00 AM,28.543,,,,,
275,01/27/22 9:40:00 AM,28.593,,,,,
276,01/27/22 9:50:00 AM,28.617,,,,,
277,01/27/22 10:00:00 AM,28.667,,,,,
278,01/27/22 10:10:00 AM,28.717,,,,,
279,01/27/22 10:20:00 AM,28.692,,,,,
280,01/27/22 10:30:00 AM,28.717,,,,,
281,01/27/22 10:40:00 AM,28.742,,,,,
282,01/27/22 10:50:00 AM,28.717,,,,,
283,01/27/22 11:00:00 AM,28.742,,,,,
284,01/27/22 11:10:00 AM,28.766,,,,,
285,01/27/22 11:20:00 AM,28.766,,,,,
286,01/27/22 11:30:00 AM,28.593,,,,,
287,01/27/22 11:40:00 AM,28.593,,,,,
288,01/27/22 11:50:00 AM,28.593,,,,,
289,01/27/22 12:00:00 PM,28.568,,,,,
290,01/27/22 12:10:00 PM,28.543,,,,,
291,01/27/22 12:20:00 PM,28.543,,,,,
292,01/27/22 12:30:00 PM,28.667,,,,,
293,01/27/22 12:40:00 PM,28.568,,,,,
