fragment_ID,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR1_1,3.7762800712740114,3.0903884764683505,TP1
ACR10_1,3.1282527817005232,1.0913362605148706,TP1
ACR11_1,2.934744127662107,2.579525717820669,TP1
ACR12_1,3.430835379541875,1.9730908272474414,TP1
ACR13_1,4.131356353450155,6.0540137866681585,TP1
ACR14_1,3.035247146016179,1.60993525403877,TP1
ACR15_1,4.835179444294365,5.006965384672195,TP1
ACR16_1,2.8335374988817374,2.1199658228130276,TP1
ACR17_1,4.0946883137811225,2.1284908865993812,TP1
ACR18_1,3.1220437046782856,1.8132127666233944,TP1
ACR19_1,4.308291073842516,3.791270558542686,TP1
ACR2_1,1.9386511880255943,1.9587867740148024,TP1
ACR20_1,4.2477575658710895,4.144072748234848,TP1
ACR21_1,3.474488885357885,4.474084724792165,TP1
ACR22_1,2.1674769527099005,1.0269904112747263,TP1
ACR23_1,4.43381294533989,2.200677313584697,TP1
ACR24_1,2.557448731231361,1.3864046847389995,TP1
ACR3_1,2.698591519277524,1.4845619130478254,TP1
ACR4_1,3.4585059271894374,2.298277522580867,TP1
ACR5_1,2.474436712520506,1.9896837267829235,TP1
ACR6_1,2.4803208392013025,0.8307083306882741,TP1
ACR7_1,4.010585668602693,2.9370222060232227,TP1
ACR8_1,2.060100539133459,1.2565278894677891,TP1
ACR9_1,3.3525292703952525,3.2673514740445246,TP1
