fragment_ID,prot_ug,prot_ug.cm2,timepoint
ACR1_1,15409.387351231024,659.5600360891967,TP1
ACR10_1,6714.029085670634,450.25910446664193,TP1
ACR11_1,9204.885075993665,842.4236745897713,TP1
ACR12_1,8164.52591374403,567.0869071655208,TP1
ACR13_1,8047.437421774637,435.50213395345827,TP1
ACR14_1,7836.26229913564,556.7126855838787,TP1
ACR15_1,7425.926818824335,629.618390873447,TP1
ACR16_1,7125.9572072710935,424.7876167955564,TP1
ACR17_1,13574.276034226637,728.2648080995323,TP1
ACR18_1,10636.657493672166,688.1101446478737,TP1
ACR19_1,8651.389993747802,447.18840401677426,TP1
ACR2_1,7353.863418359657,434.21440559094157,TP1
ACR20_1,10126.143040123603,530.4672449027396,TP1
ACR21_1,8125.8947334572,616.7119696737552,TP1
ACR22_1,7649.658560918273,460.41610209098496,TP1
ACR23_1,9418.903969050632,503.5911300120131,TP1
ACR24_1,5337.921336101845,566.881081835023,TP1
ACR3_1,6525.458272071053,410.2080137999839,TP1
ACR4_1,19058.883739952405,724.1326688408299,TP1
ACR5_1,13667.459642515221,675.0702412965952,TP1
ACR6_1,9477.47690906739,483.46407171610207,TP1
ACR7_1,21265.16003291676,1004.1197304069785,TP1
ACR8_1,12904.60101211926,556.9453710371799,TP1
ACR9_1,7908.911059621833,505.34246340625856,TP1
