fragment_ID,prot_ug,prot_ug.cm2,timepoint
ACR1_1,27265.7557522228,1167.0420398964557,TP1
ACR10_1,13219.179258915836,886.5102815247824,TP1
ACR11_1,10237.6505725803,936.9415417267626,TP1
ACR12_1,12920.391691743425,897.4170749465982,TP1
ACR13_1,14371.860963816176,777.7601478066676,TP1
ACR14_1,13936.448033604378,990.0890394064338,TP1
ACR15_1,13624.957856507346,1155.212574891874,TP1
ACR16_1,13268.358364674788,790.9441727728256,TP1
ACR17_1,22905.256367442773,1228.875270463488,TP1
ACR18_1,16791.05276975677,1086.2523078383442,TP1
ACR19_1,16664.293657703834,861.3735931729941,TP1
ACR2_1,10116.503822891164,597.3365895195006,TP1
ACR20_1,17201.84451797635,901.1343245438519,TP1
ACR21_1,13894.331741358747,1054.5055008198826,TP1
ACR22_1,14855.831756662446,894.1397967311275,TP1
ACR23_1,17515.727455439617,936.4959034778606,TP1
ACR24_1,8515.343312414803,904.3196265352815,TP1
ACR3_1,11721.466389110425,736.8431833944155,TP1
ACR4_1,29762.8037993268,1130.8227093181442,TP1
ACR5_1,14338.680229439127,708.2235159672184,TP1
ACR6_1,18204.13410833857,928.6274060623784,TP1
ACR7_1,19610.80705376082,926.0028262850867,TP1
ACR8_1,17954.250300530035,774.8815004766213,TP1
ACR9_1,12575.413318091603,803.5101541298839,TP1
