"","fragment_ID","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date","timepoint"
"1","ACR1_5","0",3,"ambient",-0.000412860817140249,-1.4862989417049,2022-04-18,"TP5"
"2","ACR1_5","649",3,"ambient",0.000421765930645218,1.51835735032278,2022-04-18,"TP5"
"3","ACR10_5","0",1,"ambient",-0.000182699096984166,-0.657716749142998,2022-04-18,"TP5"
"4","ACR10_5","657",1,"ambient",0.000124318713543039,0.447547368754942,2022-04-18,"TP5"
"5","ACR11_5","0",2,"ambient",-0.000169019109933276,-0.608468795759794,2022-04-18,"TP5"
"6","ACR11_5","658",2,"ambient",0.000157099370560854,0.565557734019073,2022-04-18,"TP5"
"7","ACR12_5","0",3,"ambient",-0.000140840444387883,-0.507025599796379,2022-04-18,"TP5"
"8","ACR12_5","649",3,"ambient",0.000140077904943539,0.504280457796741,2022-04-18,"TP5"
"9","ACR13_5","0",3,"hot",-6.26741449875028e-05,-0.22562692195501,2022-04-18,"TP5"
"10","ACR13_5","649",3,"hot",9.21148344964518e-05,0.331613404187227,2022-04-18,"TP5"
"11","ACR14_5","0",3,"hot",-9.77664530580003e-05,-0.351959231008801,2022-04-18,"TP5"
"12","ACR14_5","649",3,"hot",9.99378737757656e-05,0.359776345592756,2022-04-18,"TP5"
"13","ACR15_5","0",2,"hot",-0.00014910150810668,-0.536765429184048,2022-04-18,"TP5"
"14","ACR15_5","658",2,"hot",7.94961628386938e-05,0.286186186219298,2022-04-18,"TP5"
"15","ACR16_5","0",2,"hot",-0.000115387093746953,-0.415393537489032,2022-04-18,"TP5"
"16","ACR16_5","658",2,"hot",9.16596536828905e-05,0.329974753258406,2022-04-18,"TP5"
"17","ACR17_5","0",1,"hot",-0.000116971730575265,-0.421098230070955,2022-04-18,"TP5"
"18","ACR17_5","657",1,"hot",9.04503348522169e-05,0.325621205467981,2022-04-18,"TP5"
"19","ACR18_5","0",3,"hot",-0.000107886318012207,-0.388390744843947,2022-04-18,"TP5"
"20","ACR18_5","649",3,"hot",9.69736844077063e-05,0.349105263867743,2022-04-18,"TP5"
"21","ACR19_5","0",1,"hot",-9.01646234978982e-05,-0.324592644592434,2022-04-18,"TP5"
"22","ACR19_5","657",1,"hot",9.88287744023618e-05,0.355783587848502,2022-04-18,"TP5"
"23","ACR2_5","0",1,"ambient",-0.000150593230459439,-0.542135629653981,2022-04-18,"TP5"
"24","ACR2_5","657",1,"ambient",0.000144708890129638,0.520952004466698,2022-04-18,"TP5"
"25","ACR20_5","0",2,"hot",-0.000189830838667741,-0.683391019203868,2022-04-18,"TP5"
"26","ACR20_5","658",2,"hot",0.000119401753393002,0.429846312214806,2022-04-18,"TP5"
"27","ACR21_5","0",3,"hot",-0.000139360850653899,-0.501699062354037,2022-04-18,"TP5"
"28","ACR21_5","649",3,"hot",0.000130985880829716,0.471549170986978,2022-04-18,"TP5"
"29","ACR22_5","0",1,"hot",-0.0001496059581198,-0.538581449231278,2022-04-18,"TP5"
"30","ACR22_5","657",1,"hot",8.25701734369884e-05,0.297252624373158,2022-04-18,"TP5"
"31","ACR23_5","0",2,"hot",-0.000272556062233002,-0.981201824038806,2022-04-18,"TP5"
"32","ACR23_5","658",2,"hot",0.000134106731303711,0.48278423269336,2022-04-18,"TP5"
"33","ACR24_5","0",1,"hot",-0.000125715765740054,-0.452576756664194,2022-04-18,"TP5"
"34","ACR24_5","657",1,"hot",0.000138200682054598,0.497522455396553,2022-04-18,"TP5"
"35","ACR3_5","0",2,"ambient",-0.000215228613360602,-0.774823008098169,2022-04-18,"TP5"
"36","ACR3_5","658",2,"ambient",0.000105744455522491,0.380680039880968,2022-04-18,"TP5"
"37","ACR4_5","0",1,"ambient",-0.000168294135705754,-0.605858888540713,2022-04-18,"TP5"
"38","ACR4_5","657",1,"ambient",9.84538575386516e-05,0.354433887139146,2022-04-18,"TP5"
"39","ACR5_5","0",2,"ambient",-0.000188455408592124,-0.678439470931645,2022-04-18,"TP5"
"40","ACR5_5","658",2,"ambient",0.000166939476329154,0.600982114784955,2022-04-18,"TP5"
"41","ACR6_5","0",2,"ambient",-0.000213431800488786,-0.768354481759629,2022-04-18,"TP5"
"42","ACR6_5","658",2,"ambient",0.000226530280944341,0.815509011399628,2022-04-18,"TP5"
"43","ACR7_5","0",1,"ambient",-0.000108018480827652,-0.388866530979548,2022-04-18,"TP5"
"44","ACR7_5","657",1,"ambient",0.000117098199659995,0.421553518775982,2022-04-18,"TP5"
"45","ACR8_5","0",3,"ambient",-0.000162999041699899,-0.586796550119638,2022-04-18,"TP5"
"46","ACR8_5","649",3,"ambient",0.000170459535853377,0.613654329072158,2022-04-18,"TP5"
"47","ACR9_5","0",3,"ambient",-0.000200759046568129,-0.722732567645266,2022-04-18,"TP5"
"48","ACR9_5","649",3,"ambient",0.000130372521065636,0.469341075836289,2022-04-18,"TP5"
