"Plot Title: Logger_6_final_cal"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20719656, SEN S/N: 20719656, LBL: C)","Coupler Detached (LGR S/N: 20719656)","Coupler Attached (LGR S/N: 20719656)","Host Connected (LGR S/N: 20719656)","Stopped (LGR S/N: 20719656)","End Of File (LGR S/N: 20719656)"
1,04/22/22 02:30:00 PM,29.365,Logged,,,,
2,04/22/22 02:31:00 PM,29.340,,,,,
3,04/22/22 02:32:00 PM,29.340,,,,,
4,04/22/22 02:33:00 PM,29.340,,,,,
5,04/22/22 02:34:00 PM,29.315,,,,,
6,04/22/22 02:35:00 PM,29.315,,,,,
7,04/22/22 02:36:00 PM,29.315,,,,,
8,04/22/22 02:37:00 PM,29.365,,,,,
9,04/22/22 02:38:00 PM,29.389,,,,,
10,04/22/22 02:39:00 PM,29.414,,,,,
11,04/22/22 02:40:00 PM,29.414,,,,,
12,04/22/22 02:41:00 PM,29.414,,,,,
13,04/22/22 02:42:00 PM,29.414,,,,,
14,04/22/22 02:43:00 PM,29.389,,,,,
15,04/22/22 02:44:00 PM,29.414,,,,,
16,04/22/22 02:45:00 PM,29.414,,,,,
17,04/22/22 02:46:00 PM,29.414,,,,,
18,04/22/22 02:47:00 PM,29.439,,,,,
19,04/22/22 02:48:00 PM,29.414,,,,,
20,04/22/22 02:49:00 PM,29.389,,,,,
21,04/22/22 02:50:00 PM,29.365,,,,,
22,04/22/22 02:51:00 PM,29.315,,,,,
23,04/22/22 02:52:00 PM,29.290,,,,,
24,04/22/22 02:53:00 PM,29.290,,,,,
25,04/22/22 02:54:00 PM,29.290,,,,,
26,04/22/22 02:55:00 PM,29.315,,,,,
27,04/22/22 02:56:00 PM,29.340,,,,,
28,04/22/22 02:57:00 PM,29.340,,,,,
29,04/22/22 02:58:00 PM,29.365,,,,,
30,04/22/22 02:59:00 PM,29.389,,,,,
31,04/22/22 03:00:00 PM,29.389,,,,,
32,04/22/22 03:01:00 PM,29.389,,,,,
33,04/22/22 03:02:00 PM,29.414,,,,,
34,04/22/22 03:03:00 PM,29.389,,,,,
35,04/22/22 03:04:00 PM,29.389,,,,,
36,04/22/22 03:05:00 PM,29.340,,,,,
37,04/22/22 03:06:00 PM,29.340,,,,,
38,04/22/22 03:07:00 PM,29.365,,,,,
39,04/22/22 03:08:00 PM,29.389,,,,,
40,04/22/22 03:09:00 PM,29.365,,,,,
41,04/22/22 03:10:00 PM,29.315,,,,,
42,04/22/22 03:11:00 PM,29.340,,,,,
43,04/22/22 03:12:00 PM,29.340,,,,,
44,04/22/22 03:13:00 PM,29.315,,,,,
45,04/22/22 03:14:00 PM,29.340,,,,,
46,04/22/22 03:15:00 PM,29.365,,,,,
47,04/22/22 03:16:00 PM,29.389,,,,,
48,04/22/22 03:17:00 PM,29.389,,,,,
49,04/22/22 03:18:00 PM,29.389,,,,,
50,04/22/22 03:19:00 PM,29.389,,,,,
51,04/22/22 03:20:00 PM,29.389,,,,,
52,04/22/22 03:21:00 PM,29.389,,,,,
53,04/22/22 03:22:00 PM,29.389,,,,,
54,04/22/22 03:23:00 PM,29.365,,,,,
55,04/22/22 03:24:00 PM,29.365,,,,,
56,04/22/22 03:25:00 PM,29.365,,,,,
57,04/22/22 03:26:00 PM,29.340,,,,,
58,04/22/22 03:27:00 PM,29.340,,,,,
59,04/22/22 03:28:00 PM,29.340,,,,,
60,04/22/22 03:29:00 PM,29.340,,,,,
61,04/22/22 03:30:00 PM,29.340,,,,,
62,04/22/22 03:31:00 PM,29.340,,,,,
63,04/22/22 03:32:00 PM,29.340,,,,,
64,04/22/22 03:33:00 PM,29.340,,,,,
65,04/22/22 03:34:00 PM,29.315,,,,,
66,04/22/22 03:35:00 PM,29.340,,,,,
67,04/22/22 03:36:00 PM,29.315,,,,,
68,04/22/22 03:37:00 PM,29.290,,,,,
69,04/22/22 03:38:00 PM,29.265,,,,,
70,04/22/22 03:39:00 PM,29.265,,,,,
71,04/22/22 03:40:00 PM,29.240,,,,,
72,04/22/22 03:41:00 PM,29.240,,,,,
73,04/22/22 03:42:00 PM,29.240,,,,,
74,04/22/22 03:43:00 PM,29.215,,,,,
75,04/22/22 03:44:00 PM,29.215,,,,,
76,04/22/22 03:45:00 PM,29.215,,,,,
77,04/22/22 03:46:00 PM,29.215,,,,,
78,04/22/22 03:47:00 PM,29.190,,,,,
79,04/22/22 03:48:00 PM,29.190,,,,,
80,04/22/22 03:49:00 PM,29.190,,,,,
81,04/22/22 03:50:00 PM,29.190,,,,,
82,04/22/22 03:51:00 PM,29.190,,,,,
83,04/22/22 03:52:00 PM,29.190,,,,,
84,04/22/22 03:53:00 PM,29.190,,,,,
85,04/22/22 03:54:00 PM,29.190,,,,,
86,04/22/22 03:55:00 PM,29.190,,,,,
87,04/22/22 03:56:00 PM,29.190,,,,,
88,04/22/22 03:57:00 PM,29.190,,,,,
89,04/22/22 03:58:00 PM,29.165,,,,,
90,04/22/22 03:59:00 PM,29.165,,,,,
91,04/22/22 04:00:00 PM,29.165,,,,,
92,04/22/22 04:01:00 PM,29.165,,,,,
93,04/22/22 04:02:00 PM,29.140,,,,,
94,04/22/22 04:03:00 PM,29.140,,,,,
95,04/22/22 04:04:00 PM,29.140,,,,,
96,04/22/22 04:05:00 PM,29.165,,,,,
97,04/22/22 04:06:00 PM,29.190,,,,,
98,04/22/22 04:07:00 PM,29.190,,,,,
99,04/22/22 04:08:00 PM,29.215,,,,,
100,04/22/22 04:09:00 PM,29.215,,,,,
101,04/22/22 04:10:00 PM,29.215,,,,,
102,04/22/22 04:11:00 PM,29.190,,,,,
103,04/22/22 04:12:00 PM,29.190,,,,,
104,04/22/22 04:13:00 PM,29.165,,,,,
105,04/22/22 04:14:00 PM,29.190,,,,,
106,04/22/22 04:15:00 PM,29.190,,,,,
107,04/22/22 04:16:00 PM,29.215,,,,,
108,04/22/22 04:17:00 PM,29.215,,,,,
109,04/22/22 04:18:00 PM,29.215,,,,,
110,04/22/22 04:19:00 PM,29.215,,,,,
111,04/22/22 04:20:00 PM,29.240,,,,,
112,04/22/22 04:21:00 PM,29.240,,,,,
113,04/22/22 04:22:00 PM,29.240,,,,,
114,04/22/22 04:23:00 PM,29.240,,,,,
115,04/22/22 04:24:00 PM,29.240,,,,,
116,04/22/22 04:25:00 PM,29.215,,,,,
117,04/22/22 04:26:00 PM,29.215,,,,,
118,04/22/22 04:27:00 PM,29.215,,,,,
119,04/22/22 04:28:00 PM,29.215,,,,,
120,04/22/22 04:29:00 PM,29.215,,,,,
121,04/22/22 04:30:00 PM,29.215,,,,,
122,04/22/22 04:31:00 PM,29.215,,,,,
123,04/22/22 04:32:00 PM,29.215,,,,,
