Serial Number:21002974 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-02-23 10:30:00,19.04,"15,017", , , , 
2022-02-23 10:31:00,18.57,"19,046", , , , 
2022-02-23 10:32:00,18.44,"33,556", , , , 
2022-02-23 10:33:00,18.57,"33,311", , , , 
2022-02-23 10:34:00,18.57,"31,826", , , , 
2022-02-23 10:35:00,19.00,"78,828", , , , 
2022-02-23 10:36:00,19.30,"78,479", , , , 
2022-02-23 10:37:00,19.52,"78,193", , , , 
2022-02-23 10:38:00,19.65,"76,882", , , , 
2022-02-23 10:39:00,19.69,"78,172", , , , 
2022-02-23 10:40:00,19.47,"78,479", , , , 
2022-02-23 10:41:00,19.73,"78,336", , , , 
2022-02-23 10:42:00,19.86,"78,336", , , , 
2022-02-23 10:43:00,19.82,"77,722", , , , 
2022-02-23 10:44:00,19.86,"78,193", , , , 
2022-02-23 10:45:00,19.95,"81,162", , , , 
2022-02-23 10:46:00,19.86,"77,558", , , , 
2022-02-23 10:47:00,19.52,"79,811", , , , 
2022-02-23 10:48:00,19.39,"85,443", , , , 
2022-02-23 10:49:00,19.39,"83,231", , , , 
2022-02-23 10:50:00,19.43,"85,565", , , , 
2022-02-23 10:51:00,19.56,"84,541", , , , 
2022-02-23 10:52:00,19.86,"116,695", , , , 
2022-02-23 10:53:00,20.12,"109,568", , , , 
2022-02-23 10:54:00,20.29,"109,322", , , , 
2022-02-23 10:55:00,20.37,"109,363", , , , 
2022-02-23 10:56:00,20.33,"104,448", , , , 
2022-02-23 10:57:00,20.33,"102,728", , , , 
2022-02-23 10:58:00,20.37,"102,810", , , , 
2022-02-23 10:59:00,20.42,"102,932", , , , 
2022-02-23 11:00:00,20.42,"102,810", , , , 
2022-02-23 11:01:00,20.55,"102,810", , , , 
2022-02-23 11:02:00,20.50,"102,851", , , , 
2022-02-23 11:03:00,20.50,"102,851", , , , 
2022-02-23 11:04:00,20.59,"102,646", , , , 
2022-02-23 11:05:00,20.59,"102,851", , , , 
2022-02-23 11:06:00,20.59,"102,810", , , , 
2022-02-23 11:07:00,20.63,"102,728", , , , 
2022-02-23 11:08:00,20.68,"102,851", , , , 
2022-02-23 11:09:00,20.68,"102,932", , , , 
2022-02-23 11:10:00,20.72,"103,014", , , , 
2022-02-23 11:11:00,20.72,"102,892", , , , 
2022-02-23 11:12:00,20.72,"102,810", , , , 
2022-02-23 11:13:00,20.76,"102,932", , , , 
2022-02-23 11:14:00,20.80,"102,851", , , , 
2022-02-23 11:15:00,20.80,"102,564", , , , 
2022-02-23 11:16:00,20.85,"102,810", , , , 
