Serial Number:21002979 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-02-23 10:30:00,19.22,"43,971", , , , 
2022-02-23 10:31:00,18.87,"37,110", , , , 
2022-02-23 10:32:00,18.74,"44,810", , , , 
2022-02-23 10:33:00,18.70,"44,831", , , , 
2022-02-23 10:34:00,18.70,"29,747", , , , 
2022-02-23 10:35:00,18.66,"54,415", , , , 
2022-02-23 10:36:00,18.74,"50,381", , , , 
2022-02-23 10:37:00,18.79,"49,398", , , , 
2022-02-23 10:38:00,18.83,"49,377", , , , 
2022-02-23 10:39:00,18.83,"49,275", , , , 
2022-02-23 10:40:00,18.74,"49,377", , , , 
2022-02-23 10:41:00,18.79,"49,418", , , , 
2022-02-23 10:42:00,18.87,"49,316", , , , 
2022-02-23 10:43:00,18.87,"48,517", , , , 
2022-02-23 10:44:00,18.92,"49,213", , , , 
2022-02-23 10:45:00,19.00,"37,233", , , , 
2022-02-23 10:46:00,19.09,"70,595", , , , 
2022-02-23 10:47:00,18.96,"47,677", , , , 
2022-02-23 10:48:00,18.57,"61,788", , , , 
2022-02-23 10:49:00,18.70,"51,528", , , , 
2022-02-23 10:50:00,18.70,"64,328", , , , 
2022-02-23 10:51:00,18.96,"89,457", , , , 
2022-02-23 10:52:00,19.00,"69,181", , , , 
2022-02-23 10:53:00,19.09,"77,701", , , , 
2022-02-23 10:54:00,19.22,"77,722", , , , 
2022-02-23 10:55:00,19.35,"78,152", , , , 
2022-02-23 10:56:00,19.35,"57,160", , , , 
2022-02-23 10:57:00,19.35,"70,513", , , , 
2022-02-23 10:58:00,19.35,"70,717", , , , 
2022-02-23 10:59:00,19.39,"70,779", , , , 
2022-02-23 11:00:00,19.43,"70,738", , , , 
2022-02-23 11:01:00,19.43,"70,656", , , , 
2022-02-23 11:02:00,19.43,"70,779", , , , 
2022-02-23 11:03:00,19.47,"70,656", , , , 
2022-02-23 11:04:00,19.47,"70,636", , , , 
2022-02-23 11:05:00,19.52,"70,656", , , , 
2022-02-23 11:06:00,19.52,"70,820", , , , 
2022-02-23 11:07:00,19.56,"70,738", , , , 
2022-02-23 11:08:00,19.56,"70,615", , , , 
2022-02-23 11:09:00,19.56,"70,697", , , , 
2022-02-23 11:10:00,19.60,"70,656", , , , 
2022-02-23 11:11:00,19.60,"70,533", , , , 
2022-02-23 11:12:00,19.69,"70,697", , , , 
2022-02-23 11:13:00,19.65,"70,799", , , , 
2022-02-23 11:14:00,19.69,"70,533", , , , 
2022-02-23 11:15:00,19.73,"70,738", , , , 
2022-02-23 11:16:00,19.73,"70,717", , , , 
