Serial Number:21002980 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-02-23 10:30:00,18.23,"7,416", , , , 
2022-02-23 10:31:00,17.89,"8,369", , , , 
2022-02-23 10:32:00,17.72,"9,380", , , , 
2022-02-23 10:33:00,17.54,"9,329", , , , 
2022-02-23 10:34:00,17.54,"7,301", , , , 
2022-02-23 10:35:00,18.40,"61,297", , , , 
2022-02-23 10:36:00,18.74,"57,590", , , , 
2022-02-23 10:37:00,18.96,"57,139", , , , 
2022-02-23 10:38:00,19.04,"57,098", , , , 
2022-02-23 10:39:00,19.13,"56,893", , , , 
2022-02-23 10:40:00,19.04,"57,078", , , , 
2022-02-23 10:41:00,19.13,"56,566", , , , 
2022-02-23 10:42:00,19.22,"56,955", , , , 
2022-02-23 10:43:00,19.26,"56,852", , , , 
2022-02-23 10:44:00,19.30,"56,545", , , , 
2022-02-23 10:45:00,19.39,"58,266", , , , 
2022-02-23 10:46:00,19.52,"71,414", , , , 
2022-02-23 10:47:00,19.39,"76,595", , , , 
2022-02-23 10:48:00,18.92,"40,878", , , , 
2022-02-23 10:49:00,19.17,"61,850", , , , 
2022-02-23 10:50:00,19.35,"81,797", , , , 
2022-02-23 10:51:00,19.47,"78,664", , , , 
2022-02-23 10:52:00,19.60,"90,194", , , , 
2022-02-23 10:53:00,19.69,"87,163", , , , 
2022-02-23 10:54:00,19.82,"87,163", , , , 
2022-02-23 10:55:00,19.82,"87,245", , , , 
2022-02-23 10:56:00,19.82,"101,949", , , , 
2022-02-23 10:57:00,19.86,"83,354", , , , 
2022-02-23 10:58:00,19.82,"82,964", , , , 
2022-02-23 10:59:00,19.86,"82,842", , , , 
2022-02-23 11:00:00,19.86,"82,821", , , , 
2022-02-23 11:01:00,19.86,"82,719", , , , 
2022-02-23 11:02:00,19.90,"82,780", , , , 
2022-02-23 11:03:00,19.95,"82,842", , , , 
2022-02-23 11:04:00,19.95,"82,964", , , , 
2022-02-23 11:05:00,19.99,"83,005", , , , 
2022-02-23 11:06:00,19.95,"82,883", , , , 
2022-02-23 11:07:00,19.99,"82,883", , , , 
2022-02-23 11:08:00,20.07,"82,842", , , , 
2022-02-23 11:09:00,20.03,"82,944", , , , 
2022-02-23 11:10:00,20.07,"82,924", , , , 
2022-02-23 11:11:00,20.07,"82,924", , , , 
2022-02-23 11:12:00,20.12,"82,862", , , , 
2022-02-23 11:13:00,20.16,"82,964", , , , 
2022-02-23 11:14:00,20.16,"82,760", , , , 
2022-02-23 11:15:00,20.20,"83,026", , , , 
2022-02-23 11:16:00,20.20,"82,780", , , , 
2022-02-23 11:17:00,20.20,"82,862", , , , 
2022-02-23 11:18:00,20.25,"83,046", , , , 
2022-02-23 11:19:00,20.25,"82,964", , , , 
2022-02-23 11:20:00,20.29,"82,760", , , , 
2022-02-23 11:21:00,20.29,"82,862", , , , 
2022-02-23 11:22:00,20.33,"82,964", , , , 
2022-02-23 11:23:00,20.33,"82,883", , , , 
2022-02-23 11:24:00,20.33,"82,964", , , , 
2022-02-23 11:25:00,20.42,"82,924", , , , 
2022-02-23 11:26:00,20.37,"83,108", , , , 
2022-02-23 11:27:00,20.42,"82,862", , , , 
2022-02-23 11:28:00,20.46,"82,944", , , , 
2022-02-23 11:29:00,20.46,"83,026", , , , 
2022-02-23 11:30:00,20.55,"82,924", , , , 
2022-02-23 11:31:00,20.46,"83,026", , , , 
2022-02-23 11:32:00,20.55,"83,026", , , , 
2022-02-23 11:33:00,20.55,"83,026", , , , 
2022-02-23 11:34:00,20.55,"83,005", , , , 
2022-02-23 11:35:00,20.55,"82,883", , , , 
2022-02-23 11:36:00,20.63,"83,005", , , , 
2022-02-23 11:37:00,20.63,"83,067", , , , 
2022-02-23 11:38:00,20.68,"83,026", , , , 
2022-02-23 11:39:00,20.68,"83,046", , , , 
2022-02-23 11:40:00,20.72,"83,005", , , , 
2022-02-23 11:41:00,20.68,"83,026", , , , 
2022-02-23 11:42:00,20.76,"83,046", , , , 
2022-02-23 11:43:00,20.80,"83,046", , , , 
2022-02-23 11:44:00,20.76,"82,964", , , , 
2022-02-23 11:45:00,20.80,"82,883", , , , 
2022-02-23 11:46:00,20.85,"82,883", , , , 
2022-02-23 11:47:00,20.85,"83,005", , , , 
2022-02-23 11:48:00,20.85,"82,862", , , , 
2022-02-23 11:49:00,20.85,"82,555", , , , 
2022-02-23 11:50:00,20.89,"82,944", , , , 
2022-02-23 11:51:00,20.93,"82,924", , , , 
2022-02-23 11:52:00,20.89,"82,964", , , , 
2022-02-23 11:53:00,20.93,"82,862", , , , 
2022-02-23 11:54:00,20.93,"82,883", , , , 
2022-02-23 11:55:00,20.98,"83,026", , , , 
2022-02-23 11:56:00,20.98,"83,026", , , , 
2022-02-23 11:57:00,20.98,"82,883", , , , 
2022-02-23 11:58:00,21.02,"82,924", , , , 
2022-02-23 11:59:00,21.02,"82,964", , , , 
2022-02-23 12:00:00,21.06,"82,924", , , , 
2022-02-23 12:01:00,21.06,"83,005", , , , 
2022-02-23 12:02:00,21.10,"83,046", , , , 
2022-02-23 12:03:00,21.10,"82,944", , , , 
2022-02-23 12:04:00,21.15,"83,026", , , , 
2022-02-23 12:05:00,21.15,"82,842", , , , 
2022-02-23 12:06:00,21.15,"82,924", , , , 
2022-02-23 12:07:00,21.19,"82,862", , , , 
2022-02-23 12:08:00,21.15,"82,739", , , , 
2022-02-23 12:09:00,21.23,"83,005", , , , 
2022-02-23 12:10:00,21.23,"82,964", , , , 
2022-02-23 12:11:00,21.28,"83,026", , , , 
2022-02-23 12:12:00,21.23,"82,575", , , , 
2022-02-23 12:13:00,21.28,"83,026", , , , 
2022-02-23 12:14:00,21.28,"83,067", , , , 
2022-02-23 12:15:00,21.32,"82,944", , , , 
2022-02-23 12:16:00,21.28,"83,005", , , , 
2022-02-23 12:17:00,21.28,"83,005", , , , 
2022-02-23 12:18:00,21.32,"82,944", , , , 
2022-02-23 12:19:00,21.36,"82,924", , , , 
2022-02-23 12:20:00,21.32,"83,046", , , , 
2022-02-23 12:21:00,21.32,"83,005", , , , 
2022-02-23 12:22:00,21.36,"83,067", , , , 
2022-02-23 12:23:00,21.36,"83,005", , , , 
2022-02-23 12:24:00,21.36,"83,149", , , , 
2022-02-23 12:25:00,21.45,"83,046", , , , 
2022-02-23 12:26:00,21.45,"83,046", , , , 
2022-02-23 12:27:00,21.45,"83,067", , , , 
2022-02-23 12:28:00,21.45,"82,944", , , , 
2022-02-23 12:29:00,21.53,"83,026", , , , 
2022-02-23 12:30:00,21.49,"83,108", , , , 
2022-02-23 12:31:00,21.49,"83,046", , , , 
2022-02-23 12:32:00,21.53,"83,108", , , , 
2022-02-23 12:33:00,21.53,"83,005", , , , 
2022-02-23 12:34:00,21.49,"83,026", , , , 
2022-02-23 12:35:00,21.49,"82,924", , , , 
2022-02-23 12:36:00,21.53,"83,108", , , , 
2022-02-23 12:37:00,21.53,"83,128", , , , 
2022-02-23 12:38:00,21.58,"82,964", , , , 
2022-02-23 12:39:00,21.53,"83,108", , , , 
2022-02-23 12:40:00,21.62,"83,149", , , , 
2022-02-23 12:41:00,21.58,"83,108", , , , 
2022-02-23 12:42:00,21.58,"83,046", , , , 
2022-02-23 12:43:00,21.66,"83,026", , , , 
2022-02-23 12:44:00,21.66,"83,067", , , , 
2022-02-23 12:45:00,21.62,"83,005", , , , 
2022-02-23 12:46:00,21.66,"83,046", , , , 
2022-02-23 12:47:00,21.66,"83,128", , , , 
2022-02-23 12:48:00,21.70,"82,842", , , , 
2022-02-23 12:49:00,21.70,"83,067", , , , 
2022-02-23 12:50:00,21.75,"83,067", , , , 
2022-02-23 12:51:00,21.70,"83,149", , , , 
2022-02-23 12:52:00,21.70,"82,821", , , , 
2022-02-23 12:53:00,21.75,"82,883", , , , 
2022-02-23 12:54:00,21.75,"83,046", , , , 
2022-02-23 12:55:00,21.75,"83,026", , , , 
2022-02-23 12:56:00,21.79,"83,046", , , , 
2022-02-23 12:57:00,21.79,"83,149", , , , 
2022-02-23 12:58:00,21.79,"83,046", , , , 
2022-02-23 12:59:00,21.83,"83,108", , , , 
2022-02-23 13:00:00,21.83,"83,005", , , , 
2022-02-23 13:01:00,21.88,"83,026", , , , 
2022-02-23 13:02:00,21.83,"83,128", , , , 
2022-02-23 13:03:00,21.83,"83,128", , , , 
2022-02-23 13:04:00,21.88,"83,026", , , , 
2022-02-23 13:05:00,21.88,"83,149", , , , 
2022-02-23 13:06:00,21.92,"83,005", , , , 
2022-02-23 13:07:00,21.92,"83,149", , , , 
2022-02-23 13:08:00,21.92,"82,780", , , , 
2022-02-23 13:09:00,21.92,"83,128", , , , 
2022-02-23 13:10:00,21.92,"83,231", , , , 
2022-02-23 13:11:00,21.92,"83,067", , , , 
2022-02-23 13:12:00,22.01,"83,046", , , , 
2022-02-23 13:13:00,21.96,"83,046", , , , 
2022-02-23 13:14:00,22.01,"83,046", , , , 
2022-02-23 13:15:00,22.01,"83,128", , , , 
2022-02-23 13:16:00,22.01,"83,169", , , , 
2022-02-23 13:17:00,22.05,"83,169", , , , 
2022-02-23 13:18:00,22.01,"83,046", , , , 
2022-02-23 13:19:00,22.05,"83,169", , , , 
2022-02-23 13:20:00,22.05,"83,128", , , , 
2022-02-23 13:21:00,22.09,"83,067", , , , 
2022-02-23 13:22:00,22.09,"83,128", , , , 
2022-02-23 13:23:00,22.09,"83,026", , , , 
2022-02-23 13:24:00,22.05,"83,067", , , , 
2022-02-23 13:25:00,22.09,"82,842", , , , 
2022-02-23 13:26:00,22.05,"83,128", , , , 
2022-02-23 13:27:00,22.18,"83,149", , , , 
2022-02-23 13:28:00,22.13,"83,108", , , , 
2022-02-23 13:29:00,22.13,"83,005", , , , 
2022-02-23 13:30:00,22.13,"83,046", , , , 
2022-02-23 13:31:00,22.13,"83,210", , , , 
2022-02-23 13:32:00,22.18,"83,210", , , , 
2022-02-23 13:33:00,22.13,"83,231", , , , 
2022-02-23 13:34:00,22.18,"83,067", , , , 
2022-02-23 13:35:00,22.18,"83,149", , , , 
2022-02-23 13:36:00,22.18,"83,210", , , , 
2022-02-23 13:37:00,22.18,"83,026", , , , 
2022-02-23 13:38:00,22.22,"83,210", , , , 
2022-02-23 13:39:00,22.22,"83,149", , , , 
2022-02-23 13:40:00,22.22,"83,005", , , , 
2022-02-23 13:41:00,22.22,"83,210", , , , 
2022-02-23 13:42:00,22.22,"83,128", , , , 
2022-02-23 13:43:00,22.22,"83,108", , , , 
2022-02-23 13:44:00,22.26,"83,128", , , , 
2022-02-23 13:45:00,22.22,"83,149", , , , 
2022-02-23 13:46:00,22.26,"83,210", , , , 
2022-02-23 13:47:00,22.26,"82,964", , , , 
2022-02-23 13:48:00,22.31,"83,231", , , , 
2022-02-23 13:49:00,22.31,"83,149", , , , 
2022-02-23 13:50:00,22.31,"83,251", , , , 
2022-02-23 13:51:00,22.31,"83,149", , , , 
2022-02-23 13:52:00,22.31,"83,026", , , , 
2022-02-23 13:53:00,22.26,"83,149", , , , 
2022-02-23 13:54:00,22.26,"83,108", , , , 
2022-02-23 13:55:00,22.31,"83,210", , , , 
2022-02-23 13:56:00,22.35,"83,149", , , , 
2022-02-23 13:57:00,22.35,"83,333", , , , 
2022-02-23 13:58:00,22.31,"83,251", , , , 
2022-02-23 13:59:00,22.35,"83,210", , , , 
2022-02-23 14:00:00,22.35,"83,231", , , , 
2022-02-23 14:01:00,22.39,"83,210", , , , 
2022-02-23 14:02:00,22.39,"83,169", , , , 
2022-02-23 14:03:00,22.39,"83,005", , , , 
2022-02-23 14:04:00,22.39,"83,313", , , , 
2022-02-23 14:05:00,22.35,"83,231", , , , 
2022-02-23 14:06:00,22.39,"83,169", , , , 
2022-02-23 14:07:00,22.39,"83,231", , , , 
2022-02-23 14:08:00,22.39,"83,231", , , , 
2022-02-23 14:09:00,22.43,"83,067", , , , 
2022-02-23 14:10:00,22.43,"83,046", , , , 
2022-02-23 14:11:00,22.43,"83,149", , , , 
2022-02-23 14:12:00,22.43,"83,231", , , , 
2022-02-23 14:13:00,22.39,"83,210", , , , 
2022-02-23 14:14:00,22.43,"83,210", , , , 
2022-02-23 14:15:00,22.48,"83,169", , , , 
2022-02-23 14:16:00,22.48,"83,251", , , , 
2022-02-23 14:17:00,22.48,"83,169", , , , 
2022-02-23 14:18:00,22.48,"83,251", , , , 
2022-02-23 14:19:00,22.43,"83,251", , , , 
2022-02-23 14:20:00,22.52,"83,210", , , , 
2022-02-23 14:21:00,22.43,"83,210", , , , 
2022-02-23 14:22:00,22.48,"83,210", , , , 
2022-02-23 14:23:00,22.52,"83,169", , , , 
2022-02-23 14:24:00,22.48,"83,251", , , , 
2022-02-23 14:25:00,22.52,"83,251", , , , 
2022-02-23 14:26:00,22.52,"83,149", , , , 
2022-02-23 14:27:00,22.56,"83,272", , , , 
2022-02-23 14:28:00,22.52,"83,251", , , , 
2022-02-23 14:29:00,22.52,"83,128", , , , 
2022-02-23 14:30:00,22.56,"83,251", , , , 
2022-02-23 14:31:00,22.52,"83,128", , , , 
2022-02-23 14:32:00,22.52,"83,251", , , , 
2022-02-23 14:33:00,22.52,"83,354", , , , 
2022-02-23 14:34:00,22.56,"83,272", , , , 
2022-02-23 14:35:00,22.52,"83,251", , , , 
2022-02-23 14:36:00,22.61,"83,272", , , , 
2022-02-23 14:37:00,22.56,"83,251", , , , 
2022-02-23 14:38:00,22.61,"83,313", , , , 
2022-02-23 14:39:00,22.61,"83,149", , , , 
2022-02-23 14:40:00,22.61,"83,272", , , , 
2022-02-23 14:41:00,22.61,"83,272", , , , 
2022-02-23 14:42:00,22.61,"83,067", , , , 
2022-02-23 14:43:00,22.61,"83,210", , , , 
2022-02-23 14:44:00,22.65,"83,169", , , , 
2022-02-23 14:45:00,22.65,"83,313", , , , 
2022-02-23 14:46:00,22.65,"82,862", , , , 
2022-02-23 14:47:00,22.65,"83,108", , , , 
2022-02-23 14:48:00,22.65,"83,231", , , , 
2022-02-23 14:49:00,22.65,"83,210", , , , 
2022-02-23 14:50:00,22.65,"83,210", , , , 
2022-02-23 14:51:00,22.65,"83,210", , , , 
2022-02-23 14:52:00,22.69,"83,231", , , , 
2022-02-23 14:53:00,22.69,"83,313", , , , 
2022-02-23 14:54:00,22.69,"83,251", , , , 
2022-02-23 14:55:00,22.69,"83,231", , , , 
2022-02-23 14:56:00,22.69,"83,210", , , , 
2022-02-23 14:57:00,22.69,"83,169", , , , 
2022-02-23 14:58:00,22.69,"83,149", , , , 
2022-02-23 14:59:00,22.69,"82,964", , , , 
2022-02-23 15:00:00,22.73,"83,231", , , , 
2022-02-23 15:01:00,22.69,"83,313", , , , 
