Serial Number:21002972 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-02-23 10:30:00,18.14,"6,382", , , , 
2022-02-23 10:31:00,17.93,"7,058", , , , 
2022-02-23 10:32:00,17.72,"7,895", , , , 
2022-02-23 10:33:00,17.54,"7,841", , , , 
2022-02-23 10:34:00,17.46,"7,199", , , , 
2022-02-23 10:35:00,17.76,"34,120", , , , 
2022-02-23 10:36:00,18.02,"30,167", , , , 
2022-02-23 10:37:00,18.10,"29,501", , , , 
2022-02-23 10:38:00,18.14,"29,266", , , , 
2022-02-23 10:39:00,18.23,"29,225", , , , 
2022-02-23 10:40:00,18.14,"29,317", , , , 
2022-02-23 10:41:00,18.23,"29,143", , , , 
2022-02-23 10:42:00,18.27,"29,071", , , , 
2022-02-23 10:43:00,18.32,"28,856", , , , 
2022-02-23 10:44:00,18.32,"28,979", , , , 
2022-02-23 10:45:00,18.44,"43,110", , , , 
2022-02-23 10:46:00,18.49,"33,782", , , , 
2022-02-23 10:47:00,18.49,"62,239", , , , 
2022-02-23 10:48:00,18.32,"46,203", , , , 
2022-02-23 10:49:00,18.27,"37,315", , , , 
2022-02-23 10:50:00,18.36,"49,684", , , , 
2022-02-23 10:51:00,18.40,"41,073", , , , 
2022-02-23 10:52:00,18.44,"51,425", , , , 
2022-02-23 10:53:00,18.49,"47,575", , , , 
2022-02-23 10:54:00,18.53,"47,391", , , , 
2022-02-23 10:55:00,18.53,"47,514", , , , 
2022-02-23 10:56:00,18.53,"48,701", , , , 
2022-02-23 10:57:00,18.66,"49,254", , , , 
2022-02-23 10:58:00,18.70,"48,660", , , , 
2022-02-23 10:59:00,18.70,"48,599", , , , 
2022-02-23 11:00:00,18.70,"48,599", , , , 
2022-02-23 11:01:00,18.74,"48,620", , , , 
2022-02-23 11:02:00,18.74,"48,558", , , , 
2022-02-23 11:03:00,18.79,"48,579", , , , 
2022-02-23 11:04:00,18.79,"48,599", , , , 
2022-02-23 11:05:00,18.79,"48,558", , , , 
2022-02-23 11:06:00,18.87,"48,620", , , , 
2022-02-23 11:07:00,18.87,"48,660", , , , 
2022-02-23 11:08:00,18.83,"48,681", , , , 
2022-02-23 11:09:00,18.92,"48,538", , , , 
2022-02-23 11:10:00,18.92,"48,660", , , , 
2022-02-23 11:11:00,18.96,"48,415", , , , 
2022-02-23 11:12:00,18.96,"48,620", , , , 
2022-02-23 11:13:00,18.96,"48,660", , , , 
2022-02-23 11:14:00,19.00,"48,640", , , , 
2022-02-23 11:15:00,19.04,"48,599", , , , 
2022-02-23 11:16:00,19.04,"48,579", , , , 
2022-02-23 11:17:00,19.09,"48,599", , , , 
2022-02-23 11:18:00,19.09,"48,640", , , , 
2022-02-23 11:19:00,19.09,"48,599", , , , 
2022-02-23 11:20:00,19.13,"48,660", , , , 
2022-02-23 11:21:00,19.17,"48,620", , , , 
2022-02-23 11:22:00,19.13,"48,415", , , , 
2022-02-23 11:23:00,19.17,"48,681", , , , 
2022-02-23 11:24:00,19.22,"48,640", , , , 
2022-02-23 11:25:00,19.26,"48,701", , , , 
2022-02-23 11:26:00,19.26,"48,722", , , , 
2022-02-23 11:27:00,19.30,"48,681", , , , 
2022-02-23 11:28:00,19.30,"48,640", , , , 
2022-02-23 11:29:00,19.35,"48,640", , , , 
2022-02-23 11:30:00,19.35,"48,599", , , , 
2022-02-23 11:31:00,19.35,"48,681", , , , 
2022-02-23 11:32:00,19.35,"48,681", , , , 
2022-02-23 11:33:00,19.39,"48,640", , , , 
2022-02-23 11:34:00,19.39,"48,722", , , , 
2022-02-23 11:35:00,19.43,"48,456", , , , 
2022-02-23 11:36:00,19.47,"48,701", , , , 
2022-02-23 11:37:00,19.47,"48,681", , , , 
2022-02-23 11:38:00,19.52,"48,681", , , , 
2022-02-23 11:39:00,19.56,"48,640", , , , 
2022-02-23 11:40:00,19.56,"48,681", , , , 
2022-02-23 11:41:00,19.56,"48,558", , , , 
2022-02-23 11:42:00,19.56,"48,640", , , , 
2022-02-23 11:43:00,19.60,"48,681", , , , 
2022-02-23 11:44:00,19.60,"48,660", , , , 
2022-02-23 11:45:00,19.65,"48,701", , , , 
2022-02-23 11:46:00,19.65,"48,660", , , , 
2022-02-23 11:47:00,19.65,"48,681", , , , 
2022-02-23 11:48:00,19.69,"48,640", , , , 
2022-02-23 11:49:00,19.73,"48,640", , , , 
2022-02-23 11:50:00,19.77,"48,620", , , , 
2022-02-23 11:51:00,19.77,"48,681", , , , 
2022-02-23 11:52:00,19.77,"48,660", , , , 
2022-02-23 11:53:00,19.77,"48,681", , , , 
2022-02-23 11:54:00,19.82,"48,558", , , , 
2022-02-23 11:55:00,19.82,"48,599", , , , 
2022-02-23 11:56:00,19.77,"48,660", , , , 
2022-02-23 11:57:00,19.82,"48,660", , , , 
2022-02-23 11:58:00,19.86,"48,701", , , , 
2022-02-23 11:59:00,19.86,"48,620", , , , 
2022-02-23 12:00:00,19.90,"48,681", , , , 
2022-02-23 12:01:00,19.95,"48,681", , , , 
2022-02-23 12:02:00,19.90,"48,558", , , , 
2022-02-23 12:03:00,19.90,"48,660", , , , 
2022-02-23 12:04:00,19.95,"48,681", , , , 
2022-02-23 12:05:00,19.99,"48,620", , , , 
2022-02-23 12:06:00,19.99,"48,722", , , , 
2022-02-23 12:07:00,19.99,"48,599", , , , 
2022-02-23 12:08:00,19.99,"48,640", , , , 
2022-02-23 12:09:00,20.07,"48,579", , , , 
2022-02-23 12:10:00,20.03,"48,640", , , , 
2022-02-23 12:11:00,20.07,"48,640", , , , 
2022-02-23 12:12:00,20.03,"48,579", , , , 
2022-02-23 12:13:00,20.07,"48,599", , , , 
2022-02-23 12:14:00,20.07,"48,517", , , , 
2022-02-23 12:15:00,20.07,"48,558", , , , 
2022-02-23 12:16:00,20.07,"48,681", , , , 
2022-02-23 12:17:00,20.12,"48,538", , , , 
2022-02-23 12:18:00,20.12,"48,701", , , , 
2022-02-23 12:19:00,20.16,"48,763", , , , 
2022-02-23 12:20:00,20.20,"48,701", , , , 
2022-02-23 12:21:00,20.16,"47,944", , , , 
2022-02-23 12:22:00,20.16,"48,558", , , , 
2022-02-23 12:23:00,20.20,"48,722", , , , 
2022-02-23 12:24:00,20.25,"48,681", , , , 
2022-02-23 12:25:00,20.29,"48,681", , , , 
2022-02-23 12:26:00,20.29,"48,620", , , , 
2022-02-23 12:27:00,20.25,"48,681", , , , 
2022-02-23 12:28:00,20.33,"48,722", , , , 
2022-02-23 12:29:00,20.29,"48,620", , , , 
2022-02-23 12:30:00,20.29,"48,681", , , , 
2022-02-23 12:31:00,20.33,"48,701", , , , 
2022-02-23 12:32:00,20.33,"48,681", , , , 
2022-02-23 12:33:00,20.33,"48,722", , , , 
2022-02-23 12:34:00,20.33,"48,701", , , , 
2022-02-23 12:35:00,20.33,"48,660", , , , 
2022-02-23 12:36:00,20.33,"48,681", , , , 
2022-02-23 12:37:00,20.33,"48,660", , , , 
2022-02-23 12:38:00,20.37,"48,763", , , , 
2022-02-23 12:39:00,20.37,"48,722", , , , 
2022-02-23 12:40:00,20.37,"48,620", , , , 
2022-02-23 12:41:00,20.46,"48,701", , , , 
2022-02-23 12:42:00,20.42,"48,599", , , , 
2022-02-23 12:43:00,20.42,"48,660", , , , 
2022-02-23 12:44:00,20.42,"48,660", , , , 
2022-02-23 12:45:00,20.46,"48,660", , , , 
2022-02-23 12:46:00,20.42,"48,660", , , , 
2022-02-23 12:47:00,20.46,"48,435", , , , 
2022-02-23 12:48:00,20.46,"48,660", , , , 
2022-02-23 12:49:00,20.50,"48,722", , , , 
2022-02-23 12:50:00,20.50,"48,722", , , , 
2022-02-23 12:51:00,20.50,"48,620", , , , 
2022-02-23 12:52:00,20.50,"48,722", , , , 
2022-02-23 12:53:00,20.55,"48,722", , , , 
2022-02-23 12:54:00,20.55,"48,681", , , , 
2022-02-23 12:55:00,20.55,"48,722", , , , 
2022-02-23 12:56:00,20.55,"48,722", , , , 
2022-02-23 12:57:00,20.55,"48,701", , , , 
2022-02-23 12:58:00,20.55,"48,701", , , , 
2022-02-23 12:59:00,20.63,"48,742", , , , 
2022-02-23 13:00:00,20.63,"48,660", , , , 
2022-02-23 13:01:00,20.63,"48,681", , , , 
2022-02-23 13:02:00,20.68,"48,722", , , , 
2022-02-23 13:03:00,20.68,"48,640", , , , 
2022-02-23 13:04:00,20.72,"48,640", , , , 
2022-02-23 13:05:00,20.68,"48,722", , , , 
2022-02-23 13:06:00,20.68,"48,742", , , , 
