Serial Number:21002975 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-02-23 10:30:00,19.82,"10,207", , , , 
2022-02-23 10:31:00,18.87,"13,507", , , , 
2022-02-23 10:32:00,18.79,"79,749", , , , 
2022-02-23 10:33:00,19.30,"79,237", , , , 
2022-02-23 10:34:00,19.56,"80,261", , , , 
2022-02-23 10:35:00,19.77,"78,889", , , , 
2022-02-23 10:36:00,19.82,"79,933", , , , 
2022-02-23 10:37:00,19.82,"79,933", , , , 
2022-02-23 10:38:00,19.86,"79,872", , , , 
2022-02-23 10:39:00,19.90,"79,954", , , , 
2022-02-23 10:40:00,19.69,"79,667", , , , 
2022-02-23 10:41:00,19.86,"80,056", , , , 
2022-02-23 10:42:00,19.95,"79,667", , , , 
2022-02-23 10:43:00,19.95,"79,729", , , , 
2022-02-23 10:44:00,19.95,"79,872", , , , 
2022-02-23 10:45:00,19.95,"83,149", , , , 
2022-02-23 10:46:00,19.99,"86,589", , , , 
2022-02-23 10:47:00,19.65,"78,602", , , , 
2022-02-23 10:48:00,19.22,"79,503", , , , 
2022-02-23 10:49:00,19.04,"68,977", , , , 
2022-02-23 10:50:00,19.04,"66,355", , , , 
2022-02-23 10:51:00,19.09,"66,335", , , , 
2022-02-23 10:52:00,19.52,"87,613", , , , 
2022-02-23 10:53:00,19.99,"107,561", , , , 
2022-02-23 10:54:00,20.29,"107,274", , , , 
2022-02-23 10:55:00,20.37,"107,766", , , , 
2022-02-23 10:56:00,20.46,"107,848", , , , 
2022-02-23 10:57:00,20.72,"110,060", , , , 
2022-02-23 10:58:00,20.80,"110,141", , , , 
2022-02-23 10:59:00,20.93,"110,060", , , , 
2022-02-23 11:00:00,21.02,"109,773", , , , 
2022-02-23 11:01:00,21.02,"110,223", , , , 
2022-02-23 11:02:00,21.10,"110,182", , , , 
2022-02-23 11:03:00,21.10,"110,060", , , , 
2022-02-23 11:04:00,21.10,"110,060", , , , 
2022-02-23 11:05:00,21.19,"110,100", , , , 
2022-02-23 11:06:00,21.15,"110,100", , , , 
2022-02-23 11:07:00,21.19,"109,978", , , , 
2022-02-23 11:08:00,21.23,"109,896", , , , 
2022-02-23 11:09:00,21.28,"110,141", , , , 
2022-02-23 11:10:00,21.32,"110,141", , , , 
2022-02-23 11:11:00,21.32,"110,182", , , , 
2022-02-23 11:12:00,21.36,"110,182", , , , 
2022-02-23 11:13:00,21.36,"110,060", , , , 
2022-02-23 11:14:00,21.36,"109,896", , , , 
2022-02-23 11:15:00,21.40,"110,060", , , , 
2022-02-23 11:16:00,21.45,"110,223", , , , 
2022-02-23 11:17:00,21.45,"110,141", , , , 
2022-02-23 11:18:00,21.49,"110,223", , , , 
2022-02-23 11:19:00,21.49,"110,223", , , , 
2022-02-23 11:20:00,21.53,"109,937", , , , 
2022-02-23 11:21:00,21.53,"110,223", , , , 
2022-02-23 11:22:00,21.53,"110,141", , , , 
2022-02-23 11:23:00,21.62,"110,182", , , , 
2022-02-23 11:24:00,21.58,"110,223", , , , 
2022-02-23 11:25:00,21.62,"110,182", , , , 
2022-02-23 11:26:00,21.62,"110,060", , , , 
2022-02-23 11:27:00,21.66,"110,060", , , , 
2022-02-23 11:28:00,21.66,"110,141", , , , 
2022-02-23 11:29:00,21.70,"110,346", , , , 
2022-02-23 11:30:00,21.70,"110,305", , , , 
2022-02-23 11:31:00,21.70,"110,305", , , , 
2022-02-23 11:32:00,21.75,"110,223", , , , 
2022-02-23 11:33:00,21.79,"110,141", , , , 
2022-02-23 11:34:00,21.83,"110,346", , , , 
