Serial Number:21002976 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2022-02-23 10:30:26,18.87,"10,998", , , , 
2022-02-23 10:31:26,18.23,"8,686", , , , 
2022-02-23 10:32:26,18.66,"69,796", , , , 
2022-02-23 10:33:26,18.83,"69,448", , , , 
2022-02-23 10:34:26,18.96,"68,485", , , , 
2022-02-23 10:35:26,18.96,"61,317", , , , 
2022-02-23 10:36:26,18.96,"61,338", , , , 
2022-02-23 10:37:26,18.96,"61,379", , , , 
2022-02-23 10:38:26,18.96,"61,338", , , , 
2022-02-23 10:39:26,18.83,"61,870", , , , 
2022-02-23 10:40:26,18.87,"61,460", , , , 
2022-02-23 10:41:26,18.96,"61,563", , , , 
2022-02-23 10:42:26,19.00,"61,133", , , , 
2022-02-23 10:43:26,19.00,"61,379", , , , 
2022-02-23 10:44:26,19.00,"61,133", , , , 
2022-02-23 10:45:26,19.09,"67,195", , , , 
2022-02-23 10:46:26,19.30,"101,458", , , , 
2022-02-23 10:47:26,18.74,"49,562", , , , 
2022-02-23 10:48:26,18.53,"59,126", , , , 
2022-02-23 10:49:26,18.49,"59,924", , , , 
2022-02-23 10:50:26,18.44,"65,946", , , , 
2022-02-23 10:51:26,18.57,"51,589", , , , 
2022-02-23 10:52:26,18.66,"75,715", , , , 
2022-02-23 10:53:26,18.87,"74,363", , , , 
2022-02-23 10:54:26,19.00,"74,609", , , , 
2022-02-23 10:55:26,19.00,"74,609", , , , 
2022-02-23 10:56:26,19.13,"76,698", , , , 
2022-02-23 10:57:26,19.22,"76,595", , , , 
2022-02-23 10:58:26,19.30,"77,005", , , , 
2022-02-23 10:59:26,19.35,"76,698", , , , 
2022-02-23 11:00:26,19.39,"77,005", , , , 
2022-02-23 11:01:26,19.39,"77,005", , , , 
2022-02-23 11:02:26,19.47,"77,046", , , , 
2022-02-23 11:03:26,19.52,"76,882", , , , 
2022-02-23 11:04:26,19.52,"77,148", , , , 
2022-02-23 11:05:26,19.56,"76,882", , , , 
2022-02-23 11:06:26,19.60,"77,046", , , , 
2022-02-23 11:07:26,19.60,"77,005", , , , 
2022-02-23 11:08:26,19.65,"77,087", , , , 
2022-02-23 11:09:26,19.65,"77,005", , , , 
2022-02-23 11:10:26,19.69,"76,513", , , , 
2022-02-23 11:11:26,19.65,"77,087", , , , 
2022-02-23 11:12:26,19.69,"77,005", , , , 
2022-02-23 11:13:26,19.73,"77,148", , , , 
2022-02-23 11:14:26,19.77,"77,128", , , , 
2022-02-23 11:15:26,19.77,"77,046", , , , 
2022-02-23 11:16:26,19.82,"77,087", , , , 
2022-02-23 11:17:26,19.82,"77,087", , , , 
2022-02-23 11:18:26,19.82,"77,230", , , , 
2022-02-23 11:19:26,19.86,"77,169", , , , 
2022-02-23 11:20:26,19.90,"77,210", , , , 
2022-02-23 11:21:26,19.90,"77,230", , , , 
2022-02-23 11:22:26,19.90,"77,046", , , , 
2022-02-23 11:23:26,19.99,"77,128", , , , 
2022-02-23 11:24:26,19.99,"76,800", , , , 
2022-02-23 11:25:26,20.03,"77,005", , , , 
2022-02-23 11:26:26,19.99,"77,169", , , , 
2022-02-23 11:27:26,20.03,"77,230", , , , 
2022-02-23 11:28:26,20.03,"77,271", , , , 
2022-02-23 11:29:26,20.07,"77,148", , , , 
2022-02-23 11:30:26,20.12,"77,148", , , , 
2022-02-23 11:31:26,20.12,"77,230", , , , 
2022-02-23 11:32:26,20.16,"77,169", , , , 
2022-02-23 11:33:26,20.16,"77,087", , , , 
2022-02-23 11:34:26,20.16,"77,169", , , , 
2022-02-23 11:35:26,20.25,"77,046", , , , 
2022-02-23 11:36:26,20.20,"77,230", , , , 
2022-02-23 11:37:26,20.29,"77,210", , , , 
2022-02-23 11:38:26,20.25,"77,230", , , , 
2022-02-23 11:39:26,20.25,"77,251", , , , 
2022-02-23 11:40:26,20.33,"77,169", , , , 
2022-02-23 11:41:26,20.33,"77,148", , , , 
2022-02-23 11:42:26,20.33,"77,128", , , , 
2022-02-23 11:43:26,20.37,"77,128", , , , 
2022-02-23 11:44:26,20.33,"77,271", , , , 
2022-02-23 11:45:26,20.33,"77,046", , , , 
2022-02-23 11:46:26,20.37,"77,271", , , , 
2022-02-23 11:47:26,20.42,"77,210", , , , 
2022-02-23 11:48:26,20.46,"77,169", , , , 
2022-02-23 11:49:26,20.42,"77,210", , , , 
2022-02-23 11:50:26,20.46,"77,169", , , , 
2022-02-23 11:51:26,20.50,"77,087", , , , 
2022-02-23 11:52:26,20.50,"77,128", , , , 
2022-02-23 11:53:26,20.55,"76,964", , , , 
2022-02-23 11:54:26,20.59,"77,332", , , , 
2022-02-23 11:55:26,20.55,"77,087", , , , 
2022-02-23 11:56:26,20.59,"77,271", , , , 
2022-02-23 11:57:26,20.59,"77,210", , , , 
2022-02-23 11:58:26,20.59,"77,087", , , , 
2022-02-23 11:59:26,20.63,"77,169", , , , 
2022-02-23 12:00:26,20.59,"77,251", , , , 
2022-02-23 12:01:26,20.63,"77,312", , , , 
2022-02-23 12:02:26,20.63,"77,271", , , , 
2022-02-23 12:03:26,20.72,"77,251", , , , 
2022-02-23 12:04:26,20.72,"77,169", , , , 
2022-02-23 12:05:26,20.72,"77,066", , , , 
2022-02-23 12:06:26,20.72,"77,230", , , , 
2022-02-23 12:07:26,20.76,"77,312", , , , 
2022-02-23 12:08:26,20.72,"77,251", , , , 
2022-02-23 12:09:26,20.76,"77,271", , , , 
2022-02-23 12:10:26,20.80,"77,169", , , , 
2022-02-23 12:11:26,20.80,"77,230", , , , 
2022-02-23 12:12:26,20.80,"77,353", , , , 
2022-02-23 12:13:26,20.85,"77,230", , , , 
2022-02-23 12:14:26,20.89,"77,332", , , , 
2022-02-23 12:15:26,20.89,"77,230", , , , 
2022-02-23 12:16:26,20.89,"77,230", , , , 
2022-02-23 12:17:26,20.93,"77,148", , , , 
2022-02-23 12:18:26,20.93,"77,394", , , , 
2022-02-23 12:19:26,20.93,"77,332", , , , 
2022-02-23 12:20:26,20.98,"77,353", , , , 
2022-02-23 12:21:26,20.93,"77,455", , , , 
2022-02-23 12:22:26,20.98,"77,414", , , , 
